parIndex,nStates,Phase,State,DSGRNPhase,nStatesRAC,basin,A,B,C,D,basinDiscret
1,2,0202-2020,0202,0202-2020,2,0.961,-2.052989,4.623798,-6.20963,4.106366,0.961
1,2,0202-2020,2020,0202-2020,2,0.039,5.52692,-3.713393,6.28384,-6.110383,0.039
2,2,0202-2020,0202,-1,2,0.52,-5.695158,3.973314,-5.644048,5.42768,0.52
2,2,0202-2020,2020,-1,2,0.48,6.102555,-3.000108,4.567155,-4.518754,0.48
3,2,0202-2020,2020,0202-2020,2,0.896,4.300716,-2.666788,4.211614,-5.020334,0.896
3,2,0202-2020,0202,0202-2020,2,0.104,-4.611087,3.946529,-7.516242,3.468005,0.104
4,2,0202-2020,0202,0202-2020-2100,2,0.764,-7.399167,5.700108,-7.047137,7.157708,0.764
4,2,0202-2020,2020,0202-2020-2100,2,0.236,2.378346,-6.039282,5.007392,-5.231369,0.236
5,2,0202-2020,0202,0202-1200-2020,2,0.721,-6.814734,6.850582,-6.978667,6.489223,0.721
5,2,0202-2020,2020,0202-1200-2020,2,0.279,5.760498,0.802565,5.588,-3.788267,0.279
6,3,0202-2011-2020,2011,0112-0202-2011-2020,3,0.039,5.553503,-3.227808,0.332684,0.664562,0.039
6,3,0202-2011-2020,2020,0112-0202-2011-2020,3,0.152,5.58878,-5.940511,6.898029,-3.3406,0.152
6,3,0202-2011-2020,0202,0112-0202-2011-2020,3,0.809,-6.902535,6.489223,-5.986764,6.344427,0.809
7,2,0202-2020,2020,0202-2020,2,0.885,5.700108,-4.81006,7.157708,-3.05179,0.885
7,2,0202-2020,0202,0202-2020,2,0.115,-5.507019,5.007392,-6.062796,7.035838,0.115
8,2,2020-2202,2202,2020-2202,2,0.612,0.13564,2.030868,-2.267452,0.729799,0.612
8,2,2020-2202,2020,2020-2202,2,0.388,6.966393,-3.528625,5.009091,-4.22445,0.388
9,2,0202-2020,2020,0202-2020,2,0.317,5.132713,-5.860009,4.52136,-10.485451,0.317
9,2,0202-2020,0202,0202-2020,2,0.683,-5.440965,6.843341,-3.957858,2.217903,0.683
10,1,2020,2020,1201-2020,1,1,6.392596,-5.80671,5.86895,-4.958492,1
11,2,0202-2020,0202,0202-2020,2,0.789,-7.47266,6.36665,-7.98329,5.060681,0.789
11,2,0202-2020,2020,0202-2020,2,0.211,5.406194,-6.063108,4.901504,-4.624346,0.211
12,1,0202,0202,0202-2020,1,1,-7.352174,5.968684,-6.926884,6.232957,1
13,3,0202-1012-2020,2020,0112-0202-1012-2020,3,0.786,6.648807,-5.676439,5.998055,-7.736418,0.786
13,3,0202-1012-2020,1012,0112-0202-1012-2020,3,0.03,1.245778,-3.914058,1.14977,5.103643,0.03
13,3,0202-1012-2020,0202,0112-0202-1012-2020,3,0.184,-5.083255,4.569949,-4.450522,5.14253,0.184
14,1,2020,2020,2020,1,1,5.804505,-7.306918,6.912353,-6.640832,1
15,2,0202-2020,2020,0202-2020,2,0.081,3.103036,-5.696119,3.846156,-5.310703,0.081
15,2,0202-2020,0202,0202-2020,2,0.919,-9.087909,7.040114,-8.359527,6.188146,0.919
16,3,0202-2020-2100,2020,0202-2020-2100,3,0.155,7.070097,-7.184153,2.378346,-7.15945,0.155
16,3,0202-2020-2100,2100,0202-2020-2100,3,0.282,7.070093,-1.647972,-3.234993,-0.885788,0.282
16,3,0202-2020-2100,0202,0202-2020-2100,3,0.563,-4.676859,4.870372,-10.010743,5.700108,0.563
17,2,0202-2020,2020,0202-2020,2,0.008,7.386054,-3.747285,2.387555,0.499599,0.008
17,2,0202-2020,0202,0202-2020,2,0.992,-5.002942,4.706778,-6.912688,6.544777,0.992
18,3,0202-2002-2020,0202,0202-2002-2020,3,0.146,-0.807909,2.969617,-3.774253,6.588237,0.146
18,3,0202-2002-2020,2002,0202-2002-2020,3,0.3,2.546926,-0.633455,0.504392,4.466939,0.3
18,3,0202-2002-2020,2020,0202-2002-2020,3,0.554,7.562044,-5.840815,6.634873,-2.222493,0.554
19,3,1202-2020-2102,1202,1202-2020-2102,3,0.11,0.414796,5.92959,-0.835627,3.243883,0.11
19,3,1202-2020-2102,2020,1202-2020-2102,3,0.392,7.14935,-5.114242,5.898926,-2.243661,0.392
19,3,1202-2020-2102,2102,1202-2020-2102,3,0.498,5.121199,0.442059,-0.835623,3.243883,0.498
20,2,0202-2020,2020,0202-2020,2,0.987,6.665772,-8.619997,5.657842,-3.709358,0.987
20,2,0202-2020,0202,0202-2020,2,0.013,-5.744836,3.137579,-2.442007,6.024308,0.013
21,4,0202-2020-2101-2110,2020,0202-0210-2020-2101-2110,4,0.219,6.725326,-2.129653,6.674679,-2.498822,0.219
21,4,0202-2020-2101-2110,0202,0202-0210-2020-2101-2110,4,0.43,-3.296614,6.633883,-4.900392,4.554314,0.43
21,4,0202-2020-2101-2110,2101,0202-0210-2020-2101-2110,4,0.197,6.180521,1.371659,-4.677259,1.673045,0.197
21,4,0202-2020-2101-2110,2110,0202-0210-2020-2101-2110,4,0.154,6.720712,1.37141,0.958482,-2.256723,0.154
22,2,0202-2020,2020,0202-1200-2020-2100,2,0.152,4.506726,-3.176626,6.2845,-2.285988,0.152
22,2,0202-2020,0202,0202-1200-2020-2100,2,0.848,-6.058914,7.085411,-4.064325,6.940273,0.848
23,2,0202-2020,0202,0202-0221-1021-2020,2,0.15,-1.492996,6.777252,-2.727697,6.459905,0.15
23,2,0202-2020,2020,0202-0221-1021-2020,2,0.85,7.290925,-2.396997,6.257016,-4.819346,0.85
24,2,0202-2100,0202,0202-2100,2,0.416,-0.201275,7.461113,-9.215538,7.373538,0.416
24,2,0202-2100,2100,0202-2100,2,0.584,6.541254,1.739037,-4.235597,0.921331,0.584
25,3,0202-2002-2020,2002,0202-2002-2020,3,0.462,4.855215,0.319013,-1.653406,1.280802,0.462
25,3,0202-2002-2020,2020,0202-2002-2020,3,0.075,7.600128,-5.300472,1.971019,-4.995078,0.075
25,3,0202-2002-2020,0202,0202-2002-2020,3,0.463,-1.499954,6.321726,-8.068607,6.338169,0.463
26,2,0202-2020,2020,0202-2020,2,0.061,7.233599,-0.407875,4.164461,-1.744345,0.061
26,2,0202-2020,0202,0202-2020,2,0.939,-2.640559,6.450595,-6.542142,7.642972,0.939
27,4,0012-0021-0202-2020,0012,0012-0202-2020,4,0.113,1.665934,-1.376196,-0.084009,6.120666,0.113
27,4,0012-0021-0202-2020,2020,0012-0202-2020,4,0.542,6.907599,-5.591589,5.836977,-3.405637,0.542
27,4,0012-0021-0202-2020,0202,0012-0202-2020,4,0.126,-4.107273,4.838936,-4.736625,6.144546,0.126
27,4,0012-0021-0202-2020,0021,0012-0202-2020,4,0.219,1.668618,-1.389494,4.897004,1.978069,0.219
28,2,0202-2020,2020,0202-2020,2,0.43,4.148266,-7.71472,6.730714,-2.680117,0.43
28,2,0202-2020,0202,0202-2020,2,0.57,-6.057076,2.539352,-6.213013,5.812167,0.57
29,2,0202-2120,2120,0202,2,0.009,3.943586,-3.309274,7.184275,-3.75505,0.009
29,2,0202-2120,0202,0202,2,0.991,-5.480264,5.060681,-1.626432,6.692372,0.991
30,2,0202-2020,0202,0202-1210-2020,2,0.033,-2.433253,1.229832,-2.379061,6.626262,0.033
30,2,0202-2020,2020,0202-1210-2020,2,0.967,6.368401,-7.643096,6.324362,-3.745942,0.967
31,2,0202-1120,0202,0202,2,0.66,-10.082977,6.819119,-4.718126,5.498523,0.66
31,2,0202-1120,1120,0202,2,0.34,1.8752,0.821857,7.012345,-5.481243,0.34
32,2,0202-2020,2020,0012-0202-2020,2,0.724,6.755408,-4.774996,7.902561,-3.100905,0.724
32,2,0202-2020,0202,0012-0202-2020,2,0.276,-3.692115,7.095528,-0.743989,7.102179,0.276
33,3,0202-1002-2020,1002,0202-1002-2020,3,0.52,1.119245,-0.346388,-1.213084,7.175942,0.52
33,3,0202-1002-2020,2020,0202-1002-2020,3,0.358,3.289016,-5.983582,5.060681,-2.90039,0.358
33,3,0202-1002-2020,0202,0202-1002-2020,3,0.122,-5.113913,6.1304,-5.778972,7.184275,0.122
34,2,0202-2020,2020,0202-2020,2,0.956,6.998911,-5.286976,7.79819,-3.586553,0.956
34,2,0202-2020,0202,0202-2020,2,0.044,-2.371994,6.877157,1.194525,6.881757,0.044
35,2,0212-2020,2020,0212-2020,2,0.372,5.719176,-3.879044,7.26369,-1.90436,0.372
35,2,0212-2020,0212,0212-2020,2,0.628,-5.286432,8.045614,-1.232758,2.402904,0.628
36,2,0210-2020,2020,0210-2020-2110,2,0.332,6.222947,-4.389299,5.46285,-6.289117,0.332
