parIndex,nStates,Phase,State,DSGRNPhase,nStatesRAC,basin,A,B,C,D,basinDiscret
1,3,0303-3030-3300,0303,0201-0203-0301-0303-3003-3030,3,0.177,-6.508453,5.267436,-12.465547,5.301984,0.177
1,3,0303-3030-3300,3030,0201-0203-0301-0303-3003-3030,3,0.774,6.863583,-13.260574,6.586348,-10.101593,0.774
1,3,0303-3030-3300,3300,0201-0203-0301-0303-3003-3030,3,0.049,2.091449,0.869544,-4.152571,-4.17819,0.049
2,3,0303-0330-3030,0303,0023-0303-0330-1030-3030,3,0.586,-9.334264,6.164202,-8.748185,6.97897,0.586
2,3,0303-0330-3030,0330,0023-0303-0330-1030-3030,3,0.337,-5.822486,3.672725,2.922136,-1.111555,0.337
2,3,0303-0330-3030,3030,0023-0303-0330-1030-3030,3,0.077,3.370405,-6.318902,6.211875,-7.838389,0.077
3,2,0303-3031,3031,0033-0203-0303-2003-2033-3030-3031-3300,2,0.134,6.097947,-7.244681,6.456756,0.426859,0.134
3,2,0303-3031,0303,0033-0203-0303-2003-2033-3030-3031-3300,2,0.866,-7.56723,6.978964,-10.452973,6.96856,0.866
4,4,0303-3003-3023-3030,3023,0003-0023-0303-3030,4,0.075,1.746738,-8.718495,1.46868,4.56081,0.075
4,4,0303-3003-3023-3030,0303,0003-0023-0303-3030,4,0.076,-6.802472,3.879988,-11.377433,6.876864,0.076
4,4,0303-3003-3023-3030,3003,0003-0023-0303-3030,4,0.239,1.746654,-7.805633,-4.964604,5.890924,0.239
4,4,0303-3003-3023-3030,3030,0003-0023-0303-3030,4,0.61,6.422045,-14.305408,6.6453430000000004,-8.079756,0.61
5,4,0003-0033-0303-3030,3030,0003-0010-0030-0033-0303-3003-3010-3030,4,0.213,5.846376,-8.242987,6.460202,-6.224147,0.213
5,4,0003-0033-0303-3030,0033,0003-0010-0030-0033-0303-3003-3010-3030,4,0.254,-4.658825,-5.314941,3.811412,2.189932,0.254
5,4,0003-0033-0303-3030,0303,0003-0010-0030-0033-0303-3003-3010-3030,4,0.166,-8.849533,4.030503,-9.360238,6.983588,0.166
5,4,0003-0033-0303-3030,0003,0003-0010-0030-0033-0303-3003-3010-3030,4,0.367,-4.679268,-1.455899,-3.932734,6.983257,0.367
6,3,0033-0303-3030,3030,0230-0303-3030,3,0.41,7.106671,-11.367208,6.971678,-10.834037,0.41
6,3,0033-0303-3030,0033,0230-0303-3030,3,0.04,-4.270181,-5.260686,3.658873,2.174223,0.04
6,3,0033-0303-3030,0303,0230-0303-3030,3,0.55,-10.529889,6.783651,-10.737838,6.25006,0.55
7,3,0030-0303-3030,0030,0030-0303-3001-3030-3101,3,0.069,-1.48186,-1.743412,7.091151,-1.772388,0.069
7,3,0030-0303-3030,0303,0030-0303-3001-3030-3101,3,0.84,-13.622278,6.918002,-12.520034,6.783651,0.84
7,3,0030-0303-3030,3030,0030-0303-3001-3030-3101,3,0.091,5.059682,-8.276651,7.106669,-5.025926,0.091
8,4,0030-0301-0303-3030,0030,0030-0201-0203-0301-0303-3030,4,0.407,-2.041144,-3.834811,5.845843,-6.301615,0.407
8,4,0030-0301-0303-3030,3030,0030-0201-0203-0301-0303-3030,4,0.142,4.539073,-8.025766,5.846376,-10.95693,0.142
