Phase,Count,Frequency
0003-0012-0303-1003-3010-3030,1,1e-4
0003-0013-0030-0303-3030,1,1e-4
0003-0013-0033-0303-3031,1,1e-4
0003-0013-0303-1003-1013-3030,1,1e-4
0003-0013-0303-2003-3030,1,1e-4
0003-0013-0303-3003-3013-3030,1,1e-4
0003-0013-0303-3003-3030-3031,1,1e-4
0003-0013-0303-3030,9,9e-4
0003-0013-3030,1,1e-4
0003-0023-0030-0032-0303-3030,1,1e-4
0003-0023-0032-3030,1,1e-4
0003-0023-0033-0303-3030,2,2e-4
0003-0023-0203-3030,1,1e-4
0003-0023-0303-1003-1023-3030,1,1e-4
0003-0023-0303-2003-2023-3030,1,1e-4
0003-0023-0303-3003-3030,2,2e-4
0003-0023-0303-3030,13,0.0013
0003-0023-3030,1,1e-4
0003-0030-0031-0303,1,1e-4
0003-0030-0032-0303-3030,2,2e-4
0003-0030-0033-0303-3030,3,3e-4
0003-0030-0103-3030,2,2e-4
0003-0030-0303,3,3e-4
0003-0030-0303-0320-3030,1,1e-4
0003-0030-0303-0330-3030,1,1e-4
0003-0030-0303-3030,10,0.001
0003-0030-3030,3,3e-4
0003-0031-3003-3030,1,1e-4
0003-0031-3030,2,2e-4
0003-0032-0033-0303-3003-3030-3033,1,1e-4
0003-0032-0303-0320-3030,1,1e-4
0003-0032-0303-3030,8,8e-4
0003-0032-1003-3030,1,1e-4
0003-0033-0203-3030,2,2e-4
0003-0033-0303-0320-3030,1,1e-4
0003-0033-0303-1003-3030,1,1e-4
0003-0033-0303-1030-3030,1,1e-4
0003-0033-0303-1031-3030,1,1e-4
0003-0033-0303-2003-2033-3030,2,2e-4
0003-0033-0303-2003-3030,3,3e-4
0003-0033-0303-2003-3030-3033,1,1e-4
0003-0033-0303-3000-3030,1,1e-4
0003-0033-0303-3001-3030,1,1e-4
0003-0033-0303-3001-3031,1,1e-4
0003-0033-0303-3003-3030,6,6e-4
0003-0033-0303-3003-3030-3033,2,2e-4
0003-0033-0303-3030,31,0.0031
0003-0033-0303-3030-3032,2,2e-4
0003-0033-3030,6,6e-4
0003-0033-3030-3031,1,1e-4
0003-0103-3000-3003-3030,1,1e-4
0003-0103-3003-3030,1,1e-4
0003-0103-3030,1,1e-4
0003-0203-3000-3003-3030,1,1e-4
0003-0203-3000-3030,1,1e-4
0003-0203-3030,3,3e-4
0003-0300-0303-0310-3030,1,1e-4
0003-0300-0303-3000-3030,1,1e-4
0003-0300-0303-3030,14,0.0014
0003-0301-0303-1003-3030,1,1e-4
0003-0301-0303-3000-3030,1,1e-4
0003-0301-0303-3030,4,4e-4
0003-0303,3,3e-4
0003-0303-0310-3030,1,1e-4
0003-0303-0320-3030,4,4e-4
0003-0303-0330-3030,5,5e-4
0003-0303-1003-3000-3030,1,1e-4
0003-0303-1003-3030,6,6e-4
0003-0303-1030,1,1e-4
0003-0303-1030-3030,3,3e-4
0003-0303-1032-3030,1,1e-4
0003-0303-1033-3003-3030,1,1e-4
0003-0303-1033-3030,1,1e-4
0003-0303-1300-3030,1,1e-4
0003-0303-2003-3000-3003-3030,1,1e-4
0003-0303-2003-3000-3030,1,1e-4
0003-0303-2003-3003-3030,1,1e-4
0003-0303-2003-3010-3030,1,1e-4
0003-0303-2003-3030,3,3e-4
0003-0303-2300-3030,1,1e-4
0003-0303-3000,2,2e-4
0003-0303-3000-3001-3030,2,2e-4
0003-0303-3000-3002-3020,1,1e-4
0003-0303-3000-3003-3030,6,6e-4
0003-0303-3000-3003-3030-3031,1,1e-4
0003-0303-3000-3030,14,0.0014
0003-0303-3000-3030-3031,1,1e-4
0003-0303-3000-3030-3033,1,1e-4
0003-0303-3001-3030,2,2e-4
0003-0303-3001-3031,1,1e-4
0003-0303-3002-3030,5,5e-4
0003-0303-3003,2,2e-4
0003-0303-3003-3010-3030,1,1e-4
0003-0303-3003-3020-3030,1,1e-4
0003-0303-3003-3030,25,0.0025
0003-0303-3003-3030-3031,1,1e-4
0003-0303-3003-3031,1,1e-4
0003-0303-3010,1,1e-4
0003-0303-3030,172,0.0172
0003-0303-3030-3031,1,1e-4
0003-0303-3030-3032,1,1e-4
0003-0303-3031,2,2e-4
0003-2003-3030,1,1e-4
0003-3000-3003-3030,1,1e-4
0003-3000-3030,4,4e-4
0003-3002-3030,1,1e-4
0003-3003-3030,7,7e-4
0003-3010-3030,2,2e-4
0003-3030,23,0.0023
0012-0300-0302-3030,1,1e-4
0013-0023-0303-3030,1,1e-4
0013-0023-3030,1,1e-4
0013-0030-0033-0303-3030,1,1e-4
0013-0030-0303,1,1e-4
0013-0030-0303-3030,1,1e-4
0013-0031-0303-3030,2,2e-4
0013-0033-0303-3030,9,9e-4
0013-0103-0303-0313-3030,1,1e-4
0013-0300-0303-3000-3030,1,1e-4
0013-0301-0303-3030,1,1e-4
0013-0303-0310-3030,1,1e-4
0013-0303-0311-3030,1,1e-4
0013-0303-0330-3030,2,2e-4
0013-0303-1013-3030,2,2e-4
0013-0303-1030-1032-3030,1,1e-4
0013-0303-1030-3030,1,1e-4
0013-0303-1303-3030,1,1e-4
0013-0303-2003-3030,1,1e-4
0013-0303-2013-3030,1,1e-4
0013-0303-3012-3030,1,1e-4
0013-0303-3013-3030,3,3e-4
0013-0303-3013-3030-3031,1,1e-4
0013-0303-3030,21,0.0021
0013-0303-3030-3300,1,1e-4
0013-0303-3031,1,1e-4
0013-0313-3030,1,1e-4
0013-1013-3013-3030,1,1e-4
0013-1013-3030,1,1e-4
0022-0303,1,1e-4
0023-0030-0303,2,2e-4
0023-0030-0303-3030,1,1e-4
0023-0031-0033-0303-3030,1,1e-4
0023-0033-0303-3030,5,5e-4
0023-0033-1030-3030,1,1e-4
0023-0103-0303-3002-3030,1,1e-4
0023-0103-0303-3030,1,1e-4
0023-0123-0303-1023-1123-3030,1,1e-4
0023-0123-0303-3030,1,1e-4
0023-0300-0303-3030,3,3e-4
0023-0303-0330-3030,4,4e-4
0023-0303-0330-3030-3300,1,1e-4
0023-0303-1030-3030,1,1e-4
0023-0303-3003-3023-3030,3,3e-4
0023-0303-3003-3030,1,1e-4
0023-0303-3023-3030,4,4e-4
0023-0303-3030,58,0.0058
0023-0303-3030-3200,1,1e-4
0023-0303-3030-3300,1,1e-4
0023-0313-0330-3023-3030,1,1e-4
0023-0313-3030,1,1e-4
0023-3030,2,2e-4
0030-0031-0130-0131-0303-3030,1,1e-4
0030-0031-0303,3,3e-4
0030-0031-0303-0330-0331-3030,1,1e-4
0030-0031-0303-0330-3030,1,1e-4
0030-0031-0303-3000-3030,1,1e-4
0030-0031-0303-3030,4,4e-4
0030-0032,1,1e-4
0030-0032-0033-0230-0232-0303,1,1e-4
0030-0032-0103-0303-3030,1,1e-4
0030-0032-0303,3,3e-4
0030-0032-0303-0330,1,1e-4
0030-0032-0303-3000-3030,1,1e-4
0030-0032-0303-3030,9,9e-4
0030-0032-0303-3030-3031,1,1e-4
0030-0033-0230-0233-0303-3030,1,1e-4
0030-0033-0230-0303-3030,4,4e-4
0030-0033-0303,6,6e-4
0030-0033-0303-0313,1,1e-4
0030-0033-0303-0313-3030,1,1e-4
0030-0033-0303-0330-0333,1,1e-4
0030-0033-0303-0330-0333-3030,1,1e-4
0030-0033-0303-0330-3030,3,3e-4
0030-0033-0303-0331-3030,1,1e-4
0030-0033-0303-3002-3030,1,1e-4
0030-0033-0303-3003-3030,2,2e-4
0030-0033-0303-3030,29,0.0029
0030-0033-0313-3030,3,3e-4
0030-0100-0103-0300-0303-3000-3030,1,1e-4
0030-0103-0300-0303-3030,1,1e-4
0030-0103-0303-0310,1,1e-4
0030-0103-0303-0330-3030,1,1e-4
0030-0103-0303-3030,2,2e-4
0030-0123-0303,1,1e-4
0030-0130-0300-0303-3030,1,1e-4
0030-0130-0300-3030,1,1e-4
0030-0130-0303,2,2e-4
0030-0130-0303-3030,10,0.001
0030-0203-0303-3030,2,2e-4
0030-0203-3030,1,1e-4
0030-0230-0303,1,1e-4
0030-0230-0303-3030,6,6e-4
0030-0230-0303-3030-3300,1,1e-4
0030-0230-3030,1,1e-4
0030-0300-0302-0310,1,1e-4
0030-0300-0302-3030,1,1e-4
0030-0300-0303,3,3e-4
0030-0300-0303-0320-0330-3030,1,1e-4
0030-0300-0303-0330-3030,5,5e-4
0030-0300-0303-3030,18,0.0018
0030-0300-3030,1,1e-4
0030-0300-3030-3100,1,1e-4
0030-0301-0303-0330-1030,1,1e-4
0030-0301-0303-3030,2,2e-4
0030-0302-0303-3030,1,1e-4
0030-0303,19,0.0019
0030-0303-0310-0330-3030,1,1e-4
0030-0303-0310-3030-3310,1,1e-4
0030-0303-0320-3030,4,4e-4
0030-0303-0323-0330-3030,1,1e-4
0030-0303-0323-3030,1,1e-4
0030-0303-0330,5,5e-4
0030-0303-0330-0333-3030,1,1e-4
0030-0303-0330-3010-3030-3230,1,1e-4
0030-0303-0330-3020-3030,1,1e-4
0030-0303-0330-3030,31,0.0031
0030-0303-1300-2030,1,1e-4
0030-0303-2030,3,3e-4
0030-0303-3000-3030,11,0.0011
0030-0303-3000-3030-3200,1,1e-4
0030-0303-3003-3013-3030,1,1e-4
0030-0303-3003-3030,2,2e-4
0030-0303-3010-3030,2,2e-4
0030-0303-3030,184,0.0184
0030-0303-3030-3031,1,1e-4
0030-0303-3030-3200,1,1e-4
0030-0303-3030-3300,2,2e-4
0030-0313-3030,1,1e-4
0030-3030,1,1e-4
0031-0033-0303-0331-0333-3030,1,1e-4
0031-0033-0303-0331-1033-3030,1,1e-4
0031-0033-0303-3030,6,6e-4
0031-0103-0303-3030,2,2e-4
0031-0131-0303-3030,2,2e-4
0031-0231-0303-0321-3030,1,1e-4
0031-0303,3,3e-4
0031-0303-0311-3030,1,1e-4
0031-0303-0321-3030,1,1e-4
0031-0303-0331-3030,4,4e-4
0031-0303-3003-3011-3030,1,1e-4
0031-0303-3003-3030,2,2e-4
0031-0303-3010-3030,1,1e-4
0031-0303-3030,26,0.0026
0031-0303-3030-3303,1,1e-4
0031-3030,1,1e-4
0032-0033-0303-3030,1,1e-4
0032-0103-0303-3030,1,1e-4
0032-0130-0303-3030,1,1e-4
0032-0132-0303-3030,2,2e-4
0032-0230-0232-0303-3030,2,2e-4
0032-0232-0303-3030,1,1e-4
0032-0303-0310-3030,1,1e-4
0032-0303-0323-3030-3300,1,1e-4
0032-0303-0330-0332-2003-3030,1,1e-4
0032-0303-0330-0332-3030,2,2e-4
0032-0303-0330-3030,6,6e-4
0032-0303-0332-3030,1,1e-4
0032-0303-1030-3030,2,2e-4
0032-0303-2003-3030,2,2e-4
0032-0303-2300-3030,1,1e-4
0032-0303-3003-3030,4,4e-4
0032-0303-3010-3030,1,1e-4
0032-0303-3013-3030-3032,1,1e-4
0032-0303-3030,59,0.0059
0032-0303-3030-3300,3,3e-4
0032-0313-1032-3030,1,1e-4
0032-0313-3030,1,1e-4
0032-3030,1,1e-4
0033-0103-0110-0303-3010-3030,1,1e-4
0033-0103-0303-1030-3030,1,1e-4
0033-0103-0303-2003-2033-3030,1,1e-4
0033-0103-0303-3003-3030,3,3e-4
0033-0103-0303-3030,5,5e-4
0033-0103-3030,1,1e-4
0033-0133-0303-1030-3030,1,1e-4
0033-0133-0303-3003-3030,2,2e-4
0033-0133-0303-3030,7,7e-4
0033-0223-0303-3030-3033,1,1e-4
0033-0230-0233-0303-3030,1,1e-4
0033-0230-0233-0303-3030-3300,1,1e-4
0033-0230-0303-3030,3,3e-4
0033-0230-0303-3030-3300,1,1e-4
0033-0233-0303-1230-3030,1,1e-4
0033-0233-0303-3003-3030,1,1e-4
0033-0233-0303-3003-3030-3033,1,1e-4
0033-0233-0303-3030,7,7e-4
0033-0233-0303-3031,1,1e-4
0033-0303,13,0.0013
0033-0303-0313-0330-3030,2,2e-4
0033-0303-0313-0333-3030,1,1e-4
0033-0303-0313-3030,6,6e-4
0033-0303-0313-3031,1,1e-4
0033-0303-0320-3003-3030,1,1e-4
0033-0303-0320-3030,4,4e-4
0033-0303-0321-3030,1,1e-4
0033-0303-0323-3003-3030,1,1e-4
0033-0303-0323-3030,8,8e-4
0033-0303-0330-0333-3030,6,6e-4
0033-0303-0330-1330-3030,1,1e-4
0033-0303-0330-3003-3030,2,2e-4
0033-0303-0330-3003-3030-3300,1,1e-4
0033-0303-0330-3030,38,0.0038
0033-0303-0330-3030-3300,1,1e-4
0033-0303-0331-3030,2,2e-4
0033-0303-0331-3030-3300,1,1e-4
0033-0303-0331-3030-3300-3330,1,1e-4
0033-0303-0333-3030,14,0.0014
0033-0303-0333-3030-3031,1,1e-4
0033-0303-1030,1,1e-4
0033-0303-1030-3030,7,7e-4
0033-0303-1033-3030,3,3e-4
0033-0303-1033-3030-3300,1,1e-4
0033-0303-1033-3031,1,1e-4
0033-0303-1033-3032,1,1e-4
0033-0303-2003-2033-3000-3030,1,1e-4
0033-0303-2003-2033-3030,2,2e-4
0033-0303-2003-3030,1,1e-4
0033-0303-2013-3010-3030,1,1e-4
0033-0303-2013-3030,1,1e-4
0033-0303-2030-3030,1,1e-4
0033-0303-2033,1,1e-4
0033-0303-2033-3001-3030,1,1e-4
0033-0303-2033-3030,7,7e-4
0033-0303-2300-2320-3030,1,1e-4
0033-0303-2300-3030,3,3e-4
0033-0303-2303-3030,1,1e-4
0033-0303-2320-3030,1,1e-4
0033-0303-2330-3030,1,1e-4
0033-0303-2330-3030-3033,1,1e-4
0033-0303-3000-3030,2,2e-4
0033-0303-3001-3030,1,1e-4
0033-0303-3002-3030,1,1e-4
0033-0303-3003-3013-3030,1,1e-4
0033-0303-3003-3030,27,0.0027
0033-0303-3003-3030-3032,2,2e-4
0033-0303-3003-3030-3033,2,2e-4
0033-0303-3003-3030-3033-3300,1,1e-4
0033-0303-3003-3030-3103,1,1e-4
0033-0303-3003-3031-3033,1,1e-4
0033-0303-3003-3032,1,1e-4
0033-0303-3012-3030,1,1e-4
0033-0303-3013-3030,1,1e-4
0033-0303-3030,416,0.0416
0033-0303-3030-3031,7,7e-4
0033-0303-3030-3032,7,7e-4
0033-0303-3030-3033,4,4e-4
0033-0303-3030-3200,2,2e-4
0033-0303-3030-3203,1,1e-4
0033-0303-3030-3300,17,0.0017
0033-0303-3030-3300-3310,1,1e-4
0033-0303-3030-3300-3330,1,1e-4
0033-0303-3030-3330,2,2e-4
0033-0303-3030-3331,1,1e-4
0033-0303-3031,11,0.0011
0033-0303-3033,2,2e-4
0033-0313-0330-2301-3030,1,1e-4
0033-0313-0330-3030,1,1e-4
0033-0313-3030,8,8e-4
0033-0330-0333-3030,1,1e-4
0033-1033-3030,1,1e-4
0033-3030,6,6e-4
0100-0103-0300-0303-3000-3030,1,1e-4
0103-0300-0303-3030,5,5e-4
0103-0303-0330-3030,1,1e-4
0103-0303-1103-3030,1,1e-4
0103-0303-1103-3030-3300,1,1e-4
0103-0303-2003-3030,2,2e-4
0103-0303-3000-3030,5,5e-4
0103-0303-3001-3030,1,1e-4
0103-0303-3002-3030,3,3e-4
0103-0303-3002-3030-3302,1,1e-4
0103-0303-3003-3030,5,5e-4
0103-0303-3030,34,0.0034
0103-0303-3030-3100,1,1e-4
0103-0303-3030-3300,1,1e-4
0103-0303-3030-3300-3302,1,1e-4
0103-3030,2,2e-4
0113-0123-0303-3030,1,1e-4
0113-0303,1,1e-4
0113-0303-3030,2,2e-4
0123-0130-0303-0330-3030,1,1e-4
0123-0130-0303-3030,1,1e-4
0123-0303-0323-3030,1,1e-4
0123-0303-3003-3021-3023-3030,1,1e-4
0123-0303-3030,3,3e-4
0130-0132-0303-3030,2,2e-4
0130-0133-0303-0330-3030,3,3e-4
0130-0133-0303-3030,1,1e-4
0130-0230-0303-3030,1,1e-4
0130-0300,1,1e-4
0130-0300-0303,1,1e-4
0130-0300-0303-3030,5,5e-4
0130-0302-0303-0330,1,1e-4
0130-0303,3,3e-4
0130-0303-0330-2110-2130,1,1e-4
0130-0303-0330-3030,6,6e-4
0130-0303-1030-3030,1,1e-4
0130-0303-2130-3030,1,1e-4
0130-0303-3000-3030,1,1e-4
0130-0303-3003-3030,2,2e-4
0130-0303-3030,31,0.0031
0130-0303-3030-3102,1,1e-4
0130-0303-3030-3200,1,1e-4
0130-0303-3030-3300,1,1e-4
0130-0313-0330-3030,1,1e-4
0130-0313-3030,1,1e-4
0130-0313-3130,1,1e-4
0131-0303-3030,1,1e-4
0132-0303-1132-3030,1,1e-4
0132-0303-3030,3,3e-4
0133-0303-0320-3030,1,1e-4
0133-0303-0330-0332-3030,2,2e-4
0133-0303-0330-1330-3030,1,1e-4
0133-0303-0330-3030,3,3e-4
0133-0303-0330-3030-3300,1,1e-4
0133-0303-1030-3030,1,1e-4
0133-0303-1130-3030,1,1e-4
0133-0303-2033-3030,1,1e-4
0133-0303-3003-3030,1,1e-4
0133-0303-3011-3030-3101,1,1e-4
0133-0303-3030,17,0.0017
0133-0303-3030-3032,1,1e-4
0133-0303-3030-3330,1,1e-4
0133-0303-3130,1,1e-4
0133-0333-1133-3030,1,1e-4
0203-0303-3000-3030,1,1e-4
0203-0303-3010-3030,1,1e-4
0203-0303-3030,2,2e-4
0203-3030,4,4e-4
0230-0231-0303-0320-3030,1,1e-4
0230-0231-0303-3030,4,4e-4
0230-0232-0303-3030,1,1e-4
0230-0233-0303,1,1e-4
0230-0233-0303-3030,5,5e-4
0230-0300-0303,1,1e-4
0230-0300-0303-0310-3030,1,1e-4
0230-0300-0303-0320-3030-3300-3320,1,1e-4
0230-0300-0303-0330-3030,1,1e-4
0230-0300-0303-2230-2300-3030,1,1e-4
0230-0300-0303-3030,8,8e-4
0230-0300-0303-3030-3300,1,1e-4
0230-0300-2300-3030,1,1e-4
0230-0300-3030,1,1e-4
0230-0303-0320-3030,2,2e-4
0230-0303-0320-3030-3300,1,1e-4
0230-0303-0321-3030,1,1e-4
0230-0303-0330-3030,3,3e-4
0230-0303-0330-3030-3200,1,1e-4
0230-0303-0330-3030-3300,1,1e-4
0230-0303-1030-3030,1,1e-4
0230-0303-2300-3030,1,1e-4
0230-0303-3001-3003-3030,1,1e-4
0230-0303-3002-3030-3202,1,1e-4
0230-0303-3003-3023-3030,1,1e-4
0230-0303-3003-3030,3,3e-4
0230-0303-3010-3030,1,1e-4
0230-0303-3030,58,0.0058
0230-0303-3030-3130,1,1e-4
0230-0303-3030-3300,1,1e-4
0231-0233-0303-3030,1,1e-4
0231-0303-3030-3200,1,1e-4
0232-0303-3030,3,3e-4
0232-0313-3030,1,1e-4
0233-0303-3002-3030,1,1e-4
0233-0303-3030,7,7e-4
0233-0303-3030-3300,1,1e-4
0233-3030,2,2e-4
0300,1,1e-4
0300-0301-3030,2,2e-4
0300-0302-0320-3030,1,1e-4
0300-0302-3030,3,3e-4
0300-0302-3030-3300,2,2e-4
0300-0303,6,6e-4
0300-0303-0310-1300-1310-3030,1,1e-4
0300-0303-0310-1303-2300-2310-3030,1,1e-4
0300-0303-0310-3003-3030,1,1e-4
0300-0303-0310-3030,2,2e-4
0300-0303-0310-3030-3300,2,2e-4
0300-0303-0310-3030-3310,1,1e-4
0300-0303-0310-3300-3310,1,1e-4
0300-0303-0313-3030,1,1e-4
0300-0303-0313-3030-3300,1,1e-4
0300-0303-0320,1,1e-4
0300-0303-0320-1300-1320-3030,1,1e-4
0300-0303-0320-3030,7,7e-4
0300-0303-0320-3030-3320,1,1e-4
0300-0303-0330-1300-1330,1,1e-4
0300-0303-0330-1300-1330-3030,1,1e-4
0300-0303-0330-2300-2330-3030,1,1e-4
0300-0303-0330-2300-3030-3330,1,1e-4
0300-0303-0330-3003-3030,1,1e-4
0300-0303-0330-3010-3030,1,1e-4
0300-0303-0330-3010-3030-3300,1,1e-4
0300-0303-0330-3030,39,0.0039
0300-0303-0330-3030-3130-3300,1,1e-4
0300-0303-0330-3030-3300,7,7e-4
0300-0303-0330-3030-3300-3330,2,2e-4
0300-0303-0330-3030-3330,1,1e-4
0300-0303-0330-3130,1,1e-4
0300-0303-0332-3030,1,1e-4
0300-0303-1003-3030,1,1e-4
0300-0303-1033-1103-3030,1,1e-4
0300-0303-1130-3030,1,1e-4
0300-0303-1230-3030,1,1e-4
0300-0303-1300-3000,1,1e-4
0300-0303-1300-3000-3030-3100,1,1e-4
0300-0303-1300-3030,6,6e-4
0300-0303-2003-3030,2,2e-4
0300-0303-2300-3030,10,0.001
0300-0303-2300-3030-3300,2,2e-4
0300-0303-3000,3,3e-4
0300-0303-3000-3003-3030,1,1e-4
0300-0303-3000-3010,1,1e-4
0300-0303-3000-3030,18,0.0018
0300-0303-3000-3030-3300,2,2e-4
0300-0303-3000-3200,1,1e-4
0300-0303-3003-3010-3030,1,1e-4
0300-0303-3003-3030,1,1e-4
0300-0303-3010,2,2e-4
0300-0303-3010-3030,1,1e-4
0300-0303-3010-3030-3300,1,1e-4
0300-0303-3020-3300,1,1e-4
0300-0303-3030,181,0.0181
0300-0303-3030-3100,1,1e-4
0300-0303-3030-3100-3300,1,1e-4
0300-0303-3030-3130-3300,1,1e-4
0300-0303-3030-3200,1,1e-4
0300-0303-3030-3200-3300,1,1e-4
0300-0303-3030-3300,32,0.0032
0300-0303-3030-3300-3330,1,1e-4
0300-0303-3130,2,2e-4
0300-0310-3030,3,3e-4
0300-0310-3030-3300-3310,1,1e-4
0300-0320-1300-1320-3030,1,1e-4
0300-0320-3030-3300,1,1e-4
0300-0330-1030-3030,1,1e-4
0300-0330-3030,4,4e-4
0300-0330-3030-3300,1,1e-4
0300-1300-1303-3030,1,1e-4
0300-1300-3030,1,1e-4
0300-1303-3000,1,1e-4
0300-3000-3030,3,3e-4
0300-3010-3030-3300,1,1e-4
0300-3030,19,0.0019
0300-3030-3200,1,1e-4
0300-3030-3300,3,3e-4
0301-0303-0311-0330-3030,1,1e-4
0301-0303-0313-3030,1,1e-4
0301-0303-0320-3000-3030,1,1e-4
0301-0303-0321-3030-3300,1,1e-4
0301-0303-0330-2300-3030,1,1e-4
0301-0303-0330-3030,4,4e-4
0301-0303-0330-3030-3200,1,1e-4
0301-0303-0330-3030-3300,1,1e-4
0301-0303-1030-3030,1,1e-4
0301-0303-1301-3030,2,2e-4
0301-0303-1301-3030-3200,1,1e-4
0301-0303-1320-3030,1,1e-4
0301-0303-1330-3030,1,1e-4
0301-0303-2003-3030,1,1e-4
0301-0303-2300-3030,1,1e-4
0301-0303-3000-3003-3030-3300,1,1e-4
0301-0303-3000-3030,1,1e-4
0301-0303-3020-3030,1,1e-4
0301-0303-3030,34,0.0034
0301-0303-3030-3300,5,5e-4
0301-3030,3,3e-4
0301-3030-3300,3,3e-4
0302-0303-0320-3030,1,1e-4
0302-0303-0330-3030-3300,1,1e-4
0302-0303-3030,5,5e-4
0302-0330-3030,1,1e-4
0302-3030,3,3e-4
0302-3030-3300,1,1e-4
0303,111,0.0111
0303-0310-0320-3030,1,1e-4
0303-0310-0330-2310-2330-3030,1,1e-4
0303-0310-0330-3030,6,6e-4
0303-0310-0330-3030-3130,1,1e-4
0303-0310-0330-3030-3230-3310,1,1e-4
0303-0310-0330-3030-3310,1,1e-4
0303-0310-1310-3030,2,2e-4
0303-0310-2013-2310-3030,1,1e-4
0303-0310-2300-2310-3030,1,1e-4
0303-0310-3013-3030,1,1e-4
0303-0310-3030,13,0.0013
0303-0310-3030-3130,1,1e-4
0303-0310-3030-3310,3,3e-4
0303-0311-3030,6,6e-4
0303-0313-0330,1,1e-4
