parIndex,nStates,Phase,State,DSGRNPhase,nStatesRAC,basin,A,B,C,D,basinDiscret
1,3,0303-3000-3030,0303,0130-0300-0303-1000-1030-3000-3030,3,0.802,-11.777247,6.709559,-12.941321,6.278997,0.802
1,3,0303-3000-3030,3000,0130-0300-0303-1000-1030-3000-3030,3,0.136,6.004573,-4.274222,-0.958287,-5.194248,0.136
1,3,0303-3000-3030,3030,0130-0300-0303-1000-1030-3000-3030,3,0.062,6.004579,-5.619115,4.464085,-10.500329,0.062
2,3,0033-0303-3030,0303,0033-0103-0303-3030,3,0.554,-11.548021,7.140767,-9.452818,6.004685,0.554
2,3,0033-0303-3030,3030,0033-0103-0303-3030,3,0.147,5.90484,-10.162375,7.32821,-6.177274,0.147
2,3,0033-0303-3030,0033,0033-0103-0303-3030,3,0.299,-5.038114,-4.444274,3.715094,3.243757,0.299
3,2,0303-3030,0303,0103-0113-0303-1030-2300-3030,2,0.666,-11.330493,6.592841,-10.948267,6.835326,0.666
3,2,0303-3030,3030,0103-0113-0303-1030-2300-3030,2,0.334,7.316119,-10.526236,6.599593,-9.444185,0.334
4,2,0303-3030,0303,0003-0303-0310-3030,2,0.311,-10.189671,5.90465,-6.420077,6.813068,0.311
4,2,0303-3030,3030,0003-0303-0310-3030,2,0.689,7.165656,-12.549617,6.523264,-8.353204,0.689
5,2,0303-3030,0303,0100-0103-0300-0303-3000-3030,2,0.392,-9.293982,6.096352,-11.837327,5.678751,0.392
5,2,0303-3030,3030,0100-0103-0300-0303-3000-3030,2,0.608,7.180066,-11.268949,5.48666,-13.224097,0.608
6,4,0003-0033-0303-3030,0033,0003-0033-0300-0303-3000-3030,4,0.072,-3.160007,-4.491862,4.859364,2.61685,0.072
6,4,0003-0033-0303-3030,3030,0003-0033-0300-0303-3000-3030,4,0.648,6.447539,-10.264513000000001,5.602108,-10.205584,0.648
6,4,0003-0033-0303-3030,0303,0003-0033-0300-0303-3000-3030,4,0.166,-10.202157,4.901399,-7.98624,6.163925,0.166
6,4,0003-0033-0303-3030,0003,0003-0033-0300-0303-3000-3030,4,0.114,-3.740458,-0.76263,-1.406138,6.161504,0.114
7,3,0303-0330-3030,3030,0303-1030-3030,3,0.591,7.098327,-12.073573,6.640234,-12.282652,0.591
7,3,0303-0330-3030,0330,0303-1030-3030,3,0.098,-4.964569,4.772813,1.858994,-5.389789,0.098
7,3,0303-0330-3030,0303,0303-1030-3030,3,0.311,-10.406349,6.570971,-10.478957,6.632291,0.311
8,3,0303-1030-3030,3030,0101-0103-0301-0303-1020-1030-3020-3030,3,0.18,6.010485,-11.228247,5.911978,-12.453959,0.18
8,3,0303-1030-3030,1030,0101-0103-0301-0303-1020-1030-3020-3030,3,0.34,-0.495302,-10.825393,5.911978,-6.470667,0.34
8,3,0303-1030-3030,0303,0101-0103-0301-0303-1020-1030-3020-3030,3,0.48,-12.932922,6.898733,-11.692302,6.489405,0.48
9,2,0303-3030,0303,0103-0303-1030-3000-3030,2,0.728,-12.555469,6.00012,-11.935747,6.835326,0.728
9,2,0303-3030,3030,0103-0303-1030-3000-3030,2,0.272,5.193879,-10.657995,5.627159,-9.026734,0.272
10,3,0303-3030-3300,3030,0301-0303-3000-3030-3300,3,0.534,6.736705,-7.218357,7.080948,-11.605216,0.534
10,3,0303-3030-3300,3300,0301-0303-3000-3030-3300,3,0.238,0.651082,3.959122,-5.391537,-3.702304,0.238
10,3,0303-3030-3300,0303,0301-0303-3000-3030-3300,3,0.228,-11.795058,6.602805,-10.540481,6.132297,0.228
11,2,0303-3030,0303,0030-0300-0303-3000-3030,2,0.914,-13.17035,6.96678,-14.345712,5.711808,0.914
11,2,0303-3030,3030,0030-0300-0303-3000-3030,2,0.086,4.477005,-4.325878,4.987943,-11.39874,0.086
12,3,0303-3030-3200,3030,0030-0301-0303-3000-3030-3200,3,0.157,5.151541,-12.146111,4.380591,-12.691304,0.157
12,3,0303-3030-3200,0303,0030-0301-0303-3000-3030-3200,3,0.767,-10.030457,6.331724,-13.373773,6.449324,0.767
12,3,0303-3030-3200,3200,0030-0301-0303-3000-3030-3200,3,0.076,5.143022,0.287628,-3.682303,-6.365011,0.076
13,3,0003-0303-3030,0003,0003-0030-0303-3000-3030,3,0.769,-5.492429,-4.436016,-5.234353,6.449294,0.769
13,3,0003-0303-3030,3030,0003-0030-0303-3000-3030,3,0.203,5.598688,-16.086818,6.946043,-7.240531,0.203
13,3,0003-0303-3030,0303,0003-0030-0303-3000-3030,3,0.028,-11.524933,1.638219,-8.368504,6.449297,0.028
14,2,0303-3030,0303,0003-0303-3030,2,0.372,-10.885092,6.511642,-12.037401,4.514068,0.372
14,2,0303-3030,3030,0003-0303-3030,2,0.628,7.255509,-11.721805,6.480824,-8.534895,0.628
15,3,0303-3002-3030,0303,0303-1030-3000-3002-3030,3,0.735,-12.208982,7.037379,-11.41553,5.999517,0.735
15,3,0303-3002-3030,3002,0303-1030-3000-3002-3030,3,0.022,4.647812,-3.209266,-5.47161,0.592737,0.022
15,3,0303-3002-3030,3030,0303-1030-3000-3002-3030,3,0.243,5.170051,-9.021624,6.181619,-10.883974,0.243
