parIndex,nStates,Phase,State,DSGRNPhase,nStatesRAC,basin,GRHL2,ZEB,miR200,SLUG,basinDiscret
1,3,0300-0303-1010,0300,0300-0303-1010,3,0.52,1.739358,5.734377,1.493137,1.452026,0.52
1,3,0300-0303-1010,0303,0300-0303-1010,3,0.14,1.739358,10.701933,-4.082622,5.582501,0.14
1,3,0300-0303-1010,1010,0300-0303-1010,3,0.34,6.903553,-10.388468,5.284404,1.452026,0.34
2,3,0302-1010-1012,1010,0302-1010-1012,3,0.72,7.732532,-12.576442,7.040119,-1.014185,0.72
2,3,0302-1010-1012,1012,0302-1010-1012,3,0.16,7.732532,-12.576442,1.179484,4.439477,0.16
2,3,0302-1010-1012,0302,0302-1010-1012,3,0.12,3.628567,3.729195,-3.787266,4.439477,0.12
3,2,0300-1010,0300,0300-1010,2,0.29,1.844642,3.406234,1.249507,-1.490879,0.29
3,2,0300-1010,1010,0300-1010,2,0.71,7.528936,-10.838738,6.756259,-1.490879,0.71
4,4,0303-0310-1010-1013,0303,0303-0310-1010-1013,4,0.32,1.590779,10.785904,-4.564565,6.99079,0.32
4,4,0303-0310-1010-1013,0310,0303-0310-1010-1013,4,0.26,1.590779,0.251427,2.070591,0.518678,0.26
4,4,0303-0310-1010-1013,1010,0303-0310-1010-1013,4,0.32,6.524354,-12.252605,6.478866,0.518678,0.32
4,4,0303-0310-1010-1013,1013,0303-0310-1010-1013,4,0.1,6.524354,-5.703482,-0.156289,6.99079,0.1
5,4,0300-0303-1003-1010,0300,0300-0303-1003-1010,4,0.24,-0.692547,3.784105,0.554361,0.580235,0.24
5,4,0300-0303-1003-1010,0303,0300-0303-1003-1010,4,0.22,-0.692547,8.649124,-5.859187,6.443455,0.22
5,4,0300-0303-1003-1010,1003,0300-0303-1003-1010,4,0.09,5.231401,-3.687843,0.643466,6.443455,0.09
5,4,0300-0303-1003-1010,1010,0300-0303-1003-1010,4,0.45,5.231401,-14.841176,7.057014,0.580235,0.45
6,2,1010-1013,1010,1010-1013,2,0.6,7.308124,-13.947405,5.501762,1.062601,0.6
6,2,1010-1013,1013,1010-1013,2,0.4,7.308124,-8.445967,-1.004048,7.492838,0.4
7,4,0310-0313-1010-1013,1013,0310-0313-1010-1013,4,0.08,5.76066,-7.186233,6.31097,6.098177,0.08
7,4,0310-0313-1010-1013,1010,0310-0313-1010-1013,4,0.44,5.76066,-10.661158,7.234139,0.623529,0.44
7,4,0310-0313-1010-1013,0310,0310-0313-1010-1013,4,0.41,-0.704964,2.277462,1.017518,0.623529,0.41
