parIndex,nStates,Phase,State,DSGRNPhase,nStatesRAC,basin,GRHL2,ZEB,miR200,SLUG,basinDiscret
1,4,0303-0312-1012-1013,0303,0402-0403-1012-1013,4,0.19,0.797589,10.516103,-1.655592,6.357358,0.19
1,4,0303-0312-1012-1013,0312,0402-0403-1012-1013,4,0.43,0.797589,4.339343,0.375541,-0.269602,0.43
1,4,0303-0312-1012-1013,1012,0402-0403-1012-1013,4,0.26,6.668148,-5.044832,6.018015,-0.269602,0.26
1,4,0303-0312-1012-1013,1013,0402-0403-1012-1013,4,0.12,6.668148,-4.587691,3.986882,6.357358,0.12
2,4,0300-0303-1010-1013,1013,0403-1010-1113,4,0.16,6.955186,-2.966564,4.336323,6.733249,0.16
2,4,0300-0303-1010-1013,0300,0403-1010-1113,4,0.31,2.166203,4.813375,0.264982,2.109994,0.31
2,4,0300-0303-1010-1013,0303,0403-1010-1113,4,0.25,2.166203,11.152656,-2.282358,6.733249,0.25
2,4,0300-0303-1010-1013,1010,0403-1010-1113,4,0.28,6.955186,-9.303307,6.883664,2.109994,0.28
3,4,0300-0303-1010-1013,0303,0213-1010-1013,4,0.07,2.503465,7.396882,-1.456611,6.601725,0.07
3,4,0300-0303-1010-1013,1010,0213-1010-1013,4,0.65,6.711825,-15.101798,5.949233,1.029769,0.65
3,4,0300-0303-1010-1013,1013,0213-1010-1013,4,0.13,6.711825,-10.351245,4.780461,6.601725,0.13
3,4,0300-0303-1010-1013,0300,0213-1010-1013,4,0.15,2.503466,2.646295,-0.287833,1.02977,0.15
4,4,0300-0303-1010-1013,0300,0403-1010-1013,4,0.25,1.030381,4.808101,1.063834,0.419595,0.25
4,4,0300-0303-1010-1013,0303,0403-1010-1013,4,0.24,1.030381,11.127733,-3.937137,6.42674,0.24
4,4,0300-0303-1010-1013,1010,0403-1010-1013,4,0.42,6.672146,-11.282776,6.575443,0.419595,0.42
4,4,0300-0303-1010-1013,1013,0403-1010-1013,4,0.09,6.672146,-3.266134,1.574473,6.42674,0.09
5,2,0300-1010,0300,1010,2,0.27,3.019166,5.340084,1.12028,-1.291524,0.27
5,2,0300-1010,1010,1010,2,0.73,7.227526,-10.71823,7.322271,-1.29153,0.73
6,4,0300-0303-1010-1013,1010,0213-1010-1013,4,0.6,5.196061,-14.98146,5.949229,1.2337,0.6
6,4,0300-0303-1010-1013,0303,0213-1010-1013,4,0.11,0.9877,7.399609,-1.456605,6.601742,0.11
6,4,0300-0303-1010-1013,0300,0213-1010-1013,4,0.14,0.987702,2.649022,-0.287834,1.2337,0.14
6,4,0300-0303-1010-1013,1013,0213-1010-1013,4,0.15,5.196061,-10.230907,4.780461,6.601742,0.15
7,1,1010,1010,1010,1,1,6.854042,-14.256825,3.217489,4.400635,1
8,1,1010,1010,1010,1,1,5.15906,-14.588174,7.590502,0.623487,1
9,1,0303,0303,0403,1,1,1.917921,11.092371,-2.564911,6.783378,1
10,3,0303-1010-1013,1013,0303-1010-1013,3,0.25,6.569936,-10.807017,2.292299,6.076096,0.25
10,3,0303-1010-1013,1010,0303-1010-1013,3,0.72,6.569936,-20.562594,4.590518,-0.443276,0.72
10,3,0303-1010-1013,0303,0303-1010-1013,3,0.03,0.453653,3.325916,-4.164683,6.076096,0.03
11,5,0010-0011-0110-0300-0301,0301,-1,5,0.04,-1.699665,8.445039,1.420738,4.350662,0.04
11,5,0010-0011-0110-0300-0301,0300,-1,5,0.25,-1.699665,4.499359,1.42214,0.021019,0.25
11,5,0010-0011-0110-0300-0301,0110,-1,5,0.13,4.080516,-0.578766,6.989295,0.021019,0.13
11,5,0010-0011-0110-0300-0301,0011,-1,5,0.04,4.080517,-3.261576,6.997817,4.350662,0.04
11,5,0010-0011-0110-0300-0301,0010,-1,5,0.54,4.080517,-7.207015,6.999219,0.021019,0.54
12,3,0303-0310-1010,1010,0403-1010-1203,3,0.19,5.755396,-4.498015,6.736459,2.28739,0.19
12,3,0303-0310-1010,0310,0403-1010-1203,3,0.4,0.973881,4.318309,3.594194,2.28739,0.4
12,3,0303-0310-1010,0303,0403-1010-1203,3,0.41,0.973881,10.167867,-2.031476,6.375264,0.41
13,1,1010,1010,1010,1,1,7.393155,-13.879639,7.397669,-1.08705,1
14,4,0300-0303-1010-1013,1013,0300-0403-1010,4,0.19,6.955186,-5.840596,3.847988,6.733272,0.19
14,4,0300-0303-1010-1013,0303,0300-0403-1010,4,0.25,1.743344,11.152657,-2.177855,6.733272,0.25
14,4,0300-0303-1010-1013,0300,0300-0403-1010,4,0.29,1.743344,5.281472,0.85782,0.543973,0.29
14,4,0300-0303-1010-1013,1010,0300-0403-1010,4,0.27,6.955186,-11.723387,6.883664,0.543973,0.27
15,1,0303,0303,0403,1,1,-0.67285,9.271083,-6.245654,7.056687,1
16,1,1010,1010,0403-1010-1013,1,1,3.754067,-5.189383,7.068889,-0.220667,1
17,1,1010,1010,1010,1,1,5.15906,-9.811778,7.069667,-2.159291,1
18,2,1010-1300,1300,1010-1200,2,0.06,1.601759,1.988626,0.325841,-2.332585,0.06
18,2,1010-1300,1010,1010-1200,2,0.94,8.104905,-10.451066,5.593266,-2.332585,0.94
19,2,0303-1010,0303,0403-1010,2,0.91,1.071671,10.378996,-2.966342,6.18589,0.91
19,2,0303-1010,1010,0403-1010,2,0.09,6.606849,-9.963188,7.561246,1.380658,0.09
20,4,0303-0311-1011-1013,1011,0403-1011-1013-1203,4,0.29,7.970234,-6.707109,6.579352,1.700944,0.29
20,4,0303-0311-1011-1013,1013,0403-1011-1013-1203,4,0.39,7.970234,-6.704943,0.178734,6.63337,0.39
20,4,0303-0311-1011-1013,0311,0403-1011-1013-1203,4,0.07,1.941149,5.367022,-0.026985,1.700944,0.07
20,4,0303-0311-1011-1013,0303,0403-1011-1013-1203,4,0.25,1.941149,10.271508,-6.427603,6.63337,0.25
21,3,0010-0300-0303,0303,0010-0113-0403,3,0.14,-3.75708,10.744337,-3.854015,5.761145,0.14
21,3,0010-0300-0303,0300,0010-0113-0403,3,0.44,-3.75708,4.484648,-0.161887,2.391898,0.44
21,3,0010-0300-0303,0010,0010-0113-0403,3,0.42,2.490445,-9.088706,5.15906,2.391898,0.42
22,3,0300-0302-1000,0300,0400-0403-1100,3,0.49,1.062564,5.492876,-4.115858,0.535068,0.49
22,3,0300-0302-1000,1000,0400-0403-1100,3,0.45,6.957855,-3.167358,1.477374,0.535068,0.45
22,3,0300-0302-1000,0302,0400-0403-1100,3,0.06,1.062564,10.895986,-5.005463,5.68693,0.06
23,2,0302-0303,0303,0402-0403,2,0.61,2.275619,11.201386,-4.830906,6.817242,0.61
23,2,0302-0303,0302,0402-0403,2,0.39,2.275619,11.189439,-4.830906,3.120148,0.39
24,3,0300-0303-1010,0300,0300-0403-1010,3,0.18,1.777502,3.07431,-1.481209,3.111303,0.18
24,3,0300-0303-1010,1010,0300-0403-1010,3,0.26,6.10906,-14.044413,5.162201,3.111303,0.26
24,3,0300-0303-1010,0303,0300-0403-1010,3,0.56,1.777502,9.614046,-7.921693,8.432249,0.56
25,3,0010-0113-0303,0303,0110-0213-0403,3,0.08,-1.791022,8.095178,-5.362109,7.427018,0.08
25,3,0010-0113-0303,0010,0110-0213-0403,3,0.7,4.37405,-6.217388,6.840921,1.646902,0.7
25,3,0010-0113-0303,0113,0110-0213-0403,3,0.22,-1.222829,-2.48363,0.529712,7.427018,0.22
26,4,0011-0113-0301-0303,0303,0011-0301-0403,4,0.17,-3.775323,9.086139,-0.680265,7.525862,0.17
26,4,0011-0113-0301-0303,0011,0011-0301-0403,4,0.48,2.490445,-6.137152,5.009011,1.234767,0.48
26,4,0011-0113-0301-0303,0113,0011-0301-0403,4,0.28,-3.645571,0.072283,5.007011,7.525862,0.28
26,4,0011-0113-0301-0303,0301,0011-0301-0403,4,0.07,-3.775323,2.883466,-0.678765,1.234767,0.07
27,2,1103-1203,1103,1203,2,0.74,9.037495,-0.798842,-0.903482,6.754163,0.74
27,2,1103-1203,1203,1203,2,0.26,9.01231,0.48339,-0.903482,6.754163,0.26
28,4,0300-0303-1010-1103,1103,0403-1010-1100-1203,4,0.22,7.434732,-1.000304,-5.882843,6.790579,0.22
28,4,0300-0303-1010-1103,0303,0403-1010-1100-1203,4,0.2,2.00297,11.720341,-5.882847,6.790579,0.2
28,4,0300-0303-1010-1103,1010,0403-1010-1100-1203,4,0.29,7.434743,-11.556628,5.198507,0.419071,0.29
28,4,0300-0303-1010-1103,0300,0403-1010-1100-1203,4,0.29,2.00297,5.604102,0.483999,0.419071,0.29
29,3,0303-1010-1013,0303,0403-1010-1013-1203,3,0.07,2.351805,9.475349,-4.689127,6.292394,0.07
29,3,0303-1010-1013,1010,0403-1010-1013-1203,3,0.81,6.130559,-13.997677,7.144075,1.005244,0.81
29,3,0303-1010-1013,1013,0403-1010-1013-1203,3,0.12,6.130559,-8.106092,1.091038,6.292394,0.12
30,2,0303-1013,0303,0403-1203,2,0.37,3.311803,8.582792,-2.569255,7.827347,0.37
30,2,0303-1013,1013,0403-1203,2,0.63,7.424233,-8.528097,3.451206,7.827347,0.63
31,4,0300-0303-1003-1010,0303,0403-1010-1103,4,0.06,1.797148,8.876801,-5.685511,6.130549,0.06
31,4,0300-0303-1003-1010,1010,0403-1010-1103,4,0.76,8.108149,-14.269988,6.095679,0.021906,0.76
