parIndex,nStates,Phase,State,DSGRNPhase,nStatesRAC,basin,A,B,C,D,basinDiscret
1,2,0202-2020,0202,0202-2020,2,0.153,-4.905205,4.574594,-2.297942,4.56442,0.153
1,2,0202-2020,2020,0202-2020,2,0.847,4.666865,-7.225258,7.560026,-6.615388,0.847
2,3,0202-0211-2020,2020,0202-0211-1210-2020,3,0.016,5.9183,-2.519155,6.312587,-6.58408,0.016
2,3,0202-0211-2020,0202,0202-0211-1210-2020,3,0.181,-1.267228,6.268164,-2.767061,6.377655,0.181
2,3,0202-0211-2020,0211,0202-0211-1210-2020,3,0.803,-1.267228,6.268162,1.485139,-0.204144,0.803
3,3,0122-0202-2020,2020,0122-0202-2020,3,0.471,5.529615,-6.112483,7.355772,-1.809362,0.471
3,3,0122-0202-2020,0122,0122-0202-2020,3,0.252,-6.718241,0.46765,1.116897,2.84812,0.252
3,3,0122-0202-2020,0202,0122-0202-2020,3,0.277,-6.805495,7.015943,-3.98111,7.222239,0.277
4,3,0112-0202-2020,2020,0112-0202-2012-2020,3,0.482,6.798385,-6.615998,5.345436,-3.62584,0.482
4,3,0112-0202-2020,0112,0112-0202-2012-2020,3,0.116,-4.626181,0.048365,0.64151,6.455174,0.116
4,3,0112-0202-2020,0202,0112-0202-2012-2020,3,0.402,-4.626185,6.303574,-5.975667,6.455174,0.402
5,2,0202-2001,2001,0202-2001,2,0.381,6.258737,-3.536381,0.867913,1.352943,0.381
5,2,0202-2001,0202,0202-2001,2,0.619,-2.48161,3.03881,-3.39105,7.011773,0.619
6,3,0202-1120-2020,0202,0202-1120-2020,3,0.9,-5.322906,6.355366,-4.887315,6.266087,0.9
6,3,0202-1120-2020,2020,0202-1120-2020,3,0.071,6.256814,-5.91893,5.380693,-3.274313,0.071
6,3,0202-1120-2020,1120,0202-1120-2020,3,0.029,0.970916,0.520362,5.380693,-3.274313,0.029
7,3,0202-1002-2020,0202,0202-1002-2020,3,0.097,-4.925704,4.461507,-3.066047,6.366114,0.097
7,3,0202-1002-2020,2020,0202-1002-2020,3,0.716,5.376107,-8.177132,4.025094,-6.655959,0.716
7,3,0202-1002-2020,1002,0202-1002-2020,3,0.187,0.239198,-1.872828,-2.32232,6.366114,0.187
8,2,0202-2020,2020,0202-2020,2,0.154,6.923345,-3.812093,6.626475,-4.209316,0.154
8,2,0202-2020,0202,0202-2020,2,0.846,-4.024721,6.55415,-5.911823,6.46932,0.846
9,3,0202-2020-2201,2201,0202-2020-2201,3,0.207,2.562801,5.514316,-3.182958,-2.433562,0.207
9,3,0202-2020-2201,2020,0202-2020-2201,3,0.551,7.527391,-0.656892,7.190599,-7.433843,0.551
9,3,0202-2020-2201,0202,0202-2020-2201,3,0.242,-4.012707,7.951565,-3.182958,2.652732,0.242
10,3,0202-1200-2100,1200,0202-1200-2100,3,0.308,0.901479,6.549909,0.483093,-1.513153,0.308
10,3,0202-1200-2100,0202,0202-1200-2100,3,0.241,-4.681482,6.549909,-5.583491,4.979335,0.241
