Phase,Count,Frequency
00-01-20,6,6e-4
00-02,26,0.0026
00-02-10,7,7e-4
00-02-10-20,1,1e-4
00-02-12-20,37,0.0037
00-02-20,964,0.0964
00-02-20-21,34,0.0034
00-02-20-22,30,0.003
00-02-21,2,2e-4
00-20,17,0.0017
01-02,23,0.0023
01-02-10,1,1e-4
01-02-10-20,74,0.0074
01-02-10-20-22,4,4e-4
01-02-11-12,1,1e-4
01-02-11-12-20,65,0.0065
01-02-11-20,1,1e-4
01-02-12-20,9,9e-4
01-02-20,599,0.0599
01-02-20-21-22,1,1e-4
01-02-20-22,90,0.009
01-02-21-22,10,0.001
01-12-20,6,6e-4
01-20,2,2e-4
02,405,0.0405
02-10,4,4e-4
02-10-11,1,1e-4
02-10-11-20,2,2e-4
02-10-11-20-21,52,0.0052
02-10-12-20-22,1,1e-4
02-10-20,565,0.0565
02-10-20-21,13,0.0013
02-10-20-22,68,0.0068
02-10-21,10,0.001
02-11-20,11,0.0011
02-11-20-21,4,4e-4
02-11-21,8,8e-4
02-12,57,0.0057
02-12-20,568,0.0568
02-12-20-21,57,0.0057
02-12-20-22,9,9e-4
02-12-21,18,0.0018
02-20,3317,0.3317
02-20-21,508,0.0508
02-20-21-22,1,1e-4
02-20-22,1044,0.1044
02-21,148,0.0148
02-21-22,59,0.0059
02-22,148,0.0148
10-11-20-21,1,1e-4
10-12-20-22,4,4e-4
10-20,15,0.0015
10-21,1,1e-4
11-12-20,9,9e-4
11-12-21-22,2,2e-4
12,16,0.0016
12-20,145,0.0145
12-20-21,9,9e-4
12-20-22,57,0.0057
12-21,3,3e-4
12-22,9,9e-4
20,374,0.0374
20-21,55,0.0055
20-22,157,0.0157
21,17,0.0017
21-22,10,0.001
22,28,0.0028
