parIndex,nStates,Phase,State,DSGRNPhase,nStatesRAC,basin,A,B,C,D,basinDiscret
1,1,0202,0202,0202-2020,1,1,-2.762987,6.6315480000000004,-8.85664,6.215368,1
2,2,1201-2020,1201,2020,2,0.37,-0.868773,5.964579,-1.44381,0.166327,0.37
2,2,1201-2020,2020,2020,2,0.63,5.65298,-3.629353,6.406533,-8.749043,0.63
3,3,0021-0202-2020,0202,0012-0021-0202-2020,3,0.03,-6.310884,4.825071,-2.703114,4.86083,0.03
3,3,0021-0202-2020,2020,0012-0021-0202-2020,3,0.13,4.616295,-2.882246,5.483485,-5.320495,0.13
3,3,0021-0202-2020,0021,0012-0021-0202-2020,3,0.84,2.360237,-0.336102,5.452397,0.829213,0.84
4,2,0202-2020,2020,0202-2020,2,0.92,7.325634,-4.004498,4.616314,-4.996282,0.92
4,2,0202-2020,0202,0202-2020,2,0.08,-0.66128,6.950859,-7.698345,4.821015,0.08
5,2,1022-2020,2020,2020,2,0.85,6.727572,-7.95012,7.595757,-7.113627,0.85
5,2,1022-2020,1022,2020,2,0.15,0.762809,0.668541,3.251049,3.260623,0.15
6,2,0222-2020,2020,0212-2020,2,0.3,7.205798,-4.742883,6.030978,-0.256682,0.3
6,2,0222-2020,0222,0212-2020,2,0.7,-0.681279,1.261315,2.978598,4.721248,0.7
7,2,0212-2020,0212,0202-2020,2,0.74,-5.336897,4.648325,1.358673,3.408453,0.74
7,2,0212-2020,2020,0202-2020,2,0.26,5.674744,1.193989,6.138177,-5.686189,0.26
8,3,0202-2002-2020,2002,0202-2020,3,0.89,4.981873,-0.14507,-0.695165,4.480597,0.89
8,3,0202-2002-2020,0202,0202-2020,3,0.1,1.166037,5.65521,-4.366814,6.78016,0.1
8,3,0202-2002-2020,2020,0202-2020,3,0.01,6.685911,-6.505904,5.211307,1.470836,0.01
9,2,0202-2020,0202,0202-2020,2,0.71,-5.386447,6.272479,-5.516664,7.133095,0.71
9,2,0202-2020,2020,0202-2020,2,0.29,4.252038,-2.335454,7.349438,-1.579368,0.29
10,1,2020,2020,0202-1201-2020,1,1,6.393739,-8.946829,7.448147,-3.915069,1
11,2,0202-2020,0202,0202-2002-2020,2,0.12,-2.051656,5.270523,-6.813119,8.245867,0.12
11,2,0202-2020,2020,0202-2002-2020,2,0.88,5.620914,-6.392647,5.367987,-3.406641,0.88
12,3,0202-1120-2020,1120,0202-1120-1201-2020,3,0.59,0.091956,1.024731,7.637756,0.220366,0.59
12,3,0202-1120-2020,0202,0202-1120-1201-2020,3,0.25,-5.904039,5.367987,-1.061203,6.341389,0.25
12,3,0202-1120-2020,2020,0202-1120-1201-2020,3,0.16,5.27074,-4.810286,8.245887,-3.833954,0.16
13,1,0202,0202,0202,1,1,-0.801666,7.472397,-2.073722,8.113305,1
14,2,0202-2020,2020,0202-1021-2020,2,0.98,6.719193,-5.333952,7.93042,-4.593439,0.98
14,2,0202-2020,0202,0202-1021-2020,2,0.02,-0.188797,3.80766,-0.03924,8.465047,0.02
15,1,0202,0202,0202-2020,1,1,-4.607688,8.022551,-7.08615,8.084202,1
16,2,0202-2020,0202,0202-2020,2,0.66,-1.362907,7.761563,-4.59702,7.135849,0.66
16,2,0202-2020,2020,0202-2020,2,0.34,6.617099,-0.205289,6.553098,-4.623809,0.34
17,2,0202-2020,2020,0202-2020,2,0.93,3.90245,-4.728349,7.821201,-4.584003,0.93
17,2,0202-2020,0202,0202-2020,2,0.07,-4.42961,6.50085,-0.529915,6.549966,0.07
18,2,0202-2020,2020,0202-1002-1021-2020,2,0.7,4.405134,-4.204629,5.32502,-4.739075,0.7
18,2,0202-2020,0202,0202-1002-1021-2020,2,0.3,-3.934393,6.982213,-2.742788,6.553097,0.3
19,2,0202-2020,0202,0202-0210-2020,2,0.66,-6.174936,8.472545,-4.28023,6.215726,0.66
19,2,0202-2020,2020,0202-0210-2020,2,0.34,3.844062,0.743229,6.891682,-2.44223,0.34
20,2,0202-2020,0202,0012-0202-2020,2,0.73,-3.625964,5.708009,-4.266211,6.17444,0.73
20,2,0202-2020,2020,0012-0202-2020,2,0.27,5.123792,-3.654756,6.772126,-5.333922,0.27
