ParIndex,GRHL2,ZEB,miR200,SLUG,Count
1,106.298,0,139.283,0.595,2
2,0.929,1358.076,0.08,109.637,2
2,86.183,0.001,122.1,1.723,1
3,0.423,855.841,0.029,99.654,2
3,29.076,0.003,62.062,2.756,1
4,16.427,0.167,43.745,5.244,1
4,16.427,0.167,46.902,0.284,1
5,1.093,18.884,1.808,2.043,1
5,38.368,0,49.413,2.043,2
6,0.402,1099.253,0.006,54.653,2
6,36.478,0.008,26.202,0.972,1
7,1.601,50.817,0.632,80.294,1
7,139.612,0,157.928,1.266,1
8,55.686,0,31.071,0.041,1
9,41.782,0,88.709,0.392,1
10,1.898,887.028,0.014,72.392,2
10,40.132,0,32.853,4.647,1
11,11.903,18.402,0.018,99.987,1
11,150.992,0,16.988,2.038,1
12,70.572,270.617,0.003,157.925,1
12,142.654,0.065,0.281,1.811,1
13,1.337,396.096,0.031,13.538,1
13,1.337,417.821,0.031,83.965,1
14,106.267,0.005,1.037,21.347,1
15,0.445,729.115,0.05,131.233,1
15,32.853,0.01,166.866,2.187,1
16,0.302,1002.409,0.07,279.414,1
17,3.237,53.891,0.002,170.652,1
17,201.305,0,6.593,1.798,2
18,109.276,0,179.296,1.46,1
18,109.276,0.01,13.58,135.905,1
19,111.83,23.327,0.089,94.471,2
19,142.97,0.011,85.321,1.058,1
20,303.482,0.012,9.155,35.033,2
21,3.783,875.742,0.011,72.803,2
21,40.132,0,32.853,0.786,1
22,0.335,1560.176,0.007,128.089,2
23,77.554,0,80.303,1.058,2
24,2.458,2419.551,0.026,66.397,1
24,190.081,0,42.964,2.292,1
24,190.081,0.015,2.322,66.397,1
25,0.16,663.552,0.026,114.21,1
25,15.875,0.002,27.882,1.502,1
26,1.313,1091.439,1.989,3.562,1
26,1.313,1535.687,0.02,113.63,1
26,54.255,0.006,70.416,3.562,2
27,11.271,245.855,0.096,40.508,1
27,142.97,0.009,85.321,0.824,1
28,9.031,404.563,0.01,305.661,1
28,229.335,0.061,0.901,305.661,2
29,11.175,500.722,0.037,315.948,1
29,305.661,0.004,2.214,315.948,1
30,5.245,0.006,81.526,4.015,1
30,5.245,0.185,70.558,323.695,1
31,0.58,840.632,0.127,87.666,1
31,32.853,0.001,318.14,2.274,1
32,15.308,0.051,80.303,1.308,1
34,19.746,210.932,0.123,229.435,1
34,73.551,0.106,1.885,229.435,3
35,8.412,1262.828,2.894,6.361,1
35,148.24,0.005,154.28,6.361,2
36,323.628,0.133,2.718,80.241,1
36,323.695,0,110.612,12.409,1
37,0.619,38.178,0.335,0.585,1
37,47.417,0,15.726,0.585,3
38,6.548,58.7,2.462,1.119,2
38,40.397,0.002,75.89,1.119,1
39,12.333,44.502,0.527,2.515,1
39,12.333,671.2,0.007,246.844,1
39,121.73,0.005,10.527,2.515,2
40,1.473,14.558,1.202,2.348,1
40,75.564,0,57.252,2.348,1
41,125.706,0,8.45,0.356,1
42,128.219,0.001,555.313,1.009,1
42,128.219,0.04,153.732,71.526,1
43,1.131,3360.836,0.004,71.95,1
43,28.696,0.854,0.11,2.902,1
44,1.564,714.596,0.035,83.157,1
44,98.855,0.003,90.377,1.239,1
44,98.855,0.037,3.213,83.157,1
46,1.457,1251.749,0.531,12.617,2
46,1.457,1251.792,0.015,648.632,2
47,48.525,0.003,224.007,2.093,2
48,0.209,70.82,0.013,313.352,1
48,16.52,0.001,81.546,4.413,1
