parIndex,nStates,Phase,State,DSGRNPhase,nStatesRAC,basin,GRHL2,ZEB,miR200,SLUG,basinDiscret
1,2,0300-1010,0300,1010,2,0.26,1.642389,2.968127,1.527662,-3.126564,0.26
1,2,0300-1010,1010,1010,2,0.74,6.335375,-13.179123,5.145436,-3.126564,0.74
2,3,0303-1010-1013,1013,0403-1010-1013,3,0.5,4.586077,-5.225988,1.183209,8.138894,0.5
2,3,0303-1010-1013,0303,0403-1010-1013,3,0.17,-0.025467,7.438933,-2.237835,8.138894,0.17
2,3,0303-1010-1013,1010,0403-1010-1013,3,0.33,4.586077,-14.400256,7.230939,2.348133,0.33
3,2,1010-1013,1013,1010-1013,2,0.54,8.681837,-11.262466,3.003091,6.785804,0.54
3,2,1010-1013,1010,1010-1013,2,0.46,8.681837,-17.867538,8.368097,0.512571,0.46
4,2,0300-1010,0300,0110,2,0.48,-0.293152,5.019404,0.316189,-0.8749,0.48
4,2,0300-1010,1010,0110,2,0.52,5.853166,-7.597222,6.510081,-0.8749,0.52
5,2,1010-1011,1011,0110-0111-1010-1011,2,0.22,7.330563,-9.199357,6.618858,3.710786,0.22
5,2,1010-1011,1010,0110-0111-1010-1011,2,0.78,7.330563,-9.200456,6.618945,-2.45478,0.78
6,1,0010,0010,0010,1,1,4.606443,-9.039409,6.706144,0.531761,1
7,2,0300-1010,1010,0300-1010,2,0.54,6.014553,-11.799998,5.482234,-0.722865,0.54
7,2,0300-1010,0300,0300-1010,2,0.46,0.384214,4.82304,0.350005,-0.722865,0.46
8,3,1003-1010-1303,1303,1010-1203,3,0.23,4.464179,4.644049,-3.313964,7.227292,0.23
8,3,1003-1010-1303,1003,1010-1203,3,0.44,7.514145,-0.980628,0.721506,7.227292,0.44
8,3,1003-1010-1303,1010,1010-1203,3,0.33,7.514149,-10.278002,6.070056,1.058257,0.33
9,2,0303-1010,0303,1010-1103,2,0.35,-0.628133,4.682877,-4.368619,7.070312,0.35
9,2,0303-1010,1010,1010-1103,2,0.65,5.145436,-11.252494,6.71202,1.012155,0.65
10,4,0300-0303-1003-1010,0300,0403-1010-1203,4,0.1,2.746145,2.5241,-0.194151,2.01128,0.1
