parIndex,nStates,Phase,State,DSGRNPhase,nStatesRAC,basin,A,B,basinDiscret
1,1,01,01,01,1,1,-9.018451,5.424935,1
2,2,01-20,20,01-20,2,0.349,6.493231,1.269119,0.349
2,2,01-20,01,01-20,2,0.651,-4.85783,4.746676,0.651
3,3,01-11-20,11,01-11-20,3,0.127,1.510126,6.301461,0.127
3,3,01-11-20,20,01-11-20,3,0.438,6.844265,1.945815,0.438
3,3,01-11-20,01,01-11-20,3,0.435,-3.439207,6.301462,0.435
4,2,01-21,01,01,2,0.857,-6.470369,3.4961,0.857
4,2,01-21,21,01,2,0.143,4.982413,0.861344,0.143
5,2,01-20,01,01-20,2,0.126,-1.778849,5.288163,0.126
5,2,01-20,20,01-20,2,0.874,7.046077,1.548494,0.874
6,2,01-20,01,01-20,2,0.757,-8.252215,3.267471,0.757
6,2,01-20,20,01-20,2,0.243,4.986515,-3.335277,0.243
7,3,01-10-20,01,01-10-20,3,0.102,-4.795753,5.423928,0.102
7,3,01-10-20,20,01-10-20,3,0.312,4.870744,1.843462,0.312
7,3,01-10-20,10,01-10-20,3,0.586,-0.463999,1.843462,0.586
8,2,01-20,01,01-20,2,0.059,-2.623885,5.865959,0.059
8,2,01-20,20,01-20,2,0.941,6.801941,0.569775,0.941
9,1,20,20,01-20,1,1,7.230595,0.490327,1
10,2,01-20,20,01-20,2,0.198,4.925023,0.425099,0.198
10,2,01-20,01,01-20,2,0.802,-7.387074,6.715402,0.802
11,2,01-20,01,01-20,2,0.695,-4.362784,7.001515,0.695
11,2,01-20,20,01-20,2,0.305,6.952953,1.000896,0.305
12,2,01-20,20,01-20,2,0.654,6.814907,-1.824052,0.654
12,2,01-20,01,01-20,2,0.346,-0.109987,4.289254,0.346
13,2,01-20,01,01-20,2,0.456,-3.426411,6.672599,0.456
13,2,01-20,20,01-20,2,0.544,6.252058,0.081665,0.544
14,2,01-20,20,01-20,2,0.401,6.385522,3.230362,0.401
14,2,01-20,01,01-20,2,0.599,-4.732163,6.439539,0.599
15,2,01-20,01,01-20,2,0.605,-5.934063,5.401671,0.605
15,2,01-20,20,01-20,2,0.395,6.734608,-1.169587,0.395
16,2,01-20,20,01-20,2,0.421,6.453159,0.26023,0.421
16,2,01-20,01,01-20,2,0.579,-4.390558,6.672013,0.579
17,2,01-20,20,01-20,2,0.49,6.80318,-2.33731,0.49
17,2,01-20,01,01-20,2,0.51,-5.289085,3.505868,0.51
18,2,01-20,01,01-20,2,0.671,-5.126199,5.554143,0.671
18,2,01-20,20,01-20,2,0.329,6.053067,-0.781242,0.329
19,2,00-20,20,00-20,2,0.472,7.732017,-1.303397,0.472
19,2,00-20,00,00-20,2,0.528,1.152352,3.573838,0.528
20,2,01-20,20,01-20,2,0.642,7.602714,-0.330284,0.642
20,2,01-20,01,01-20,2,0.358,-2.754116,5.449458,0.358
21,3,01-10-20,20,01-10-20,3,0.414,6.752877,1.638215,0.414
21,3,01-10-20,10,01-10-20,3,0.138,1.003092,1.638215,0.138
21,3,01-10-20,01,01-10-20,3,0.448,-3.734222,7.568179,0.448
22,1,20,20,20,1,1,5.477384,-1.570794,1
23,3,01-11-20,20,01-11-20,3,0.516,6.235132,1.169049,0.516
23,3,01-11-20,01,01-11-20,3,0.219,-2.250164,7.702033,0.219
23,3,01-11-20,11,01-11-20,3,0.265,1.134218,7.701107,0.265
24,2,01-20,20,01-20,2,0.876,7.084905,-0.12904,0.876
24,2,01-20,01,01-20,2,0.124,-0.0636,6.243165,0.124
25,2,01-20,01,01-20,2,0.768,-8.240244,5.224412,0.768
25,2,01-20,20,01-20,2,0.232,4.947119,1.798016,0.232
26,2,01-20,20,01-20,2,0.352,6.225958,1.095688,0.352
26,2,01-20,01,01-20,2,0.648,-6.99602,6.49131,0.648
27,3,01-11-20,20,01-11-20,3,0.504,7.356773,1.528149,0.504
27,3,01-11-20,11,01-11-20,3,0.037,0.827792,7.240097,0.037
27,3,01-11-20,01,01-11-20,3,0.459,-5.53285,7.241753,0.459
28,1,20,20,20,1,1,7.638372,-2.341536,1
29,2,01-20,01,01-10-20,2,0.656,-5.631709,6.826248,0.656
