parIndex,nStates,Phase,State,DSGRNPhase,nStatesRAC,basin,A,B,C,D,basinDiscret
1,2,0202-2020,0202,0202-2020,2,0.39,-3.563455,6.329833,-7.389143,6.399177,0.39
1,2,0202-2020,2020,0202-2020,2,0.61,7.159034,-5.94407,4.074125,-5.556162,0.61
2,1,0202,0202,0202,1,1,-3.914504,5.180291,-6.646246,7.414622,1
3,1,2020,2020,0202-2020,1,1,8.529413,-8.357847,6.707193,-4.388423,1
4,1,2120,2120,2120,1,1,6.2768370000000004,0.567283,6.6697939999999996,-6.683945,1
5,2,0202-2020,0202,0202-2020,2,0.32,-6.3699,7.058347,-4.484074,6.315663,0.32
5,2,0202-2020,2020,0202-2020,2,0.68,4.976971,-4.707708,8.09662,-5.798355,0.68
6,2,0202-2020,2020,0202-2020,2,0.21,6.685605,-4.803471,6.741055,-5.668588,0.21
6,2,0202-2020,0202,0202-2020,2,0.79,-5.466212,7.862632,-5.050864,5.959775,0.79
7,2,0202-2020,0202,0202-2020,2,0.87,-2.838175,5.221229,-6.853888,6.479501,0.87
7,2,0202-2020,2020,0202-2020,2,0.13,5.904293,-5.760685,4.512813,-3.28535,0.13
8,2,0202-2020,0202,0202-2020,2,0.15,-5.621663,5.318596,-4.560289,7.229997,0.15
8,2,0202-2020,2020,0202-2020,2,0.85,6.727509,-6.524906,6.82962,-4.286991,0.85
9,3,0202-2020-2101,2101,0202-1120-1201-2020,3,0.07,1.638262,0.25825,-0.658974,1.39807,0.07
9,3,0202-2020-2101,2020,0202-1120-1201-2020,3,0.22,6.90231,-5.489282,5.180291,-1.250783,0.22
9,3,0202-2020-2101,0202,0202-1120-1201-2020,3,0.71,-4.999394,6.583867,-7.228648,6.023395,0.71
10,3,0022-0202-2020,2020,0022-0202-2020,3,0.29,5.373306,-5.507926,6.953802,-4.347172,0.29
10,3,0022-0202-2020,0022,0022-0202-2020,3,0.54,-0.674737,1.051701,3.074369,-0.019288,0.54
10,3,0022-0202-2020,0202,0022-0202-2020,3,0.17,-5.274331,6.564972,-2.342301,5.153652,0.17
11,2,0202-2020,0202,0202-2020,2,0.74,-3.522694,7.434872,-5.672489,7.638811,0.74
11,2,0202-2020,2020,0202-2020,2,0.26,5.401859,-4.387606,4.234076,-5.188546,0.26
12,3,0112-0202-2020,0202,0112-0202-2020,3,0.14,-2.701604,6.47739,-3.558486,7.04258,0.14
12,3,0112-0202-2020,2020,0112-0202-2020,3,0.58,6.871856,-4.88343,6.811588,-4.384571,0.58
12,3,0112-0202-2020,0112,0112-0202-2020,3,0.28,-2.6985,0.845146,0.574024,7.04258,0.28
13,1,0202,0202,0202-2020,1,1,-7.220282,8.430908,-5.653216,6.526211,1
14,3,0202-0221-2020,0221,0202-0221-2020,3,0.88,-7.023007,6.641455,3.457728,0.435267,0.88
14,3,0202-0221-2020,2020,0202-0221-2020,3,0.03,4.976965,0.745247,8.09662,-5.616142,0.03
14,3,0202-0221-2020,0202,0202-0221-2020,3,0.09,-7.023007,7.058347,-2.787611,6.315663,0.09
15,2,0202-2020,2020,0202-2020-2101,2,0.27,6.729963,-5.917619,6.261354,-4.978643,0.27
15,2,0202-2020,0202,0202-2020-2101,2,0.73,-5.415691,6.731647,-3.663836,7.370389,0.73
16,3,0202-1022-2020,2020,0202-2020,3,0.4,6.040774,-4.540136,6.868582,-6.158983,0.4
16,3,0202-1022-2020,1022,0202-2020,3,0.03,0.160379,-4.33373,1.676211,3.346275,0.03
16,3,0202-1022-2020,0202,0202-2020,3,0.57,-6.085003,6.907483,-3.852044,4.584312,0.57
17,2,0202-2020,2020,0022-0202-2020,2,0.49,5.51025,-5.597297,5.318596,-5.553414,0.49
17,2,0202-2020,0202,0022-0202-2020,2,0.51,-5.826257,6.727509,-5.512459,6.82962,0.51
18,3,0202-2020-2101,2101,0202-2020-2101,3,0.14,1.913469,-0.022657,-6.057817,0.866697,0.14
18,3,0202-2020-2101,2020,0202-2020-2101,3,0.01,1.914548,-5.602402,6.015328,-5.692786,0.01
18,3,0202-2020-2101,0202,0202-2020-2101,3,0.85,-9.194723,6.20217,-6.057821,6.716152,0.85
19,3,0202-2012-2020,2020,0202-2012-2020,3,0.17,8.09662,-6.265169,7.18653,-4.301133,0.17
19,3,0202-2012-2020,2012,0202-2012-2020,3,0.6,2.547581,-5.009337,1.275491,1.787805,0.6
19,3,0202-2012-2020,0202,0202-2012-2020,3,0.23,-3.669422,6.315663,-4.927488,7.684013,0.23
20,2,0212-2020,2020,0112-2020,2,0.59,5.403119,-3.51115,7.414622,-4.346216,0.59
20,2,0212-2020,0212,0112-2020,2,0.41,-5.419596,3.798493,1.193721,5.937648,0.41
21,2,0202-2020,0202,0120-0202-0210-2020,2,0.42,-3.618134,6.583867,-6.720877,6.023395,0.42
21,2,0202-2020,2020,0120-0202-0210-2020,2,0.58,6.90231,-5.793042,5.180291,-3.32531,0.58
22,3,0021-0202-2020,0021,0021-0202-2020,3,0.21,0.268701,-1.484589,6.732976,1.474219,0.21
