parIndex,nStates,Phase,State,DSGRNPhase,nStatesRAC,basin,A,B,C,D,basinDiscret
1,2,0202-2102,0202,0202-2102,2,0.63,-1.068335,6.358174,-9.367803,5.393252,0.63
1,2,0202-2102,2102,0202-2102,2,0.37,4.030364,0.270229,-9.368189,2.839628,0.37
2,3,0202-2012-2021,2021,0202-2012-2021,3,0.12,5.151968,-3.44778,5.575825,-0.119998,0.12
2,3,0202-2012-2021,0202,0202-2012-2021,3,0.7,-1.002068,7.329567,-5.270907,7.025881,0.7
2,3,0202-2012-2021,2012,0202-2012-2021,3,0.18,5.151968,-0.810145,-0.67389,5.295097,0.18
3,3,0021-0202-2020,0202,0012-0021-0202-2020,3,0.7,-7.218022,4.409561,-8.148876,6.3909,0.7
3,3,0021-0202-2020,2020,0012-0021-0202-2020,3,0.03,5.166158,-3.938325,4.20638,-2.239416,0.03
3,3,0021-0202-2020,0021,0012-0021-0202-2020,3,0.27,-0.774891,-1.249082,4.204119,0.449847,0.27
4,2,0202-2020,2020,0202-2020,2,0.9,6.460193,-6.277129,6.583474,-3.989577,0.9
4,2,0202-2020,0202,0202-2020,2,0.1,-3.54075,6.373539,-4.696683,6.831168,0.1
5,2,0202-2020,0202,0202-2020,2,0.72,-2.419856,7.053981,-1.847698,6.026167,0.72
5,2,0202-2020,2020,0202-2020,2,0.28,7.097026,-4.957262,6.345999,-4.019156,0.28
6,1,2020,2020,2020,1,1,4.328274,-6.725741,7.535257,-4.517536,1
7,1,2020,2020,2020,1,1,5.692771,-6.706572,6.047839,-9.378517,1
8,3,0202-1002-2020,1002,0202-1002-2020,3,0.01,1.346695,-2.41524,-2.805022,4.233395,0.01
8,3,0202-1002-2020,2020,0202-1002-2020,3,0.78,4.979175,-6.943161,2.701315,-5.85461,0.78
8,3,0202-1002-2020,0202,0202-1002-2020,3,0.21,-4.0025,3.893067,-7.728412,4.233404,0.21
9,3,0202-1210-2020,2020,0202-1210-2020,3,0.43,6.902423,-4.24958,6.532979,-7.962553,0.43
9,3,0202-1210-2020,1210,0202-1210-2020,3,0.39,0.9002,2.216785,1.537437,-1.415895,0.39
9,3,0202-1210-2020,0202,0202-1210-2020,3,0.18,-5.662464,7.16566,-4.882138,4.705542,0.18
10,2,0202-2020,2020,0202-2020,2,0.85,2.701315,-7.05523,7.670888,-2.845692,0.85
10,2,0202-2020,0202,0202-2020,2,0.15,-4.979605,4.233404,-1.102104,6.135982,0.15
11,2,0202-2020,2020,0202-2020,2,0.39,2.701315,-6.19634,7.670888,-5.974948,0.39
11,2,0202-2020,0202,0202-2020,2,0.61,-8.134966,4.233404,-3.829171,6.135982,0.61
12,2,0202-2020,2020,0202-2020,2,0.92,6.83953,-5.824708,7.369448,-0.870829,0.92
12,2,0202-2020,0202,0202-2020,2,0.08,-5.023727,3.013245,-2.986011,7.869799,0.08
13,3,0202-1102-2020,2020,0202-1102-2020,3,0.53,6.181704,-6.796828,6.902423,-4.249547,0.53
13,3,0202-1102-2020,0202,0202-1102-2020,3,0.34,-6.036988,5.767557,-4.512817,7.16566,0.34
13,3,0202-1102-2020,1102,0202-1102-2020,3,0.13,0.205684,-0.234661,-4.512817,7.16566,0.13
14,2,0121-2020,0121,0121-2020,2,0.78,-0.638687,-0.141222,5.936373,0.770188,0.78
14,2,0121-2020,2020,0121-2020,2,0.22,4.921363,-6.448801,6.684828,-0.209374,0.22
15,3,0202-2020-2200,2020,0202-2020-2200,3,0.17,7.801283,-2.330552,5.570673,-5.635367,0.17
15,3,0202-2020-2200,0202,0202-2020-2200,3,0.12,-2.762435,6.827477,-6.25527,6.25161,0.12
15,3,0202-2020-2200,2200,0202-2020-2200,3,0.71,2.927571,4.043257,-0.948347,0.754428,0.71
16,1,2020,2020,2020,1,1,6.705119,-5.256763,7.572381,-8.163421,1
17,2,0202-2020,2020,0202-2020,2,0.19,6.281643,-3.404282,6.816987,-2.996763,0.19
17,2,0202-2020,0202,0202-2020,2,0.81,-5.218469,6.98284,-1.905409,6.838729,0.81
18,3,0202-0220-2020,0220,0202-0220-2020,3,0.34,1.119811,4.306045,2.825283,-3.120172,0.34
18,3,0202-0220-2020,0202,0202-0220-2020,3,0.17,-5.022808,6.614054,-3.72344,3.30659,0.17
18,3,0202-0220-2020,2020,0202-0220-2020,3,0.49,6.452792,-1.9519,7.839416,-8.825898,0.49
19,3,0202-1200-2020,0202,0202-1200-2020,3,0.45,-4.275005,7.877006,-2.325006,7.260753,0.45
19,3,0202-1200-2020,1200,0202-1200-2020,3,0.4,0.466793,7.877006,0.455122,0.741731,0.4
19,3,0202-1200-2020,2020,0202-1200-2020,3,0.15,5.739758,-2.571075,6.149249,-5.632069,0.15
20,1,2020,2020,2020,1,1,5.597997,-8.273857,8.105187,-3.415962,1
21,2,0202-2020,0202,0202-2020,2,0.17,-4.972929,8.535727,-4.470062,1.269648,0.17
21,2,0202-2020,2020,0202-2020,2,0.83,6.712098,-4.130813,7.14598,-9.052079,0.83
22,2,0202-2020,2020,0202-2020,2,0.07,6.568474,-2.105212,6.623443,-1.91241,0.07
22,2,0202-2020,0202,0202-2020,2,0.93,-5.978399,6.588776,-2.070545,7.524112,0.93
23,2,0202-2020,2020,0202-2020,2,0.54,6.051235,-2.390705,7.624899,-4.218935,0.54
23,2,0202-2020,0202,0202-2020,2,0.46,-3.105314,7.563017,-3.914084,7.190664,0.46
24,2,0202-2020,0202,0202-2020,2,0.87,-5.385673,8.184751,-7.771407,7.473756,0.87
24,2,0202-2020,2020,0202-2020,2,0.13,6.515348,-4.715549,3.334738,-4.724343,0.13
25,2,0202-2020,2020,0202-2020,2,0.1,6.515348,-4.71555,3.334738,-4.724343,0.1
25,2,0202-2020,0202,0202-2020,2,0.9,-5.385673,8.184751,-7.771407,7.473756,0.9
26,3,0202-1120-2020,2020,0202-1120-2020,3,0.2,7.652943,-4.04349,5.102664,-2.699207,0.2
26,3,0202-1120-2020,0202,0202-1120-2020,3,0.72,-3.65741,7.674747,-5.951369,5.166162,0.72
26,3,0202-1120-2020,1120,0202-1120-2020,3,0.08,1.127511,1.535806,5.054169,-2.699207,0.08
27,2,0202-2020,2020,0202-2020,2,0.97,8.405025,-6.79704,6.291459,-5.091853,0.97
27,2,0202-2020,0202,0202-2020,2,0.03,-4.705048,4.968001,-2.214481,6.336475,0.03
28,2,0202-2020,2020,0202-2020,2,0.76,7.674747,-7.28152,5.166162,-1.867676,0.76
28,2,0202-2020,0202,0202-2020,2,0.24,-2.917887,5.102664,-3.181745,4.409561,0.24
29,2,0202-2020,2020,0202-2020,2,0.12,6.973662,-4.085325,7.723744,0.107201,0.12
29,2,0202-2020,0202,0202-2020,2,0.88,-5.179757,8.483429,-0.196137,6.398318,0.88
30,2,0220-2020,0220,0220-2020,2,0.8,-1.599995,1.783365,2.358063,-0.689583,0.8
30,2,0220-2020,2020,0220-2020,2,0.2,4.925948,-4.341012,7.053956,-6.832345,0.2
31,2,0202-2020,0202,-1,2,0.79,-6.794152,5.623057,-7.575487,7.171039,0.79
31,2,0202-2020,2020,-1,2,0.21,5.886619,-7.049634,5.651883,-5.427674,0.21
32,2,0202-2020,0202,0202-2020,2,0.77,-2.677575,7.692402,-6.524188,8.633459,0.77
32,2,0202-2020,2020,0202-2020,2,0.23,6.773789,-3.373991,4.466118,-0.825162,0.23
33,2,0202-2020,2020,0202-2020,2,0.05,4.968001,-4.530041,5.626073,-6.52876,0.05
33,2,0202-2020,0202,0202-2020,2,0.95,-4.465592,6.254026,-7.027055,4.355454,0.95
34,2,0202-2021,2021,0202-2021,2,0.6,6.823925,-4.348294,3.575943,-2.104751,0.6
34,2,0202-2021,0202,0202-2021,2,0.4,-1.408878,7.072123,-1.974892,8.118792,0.4
35,2,0221-2020,0221,0221-2020,2,0.66,-6.461608,4.678061,2.892107,1.018615,0.66
35,2,0221-2020,2020,0221-2020,2,0.34,5.893646,-1.262992,8.550752,-5.152846,0.34
36,4,0012-0202-2011-2020,2020,0012-0202-2011-2020,4,0.37,6.933884,-9.123753,4.362181,-5.870458,0.37
36,4,0012-0202-2011-2020,0202,0012-0202-2011-2020,4,0.02,-5.299653,2.95755,-5.549989,5.708545,0.02
36,4,0012-0202-2011-2020,2011,0012-0202-2011-2020,4,0.35,6.933884,-9.123753,0.338598,0.415316,0.35
36,4,0012-0202-2011-2020,0012,0012-0202-2011-2020,4,0.26,0.621065,-2.769906,0.338598,5.696175,0.26
37,3,0202-1022-2020,2020,-1,3,0.02,6.3909,-2.997368,8.425209,-3.078151,0.02
37,3,0202-1022-2020,1022,-1,3,0.03,1.08245,-2.995553,2.078592,2.290201,0.03
37,3,0202-1022-2020,0202,-1,3,0.95,-5.223885,7.664529,-3.384726,7.658553,0.95
38,2,0202-2020,2020,0202-2020,2,0.89,6.664476,-1.842909,7.772591,-8.202922,0.89
38,2,0202-2020,0202,0202-2020,2,0.11,-3.690982,6.89772,-2.510232,4.139079,0.11
39,3,0121-0202-2020,0121,0121-0202-2020,3,0.03,-4.769785,0.123757,2.557888,-0.848374,0.03
39,3,0121-0202-2020,0202,0121-0202-2020,3,0.46,-4.862448,5.596838,-7.390184,5.372813,0.46
39,3,0121-0202-2020,2020,0121-0202-2020,3,0.51,7.188995,-4.979492,2.557888,-7.269707,0.51
40,3,0202-1220-2020,1220,0202-1220-2020,3,0.28,0.639794,4.317815,1.140952,-5.855387,0.28
40,3,0202-1220-2020,0202,0202-1220-2020,3,0.17,-4.977692,6.008904,-5.10942,5.772664,0.17
40,3,0202-1220-2020,2020,0202-1220-2020,3,0.55,6.933655,-2.324638,4.933106,-5.855428,0.55
41,2,0202-2020,0202,0202-2020,2,0.79,-4.941941,7.053956,-3.862541,8.405025,0.79
41,2,0202-2020,2020,0202-2020,2,0.21,8.168133,-4.711085,4.643399,-3.070718,0.21
42,3,0202-2020-2021,2021,0202-0211-2020,3,0.3,-0.357712,-2.42484,6.985921,-0.999142,0.3
42,3,0202-2020-2021,0202,0202-0211-2020,3,0.37,-4.931394,6.034239,-3.456177,6.56427,0.37
42,3,0202-2020-2021,2020,0202-0211-2020,3,0.33,5.944921,-2.42484,6.985921,-5.442543,0.33
43,3,0202-1201-2020,0202,0202-1201-2020,3,0.07,-4.722257,5.510759,-5.006402,6.607,0.07
43,3,0202-1201-2020,2020,0202-1201-2020,3,0.56,5.837169,-6.495842,5.503517,-4.493718,0.56
43,3,0202-1201-2020,1201,0202-1201-2020,3,0.37,0.269795,5.510759,-4.13418,1.386746,0.37
44,2,0202-2020,0202,0202-2020,2,0.94,-4.2105,6.203111,-4.710331,6.774261,0.94
44,2,0202-2020,2020,0202-2020,2,0.06,4.355454,-5.359746,7.42191,-2.659333,0.06
45,2,0202-2020,0202,0202-2020,2,0.15,-1.224127,6.405101,-3.851199,6.459918,0.15
45,2,0202-2020,2020,0202-2020,2,0.85,7.78965,-6.062456,6.973374,-6.624321,0.85
46,2,0202-2020,2020,-1,2,0.8,7.395067,-4.350774,7.447611,-4.537791,0.8
46,2,0202-2020,0202,-1,2,0.2,-5.151806,6.106415,-1.390318,5.817668,0.2
47,2,0202-2020,0202,0202-2020,2,0.13,-4.678516,6.246576,-3.25487,3.571306,0.13
47,2,0202-2020,2020,0202-2020,2,0.87,7.062247,-5.487626,8.073867,-6.649778,0.87
48,2,0202-2020,2020,0202-2020,2,0.95,7.447611,-5.142343,6.757717,-6.101541,0.95
