Phase,Freq.x,Freq.y,Freq,Avg,Std,HillRange,nStates
0110-0200-0300-0303-1010,1e-4,1e-4,NA,NA,NA,1-10,5
0110-0200-0300-1010,1e-4,1e-4,1e-4,1e-4,0,1-10,4
0110-0210-0300-0303-1010,1e-4,NA,NA,NA,NA,1-10,5
0110-0210-0313-1010-1013,1e-4,NA,1e-4,NA,NA,1-10,5
0110-0300,1e-4,NA,1e-4,NA,NA,1-10,2
0110-0300-0302-1010,1e-4,NA,NA,NA,NA,1-10,4
0110-0300-0303,4e-4,6e-4,2e-4,3.9999999999999996e-4,1.9999999999999998e-4,1-10,3
0110-0300-0303-1010,6e-4,7e-4,5e-4,6e-4,9.999999999999999e-5,1-10,4
0110-0300-1010,4e-4,3e-4,2e-4,3.0000000000000003e-4,1e-4,1-10,3
0110-0303,1e-4,1e-4,NA,NA,NA,1-10,2
0110-0303-0310,3e-4,2e-4,1e-4,1.9999999999999998e-4,9.999999999999999e-5,1-10,3
0110-0303-0310-1003-1010,1e-4,1e-4,1e-4,1e-4,0,1-10,5
0110-0303-0310-1010,3e-4,1e-4,2e-4,1.9999999999999998e-4,9.999999999999999e-5,1-10,4
0110-0303-0310-1010-1013,3e-4,NA,NA,NA,NA,1-10,5
0110-0303-1010,1e-4,1e-4,1e-4,1e-4,0,1-10,3
0110-0310,1e-4,NA,NA,NA,NA,1-10,2
0110-0310-1010,2e-4,3e-4,NA,NA,NA,1-10,3
0111-0112-0211-0212-1011-1012,1e-4,NA,NA,NA,NA,1-10,6
0111-0113-0301-0303,2e-4,NA,1e-4,NA,NA,1-10,4
0111-0113-0303-0311-1011-1013,2e-4,2e-4,3e-4,2.3333333333333333e-4,5.773502691896256e-5,1-10,6
0111-0301-0303,1e-4,1e-4,4e-4,2e-4,1.7320508075688773e-4,1-10,3
0111-0301-0303-1003-1011,4e-4,2e-4,2e-4,2.666666666666667e-4,1.1547005383792516e-4,1-10,5
0111-0301-0303-1011,1e-4,2e-4,4e-4,2.3333333333333333e-4,1.5275252316519468e-4,1-10,4
0111-0303-0311-1003-1011,1e-4,NA,NA,NA,NA,1-10,5
0111-0303-0311-1011,1e-4,NA,NA,NA,NA,1-10,4
0112-0113-0302-0303,1e-4,NA,NA,NA,NA,1-10,4
0112-0300-0302-1010-1012,5e-4,5e-4,6e-4,5.333333333333334e-4,5.7735026918962544e-5,1-10,5
0112-0312,1e-4,NA,NA,NA,NA,1-10,2
0112-0312-1010-1012,1e-4,2e-4,5e-4,2.666666666666667e-4,2.0816659994661328e-4,1-10,4
0113-0200-0300-0303-1010-1013,1e-4,1e-4,1e-4,1e-4,0,1-10,6
0113-0211-0301-0303-1011-1013,1e-4,NA,NA,NA,NA,1-10,6
0113-0213-0303-1010-1013,1e-4,NA,NA,NA,NA,1-10,5
0113-0300-0303-1010-1013,0.0016,0.0016,0.0024,0.0018666666666666666,4.6188021535170046e-4,1-10,5
0113-0301-0303-1011-1013,1e-4,2e-4,1e-4,1.3333333333333334e-4,5.773502691896258e-5,1-10,5
0113-0303,4e-4,6e-4,NA,NA,NA,1-10,2
0113-0303-0310-1010-1013,4e-4,2e-4,6e-4,3.9999999999999996e-4,1.9999999999999998e-4,1-10,5
0113-0303-1010-1013,0.0045,0.004,0.0039,0.0041333333333333335,3.2145502536643167e-4,1-10,4
0113-0303-1013,3e-4,6e-4,8e-4,5.666666666666667e-4,2.5166114784235834e-4,1-10,3
0113-0313-1010-1013,5e-4,NA,4e-4,NA,NA,1-10,4
0200-0201-0300-0301-1010-1011,3e-4,1e-4,2e-4,1.9999999999999998e-4,9.999999999999999e-5,1-10,6
0200-0202-0300-0302-1000-1002,1e-4,NA,NA,NA,NA,1-10,6
0200-0203-0300-0303-1003-1010,2e-4,NA,1e-4,NA,NA,1-10,6
0200-0300-0302-1000,1e-4,NA,NA,NA,NA,1-10,4
0200-0300-0302-1010,1e-4,NA,NA,NA,NA,1-10,4
0200-0300-0302-1010-1012,2e-4,2e-4,1e-4,1.666666666666667e-4,5.773502691896258e-5,1-10,5
0200-0300-0303-1003-1010,0.0011,0.0017,8e-4,0.0012000000000000001,4.5825756949558394e-4,1-10,5
0200-0300-0303-1010,0.0023,0.0019,0.0016,0.0019333333333333333,3.5118845842842456e-4,1-10,4
0200-0300-0303-1010-1013,7e-4,0.001,6e-4,7.666666666666667e-4,2.081665999466133e-4,1-10,5
0200-0300-0303-1010-1013-1103,1e-4,NA,1e-4,NA,NA,1-10,6
0200-0300-0303-1010-1103,7e-4,4e-4,2e-4,4.333333333333333e-4,2.5166114784235834e-4,1-10,5
0200-0300-1010,0.0019,0.0012,0.0012,0.0014333333333333333,4.041451884327381e-4,1-10,3
0200-0303-1000-1003,3e-4,1e-4,1e-4,1.6666666666666666e-4,1.1547005383792513e-4,1-10,4
0201-0203-0301-0303-1003-1011,1e-4,3e-4,1e-4,1.6666666666666666e-4,1.1547005383792513e-4,1-10,6
0201-0301-0303-1001,1e-4,1e-4,1e-4,1e-4,0,1-10,4
0201-0301-0303-1011-1013,2e-4,NA,2e-4,NA,NA,1-10,5
0201-0303-1001-1003,1e-4,1e-4,1e-4,1e-4,0,1-10,4
0202-0203-0302-0303-1002-1003,1e-4,3e-4,1e-4,1.6666666666666666e-4,1.1547005383792513e-4,1-10,6
0202-0203-0302-0303-1012-1013,1e-4,NA,NA,NA,NA,1-10,6
0202-0210-1002-1010,1e-4,NA,NA,NA,NA,1-10,4
0202-0302-0310-1002-1010,1e-4,NA,NA,NA,NA,1-10,5
0202-0302-1010-1012,1e-4,2e-4,4e-4,2.3333333333333333e-4,1.5275252316519468e-4,1-10,4
0202-0302-1012-1102,1e-4,NA,NA,NA,NA,1-10,4
0202-1002,1e-4,NA,NA,NA,NA,1-10,2
0202-1002-1010,6e-4,5e-4,5e-4,5.333333333333334e-4,5.7735026918962544e-5,1-10,3
0203-0300-0303-1000-1003,1e-4,1e-4,NA,NA,NA,1-10,5
0203-0300-0303-1003-1010,0.0021,0.0028,0.0014,0.0021,7e-4,1-10,5
