ParIndex,GRHL2,ZEB,miR200,SLUG,Count
1,3.58,957.681,0.051,113.159,2
1,90.261,0.001,41.533,2.126,1
2,102.464,0.001,101.417,0.722,2
3,0.431,1033.085,0.062,76.078,2
3,34.099,0.015,8.78,2.092,1
4,8.121,1398.052,0.427,199.696,1
4,198.407,0.345,9.727,199.696,1
4,199.193,0.004,401.773,12.099,2
5,0.59,959.949,0.349,167.099,1
5,41.176,0,132.142,3.599,2
5,41.176,0.038,13.429,167.099,1
6,109.382,0.001,98.433,0.462,1
6,109.382,0.007,27.987,45.691,1
7,2.406,139.216,0.042,78.821,2
7,116.282,0.001,94.152,1.213,1
8,106.869,0,98.302,0.678,2
9,0.331,1171.252,0.26,67.444,1
9,6.756,0.289,170.908,0.714,1
10,44.11,0,194.998,0.574,3
11,84.369,0.002,110.091,0.811,1
11,84.369,0.013,39.87,79.52,2
12,95.137,0,81.367,0.566,1
13,60.734,0.132,2.54,74.113,2
14,75.625,0.003,194.97,1.868,3
15,0.21,645.083,0.699,149.908,1
15,8.783,0.064,17.626,149.908,2
16,21.969,0,103.368,0.391,1
17,1.716,223.075,0.09,199.419,2
17,152.069,0.002,53.451,2.15,1
18,103.368,0,75,5.343,1
18,103.368,0.001,3.255,285.003,2
19,117.035,0.001,93.104,2.042,2
20,0.17,437.151,2.155,2.026,1
20,0.17,835.378,1.192,88.861,1
21,1.447,1998.311,0.035,268.316,2
21,53.435,0.622,0.633,268.316,2
22,116.749,0.001,31.492,10.537,1
22,116.749,0.001,31.621,0.298,1
23,50.732,0,178.576,1.386,1
23,50.732,0.003,24.655,81.301,2
24,0.811,2849.884,0.77,287.219,2
24,75.717,0.162,69.321,287.219,1
25,1.119,1169.34,0.016,356.39,1
26,96.565,439.81,0.02,264.823,1
26,104.745,0.006,82.278,4.018,1
27,0.638,593.78,0.06,150.682,1
27,23.512,0.862,1.058,150.682,1
28,0.687,901.843,0.216,65.903,1
28,27.021,0.258,19.669,65.903,1
29,199.832,0,268.329,0.651,2
30,143.217,0.001,91.962,0.494,2
31,2.81,2697.615,0.086,164.463,1
31,150.053,0.004,61.681,1.685,2
32,2.596,434.468,1.807,0.716,1
32,2.596,2736.938,0.072,66.591,1
32,54.696,0.011,125.621,0.716,1
33,179.44,0,81.609,4.864,1
33,179.44,0.042,1.079,158.365,1
34,232.08,0.002,43.802,31.563,1
35,2.386,1886.603,0.014,402.211,4
36,1.217,1207.633,0.036,126.241,2
37,51.489,0.002,27.747,37.075,1
37,51.489,0.028,3.312,103.615,1
38,59.618,0.001,48.99,2.221,2
40,0.251,907.172,0.205,54.485,1
40,12.401,0.019,53.484,0.589,1
41,4.592,904.251,0.061,211.448,1
41,275.775,0,231.625,2.99,1
41,275.775,0.091,5.736,211.448,1
42,109.13,0.004,193.743,3.54,2
43,3.14,515.112,0.337,126.178,1
43,108.955,0.023,113.077,3.078,2
44,0.858,413.384,0.028,495.725,1
44,37.054,0.002,196.687,6.64,1
45,0.135,750.629,0.712,226.393,1
45,11.854,0.012,133.078,6.946,2
46,150.49,0.001,275.774,1.242,3
47,36.109,0.013,54.733,0.281,1
48,11.099,705.745,0.037,168.21,1
48,249.31,0,131.811,1.984,1
48,249.31,0.011,3.659,168.21,1
49,1.509,87.651,0.015,516.581,2
50,0.461,105.189,0.069,249.31,1
51,4.97,1687.175,0.649,45.054,1
51,495.728,0.008,48.667,45.054,3
52,12.122,1137.945,0.013,163.967,2
53,44.756,0,26.99,0.067,1
54,0.103,1610.144,0.028,65.389,1
54,9.859,0.001,33.046,0.863,3
55,8.71,0,493.319,0.769,1
56,169.49,0.015,0.41,493.326,1
57,8.71,0.001,493.296,0.496,2
58,7.24,1996.11,1.86,285.337,3
59,3.459,834.537,0.087,95.821,2
59,90.267,0.002,104.341,1.035,1
60,1.494,1230.157,0.075,138.936,1
60,32.154,0,76.741,2.076,2
61,24.146,647.597,1.028,0.192,1
61,38.657,0.11,70.417,0.192,2
62,0.669,1303.33,0.096,233.409,1
62,33.679,0.008,144.02,7.209,1
62,33.679,0.394,9.587,233.409,1
63,1.736,766.894,0.035,260.133,1
63,126.141,0.322,1.29,260.133,1
64,2.144,1798.524,0.108,182.64,2
64,149.132,0,106.866,4.574,1
65,0.608,1408.918,0.002,171.454,1
66,3.722,1039.065,0.378,174.844,1
66,3.724,33.912,21.717,2.298,1
67,511.606,0,142.205,2.961,2
68,182.667,0.004,55.001,0.637,2
69,123.347,0.004,92.844,0.021,2
70,2.173,92.418,3.335,0.251,1
70,179.995,0.687,270.533,0.251,1
71,0.244,395.893,0.029,7.074,1
71,0.244,1555.641,0.027,77.902,1
72,0.246,739.538,0.257,123.682,1
72,20.708,0.015,375.983,1.694,2
73,5.392,33.016,2.424,15.691,1
73,337.284,0,171.107,0.259,1
73,337.284,0.003,170.935,15.691,1
74,0.02,420.718,0.02,181.225,1
74,1.704,0.004,51.234,3.278,1
75,364.685,0,73.182,0.65,1
76,9.001,693.165,0.011,228.403,1
76,29.281,0.394,1.176,5.656,1
77,1.053,315.665,0.104,163.009,2
77,72.835,0.016,9.861,163.009,2
78,71.035,0,163.223,2.204,3
79,87.802,0,33.009,0.415,1
80,139.338,0.001,153.175,0.868,1
80,139.338,0.05,32.193,65.04,1
81,0.655,78.945,0.667,0.578,2
82,0.518,6831.628,0.048,870.662,1
82,0.518,6831.63,0.048,870.662,2
83,7.19,734.615,0.007,151.787,2
84,1.091,4498.927,0.029,228.479,2
85,4.822,1152.706,0.191,401.582,1
86,173.273,0,178.112,0.697,2
87,123.876,0,13.666,1.724,3
87,123.876,0.006,2.875,35.717,2
88,4.259,458.146,1.99,3.033,1
88,4.259,598.178,0.03,239.988,1
88,215.611,0.006,85.06,3.033,1
89,129.476,0.002,236.983,0.193,2
90,317.007,0.863,3.034,55.84,2
91,0.182,1147.428,0.056,83.453,1
91,11.538,0.002,53.672,1.482,1
92,7.618,2439.825,0.006,77.086,2
92,236.333,0.03,2.327,3.118,1
93,2.723,23.968,0.235,1.214,1
93,96.074,0,12.53,1.214,2
94,1.531,6259.855,0.029,211.837,3
95,97.382,0,232.106,0.03,1
96,88.172,0,24.599,81.73,1
97,123.126,0,116.724,0.056,1
98,8.985,0.384,443.312,2.052,2
99,143.095,0,636.692,1.256,4
100,70.77,0.045,32.104,51.048,1
101,2.041,726.091,0.643,190.035,1
101,149.643,0.002,88.047,2.253,1
101,149.643,0.402,21.918,190.035,1
102,0.559,736.208,0.016,352.412,3
103,0.62,1846.392,0.652,201.277,2
103,55.842,0.109,90.218,3.94,1
104,0.32,3746.455,0.016,171.288,3
105,1.156,3566.064,0.121,123.712,1
105,60.329,0.448,69.241,2.073,2
106,1.53,236.683,1.227,2.482,1
106,1.53,559.336,0.046,124.932,2
106,119.844,0.002,78.569,2.482,2
108,0.676,386.727,0.207,178.063,1
108,66.699,0.323,2.383,178.063,2
109,8.734,124.217,0.101,692.556,1
109,95.788,0.104,1.243,692.554,1
109,95.788,0.104,1.243,692.556,1
110,0.826,1031.958,1.191,104.113,1
110,13.091,0.002,437.433,2.658,1
111,1.111,404.777,0.04,76.345,1
112,47.866,0,16.374,0.897,2
113,1.183,1349.247,0.12,85.967,1
113,72.135,2.557,8.38,85.967,2
114,1.877,2245.983,0.038,231.107,1
114,145.297,0.467,2.501,231.107,1
114,145.298,0.001,53.778,4.986,1
115,1.088,453.291,0.785,738.607,1
115,98.433,0.049,5.26,738.607,2
116,14.041,627.773,0.037,142.145,2
116,74.545,0.002,21.709,1.467,1
117,0.918,3278.243,0.671,276.951,1
118,1.671,731.964,0.599,38.187,2
118,50.007,0.001,16.405,0.741,1
119,0.845,1345.969,0.026,263.872,3
120,1.427,1440.38,0.021,197.694,2
120,141.89,0,27.499,6.753,1
121,4.235,261.816,0.179,71.594,3
121,42.575,0.023,52.368,1.212,1
122,1.492,1883.302,0.375,156.115,1
122,96.558,0.054,24.023,156.115,1
123,7.367,137.024,0.079,912.811,1
124,377.467,1.433,0.898,254.705,2
125,12.736,2145.863,0.96,66.728,2
125,97.284,0.008,89.601,2.273,1
126,613.966,0.012,118.223,0.306,1
127,33.436,0,402.649,2.645,1
128,1.482,1218.403,0.001,324.001,1
128,114.084,0.906,0.047,324.001,2
129,1.27,1180.957,0.063,47.489,1
129,86.621,0.001,95.459,1.19,1
130,5.747,1289.49,0.026,806.263,1
130,487.353,0.199,2.28,806.263,1
131,164.415,0.001,120.763,0.583,1
132,0.847,549.343,0.351,64.955,1
132,82.863,0,256.165,0.674,2
133,16.584,0.012,96.948,0.345,1
134,1.482,1477.897,0.623,33.338,1
134,74.789,0,50.399,0.739,1
134,74.789,0.012,42.581,33.338,2
135,103.269,0,88.812,1.625,1
136,0.962,1095.989,0.032,363.84,1
136,76.663,0.026,2.668,363.84,2
137,0.902,4643.522,0.043,445.151,2
138,0.479,672.145,0.078,169.344,1
138,45.063,0.001,126.854,2.041,1
138,45.063,0.284,4.347,169.344,1
139,195.657,85.5,0.032,129.238,1
139,475.865,0.077,157.415,3.538,1
140,181.318,0.002,119.557,0.989,2
141,484.084,0.002,108.119,1.022,2
142,30.962,0,104.91,0.144,1
143,2.966,2235.612,0.465,132.134,1
143,156.795,0.002,190.903,7.115,2
143,156.795,0.014,23.735,132.134,1
144,3.927,966.131,0.3,170.084,1
144,220.475,0,184.743,2.339,1
145,6.697,1469.109,0.057,147.81,2
145,68.125,0,25.212,2.286,1
146,494.523,0,153.15,0.997,1
147,0.217,417.895,0.044,77.461,1
147,10.457,0,180.01,1.232,1
148,8.248,0.003,10.077,2.202,2
149,117.87,0,28.081,0.469,1
149,117.87,0.018,15.825,45.688,1
150,95.086,0,81.153,22.185,1
150,95.086,0,84.441,0.549,1
151,58.72,0.028,6.477,22.644,4
152,3.014,215.393,0.596,68.813,1
152,101.097,0.148,56.087,68.813,2
153,1.098,3247.665,0.145,139.911,1
153,75.522,0.001,33.591,2.99,1
154,361.959,0.001,472.007,1.508,1
155,0.872,1392.773,1.772,248.802,1
155,0.873,155.968,13.273,2.803,1
156,72.806,0,105.105,0.473,1
157,572.21,0.506,1.041,326.639,2
158,2.855,925.692,0.896,278.885,1
158,47.959,0.039,64.92,278.885,2
159,0.513,393.705,1.497,1.198,1
159,0.513,393.706,1.497,1.198,2
160,10.769,1345.978,0.043,293.605,1
160,506.821,0.037,2.907,293.605,1
161,1.025,585.9,0.023,111.686,1
161,92.908,0.004,42.922,1.87,1
162,12.404,0,51.627,1.085,2
163,0.332,983.048,0.037,215.501,1
164,1.306,203.102,0.01,136.96,1
164,113.92,0,20.226,2.077,1
164,113.92,0.028,0.581,136.96,1
165,1.996,3029.326,0.058,258.501,1
165,182.017,0.743,3.403,258.501,1
166,207.676,0,15.936,92.37,2
166,207.676,0,311.303,2.553,1
167,102.406,0,76.571,0.095,2
168,2.278,830.21,4.31,106.974,1
168,69.442,0.001,99.699,1.411,1
169,148.915,0.001,97.065,0.754,2
170,3.949,632.565,0.074,97.713,1
170,240.225,0.001,8.442,2.406,1
171,0.077,864.023,0.01,84.742,1
171,4.128,0.012,48.995,1.144,2
172,25.461,1704.736,0.184,222.121,1
172,351.612,1.649,4.597,222.121,1
173,54.824,0.001,37.695,20.443,1
174,202.344,0.001,315.376,3.275,1
174,202.344,0.127,6.108,120.063,1
175,206.407,0,377.817,0.813,1
176,174.072,0,43.364,2.97,4
177,1.387,1018.336,0.581,114.716,2
178,11.446,493.423,0.063,50.722,1
178,154.375,0,7.853,1.841,1
179,2.251,950.54,0.024,151.3,1
179,120.631,0.04,50.634,2.803,1
180,89.066,0,21.958,0.292,2
181,5.57,918.272,0.024,110.938,2
181,150.694,0.008,39.859,4.623,1
182,0.366,467.817,0.039,182.949,2
183,260.741,0.026,14.393,513.992,1
184,18.874,655.669,0.077,196.962,2
184,59.5,0.007,44.51,2.2,1
185,2.827,1285.226,0.245,113.324,1
185,151.08,0,69.209,3.061,1
185,151.08,0.237,6.78,113.324,1
186,1.471,363.092,0.075,91.168,2
186,113.333,0.003,287.921,1.269,2
187,0.391,868.635,0.029,148.951,1
187,20.621,0.025,33.552,3.199,1
188,1.471,246.176,0.445,72.917,1
188,98.006,0.002,31.164,72.917,2
189,100.166,0.001,255.562,1.009,2
190,4.338,1166.294,0.234,98.389,1
