parIndex,nStates,Phase,State,DSGRNPhase,nStatesRAC,basin,GRHL2,ZEB,miR200,SLUG,basinDiscret
1,2,0303-1010,0303,0403-1010-1103,2,1,3.58,957.681,0.051,113.159,1
1,2,0303-1010,1010,0403-1010-1103,2,0.3333333333333333,90.261,0.001,41.533,2.126,0.3333333333333333
2,1,1010,1010,0110-1010,1,2,102.464,0.001,101.417,0.722,2
3,2,0303-1010,0303,0403-1010-1203,2,0.5,0.431,1033.085,0.062,76.078,0.5
3,2,0303-1010,1010,0403-1010-1203,2,0.16666666666666666,34.099,0.015,8.78,2.092,0.16666666666666666
4,3,0303-1010-1013,0303,0110-0403-1010-1013,3,0.2,8.121,1398.052,0.427,199.696,0.2
4,3,0303-1010-1013,1010,0110-0403-1010-1013,3,0.6666666666666666,199.193,0.004,401.773,12.099,0.6666666666666666
4,3,0303-1010-1013,1013,0110-0403-1010-1013,3,0.5,198.407,0.345,9.727,199.696,0.5
5,3,0303-1010-1013,1013,0300-0403-1010-1013,3,0.16666666666666666,41.176,0.038,13.429,167.099,0.16666666666666666
5,3,0303-1010-1013,0303,0300-0403-1010-1013,3,1,0.59,959.949,0.349,167.099,1
5,3,0303-1010-1013,1010,0300-0403-1010-1013,3,0.5,41.176,0,132.142,3.599,0.5
6,2,1010-1012,1012,1010-1012,2,0.5,109.382,0.007,27.987,45.691,0.5
6,2,1010-1012,1010,1010-1012,2,0.2,109.382,0.001,98.433,0.462,0.2
7,2,0303-1010,1010,0403-1010-1103,2,1,116.282,0.001,94.152,1.213,1
7,2,0303-1010,0303,0403-1010-1103,2,0.6666666666666666,2.406,139.216,0.042,78.821,0.6666666666666666
8,1,1010,1010,1010-1012,1,0.5,106.869,0,98.302,0.678,0.5
9,2,0010-0303,0303,0010-0403,2,0.16666666666666666,0.331,1171.252,0.26,67.444,0.16666666666666666
9,2,0010-0303,0010,0010-0403,2,0.2,6.756,0.289,170.908,0.714,0.2
10,1,1010,1010,0403-1010-1103,1,1.5,44.11,0,194.998,0.574,1.5
11,2,1010-1013,1013,0403-1010-1013,2,2,84.369,0.013,39.87,79.52,2
11,2,1010-1013,1010,0403-1010-1013,2,0.3333333333333333,84.369,0.002,110.091,0.811,0.3333333333333333
12,1,1010,1010,1010,1,0.25,95.137,0,81.367,0.566,0.25
13,1,1003,1003,1001-1003,1,0.3333333333333333,60.734,0.132,2.54,74.113,0.3333333333333333
14,1,1010,1010,0300-0403-1010,1,0.6,75.625,0.003,194.97,1.868,0.6
15,2,0303-1013,0303,0403-1010-1013,2,0.5,0.21,645.083,0.699,149.908,0.5
15,2,0303-1013,1013,0403-1010-1013,2,0.6666666666666666,8.783,0.064,17.626,149.908,0.6666666666666666
16,1,1010,1010,1010,1,1,21.969,0,103.368,0.391,1
17,2,0303-1010,1010,0403-1010-1103,2,0.16666666666666666,152.069,0.002,53.451,2.15,0.16666666666666666
17,2,0303-1010,0303,0403-1010-1103,2,0.5,1.716,223.075,0.09,199.419,0.5
18,2,1010-1013,1010,0303-1010-1013,2,0.2,103.368,0,75,5.343,0.2
18,2,1010-1013,1013,0303-1010-1013,2,1,103.368,0.001,3.255,285.003,1
19,1,1010,1010,1010-1013,1,0.6666666666666666,117.035,0.001,93.104,2.042,0.6666666666666666
20,2,0301-0303,0303,0401-0403,2,0.25,0.17,835.378,1.192,88.861,0.25
20,2,0301-0303,0301,0401-0403,2,1,0.17,437.151,2.155,2.026,1
21,2,0303-1003,1003,0402-0403-1102-1103,2,0.4,53.435,0.622,0.633,268.316,0.4
21,2,0303-1003,0303,0402-0403-1102-1103,2,0.3333333333333333,1.447,1998.311,0.035,268.316,0.3333333333333333
22,2,1010-1011,1011,1010-1011,2,0.5,116.749,0.001,31.492,10.537,0.5
22,2,1010-1011,1010,1010-1011,2,0.3333333333333333,116.749,0.001,31.621,0.298,0.3333333333333333
23,2,1010-1013,1013,1010-1013-1303,2,0.5,50.732,0.003,24.655,81.301,0.5
23,2,1010-1013,1010,1010-1013-1303,2,1,50.732,0,178.576,1.386,1
24,2,0303-1013,0303,0313-0403-1013,2,0.3333333333333333,0.811,2849.884,0.77,287.219,0.3333333333333333
24,2,0303-1013,1013,0313-0403-1013,2,0.2,75.717,0.162,69.321,287.219,0.2
25,1,0303,0303,0403,1,0.5,1.119,1169.34,0.016,356.39,0.5
26,2,1010-1303,1010,1010-1403,2,1,104.745,0.006,82.278,4.018,1
26,2,1010-1303,1303,1010-1403,2,0.3333333333333333,96.565,439.81,0.02,264.823,0.3333333333333333
27,2,0303-1003,0303,1010-1203,2,0.25,0.638,593.78,0.06,150.682,0.25
27,2,0303-1003,1003,1010-1203,2,0.16666666666666666,23.512,0.862,1.058,150.682,0.16666666666666666
28,2,0013-0303,0013,0113-0403,2,0.5,27.021,0.258,19.669,65.903,0.5
28,2,0013-0303,0303,0113-0403,2,0.2,0.687,901.843,0.216,65.903,0.2
29,1,1010,1010,1010-1012,1,0.6666666666666666,199.832,0,268.329,0.651,0.6666666666666666
30,1,1010,1010,0300-1010,1,2,143.217,0.001,91.962,0.494,2
31,2,0303-1010,0303,0210-0403-1010,2,0.25,2.81,2697.615,0.086,164.463,0.25
31,2,0303-1010,1010,0210-0403-1010,2,0.3333333333333333,150.053,0.004,61.681,1.685,0.3333333333333333
32,3,0300-0303-1010,0300,0400-0403-1010,3,0.2,2.596,434.468,1.807,0.716,0.2
32,3,0300-0303-1010,0303,0400-0403-1010,3,0.5,2.596,2736.938,0.072,66.591,0.5
32,3,0300-0303-1010,1010,0400-0403-1010,3,0.3333333333333333,54.696,0.011,125.621,0.716,0.3333333333333333
33,2,1010-1013,1010,1010-1013,2,1,179.44,0,81.609,4.864,1
33,2,1010-1013,1013,1010-1013,2,0.25,179.44,0.042,1.079,158.365,0.25
34,1,1011,1011,1001,1,0.16666666666666666,232.08,0.002,43.802,31.563,0.16666666666666666
35,1,0303,0303,0211-0401-0403-1011,1,0.8,2.386,1886.603,0.014,402.211,0.8
36,1,0303,0303,0403-1203,1,1,1.217,1207.633,0.036,126.241,1
37,2,1010-1013,1013,1010-1203,2,1,51.489,0.028,3.312,103.615,1
37,2,1010-1013,1010,1010-1203,2,0.3333333333333333,51.489,0.002,27.747,37.075,0.3333333333333333
38,1,1010,1010,0300-1010,1,0.5,59.618,0.001,48.99,2.221,0.5
40,2,0010-0303,0303,0010-0403,2,0.16666666666666666,0.251,907.172,0.205,54.485,0.16666666666666666
40,2,0010-0303,0010,0010-0403,2,0.2,12.401,0.019,53.484,0.589,0.2
41,3,0303-1003-1010,1010,0403-1010-1103,3,0.3333333333333333,275.775,0,231.625,2.99,0.3333333333333333
41,3,0303-1003-1010,1003,0403-1010-1103,3,1,275.775,0.091,5.736,211.448,1
41,3,0303-1003-1010,0303,0403-1010-1103,3,0.5,4.592,904.251,0.061,211.448,0.5
42,1,1010,1010,0300-1010,1,0.5,109.13,0.004,193.743,3.54,0.5
43,2,0303-1010,0303,0200-0403-1010,2,0.16666666666666666,3.14,515.112,0.337,126.178,0.16666666666666666
43,2,0303-1010,1010,0200-0403-1010,2,0.4,108.955,0.023,113.077,3.078,0.4
44,2,0010-0303,0303,0010-0303,2,0.5,0.858,413.384,0.028,495.725,0.5
44,2,0010-0303,0010,0010-0303,2,0.3333333333333333,37.054,0.002,196.687,6.64,0.3333333333333333
45,2,0303-1011,0303,0211-0403-1011,2,1,0.135,750.629,0.712,226.393,1
45,2,0303-1011,1011,0211-0403-1011,2,0.5,11.854,0.012,133.078,6.946,0.5
46,1,1010,1010,0300-0403-1010,1,0.5,150.49,0.001,275.774,1.242,0.5
47,1,0010,0010,0010,1,0.2,36.109,0.013,54.733,0.281,0.2
48,3,0303-1010-1013,1013,0403-1010-1113,3,1,249.31,0.011,3.659,168.21,1
48,3,0303-1010-1013,0303,0403-1010-1113,3,0.5,11.099,705.745,0.037,168.21,0.5
48,3,0303-1010-1013,1010,0403-1010-1113,3,0.3333333333333333,249.31,0,131.811,1.984,0.3333333333333333
49,1,0303,0303,0303-1103,1,0.5,1.509,87.651,0.015,516.581,0.5
50,1,0303,0303,0303,1,0.16666666666666666,0.461,105.189,0.069,249.31,0.16666666666666666
