Phase,Count,Frequency
0000,11,0.0011186819892199736
0000-0003,2,2.0339672531272246e-4
0000-0103,1,1.0169836265636123e-4
0000-0302,1,1.0169836265636123e-4
0000-0303,2,2.0339672531272246e-4
0001,1,1.0169836265636123e-4
0001-0003,1,1.0169836265636123e-4
0001-0301,1,1.0169836265636123e-4
0001-0303,1,1.0169836265636123e-4
0003,7,7.118885385945286e-4
0003-0010,4,4.067934506254449e-4
0003-0303,1,1.0169836265636123e-4
0010,312,0.031729889148784704
0010-0011,16,0.0016271738025017796
0010-0011-0300-0301,2,2.0339672531272246e-4
0010-0011-0301,3,3.050950879690837e-4
0010-0012,13,0.001322078714532696
0010-0012-0302,3,3.050950879690837e-4
0010-0013,29,0.002949252517034476
0010-0013-0300-0303,3,3.050950879690837e-4
0010-0013-0303,18,0.0018305705278145023
0010-0013-0313,2,2.0339672531272246e-4
0010-0100-0303,1,1.0169836265636123e-4
0010-0102,1,1.0169836265636123e-4
0010-0103,4,4.067934506254449e-4
0010-0110,2,2.0339672531272246e-4
0010-0112-0300-0302,1,1.0169836265636123e-4
0010-0112-0312,1,1.0169836265636123e-4
0010-0113-0303,1,1.0169836265636123e-4
0010-0200,1,1.0169836265636123e-4
0010-0200-0303,1,1.0169836265636123e-4
0010-0210,1,1.0169836265636123e-4
0010-0213,2,2.0339672531272246e-4
0010-0300,57,0.00579680667141259
0010-0300-0302,1,1.0169836265636123e-4
0010-0300-0303,15,0.0015254754398454184
0010-0301,4,4.067934506254449e-4
0010-0302,16,0.0016271738025017796
0010-0303,368,0.03742499745754093
0010-0303-0313,1,1.0169836265636123e-4
0010-0310,9,9.152852639072511e-4
0010-0313,17,0.0017288721651581409
0011,10,0.0010169836265636124
0011-0012-0301-0302,1,1.0169836265636123e-4
0011-0013,3,3.050950879690837e-4
0011-0013-0303,1,1.0169836265636123e-4
0011-0301,3,3.050950879690837e-4
0011-0301-0303,7,7.118885385945286e-4
0011-0303,16,0.0016271738025017796
0011-0311,1,1.0169836265636123e-4
0012,5,5.084918132818062e-4
0012-0302,3,3.050950879690837e-4
0012-0312,2,2.0339672531272246e-4
0013,13,0.001322078714532696
0013-0303,39,0.003966236143598088
0013-0313,2,2.0339672531272246e-4
0100,1,1.0169836265636123e-4
0100-0302,1,1.0169836265636123e-4
0100-0303,1,1.0169836265636123e-4
0103,2,2.0339672531272246e-4
0103-1003-1010,1,1.0169836265636123e-4
0103-1010,2,2.0339672531272246e-4
0110,6,6.101901759381674e-4
0110-0300,3,3.050950879690837e-4
0110-0300-0303,2,2.0339672531272246e-4
0110-0300-0303-1010,1,1.0169836265636123e-4
0110-0300-1010,1,1.0169836265636123e-4
0110-0302,1,1.0169836265636123e-4
0110-0303,9,9.152852639072511e-4
0110-1010,1,1.0169836265636123e-4
0111,2,2.0339672531272246e-4
0112-0113-1012-1013,1,1.0169836265636123e-4
0112-0302,1,1.0169836265636123e-4
0112-0302-1010,1,1.0169836265636123e-4
0113-0303,8,8.135869012508898e-4
0113-0303-1010,3,3.050950879690837e-4
0113-1010,1,1.0169836265636123e-4
0200,1,1.0169836265636123e-4
0200-0300,1,1.0169836265636123e-4
0200-0303,2,2.0339672531272246e-4
0200-0303-1010,1,1.0169836265636123e-4
0202,1,1.0169836265636123e-4
0203,1,1.0169836265636123e-4
0210,1,1.0169836265636123e-4
0210-0300-0303,1,1.0169836265636123e-4
0210-0300-1010,1,1.0169836265636123e-4
0210-0302,1,1.0169836265636123e-4
0210-0303,2,2.0339672531272246e-4
0210-1010,3,3.050950879690837e-4
0211-0301,1,1.0169836265636123e-4
0211-0301-0303,1,1.0169836265636123e-4
0212-1010-1012,1,1.0169836265636123e-4
0213-0303,1,1.0169836265636123e-4
0300,43,0.004373029594223533
0300-0301,3,3.050950879690837e-4
0300-0301-0310,1,1.0169836265636123e-4
0300-0301-1010-1011,1,1.0169836265636123e-4
0300-0302,3,3.050950879690837e-4
0300-0302-1010,5,5.084918132818062e-4
0300-0302-1010-1012,3,3.050950879690837e-4
0300-0303,69,0.007017187023288925
0300-0303-0310,1,1.0169836265636123e-4
0300-0303-1000,4,4.067934506254449e-4
0300-0303-1003-1010,4,4.067934506254449e-4
0300-0303-1010,132,0.013424183870639683
0300-0303-1010-1013,12,0.0012203803518763348
0300-0303-1010-1100,1,1.0169836265636123e-4
0300-0303-1010-1300,1,1.0169836265636123e-4
0300-0303-1110,2,2.0339672531272246e-4
0300-1000,13,0.001322078714532696
0300-1010,298,0.030306112071595646
0300-1010-1100,1,1.0169836265636123e-4
0301,29,0.002949252517034476
0301-0303,39,0.003966236143598088
0301-0303-0311,1,1.0169836265636123e-4
0301-0303-1001,2,2.0339672531272246e-4
0301-0303-1001-1003,1,1.0169836265636123e-4
0301-0303-1003-1011,9,9.152852639072511e-4
0301-0303-1011,28,0.0028475541543781144
0301-0303-1011-1013,13,0.001322078714532696
0301-0303-1011-1103,1,1.0169836265636123e-4
0301-0303-1201,1,1.0169836265636123e-4
0301-0310-1010,1,1.0169836265636123e-4
0301-1001,6,6.101901759381674e-4
