ParIndex,GRHL2,ZEB,miR200,SLUG,Count
1,0.264,53.691,0.351,112.512,1
1,9.778,0.001,20.545,2.8,1
1,9.778,0.384,14.248,112.512,1
2,6.782,418.721,0.149,149.014,1
2,45.535,0,96.837,4.694,1
2,45.535,0.002,13.612,149.014,1
3,0.753,16.144,1.348,1.15,1
3,55.293,0,83.817,1.15,2
4,0.222,887.337,0.058,61.706,1
4,21.281,0,86.516,3.279,2
5,1.757,415.375,1.559,2.137,2
5,1.757,507.41,1.289,93.252,2
6,4.781,343.697,5.034,122.401,2
7,0.726,2292.965,0.03,78.664,1
7,44.237,0.062,63.141,0.999,1
8,3.701,438.824,0.339,67.764,1
8,137.364,0,86.094,0.777,2
9,149.609,0.01,351.131,1.147,2
10,0.578,1687.326,0.018,72.709,1
10,33.932,0.249,60.937,3.302,1
11,1.419,1338.081,0.074,109.654,1
11,109.479,0,115.288,2.048,1
11,109.479,0.003,6.886,109.654,2
12,2.738,910.455,4.748,277.247,3
13,0.199,611.831,0.236,60.381,1
13,10.782,0.004,99.385,1.157,1
14,1.544,55.788,0.158,215.637,1
14,149.478,0.004,15.557,215.637,2
15,40.895,0.101,0.266,144.074,1
15,41.371,0,25.333,8.074,1
16,50.639,0.002,24.106,265.047,2
17,27.555,0,89.286,1.663,1
18,7.54,953.943,0.005,576.584,1
18,7.54,953.943,0.175,31.209,1
20,315.334,0,130.545,0.402,1
21,30.922,0.002,2.315,902.378,2
22,0.374,1020.118,0.004,176.97,2
23,0.083,484.391,0.012,63.684,1
23,5.819,0.003,23.613,0.67,2
24,3.153,2476.766,0.327,72.709,1
24,286.098,0,216.899,0.803,1
25,0.293,153.298,2.904,179.124,1
25,0.293,153.298,2.904,179.126,1
26,13.925,838.976,0.032,243.852,1
26,218.553,0.001,23.86,4.966,1
26,218.553,0.002,1.592,243.852,2
27,88.538,0.003,62.696,0.277,1
28,3.936,329.599,0.617,10.444,1
28,268.929,0.013,35.445,10.445,1
28,268.929,0.013,35.449,10.442,1
29,3.164,101.835,4.721,2.145,1
29,3.164,1754.202,0.178,100.219,2
29,213.135,0.004,207.583,2.145,1
30,0.635,17.676,1.64,0.763,1
30,52.509,0.007,121.514,0.763,1
31,16.537,0.757,88.906,4.805,1
32,3.116,1207.761,0.229,171.001,1
32,297.741,0.002,40.628,4.656,1
32,297.741,0.151,11.303,171.001,2
33,0.952,405.499,0.029,111.627,2
34,526.971,0.559,3.36,86.316,1
34,556.616,0,78.379,1.203,1
35,1.644,1633.995,0.112,116.586,1
35,116.229,0,2.911,1.274,1
35,116.229,0.696,0.663,116.586,1
36,0.639,769.684,6.154,2.081,2
36,0.639,2036.696,1.17,146.943,2
37,0.125,3613.029,0.009,88.21,1
37,9.456,0.006,35.715,1.976,1
38,0.517,176.07,0.008,12.08,2
38,0.517,824.048,0.007,628.976,1
39,1.329,2395.901,0.255,173.111,1
39,68.66,0.504,9.833,173.111,3
40,582.852,0.002,101.054,0.338,1
41,1.155,1025.959,0.053,186.183,1
41,110.75,0,111.773,4.821,1
41,110.75,0.182,2.94,186.183,1
42,62.692,0,132.012,1.02,2
43,1.53,746.729,0.022,527.772,1
43,136.631,0,94.07,6.742,2
44,101.549,0,76.686,3.224,1
44,101.549,0.001,43.377,60.015,1
45,163.85,0,259.103,0.761,1
45,163.85,0.001,61.672,49.457,1
46,1.233,1879.209,0.013,211.36,1
47,50.417,0,50.821,0.208,1
48,1.05,918.554,0.063,30.418,1
48,99.467,0.474,3.724,30.418,1
48,99.469,0,9.038,0.687,1
49,0.572,749.498,0.533,254.704,1
50,0.541,18.441,0.384,0.679,1
50,51.853,0,11.787,0.679,3
51,3.15,1134.041,0.03,104.072,1
51,52.455,0,30.22,1.903,2
52,21.456,1.197,14.835,0.743,1
53,100.545,0.074,2.089,129.956,1
53,101.422,0,202.489,1.527,1
54,1.264,232.215,0.105,62.794,2
54,31.897,0.156,25.41,5.152,1
55,55.131,0,40.264,3.393,1
55,55.131,0.158,0.7,185.991,1
56,14.216,1216.052,0.022,327.989,2
56,432.892,0.413,1.368,327.989,2
57,2.476,1172.094,0.014,217.042,2
57,87.648,0.02,5.887,3.566,1
58,1.404,333.071,0.759,80.486,1
58,117.015,0.002,87.526,5.669,2
59,0.171,29.321,0.574,1.897,1
59,16.651,0.534,6.155,1.897,1
60,7.23,55.292,0.003,64.575,1
60,76.289,0.004,10.141,0.946,2
61,0.109,189.524,0.068,332.286,1
61,7.927,2.485,0.068,332.286,2
62,0.952,911.491,0.33,88.972,1
62,95.122,0,141.956,1.462,1
63,77.673,0,143.845,0.492,1
64,27.187,0.002,69.495,50.464,1
65,0.47,874.136,0.017,217.869,2
66,5.817,173.353,30.839,48.939,1
66,132.725,0.004,161.99,2.538,1
67,0.197,1315.332,0.071,137.491,1
67,17.045,0.154,108.127,4.277,2
68,9.544,974.141,1.515,118.054,1
68,113.741,0.123,39.21,118.054,1
69,3.614,56.39,2.563,2.051,2
69,123.862,0.001,222.914,2.051,1
70,4.214,251.463,0.21,0.959,1
70,296.037,0.04,6.33,0.959,2
71,88.508,0.001,50.869,5.733,3
72,69.658,0,105.96,2.843,1
72,69.658,0.003,14.086,87.97,1
73,2.174,341.01,0.051,84.74,1
73,120.104,0.036,4.466,84.74,2
74,123.246,0,120.231,0.034,2
75,40.763,0,71.073,1.617,1
75,40.763,0.003,1.537,27.952,1
76,0.716,2521.056,0.011,274.36,4
77,1.989,49.546,1.874,1.721,1
77,96.627,0.006,178.522,1.721,2
78,3.137,2659.084,0.012,182.18,1
78,167.115,0.001,36.065,2.053,2
79,1.549,1078.67,0.021,82.409,1
79,86.285,0.234,2.118,16.503,2
80,1.284,2944.391,0.001,129.315,2
80,100.705,0.044,3.969,2.195,1
81,0.707,1289.141,1.026,112.059,1
81,45.821,0.065,398.942,1.159,1
82,61.036,0.007,174.198,6.711,1
83,101.717,0.015,42.882,4.497,1
86,59.766,0.033,6.706,0.239,1
87,2.193,620.597,0.203,104.742,2
87,69.446,0.333,5.026,104.742,2
88,0.488,865.514,0.047,126.672,3
89,185.439,0,91.697,3.033,1
89,185.439,0.034,1.907,163.819,1
90,2.68,715.297,0.026,524.105,1
90,223.884,0.006,131.673,11.299,1
90,223.884,0.026,2.521,524.105,1
92,1.218,255.313,0.662,55.815,1
92,79.218,0.112,55.358,55.815,2
93,62.692,0,132.021,1.233,2
95,73.24,0,182.692,1.22,2
96,0.214,938.279,0.017,194.097,1
96,13.489,0.005,18.623,10.264,2
97,26.704,0.071,53.201,0.773,3
98,18.587,0,113.489,7.854,2
99,6.006,5065.421,0.039,385.551,1
99,234.647,0.006,303.936,4.197,2
100,7.339,697.682,0.851,1.16,1
100,7.339,866.497,0.118,74.817,1
100,65.159,0.197,44.715,1.16,1
101,31.122,0.002,89.86,0.719,1
102,0.702,352.308,1.535,2.03,2
102,38.274,0.011,93.886,2.03,1
103,11.95,1432.185,0.011,125.456,1
103,282.417,0.006,17.522,3.305,2
104,74.75,0,174.258,0.207,1
105,10.209,1605.591,0.131,220.699,1
105,478.784,0,254.927,2.754,1
105,478.784,0.012,8.804,220.699,1
106,0.815,2774.961,0.017,86.324,1
106,13.043,0.042,73.248,1.746,2
107,81.878,0.006,64.019,0.464,1
108,6.772,238.688,0.016,622.955,2
108,65.326,0.028,1.23,622.955,1
108,66.248,0,116.419,6.874,1
109,15.485,47.732,2.171,62.308,1
109,94.199,0.006,149.655,0.713,1
110,9.861,547.758,0.265,80.301,2
110,238.616,0,176.997,0.927,1
110,238.616,0.04,20.125,80.301,1
111,167.648,0,120.711,2.9,1
111,167.648,0.066,2.025,221.731,1
112,9.26,0.038,42.666,0.16,2
113,47.699,1.013,1.212,97.747,1
113,48.233,0.004,62.701,1.556,1
114,30.586,141.909,0.005,162.77,1
114,791.61,0.041,17.234,9.93,1
115,0.394,641.631,1.495,5.498,1
115,0.394,663.449,0.461,150.911,1
116,78.536,0.017,273.926,19.659,2
117,3.934,633.694,0.211,96.379,1
117,199.014,0,37.91,1.768,1
118,166.039,0.002,800.597,6.907,1
118,166.039,0.083,561.637,48.995,1
119,1.534,589.726,0.439,76.199,2
120,221.784,0,304.001,1.125,1
120,221.784,0.001,192.695,99.032,1
121,1.727,2412.442,0.104,404.232,2
121,122.271,0.001,32.478,4.332,1
122,24.94,0.007,385.007,2.409,2
123,3.38,1034.439,0.454,45.592,1
123,119.842,0.01,30.311,45.592,2
124,46.103,0.026,0.454,83.81,1
125,0.455,703.604,0.017,237.074,1
125,2.44,57.237,1.425,3.516,1
125,16.17,0.067,66.126,3.516,2
126,4.725,3586.329,0.288,77.12,2
126,413.201,0.001,144.417,1.811,1
127,43.597,0.004,131.411,0.791,1
128,0.16,566.694,0.06,183.748,3
129,2.381,1012.917,0.055,225.034,3
130,56.848,0.002,32.231,9.526,2
131,17.097,26.598,1.263,0.372,1
131,133.958,0,40.387,0.372,2
132,3.135,747.416,0.042,68.668,2
132,76.327,0.001,131.465,1.298,1
133,33.285,0.083,175.125,0.646,1
134,0.76,899.708,0.282,290.67,1
134,63.431,1.368,3.202,290.67,1
134,63.433,0.073,249.467,4.658,1
135,0.892,234.459,6.272,1.214,1
135,63.562,0.011,219.123,1.214,2
136,1.27,229.741,0.501,182.276,1
136,13.952,0.022,84.555,6.442,2
137,610.101,0,23.586,1.342,1
138,1.596,857.345,0.042,148.268,1
138,93.28,0.403,2.094,148.268,1
138,93.614,0,106.183,8.77,1
139,0.741,1044.713,0.266,698.654,2
141,1.282,18.601,3.585,0.84,1
141,73.499,0.003,168.823,0.84,1
142,0.748,690.206,1.107,108.341,1
142,0.748,690.207,1.107,108.341,2
143,111.183,0.004,60.697,1.051,3
144,6.052,482.122,0.325,232.626,2
144,142.918,0.331,60.85,2.888,1
145,2.029,707.387,0.05,162.57,2
145,47.435,0.001,107.099,4.578,1
146,37.368,0.001,130.412,0.26,1
147,140.901,0,90.131,0.229,1
148,9.788,0.009,250.251,0.609,2
149,7.248,0.05,14.192,13.375,4
150,0.583,2856.184,0.064,155.123,1
150,15.525,0.005,83.791,2.587,1
151,7.781,2066.819,0.078,135.188,2
151,70.1,0.425,5.751,135.188,1
152,54.005,0.01,63.567,14.856,2
152,54.006,0.01,69.668,0.481,2
153,192.149,0.001,12.252,0.039,1
154,56.093,225.359,0.085,77.118,2
155,102.617,0,81.452,0.318,1
156,1.977,2907.531,0.09,193.723,2
157,0.13,3685.24,0.024,275.647,2
158,13.315,2001.223,0.03,270.063,3
159,1.556,3826.238,0.027,131.714,3
160,0.577,4278.091,0.134,115.588,1
160,54.96,0,90.522,1.339,1
