parIndex,nStates,Phase,State,DSGRNPhase,nStatesRAC,basin,A,B,basinDiscret
1,2,02-20,02,00-02-20,2,0.7,-2.972634,6.77142,0.7
1,2,02-20,20,00-02-20,2,0.3,6.418949,-2.806071,0.3
2,3,00-02-20,02,00-02-20,3,0.17,-3.788961,6.617699,0.17
2,3,00-02-20,20,00-02-20,3,0.59,6.3715,-5.525411,0.59
2,3,00-02-20,00,00-02-20,3,0.24,-0.144598,0.784375,0.24
3,2,02-20,20,02-20,2,0.73,6.715461,-6.73006,0.73
3,2,02-20,02,02-20,2,0.27,-3.0383270000000002,5.070082,0.27
4,3,02-12-20,02,00-02-12-20,3,0.11,-5.069898,6.066317,0.11
4,3,02-12-20,12,00-02-12-20,3,0.2,1.546915,6.065144,0.2
4,3,02-12-20,20,00-02-12-20,3,0.69,5.249081,-6.956825,0.69
5,2,02-20,02,00-02-20,2,0.73,-4.437215,6.462182,0.73
5,2,02-20,20,00-02-20,2,0.27,5.508177,-4.940153,0.27
6,2,12-20,12,02-12-20,2,0.29,-0.212017,6.459525,0.29
6,2,12-20,20,02-12-20,2,0.71,4.729998,-4.485372,0.71
7,2,02-20,02,02-10-20,2,0.15,-3.342238,6.506206,0.15
7,2,02-20,20,02-10-20,2,0.85,7.631826,-5.436287,0.85
8,3,02-20-21,20,02-10-11-20-21,3,0.29,7.536613,-4.73221,0.29
8,3,02-20-21,21,02-10-11-20-21,3,0.43,7.494842,1.308521,0.43
8,3,02-20-21,02,02-10-11-20-21,3,0.28,-2.225154,5.62389,0.28
9,2,02-20,20,02-20,2,0.13,5.025427,-5.489184,0.13
9,2,02-20,02,02-20,2,0.87,-3.429428,6.935476,0.87
10,3,00-02-20,20,00-02-20,3,0.32,5.8234069999999996,-8.989409,0.32
10,3,00-02-20,00,00-02-20,3,0.65,-0.658517,-2.640203,0.65
10,3,00-02-20,02,00-02-20,3,0.03,-5.914644,3.127294,0.03
11,1,20,20,10-20,1,1,6.941212,-9.168555,1
12,2,02-20,20,02-20-21,2,0.82,5.671787,-5.620259,0.82
