Phase,Count,Frequency
00,10,0.001
00-01-20,9,9e-4
00-02,104,0.0104
00-02-10,13,0.0013
00-02-12-20,5,5e-4
00-02-20,967,0.0967
00-02-20-21,1,1e-4
00-02-20-22,5,5e-4
00-10,1,1e-4
00-20,100,0.01
01,1,1e-4
01-02,18,0.0018
01-02-10-20,8,8e-4
01-02-11-12-20,5,5e-4
01-02-11-20,1,1e-4
01-02-12-20,5,5e-4
01-02-20,222,0.0222
01-02-20-22,6,6e-4
01-02-21,3,3e-4
01-11,1,1e-4
01-12-20,1,1e-4
01-20,6,6e-4
02,579,0.0579
02-10,11,0.0011
02-10-11-20,5,5e-4
02-10-11-20-21,3,3e-4
02-10-20,225,0.0225
02-10-20-21,8,8e-4
02-10-20-22,9,9e-4
02-10-21,1,1e-4
02-11-12-20,1,1e-4
02-11-20-21,2,2e-4
02-11-21,3,3e-4
02-12,21,0.0021
02-12-20,427,0.0427
02-12-20-21,34,0.0034
02-12-20-22,13,0.0013
02-12-21,10,0.001
02-20,5219,0.5219
02-20-21,474,0.0474
02-20-21-22,13,0.0013
02-20-22,363,0.0363
02-21,115,0.0115
02-21-22,9,9e-4
02-22,71,0.0071
10,2,2e-4
10-11-20-21,1,1e-4
10-12-20,3,3e-4
10-20,20,0.002
11-12-20,1,1e-4
12,10,0.001
12-20,105,0.0105
12-20-21,11,0.0011
12-20-22,13,0.0013
12-21,2,2e-4
12-22,3,3e-4
20,590,0.059
20-21,30,0.003
20-22,71,0.0071
21,7,7e-4
21-22,4,4e-4
22,19,0.0019
