parIndex,nStates,Phase,State,DSGRNPhase,nStatesRAC,basin,A,B,basinDiscret
1,1,01,01,01,1,1,-9.001394,5.282942,1
2,2,01-20,20,01-20,2,0.264,6.395364,0.183828,0.264
2,2,01-20,01,01-20,2,0.736,-6.274741,6.622706,0.736
3,2,01-20,01,01-20,2,0.94,-4.887116,5.547064,0.94
3,2,01-20,20,01-20,2,0.06,4.033241,1.796562,0.06
4,1,01,01,01,1,1,-6.64477,6.576665,1
5,2,01-20,01,01-20,2,0.908,-6.191398,6.637279,0.908
5,2,01-20,20,01-20,2,0.092,4.4659,2.245524,0.092
6,2,01-20,01,01-20,2,0.913,-4.580431,5.810368,0.913
6,2,01-20,20,01-20,2,0.087,6.568108,0.738858,0.087
7,1,20,20,20,1,1,6.878882,-2.096703,1
8,1,20,20,01-20,1,1,6.548868,-1.045042,1
9,2,01-20,01,01-20,2,0.932,-3.148844,7.268565,0.932
9,2,01-20,20,01-20,2,0.068,5.275474,0.931371,0.068
10,2,01-20,20,01-20,2,0.123,5.19705,3.336339,0.123
10,2,01-20,01,01-20,2,0.877,-7.027691,6.883,0.877
11,2,01-20,01,01-20,2,0.572,-5.9349,5.638523,0.572
11,2,01-20,20,01-20,2,0.428,7.036241,1.148771,0.428
12,2,01-20,20,01-20,2,0.299,6.426082,1.947507,0.299
12,2,01-20,01,01-20,2,0.701,-4.027927,5.93419,0.701
13,1,01,01,01,1,1,-7.842901,6.586695,1
14,2,01-20,20,01-20,2,0.167,5.483598,-0.173119,0.167
14,2,01-20,01,01-20,2,0.833,-3.645315,4.851768,0.833
15,2,01-20,01,01-20,2,0.483,-3.102862,7.236106,0.483
15,2,01-20,20,01-20,2,0.517,7.062283,3.271714,0.517
16,2,01-20,20,01-20,2,0.133,5.655505,0.506251,0.133
16,2,01-20,01,01-20,2,0.867,-3.463283,6.385732,0.867
17,2,01-20,20,01-20,2,0.452,7.043456,0.754419,0.452
17,2,01-20,01,01-20,2,0.548,-3.087669,7.087285,0.548
18,2,01-20,20,01-20,2,0.062,3.437971,0.847057,0.062
18,2,01-20,01,01-20,2,0.938,-7.819249,6.588704,0.938
19,2,01-20,01,01-20,2,0.121,-2.708276,6.281272,0.121
19,2,01-20,20,01-20,2,0.879,6.559305,0.687415,0.879
20,1,20,20,00-20,1,1,6.809662,-3.299127,1
21,2,01-20,20,01-20,2,0.314,5.717228,0.430602,0.314
