parIndex,nStates,Phase,State,DSGRNPhase,nStatesRAC,basin,A,B,C,D,basinDiscret
1,2,0202-2020,0202,0202-1002-2020,2,0.327,-5.238241,6.139545,-1.098242,5.395425,0.327
1,2,0202-2020,2020,0202-1002-2020,2,0.673,7.004706,-6.633762,5.548645,-1.372304,0.673
2,2,0221-2020,0221,0211-2020,2,0.719,-6.309938,2.159511,1.141825,-0.380915,0.719
2,2,0221-2020,2020,0211-2020,2,0.281,6.457021,-2.818137,6.387816,-10.87749,0.281
3,3,0202-2011-2020,2020,0202-2011-2020,3,0.12,3.394701,-2.766955,6.879735,-4.702706,0.12
3,3,0202-2011-2020,0202,0202-2011-2020,3,0.768,-8.062746,6.056627,-3.496093,4.638174,0.768
3,3,0202-2011-2020,2011,0202-2011-2020,3,0.112,3.394657,-2.752347,0.645909,-0.521101,0.112
4,2,0202-2020,0202,0202-2020,2,0.054,-3.215217,4.190387,-4.644356,6.671594,0.054
4,2,0202-2020,2020,0202-2020,2,0.946,7.274805,-6.217046,4.223696,-6.449433,0.946
5,2,0202-0220,0220,0202-0220,2,0.718,-1.934024,5.334463,0.919502,-2.111978,0.718
5,2,0202-0220,0202,0202-0220,2,0.282,-3.503768,7.291806,-4.300718,2.62466,0.282
6,1,0202,0202,0112-0202,1,1,-3.388334,5.914048,-8.416045,7.60085,1
7,2,0202-2020,0202,0202-2020,2,0.781,-3.654077,7.359787,-5.532757,5.561451,0.781
7,2,0202-2020,2020,0202-2020,2,0.219,5.894018,-2.680963,4.986543,-6.500032,0.219
8,3,0112-0202-2020,0112,0112-0121-0202-2020,3,0.474,-6.974345,0.239303,0.814374,7.598313,0.474
8,3,0112-0202-2020,0202,0112-0121-0202-2020,3,0.511,-7.201143,5.852399,-3.11793,7.60085,0.511
8,3,0112-0202-2020,2020,0112-0121-0202-2020,3,0.015,5.199993,-2.717723,4.35728,-4.782317,0.015
9,4,0112-0121-0202-2120,0112,0112-0121-0202,4,0.532,-1.84145,-0.610066,2.072396,6.745691,0.532
9,4,0112-0121-0202-2120,0202,0112-0121-0202,4,0.426,-6.024709,5.079411,-2.41045,7.60085,0.426
9,4,0112-0121-0202-2120,0121,0112-0121-0202,4,0.039,-1.84111,-0.610066,4.337646,1.265468,0.039
9,4,0112-0121-0202-2120,2120,0112-0121-0202,4,0.003,5.079651,-0.732864,4.354013,-3.469668,0.003
10,2,0202-2020,0202,0202-1002-2020,2,0.937,-5.428403,5.561451,-6.891867,6.671594,0.937
10,2,0202-2020,2020,0202-1002-2020,2,0.063,4.986477,-3.306786,6.229315,-1.915895,0.063
11,2,0202-2020,0202,0202-2020,2,0.023,-1.03381,6.465271,-3.074385,3.852718,0.023
11,2,0202-2020,2020,0202-2020,2,0.977,6.847557,-5.295158,5.749085,-8.804715,0.977
12,3,0202-0221-2020,0202,0202-0221-2020,3,0.026,-4.3127,6.930437,-2.009036,3.857014,0.026
12,3,0202-0221-2020,0221,0202-0221-2020,3,0.867,-4.198267,5.511865,3.012073,0.949487,0.867
12,3,0202-0221-2020,2020,0202-0221-2020,3,0.107,4.900421,-0.807828,5.871923,-3.278809,0.107
13,2,0202-2020,2020,0202-2020,2,0.759,7.885564,-1.71833,6.139545,-6.664784,0.759
13,2,0202-2020,0202,0202-2020,2,0.241,-0.837654,6.981069,0.041757,5.548639,0.241
14,3,0202-1210-2020,0202,0202-0210-2020,3,0.087,-2.208069,2.73529,-4.79087,2.035187,0.087
14,3,0202-1210-2020,2020,0202-0210-2020,3,0.874,4.995718,-5.484645,6.945882,-5.440009,0.874
14,3,0202-1210-2020,1210,0202-0210-2020,3,0.039,0.964733,2.720327,1.228766,-4.418967,0.039
15,2,0202-2020,2020,0202-2020,2,0.055,5.595134,-2.549785,6.671008,-3.2798,0.055
15,2,0202-2020,0202,0202-2020,2,0.945,-4.872862,6.407804,-5.059781,4.949716,0.945
16,2,0202-0220,0220,0202-0220,2,0.453,-0.446449,4.313024,4.934684,0.460364,0.453
16,2,0202-0220,0202,0202-0220,2,0.547,-5.651771,7.13518,-1.444122,6.755583,0.547
17,3,0202-2020-2210,2020,0202-2020-2201-2210,3,0.32,7.171453,-1.530436,7.634744,-4.501256,0.32
17,3,0202-2020-2210,2210,0202-2020-2201-2210,3,0.276,3.354521,4.380361,1.572779,-3.479803,0.276
17,3,0202-2020-2210,0202,0202-2020-2201-2210,3,0.404,-1.778413,7.496211,-3.629044,6.342748,0.404
18,1,2020,2020,2020,1,1,7.759669,-2.510298,5.947713,-4.117626,1
19,4,0202-2020-2201-2210,0202,0202-2020-2201-2210,4,0.305,0.743728,7.713529,-3.38061,6.342884,0.305
19,4,0202-2020-2201-2210,2210,0202-2020-2201-2210,4,0.292,7.275512,3.212185,1.346151,-1.890172,0.292
19,4,0202-2020-2201-2210,2020,0202-2020-2201-2210,4,0.175,7.390492,0.952756,7.597656,-1.890183,0.175
19,4,0202-2020-2201-2210,2201,0202-2020-2201-2210,4,0.228,7.274952,3.231193,-3.118793,0.382296,0.228
20,2,0202-2120,2120,0202-2120,2,0.016,5.607371,1.064112,6.691054,-0.513212,0.016
20,2,0202-2120,0202,0202-2120,2,0.984,-0.823661,7.831838,-4.262598,7.209649,0.984
21,2,1202-2012,2012,2012,2,0.996,4.329714,-6.749437,-0.41952,2.062225,0.996
21,2,1202-2012,1202,2012,2,0.004,-0.665428,4.357088,-6.768427,5.914048,0.004
22,2,1202-2120,2120,1201-2120,2,0.009,6.132005,1.326341,6.911413,-0.513212,0.009
22,2,1202-2120,1202,1201-2120,2,0.991,-0.275124,8.094071,-3.689111,4.580403,0.991
23,2,0202-2020,2020,0202-2020,2,0.712,5.51915,-5.752711,6.930469,-3.581451,0.712
23,2,0202-2020,0202,0202-2020,2,0.288,-6.910041,5.624644,-0.235833,5.876366,0.288
24,1,2020,2020,2020,1,1,7.720486,-3.946283,6.343515,-2.806946,1
25,2,0102-2002,2002,0102-2002,2,0.958,3.98905,-3.637959,-0.084419,5.392138,0.958
25,2,0102-2002,0102,0102-2002,2,0.042,-1.844558,2.0352,-0.775549,8.363181,0.042
26,3,0202-1002-2020,2020,-1,3,0.82,6.631098,-4.393842,6.229315,-7.611431,0.82
26,3,0202-1002-2020,1002,-1,3,0.045,1.566592,0.613744,-0.39684,4.405007,0.045
26,3,0202-1002-2020,0202,-1,3,0.135,-3.783755,5.56145,-4.287973,4.45025,0.135
27,2,0202-2020,2020,0202-2020,2,0.266,6.458282,-2.210675,6.509744,-3.088356,0.266
27,2,0202-2020,0202,0202-2020,2,0.734,-5.616975,7.34808,-2.786645,6.279722,0.734
28,2,0202-2020,0202,0202-2020,2,0.145,-4.221171,5.626311,-1.854588,5.6420959999999996,0.145
28,2,0202-2020,2020,0202-2020,2,0.855,6.064684,-5.937736,6.880777,-6.173356,0.855
29,2,0202-2020,2020,0202-2020,2,0.928,5.518671,-6.636977,6.9304500000000004,-1.861926,0.928
29,2,0202-2020,0202,0202-2020,2,0.072,-1.296724,5.62211,-3.007786,5.390668,0.072
30,3,0202-2020-2210,2210,0202-2020,3,0.482,6.653102,2.505869,1.822558,-2.701323,0.482
30,3,0202-2020-2210,2020,0202-2020,3,0.105,7.72084,-0.702331,3.478847,-8.36864,0.105
30,3,0202-2020-2210,0202,0202-2020,3,0.413,-0.870817,8.007271,-2.556973,3.630449,0.413
31,2,0202-2020,0202,0021-0202-2020,2,0.154,-5.882553,5.720481,-3.807933,6.914322,0.154
31,2,0202-2020,2020,0021-0202-2020,2,0.846,4.909742,-6.934108,5.908062,-5.536163,0.846
32,1,0202,0202,0202-2002,1,1,-3.394852,5.395425,-4.75797,8.582376,1
33,2,0222-2020,0222,0222-2020,2,0.697,-0.940035,1.993382,3.415464,1.793922,0.697
33,2,0222-2020,2020,0222-2020,2,0.303,6.583124,-2.333351,7.653272,-1.222763,0.303
34,2,1202-2020,1202,1202-2020,2,0.9,0.180567,2.67776,-2.543111,7.039628,0.9
34,2,1202-2020,2020,1202-2020,2,0.1,8.363184,-1.82643,6.289849,-3.610216,0.1
35,2,0202-2020,2020,0202-2020,2,0.299,7.371271,-1.814712,5.844434,-6.240406,0.299
35,2,0202-2020,0202,0202-2020,2,0.701,-5.090503,6.773641,-6.398516,6.532918,0.701
36,2,1202-2020,1202,1202-2020,2,0.9,0.243617,2.67776,-2.543111,7.022577,0.9
36,2,1202-2020,2020,1202-2020,2,0.1,8.426235,-1.82643,6.289849,-3.610216,0.1
37,1,2020,2020,2020,1,1,6.945882,-6.096676,4.448512,-4.086283,1
38,2,0202-2020,2020,0202-2020-2210,2,0.923,7.773281,-5.536045,7.801697,-5.998447,0.923
38,2,0202-2020,0202,0202-2020-2210,2,0.077,-0.175701,6.478068,-3.58516,5.983149,0.077
39,3,0021-0202-2020,0021,0021-0202-0211-2020,3,0.243,-0.783735,-1.955433,4.882762,0.506342,0.243
39,3,0021-0202-2020,2020,0021-0202-0211-2020,3,0.215,5.452947,-8.587911,4.9877,-5.06912,0.215
39,3,0021-0202-2020,0202,0021-0202-0211-2020,3,0.542,-4.800938,4.517368,-6.752327,7.071542,0.542
40,2,0202-2020,2020,0202-1021-2020,2,0.145,5.223656,-1.866011,5.765589,-3.831269,0.145
40,2,0202-2020,0202,0202-1021-2020,2,0.855,-4.688414,7.215481,-4.717268,6.631375,0.855
41,2,0202-2020,2020,0202-2012-2020,2,0.107,9.0776,-0.587687,7.714372,-2.310666,0.107
41,2,0202-2020,0202,0202-2012-2020,2,0.893,-2.328885,7.211548,-5.352072,8.007272,0.893
42,2,0202-2020,2020,0202-2020,2,0.807,7.45178,-3.990051,6.572646,-4.787692,0.807
42,2,0202-2020,0202,0202-2020,2,0.193,0.904346,5.776792,-5.987271,6.301269,0.193
43,2,1220-2120,1220,1220-2120,2,0.874,-0.013893,3.639137,3.977413,-1.922433,0.874
43,2,1220-2120,2120,1220-2120,2,0.126,4.21192,0.800931,6.09892,-3.846173,0.126
44,2,2020-2202,2020,2020-2202,2,0.494,8.295281,-2.735274,4.451572,-4.24715,0.494
44,2,2020-2202,2202,2020-2202,2,0.506,6.040015,2.289591,0.175171,1.833229,0.506
45,2,0202-2020,2020,0202-2020,2,0.205,6.447471,-6.117939,5.093372,-2.300548,0.205
45,2,0202-2020,0202,0202-2020,2,0.795,-2.956564,5.545966,-1.599409,9.076824,0.795
46,2,0202-2020,2020,0202-2020,2,0.749,6.497706,-4.486724,7.338031,-0.862485,0.749
46,2,0202-2020,0202,0202-2020,2,0.251,-3.691383,4.402867,-4.98342,6.867075,0.251
47,2,0202-2020,2020,0121-0202-1021-2020,2,0.96,7.671407,-5.486489,7.403451,-6.402487,0.96
47,2,0202-2020,0202,0121-0202-1021-2020,2,0.04,-4.9852,4.918848,0.762671,6.02664,0.04
48,2,0202-2020,0202,0202-2020,2,0.013,-1.895923,7.470045,-2.827901,2.552645,0.013
