parIndex,nStates,Phase,State,DSGRNPhase,nStatesRAC,basin,A,B,C,D,basinDiscret
1,2,0202-2020,0202,0202-2020,2,0.73,-5.220921,5.895164,-6.29402,5.358306,0.73
1,2,0202-2020,2020,0202-2020,2,0.27,6.319545,-7.170854,4.653381,-3.583511,0.27
2,2,0202-2020,0202,0202-2011-2020,2,0.949,-6.042298,6.448378,-6.010857,5.745093,0.949
2,2,0202-2020,2020,0202-2011-2020,2,0.051,2.98346,-5.399225,6.212363,-4.526866,0.051
3,2,0122-0202,0202,0122-0202,2,0.527,-6.283403,6.820821,-1.581838,6.757192,0.527
3,2,0122-0202,0122,0122-0202,2,0.473,-6.210304,1.948205,3.551157,3.165678,0.473
4,2,0202-2020,2020,0202-0220-2020,2,0.693,4.369475,-4.586306,7.476122,-10.114849,0.693
4,2,0202-2020,0202,0202-0220-2020,2,0.307,-3.861394,7.838781,-4.223253,2.64277,0.307
5,2,0202-2020,2020,0202-2020,2,0.375,4.136479,-4.505228,7.451481,-1.611432,0.375
5,2,0202-2020,0202,0202-2020,2,0.625,-6.117239,6.01426,-2.128413,6.965546,0.625
6,2,0202-2020,0202,0202-2001-2020,2,0.969,-8.680205,6.317675,-7.594559,5.02206,0.969
6,2,0202-2020,2020,0202-2001-2020,2,0.031,3.368316,-1.743632,2.972726,-6.508114,0.031
7,2,0202-2002,0202,0202-2002,2,0.296,-2.465734,5.804863,-4.82986,6.538413,0.296
7,2,0202-2002,2002,0202-2002,2,0.704,1.642586,0.104749,0.106661,5.108635,0.704
8,2,0202-2012,2012,0202-2012,2,0.376,1.791972,-1.197624,-1.784244,3.290746,0.376
8,2,0202-2012,0202,0202-2012,2,0.624,-4.24849,7.864341,-4.699118,6.948547,0.624
9,3,0202-1002-2020,1002,0202-1002-2020,3,0.549,-0.309012,-0.253061,0.919914,5.669836,0.549
9,3,0202-1002-2020,0202,0202-1002-2020,3,0.019,-4.887642,2.972726,-2.704829,5.677368,0.019
9,3,0202-1002-2020,2020,0202-1002-2020,3,0.432,6.317675,-6.15649,5.02206,-7.426906,0.432
10,2,0202-2020,2020,0021-0202-0211-2020,2,0.829,6.958268,-4.865615,6.991344,-3.933136,0.829
10,2,0202-2020,0202,0021-0202-0211-2020,2,0.171,-6.107847,6.08205,-1.950451,7.8766,0.171
11,3,0202-2012-2020,0202,0202-2020,3,0.008,-3.215696,2.972663,-1.99536,5.677368,0.008
11,3,0202-2012-2020,2020,0202-2020,3,0.611,6.317675,-6.33384,5.02206,-6.74797,0.611
11,3,0202-2012-2020,2012,0202-2020,3,0.381,2.640754,-3.038138,1.831845,4.1342,0.381
12,3,0202-1012-2020,1012,0202-1012-2020,3,0.197,2.017878,-4.76656,-0.465076,6.187792,0.197
12,3,0202-1012-2020,2020,0202-1012-2020,3,0.8,7.315895,-8.02536,5.39695,-5.434538,0.8
12,3,0202-1012-2020,0202,0202-1012-2020,3,0.003,-0.725036,3.647218,-4.087623,6.261812,0.003
13,1,0202,0202,0202-2020-2101,1,1,-9.097118,8.099542,-10.225162,6.356085,1
14,2,0202-2020,2020,0202-2020,2,0.935,6.948224,-8.927634,7.397998,-8.045564,0.935
14,2,0202-2020,0202,0202-2020,2,0.065,-2.406225,2.768716,-1.05405,5.042754,0.065
15,2,0202-2020,2020,0202-2020,2,0.03,5.546964,-0.070687,5.001638,-5.631692,0.03
15,2,0202-2020,0202,0202-2020,2,0.97,-4.845468,7.215407,-7.39476,6.319545,0.97
16,3,0202-1211-2020,2020,0202-2020,3,0.44,6.538413,-1.299968,5.193368,-2.138389,0.44
16,3,0202-1211-2020,1211,0202-2020,3,0.015,0.024288,3.702916,2.335009,1.960137,0.015
16,3,0202-1211-2020,0202,0202-2020,3,0.545,-5.619161,6.6055720000000004,0.497384,7.643189,0.545
17,3,0202-2002-2020,0202,0202-2001-2020,3,0.012,-1.549338,5.685032,-7.910961,8.401797,0.012
17,3,0202-2002-2020,2020,0202-2001-2020,3,0.663,7.580225,-3.999292,5.193375,-4.179057,0.663
17,3,0202-2002-2020,2002,0202-2001-2020,3,0.325,1.657462,0.10284,-1.362606,6.85845,0.325
18,2,0202-2020,2020,0202-2020,2,0.124,3.695693,-6.693741,7.074778,-2.754534,0.124
18,2,0202-2020,0202,0202-2020,2,0.876,-4.091961,5.813256,-4.647694,5.890982,0.876
19,3,0202-0210-2020,0202,0202-0210-2020,3,0.135,-1.542135,6.239987,-5.505694,6.254992,0.135
19,3,0202-0210-2020,2020,0202-0210-2020,3,0.802,7.876708,-4.3725,5.804863,-3.885625,0.802
19,3,0202-0210-2020,0210,0202-0210-2020,3,0.063,2.566158,5.817429,-0.569158,-0.086879,0.063
20,2,0202-2020,2020,0120-0202-2020,2,0.46,6.794126,-6.332293,4.928249,-5.966704,0.46
20,2,0202-2020,0202,0120-0202-2020,2,0.54,-6.058986,6.833626,-5.663557,5.585724,0.54
21,2,0202-2020,2020,0202-2020,2,0.179,4.784264,-5.145916,8.307694,-3.003953,0.179
21,2,0202-2020,0202,0202-2020,2,0.821,-7.127463,7.680779,-4.319474,7.730347,0.821
22,2,0202-2020,2020,0120-0202-2020,2,0.067,4.855641,-4.009838,4.291274,-2.175857,0.067
22,2,0202-2020,0202,0120-0202-2020,2,0.933,-6.627006,7.494205,-6.675065,6.885836,0.933
23,2,0202-2020,0202,0202-2020,2,0.523,-3.181377,7.732514,-2.704093,4.838349,0.523
23,2,0202-2020,2020,0202-2020,2,0.477,6.395598,-0.844458,7.769134,-4.631798,0.477
24,3,0022-0202-2020,0202,0022-0202-2020,3,0.331,-8.040963,4.514308,-4.251341,8.224404,0.331
24,3,0022-0202-2020,2020,0022-0202-2020,3,0.207,4.784974,-8.652114,6.331685,-3.088798,0.207
24,3,0022-0202-2020,0022,0022-0202-2020,3,0.462,-1.479907,1.317337,1.74986,6.493219,0.462
25,2,0202-2020,0202,0202-2020,2,0.122,0.81036300000000006,6.643657,-2.563848,8.36795,0.122
25,2,0202-2020,2020,0202-2020,2,0.878,7.471659,-4.665924,6.694188,-3.1837,0.878
26,3,0120-0202-2020,0120,0120-0202-2020,3,0.178,0.63897,-1.257415,5.175999,1.033423,0.178
26,3,0120-0202-2020,0202,0120-0202-2020,3,0.691,-5.583059,4.546369,-2.517166,6.571017,0.691
26,3,0120-0202-2020,2020,0120-0202-2020,3,0.131,3.308712,-7.008938,5.892177,-4.39238,0.131
27,2,0202-2020,2020,0202-2020,2,0.716,7.451511,-2.544589,6.811373,-2.751204,0.716
27,2,0202-2020,0202,0202-2020,2,0.284,-2.042198,6.965542,-3.535205,6.8284840000000004,0.284
28,2,0202-2020,0202,0202-2020,2,0.369,-0.761935,7.769105,-6.986047,4.999334,0.369
28,2,0202-2020,2020,0202-2020,2,0.631,7.732512,-1.749157,4.838349,-5.135238,0.631
29,2,0202-2020,0202,0202-2020,2,0.227,-1.566068,4.901817,-2.613981,5.139169,0.227
29,2,0202-2020,2020,0202-2020,2,0.773,4.87622,-4.441973,7.215407,-6.554127,0.773
30,2,0202-2020,0202,0202-2020,2,0.031,-1.679608,7.345774,-2.316828,3.247655,0.031
30,2,0202-2020,2020,0202-2020,2,0.969,2.928497,-4.499966,7.845477,-8.276044,0.969
31,2,0202-2020,2020,0021-0202-2020,2,0.66,7.014113,-6.639089,4.096762,-3.886233,0.66
31,2,0202-2020,0202,0021-0202-2020,2,0.34,-3.68667,2.255461,-2.544063,6.823605,0.34
32,3,0202-1121-2020,2020,0202-1120-1201-2020,3,0.228,8.052793,-6.676199,5.158799,-2.81341,0.228
32,3,0202-1121-2020,1121,0202-1120-1201-2020,3,0.313,1.711487,-1.031736,2.839964,0.922765,0.313
32,3,0202-1121-2020,0202,0202-1120-1201-2020,3,0.459,-0.873208,4.982822,-5.600384,7.13408,0.459
33,2,0202-2021,2021,0202,2,0.01,4.881992,-2.71825,6.669561,-0.47437,0.01
33,2,0202-2021,0202,0202,2,0.99,-5.316937,5.569864,-5.227921,8.410276,0.99
34,3,0202-1220-2020,1220,0202-2020,3,0.077,0.724589,5.119309,2.070301,-2.291488,0.077
34,3,0202-1220-2020,2020,0202-2020,3,0.625,6.773374,-4.782137,7.294992,-3.513688,0.625
34,3,0202-1220-2020,0202,0202-2020,3,0.298,-5.86591,6.553109,-3.2402860000000002,7.754899,0.298
35,4,0112-0202-1012-2020,0202,0112-0202-1012-2020,4,0.086,-3.24309,4.827607,-5.419023,6.200146,0.086
35,4,0112-0202-1012-2020,1012,0112-0202-1012-2020,4,0.142,1.866067,-5.271574,1.18215,6.124625,0.142
35,4,0112-0202-1012-2020,2020,0112-0202-1012-2020,4,0.535,7.050988,-5.404653,7.171283,-2.831155,0.535
35,4,0112-0202-1012-2020,0112,0112-0202-1012-2020,4,0.237,-3.24309,1.216179,1.173448,6.196441,0.237
36,3,0202-2002-2020,0202,0202-2002-2020,3,0.135,-3.489361,5.289915,-4.237825,7.426965,0.135
36,3,0202-2002-2020,2020,0202-2002-2020,3,0.433,8.051085,-7.7762,6.70997,-1.514833,0.433
36,3,0202-2002-2020,2002,0202-2002-2020,3,0.432,3.069045,-1.149495,0.127961,5.089818,0.432
37,2,0202-2020,0202,0202-2020-2100,2,0.332,-5.727339,6.903995,-0.58095,6.944418,0.332
37,2,0202-2020,2020,0202-2020-2100,2,0.668,6.272422,-3.870048,7.190832,-4.789339,0.668
38,2,0022-2020,2020,0202-2020,2,0.8,4.39306,-8.273775,6.830069,-1.191542,0.8
38,2,0022-2020,0022,0202-2020,2,0.2,-2.215052,-1.725682,1.359171,5.217975,0.2
39,1,0202,0202,0202-2021,1,1,-1.616624,6.822426,-4.463909,6.765114,1
40,2,0202-2020,0202,0120-0202-2020,2,0.501,-5.163397,6.539336,-3.83235,7.392634,0.501
40,2,0202-2020,2020,0120-0202-2020,2,0.499,6.039178,-4.159161,6.911434,-5.449317,0.499
41,3,0120-0202-2020,2020,0120-0202-2020,3,0.249,5.289915,-3.88181,7.426965,-6.367146,0.249
41,3,0120-0202-2020,0120,0120-0202-2020,3,0.552,-1.274742,2.153192,6.602964,-1.184832,0.552
41,3,0120-0202-2020,0202,0120-0202-2020,3,0.199,-7.876507,6.70997,-3.886152,5.23188,0.199
42,1,0202,0202,0202,1,1,-7.511539,7.173519,-5.542024,4.905763,1
43,2,0202-2020,2020,0202-2020,2,0.946,6.721529,-6.77498,6.387886,-6.436961,0.946
43,2,0202-2020,0202,0202-2020,2,0.054,-2.230748,5.442439,-4.484788,6.090367,0.054
