Parameter,nState,Avg,Std,HillRange
monoMulti,1,0.043159865376887485,0.003278637206394774,2-11
monoMulti,2,0.09056592379699924,0.0032726531827408415,2-11
monoMulti,3,0.048017908404832894,0.003168571126146752,2-11
nState,1,0.0431598653768875,0.0032786372063947694,2-11
nState,2,0.09621766026819742,0.0032064519604495753,2-11
nState,3,0.5362685849790872,0.009746172618040706,2-11
Phase,1,0.04404492619348792,0.0034861425421403858,2-11
Phase,2,0.10214629425667764,0.0033507279999548654,2-11
Phase,3,0.5446646272359629,0.010882005678758284,2-11
monoMulti,1,0.03698652895159802,0.002189591567121793,7-16
monoMulti,2,0.039248607736441156,0.002981101487506395,7-16
monoMulti,3,0.0077281386586452805,0.0011811175341414244,7-16
nState,1,0.03698652895159802,0.002189591567121793,7-16
nState,2,0.0458507601977415,0.00407114600413764,7-16
nState,3,0.3540306265707473,0.009266490029419283,7-16
Phase,1,0.03750729605465213,0.002082882025267736,7-16
Phase,2,0.04903890549371002,0.004392627617234019,7-16
Phase,3,0.3586755499155482,0.010154618268167074,7-16
monoMulti,1,0.02939743469984398,0.0019249513272537034,12-21
monoMulti,2,0.02854015720947493,3.6827859503949726e-4,12-21
monoMulti,3,0.0033566299060511866,0.0011212852756102218,12-21
nState,1,0.02939743469984398,0.0019249513272537034,12-21
nState,2,0.03504490056902369,0.00128294922565266,12-21
nState,3,0.27970721789848907,0.007326521912525546,12-21
Phase,1,0.029834410640630093,0.0020278794330143464,12-21
Phase,2,0.03740571900835224,0.0013617624822354216,12-21
Phase,3,0.2818742807823578,0.0064210967342376545,12-21
monoMulti,1,0.0249985111743506,0.004207768167707498,17-26
monoMulti,2,0.022981515773377148,4.078192138655384e-4,17-26
monoMulti,3,0.0030996685288893033,5.482017039066114e-4,17-26
nState,1,0.0249985111743506,0.004207768167707498,17-26
nState,2,0.02978134245338688,3.914862586513223e-4,17-26
nState,3,0.23229197821462266,0.007362851453115096,17-26
Phase,1,0.025256849274907726,0.004336404708936622,17-26
Phase,2,0.03173967053224705,4.181604807083662e-4,17-26
Phase,3,0.2327086899265215,0.007574620705185344,17-26
monoMulti,1,0.02291666396024348,0.0017694917243255785,22-31
monoMulti,2,0.021207803013537373,0.001987787127017361,22-31
monoMulti,3,9.041908101501161e-4,5.615659674178812e-4,22-31
nState,1,0.022916663960243475,0.0017694917243255839,22-31
nState,2,0.027830228301692093,0.0011906937691748523,22-31
nState,3,0.2135702456823809,0.011495736787888641,22-31
Phase,1,0.023053202715139304,0.0017787050990910058,22-31
Phase,2,0.02925889144418076,0.0011609072761946937,22-31
Phase,3,0.21374665731346235,0.011246051081950549,22-31
monoMulti,1,0.021197529905264873,0.0012501630910660062,27-36
monoMulti,2,0.01857383921994448,0.0016660439110682602,27-36
monoMulti,3,0.0012897063886816921,5.825191615830777e-4,27-36
nState,1,0.021197529905264877,0.0012501630910660042,27-36
nState,2,0.024071001044533944,0.0018642932580816053,27-36
nState,3,0.18916226793999338,0.009425631225432454,27-36
Phase,1,0.021342105339910305,0.001307691745279361,27-36
Phase,2,0.02520318705408924,0.0018901171021343515,27-36
Phase,3,0.1892125091108921,0.0093629340066778,27-36
monoMulti,1,0.015739340415738094,0.00050279897779474995,32-41
monoMulti,2,0.016624798242928042,5.123353111085388e-4,32-41
