Phase,Freq.x,Freq.y,Freq,Avg,Std,HillRange,nStates
21,0.0014,0.0013,0.0012,0.0013,1.0000000000000005e-4,4-6,1
00,0.0021,0.0018,0.0011,0.0016666666666666666,5.131601439446883e-4,5-7,1
00-10,3e-4,0.001,0.0012,8.333333333333333e-4,4.7258156262526085e-4,5-7,2
00-20,0.0577,0.0564,0.0577,0.05726666666666667,7.505553499465149e-4,5-7,2
01,0.0911,0.088,0.0921,0.0904,0.0021377558326431986,5-7,1
01-10,1e-4,2e-4,4e-4,2.3333333333333333e-4,1.5275252316519468e-4,5-7,2
01-10-20,0.0948,0.0852,0.0876,0.0892,0.0049959983987187175,5-7,3
01-11,0.0112,0.0124,0.013,0.012199999999999999,9.165151389911678e-4,5-7,2
01-11-20,0.0915,0.0878,0.0917,0.09033333333333333,0.00219620885467055,5-7,3
01-20,0.5469,0.5714,0.5577,0.5586666666666666,0.012278572121111355,5-7,2
01-21,0.023,0.02,0.0188,0.0206,0.002163330765278393,5-7,2
10-20,0.0134,0.0156,0.0146,0.014533333333333334,0.0011015141094572198,5-7,2
11,5e-4,3e-4,8e-4,5.333333333333334e-4,2.5166114784235834e-4,5-7,1
11-20,0.0024,0.0019,0.0018,0.002033333333333333,3.214550253664317e-4,5-7,2
11-21,0.0011,0.0011,4e-4,8.666666666666667e-4,4.0414518843273807e-4,5-7,2
20,0.0624,0.0549,0.0593,0.058866666666666664,0.003768730997740928,5-7,1
21,0.0015,0.002,0.0018,0.0017666666666666666,2.5166114784235834e-4,5-7,1
00,8e-4,0.0016,0.0016,0.0013333333333333335,4.618802153517006e-4,6-8,1
00-10,6e-4,5e-4,8e-4,6.333333333333333e-4,1.5275252316519468e-4,6-8,2
00-20,0.0528,0.0534,0.0469,0.05103333333333333,0.003592121007612821,6-8,2
01,0.0887,0.0887,0.0885,0.08863333333333333,1.1547005383792846e-4,6-8,1
01-10,1e-4,1e-4,1e-4,1e-4,0,6-8,2
01-10-20,0.0923,0.0897,0.0939,0.09196666666666667,0.0021197484127446166,6-8,3
01-11,0.0124,0.0127,0.0114,0.012166666666666666,6.806859285554041e-4,6-8,2
01-11-20,0.0878,0.0908,0.0867,0.08843333333333334,0.0021221058723196037,6-8,3
01-20,0.5539,0.5557,0.5629,0.5575,0.004762352359916263,6-8,2
01-21,0.0236,0.0243,0.0243,0.024066666666666667,4.041451884327376e-4,6-8,2
10-20,0.0169,0.0129,0.0149,0.0149,0.001999999999999999,6-8,2
11,6e-4,5e-4,0.001,7e-4,2.6457513110645904e-4,6-8,1
11-20,0.0021,0.0024,0.0025,0.002333333333333333,2.0816659994661333e-4,6-8,2
11-21,0.0017,0.0016,0.0016,0.0016333333333333334,5.773502691896248e-5,6-8,2
20,0.0631,0.0643,0.0618,0.06306666666666666,0.0012503332889007345,6-8,1
21,0.0026,8e-4,0.0011,0.0015,9.643650760992954e-4,6-8,1
00,0.0017,8e-4,7e-4,0.0010666666666666667,5.507570547286101e-4,7-9,1
00-10,5e-4,0.0012,8e-4,8.333333333333333e-4,3.5118845842842456e-4,7-9,2
00-20,0.0471,0.0458,0.0486,0.04716666666666667,0.0014011899704655785,7-9,2
01,0.0884,0.0867,0.0854,0.08683333333333333,0.0015044378795195693,7-9,1
01-10,2e-4,1e-4,1e-4,1.3333333333333334e-4,5.773502691896258e-5,7-9,2
01-10-20,0.0923,0.0901,0.0916,0.09133333333333334,0.0011239810200058217,7-9,3
01-11,0.0133,0.0143,0.0156,0.0144,0.0011532562594670794,7-9,2
01-11-20,0.0894,0.0901,0.0843,0.08793333333333334,0.0031659648345067452,7-9,3
01-20,0.5599,0.5551,0.5616,0.5588666666666666,0.0033709543653590314,7-9,2
01-21,0.0255,0.0292,0.0273,0.027333333333333334,0.0018502252115170565,7-9,2
10-20,0.0118,0.0138,0.0147,0.013433333333333334,0.001484362938547488,7-9,2
11,7e-4,0.001,0.001,9e-4,1.7320508075688773e-4,7-9,1
11-20,0.0024,0.0024,0.0022,0.002333333333333333,1.1547005383792495e-4,7-9,2
11-21,0.0013,0.0016,6e-4,0.0011666666666666665,5.131601439446884e-4,7-9,2
20,0.0634,0.0642,0.0632,0.0636,5.291502622129122e-4,7-9,1
21,0.0021,0.0034,0.0023,0.0026,7e-4,7-9,1
10,NA,2e-4,NA,NA,NA,7-9,1
00,9e-4,0.0016,0.0012,0.0012333333333333332,3.5118845842842467e-4,8-10,1
00-10,7e-4,5e-4,6e-4,6e-4,9.999999999999999e-5,8-10,2
00-20,0.0398,0.0409,0.0399,0.0402,6.082762530298211e-4,8-10,2
01,0.0871,0.085,0.0846,0.08556666666666667,0.0013428824718989113,8-10,1
01-10,2e-4,NA,3e-4,NA,NA,8-10,2
01-10-20,0.0922,0.0955,0.0904,0.0927,0.0025865034312755157,8-10,3
01-11,0.0151,0.0165,0.0154,0.01566666666666667,7.371114795831995e-4,8-10,2
01-11-20,0.0921,0.0916,0.0919,0.09186666666666667,2.516611478423582e-4,8-10,3
01-20,0.5545,0.5511,0.5559,0.5538333333333333,0.0024684678108764413,8-10,2
01-21,0.0315,0.0286,0.0305,0.0302,0.0014730919862656234,8-10,2
10-20,0.0134,0.0144,0.0146,0.014133333333333333,6.429100507328633e-4,8-10,2
11,3e-4,5e-4,0.0011,6.333333333333334e-4,4.163331998932266e-4,8-10,1
11-20,0.0024,0.0022,0.0027,0.0024333333333333334,2.5166114784235834e-4,8-10,2
11-21,0.0018,0.0014,0.0019,0.0017,2.6457513110645904e-4,8-10,2
20,0.0645,0.0666,0.0653,0.06546666666666667,0.0010598742063723126,8-10,1
21,0.0035,0.0035,0.0037,0.0035666666666666668,1.1547005383792521e-4,8-10,1
10,NA,1e-4,NA,NA,NA,8-10,1
00,0.0011,9e-4,0.001,0.001,1.0000000000000005e-4,9-11,1
00-10,4e-4,6e-4,8e-4,6.000000000000001e-4,2e-4,9-11,2
00-20,0.0393,0.0403,0.0398,0.0398,5.000000000000004e-4,9-11,2
01,0.0826,0.0809,0.0866,0.08336666666666667,0.0029263173671584767,9-11,1
01-10,2e-4,1e-4,3e-4,1.9999999999999998e-4,9.999999999999999e-5,9-11,2
01-10-20,0.0918,0.0929,0.0907,0.0918,0.0010999999999999968,9-11,3
01-11,0.0186,0.0157,0.0154,0.016566666666666667,0.0017672954855748743,9-11,2
01-11-20,0.0939,0.0935,0.0872,0.09153333333333333,0.003758102358017052,9-11,3
01-20,0.5553,0.5482,0.5568,0.5534333333333333,0.004593836450433681,9-11,2
01-21,0.0339,0.034,0.0321,0.03333333333333333,0.0010692676621563652,9-11,2
10-20,0.0123,0.0156,0.0139,0.013933333333333332,0.0016502525059315413,9-11,2
11,4e-4,9e-4,7e-4,6.666666666666666e-4,2.516611478423583e-4,9-11,1
11-20,0.0023,0.0017,0.0025,0.0021666666666666666,4.163331998932266e-4,9-11,2
11-21,0.0014,0.0018,0.0021,0.0017666666666666666,3.5118845842842456e-4,9-11,2
20,0.0636,0.0702,0.0668,0.06686666666666667,0.003300505011863081,9-11,1
21,0.0029,0.0026,0.0033,0.0029333333333333334,3.5118845842842467e-4,9-11,1
10,NA,1e-4,NA,NA,NA,9-11,1
00,7e-4,0.0011,7e-4,8.333333333333334e-4,2.3094010767585034e-4,10-12,1
00-10,6e-4,2e-4,2e-4,3.333333333333333e-4,2.3094010767585026e-4,10-12,2
00-20,0.0376,0.0338,0.0363,0.0359,0.001931320791582799,10-12,2
01,0.0898,0.0893,0.085,0.08803333333333334,0.00263881286440197,10-12,1
01-10,NA,2e-4,2e-4,NA,NA,10-12,2
01-10-20,0.0922,0.0916,0.0974,0.09373333333333334,0.003189566323708182,10-12,3
01-11,0.0149,0.0155,0.0168,0.015733333333333332,9.712534856222304e-4,10-12,2
01-11-20,0.0936,0.0901,0.0963,0.09333333333333334,0.0031085902485424683,10-12,3
01-20,0.5443,0.5485,0.5397,0.5441666666666667,0.004401514890731766,10-12,2
01-21,0.0371,0.0397,0.035,0.03726666666666667,0.0023544284515213715,10-12,2
10-20,0.0125,0.0128,0.0142,0.013166666666666667,9.073771725877467e-4,10-12,2
11,0.001,8e-4,0.0011,9.666666666666667e-4,1.5275252316519468e-4,10-12,1
11-20,0.0015,0.0023,0.0026,0.0021333333333333334,5.686240703077326e-4,10-12,2
11-21,0.0014,0.0023,0.0028,0.0021666666666666666,7.094598884597587e-4,10-12,2
20,0.0702,0.0675,0.0685,0.06873333333333334,0.0013650396819628815,10-12,1
21,0.0026,0.0043,0.0032,0.0033666666666666667,8.621678104251709e-4,10-12,1
