parIndex,nStates,Phase,State,DSGRNPhase,nStatesRAC,basin,A,B,basinDiscret
1,2,02-20,02,02-10-20,2,0.03,-0.913463,5.187197,0.03
1,2,02-20,20,02-10-20,2,0.97,7.295198,-5.144762,0.97
2,2,02-20,20,00-02-20,2,0.71,5.542662,-3.301789,0.71
2,2,02-20,02,00-02-20,2,0.29,-5.484046,6.81396,0.29
3,2,02-20,02,00-02-20,2,0.22,-1.327342,5.914647,0.22
3,2,02-20,20,00-02-20,2,0.78,6.445324,-5.001941,0.78
4,2,02-20,20,00-02-20,2,0.8,8.024857,-7.008315,0.8
4,2,02-20,02,00-02-20,2,0.2,-0.23924,4.808591,0.2
5,3,01-02-20,20,01-02-20,3,0.12,3.951473,-1.270717,0.12
5,3,01-02-20,02,01-02-20,3,0.27,-8.187292,5.688478,0.27
5,3,01-02-20,01,01-02-20,3,0.61,-3.226868,1.775926,0.61
6,2,02-20,02,02-20,2,0.16,-3.291871,6.437444,0.16
6,2,02-20,20,02-20,2,0.84,7.088713,-3.671528,0.84
7,2,02-20,20,02-20,2,0.36,8.191089,-4.306387,0.36
7,2,02-20,02,02-20,2,0.64,-1.855907,7.811354,0.64
8,2,02-20,20,01-02-20,2,0.1,3.41916,-0.27757,0.1
8,2,02-20,02,01-02-20,2,0.9,-8.518115,7.397812,0.9
9,1,20,20,00-20,1,1,4.904784,-6.175631,1
10,2,01-20,20,00-01-20,2,0.33,6.611922,-5.807459,0.33
10,2,01-20,01,00-01-20,2,0.67,0.478903,3.688012,0.67
11,2,02-20,20,00-02-12-20,2,0.45,7.192045,-1.6627,0.45
11,2,02-20,02,00-02-12-20,2,0.55,-1.08559,6.89147,0.55
12,3,02-10-20,20,01-02-10-20,3,0.16,5.985001,-3.024516,0.16
12,3,02-10-20,10,01-02-10-20,3,0.65,1.173777,-2.669825,0.65
12,3,02-10-20,02,01-02-10-20,3,0.19,-2.836904,5.841056,0.19
13,3,00-02-20,20,00-02-20-21,3,0.16,5.292887,-2.233048,0.16
13,3,00-02-20,02,00-02-20-21,3,0.43,-2.666787,6.950543,0.43
13,3,00-02-20,00,00-02-20-21,3,0.41,-1.149915,0.729051,0.41
14,2,02-20,02,01-02-10-20,2,0.42,-3.188879,6.06463,0.42
