1.531,4.530	77.168,0.114	0.027,65.919
1.029,1.747	95.464,0.343	0.185,125.748	17.196,24.680
13.121,0.028	70.346,0.028	0.364,42.359
1.288,2.785	69.189,0.673
0.760,2.491	31.980,0.028	0.008,54.089
4.955,0.170	89.731,0.032
3.277,0.025	94.912,0.025	0.041,97.608
0.010,153.782
0.679,1.183	47.698,0.017	0.015,83.822
51.126,0.136	0.128,128.284
56.569,0.025	0.021,1.694	1.516,1.694	0.021,142.823	1.516,142.823
0.139,0.652	0.005,43.691
154.389,0.090	0.418,5.693	0.418,77.079
102.757,0.048	0.018,2.254	0.018,125.872
210.075,0.006	0.218,32.096
2.903,0.649	249.851,0.008	0.030,55.611
79.621,0.030	0.020,85.908	0.841,85.908
276.249,0.015	0.049,39.697	4.121,39.697
2.675,1.295	43.367,0.030	0.040,21.380
1.199,2.581	96.838,0.061	0.050,158.035
36.412,0.646	0.051,210.686
1.246,0.937	83.525,0.011	0.017,43.691
4.338,1.165	43.546,0.041	0.059,97.986
44.139,0.067	0.042,130.589
3.971,0.062	227.012,0.062	0.891,46.849
2.296,3.284	190.222,0.592	0.171,304.713	14.178,54.890
2.084,0.744	135.673,0.008	0.023,62.737
0.622,0.176	30.458,0.176	0.009,109.411
448.966,0.183	6.130,10.486	6.130,137.748
2.116,0.122	91.673,0.002	0.060,10.755
0.911,5.261	77.087,0.069	0.012,84.074
0.028,133.644
119.292,0.061	119.292,4.866	0.038,307.213
0.460,3.333	45.522,0.034	0.005,68.847
187.919,0.050	0.040,77.023	3.723,77.023
0.679,0.015	23.112,0.015	0.011,137.000
1.938,0.126	85.762,0.005
6.725,0.137	219.664,0.137	0.106,135.368
2.358,0.611	79.836,0.007	0.026,16.392
5.830,3.421	486.969,0.043	0.088,60.833
34.827,0.054	0.011,4.700	0.011,75.625
273.498,0.058	273.498,4.890	0.126,384.184	12.342,384.184
78.188,0.057	0.073,33.684
7.948,0.089	365.309,0.089	0.106,91.958
175.720,0.031	0.945,1.739	0.945,155.337
1.548,1.327	118.432,0.160	0.018,100.605
1.837,2.403	153.617,0.048	0.285,119.936
0.333,4.663	18.798,0.069	0.281,247.657
3.258,0.094	162.165,0.094	0.263,5.612	0.263,41.054
1.177,2.477	54.682,0.071	0.114,174.535	5.302,174.535
172.584,0.077	0.023,4.564	0.023,123.606
