parIndex,nStates,Phase,State,DSGRNPhase,nStatesRAC,basin,A,B,basinDiscret
1,2,02-20,02,00-02-20,2,0.8,-5.101864,5.952168,0.8
1,2,02-20,20,00-02-20,2,0.2,6.269092,-2.17619,0.2
2,2,02-20,20,00-02-20-22,2,0.16,6.552594,-1.354469,0.16
2,2,02-20,02,00-02-20-22,2,0.84,-2.400428,6.967422,0.84
3,2,02-20,20,02-10-20,2,0.86,6.13358,-5.119821,0.86
3,2,02-20,02,02-10-20,2,0.14,-0.664622,5.377705,0.14
4,2,00-20,20,00-20,2,0.2,6.107858,-0.560912,0.2
4,2,00-20,00,00-20,2,0.8,0.367791,1.479811,0.8
5,2,02-20,02,00-02-20,2,0.89,-4.125968,5.757051,0.89
5,2,02-20,20,00-02-20,2,0.11,4.861614,-2.661342,0.11
6,1,20,20,00-20,1,1,6.476746,-4.928101,1
7,2,02-20,20,02-10-20,2,0.88,6.567325,-5.310425,0.88
7,2,02-20,02,02-10-20,2,0.12,-2.901985,6.577766,0.12
8,1,02,02,02,1,1,-6.623485,7.264744,1
9,2,02-20,20,00-02-20,2,0.18,5.393405,-5.757223,0.18
9,2,02-20,02,00-02-20,2,0.82,-6.010395,6.366619,0.82
10,2,02-20,20,02-20,2,0.7,5.6758,-2.841497,0.7
10,2,02-20,02,02-20,2,0.3,-2.92824,6.996389,0.3
11,3,01-02-20,01,01-02-11-12-20,3,0.07,-3.030874,0.867768,0.07
11,3,01-02-20,02,01-02-11-12-20,3,0.38,-5.53281,7.15486,0.38
11,3,01-02-20,20,01-02-11-12-20,3,0.55,5.821051,-5.029317,0.55
12,2,00-02,02,00-02,2,0.13,-6.162137,5.322737,0.13
12,2,00-02,00,00-02,2,0.87,-2.841902,-0.613029,0.87
13,2,02-20,02,01-02-20,2,0.19,-1.19729,6.26687,0.19
13,2,02-20,20,01-02-20,2,0.81,7.269958,-3.464352,0.81
14,3,01-02-20,20,01-02-20,3,0.47,6.68135,-4.361085,0.47
14,3,01-02-20,01,01-02-20,3,0.23,-3.056815,1.189918,0.23
14,3,01-02-20,02,01-02-20,3,0.3,-5.777966,6.975131,0.3
15,1,20,20,02-20,1,1,7.714715,-7.443855,1
16,2,02-20,20,00-02-20,2,0.82,7.964923,-6.896829,0.82
16,2,02-20,02,00-02-20,2,0.18,-4.673843,5.797302,0.18
17,1,20,20,02-12-20,1,1,6.315045,-5.037241,1
18,2,12-20,20,02-12-20,2,0.82,8.109826,-5.988173,0.82
18,2,12-20,12,02-12-20,2,0.18,2.267659,4.827929,0.18
19,2,00-20,00,00-02-20,2,0.85,1.496691,0.67924,0.85
