Phase,Count,Frequency
00,70,0.007
00-01,3,3e-4
00-01-20,21,0.0021
00-02,193,0.0193
00-02-10,16,0.0016
00-02-10-12,2,2e-4
00-02-12-20,1,1e-4
00-02-20,524,0.0524
00-10,7,7e-4
00-20,164,0.0164
01,4,4e-4
01-02,14,0.0014
01-02-11-20,1,1e-4
01-02-12-20,2,2e-4
01-02-20,70,0.007
01-02-21,1,1e-4
01-10-11,1,1e-4
01-11-20,1,1e-4
01-20,25,0.0025
01-21,1,1e-4
02,1207,0.1207
02-10,20,0.002
02-10-11-20-21,2,2e-4
02-10-20,74,0.0074
02-10-20-21,1,1e-4
02-11,1,1e-4
02-11-20,1,1e-4
02-12,27,0.0027
02-12-20,198,0.0198
02-12-20-21,10,0.001
02-12-20-22,1,1e-4
02-12-21,2,2e-4
02-20,5404,0.5404
02-20-21,221,0.0221
02-20-22,80,0.008
02-21,138,0.0138
02-21-22,1,1e-4
02-22,41,0.0041
10,5,5e-4
10-12,1,1e-4
10-12-20,2,2e-4
10-20,21,0.0021
11-12-20,2,2e-4
11-21,1,1e-4
12,10,0.001
12-20,136,0.0136
12-20-21,3,3e-4
12-20-22,1,1e-4
12-21,2,2e-4
20,1173,0.1173
20-21,19,0.0019
20-21-22,1,1e-4
20-22,36,0.0036
21,12,0.0012
22,25,0.0025
