parIndex,nStates,Phase,State,DSGRNPhase,nStatesRAC,basin,GRHL2,ZEB,miR200,SLUG,basinDiscret
1,3,0311-1010-1011,0311,1010-1011,3,0.04,0.002749,0.382648,1.805074,5.162551,0.04
1,3,0311-1010-1011,1010,1010-1011,3,0.83,6.240474,-14.318032,6.875501,-0.162859,0.83
1,3,0311-1010-1011,1011,1010-1011,3,0.13,6.240474,-10.435606,6.700143,5.162551,0.13
2,3,0303-0310-1010,1010,0303-0310-1010,3,0.26,7.022636,-7.332285,4.927148,1.713402,0.26
2,3,0303-0310-1010,0303,0303-0310-1010,3,0.34,1.96859,10.964039,-4.559752,6.947182,0.34
2,3,0303-0310-1010,0310,0303-0310-1010,3,0.4,1.96859,0.238584,1.937078,1.713402,0.4
3,3,1010-1013-1303,1303,1010-1013-1303,3,0.28,2.987615,6.527273,-3.563863,6.482273,0.28
3,3,1010-1013-1303,1010,1010-1013-1303,3,0.62,4.438029,-8.868241,6.624344,0.244166,0.62
3,3,1010-1013-1303,1013,1010-1013-1303,3,0.1,4.438029,-3.273925,0.361837,6.482273,0.1
4,2,0300-1010,0300,0300-1010,2,0.31,0.162002,2.234839,-2.845214,-0.279936,0.31
4,2,0300-1010,1010,0300-1010,2,0.69,6.168895,-14.279567,2.772439,-0.279937,0.69
5,4,0300-0303-1010-1013,1013,0300-0303-1010-1013-1113,4,0.09,6.804121,-6.896705,2.463095,7.49246,0.09
5,4,0300-0303-1010-1013,1010,0300-0303-1010-1013-1113,4,0.42,6.804121,-12.58941,6.131951,1.765643,0.42
5,4,0300-0303-1010-1013,0300,0300-0303-1010-1013-1113,4,0.21,0.631965,3.499472,-0.349038,1.765643,0.21
5,4,0300-0303-1010-1013,0303,0300-0303-1010-1013-1113,4,0.28,0.631965,9.192231,-4.017893,7.49246,0.28
6,3,0300-0303-1010,1010,0300-0303-1010,3,0.36,4.543098,-10.071405,5.928948,0.352836,0.36
6,3,0300-0303-1010,0300,0300-0303-1010,3,0.51,-1.827204,5.457323,-0.157218,0.352836,0.51
6,3,0300-0303-1010,0303,0300-0303-1010,3,0.13,-1.827204,11.311685,-6.341412,6.235116,0.13
7,4,0113-0303-1010-1013,1010,0113-0303-1010-1013,4,0.51,5.835235,-11.740347,6.922803,-0.080897,0.51
7,4,0113-0303-1010-1013,0303,0113-0303-1010-1013,4,0.23,0.477398,7.846262,-5.671408,6.285546,0.23
7,4,0113-0303-1010-1013,1013,0113-0303-1010-1013,4,0.15,5.749278,-5.483967,0.772319,6.285546,0.15
7,4,0113-0303-1010-1013,0113,0113-0303-1010-1013,4,0.11,0.4774,-2.573849,0.772319,6.285546,0.11
8,4,0300-0301-1010-1011,1010,0300-0301-1010-1011,4,0.15,6.923715,-5.043507,5.851449,-2.066525,0.15
8,4,0300-0301-1010-1011,0300,0300-0301-1010-1011,4,0.59,1.613531,7.455467,0.523648,-2.066525,0.59
8,4,0300-0301-1010-1011,1011,0300-0301-1010-1011,4,0.06,6.923715,-5.043507,5.851449,2.211203,0.06
8,4,0300-0301-1010-1011,0301,0300-0301-1010-1011,4,0.2,1.613531,7.455467,0.523648,2.211203,0.2
9,4,0301-0303-1011-1013,0301,0301-0303-1011-1013,4,0.5,-1.147538,6.435808,-0.844418,1.859961,0.5
9,4,0301-0303-1011-1013,1013,0301-0303-1011-1013,4,0.04,5.101486,-3.010603,3.930815,6.624716,0.04
9,4,0301-0303-1011-1013,1011,0301-0303-1011-1013,4,0.28,5.101486,-8.740343,3.947885,1.859961,0.28
9,4,0301-0303-1011-1013,0303,0301-0303-1011-1013,4,0.18,-1.147538,12.169851,-0.861488,6.624716,0.18
10,4,0301-0303-1001-1003,0303,0301-0303-1001-1003,4,0.41,1.840982,9.498492,-7.664801,7.492353,0.41
10,4,0301-0303-1001-1003,1003,0301-0303-1001-1003,4,0.25,5.977653,-2.866729,-2.782563,7.492353,0.25
10,4,0301-0303-1001-1003,1001,0301-0303-1001-1003,4,0.13,5.977653,-7.165124,-0.139913,3.383724,0.13
10,4,0301-0303-1001-1003,0301,0301-0303-1001-1003,4,0.21,1.840982,5.200091,-5.022146,3.383724,0.21
11,3,0303-1010-1013,0303,0303-1010-1013,3,0.2,1.569502,9.988732,-4.731921,6.80917,0.2
11,3,0303-1010-1013,1010,0303-1010-1013,3,0.7,7.747476,-10.115657,7.30834,0.219867,0.7
11,3,0303-1010-1013,1013,0303-1010-1013,3,0.1,7.747476,-4.71361,0.826522,6.80917,0.1
12,1,1010,1010,1010,1,1,8.379294,-12.018776,5.611495,-1.451599,1
13,3,0303-1010-1013,0303,0303-1010-1013,3,0.06,0.14605,8.902509,-2.229607,6.537898,0.06
13,3,0303-1010-1013,1013,0303-1010-1013,3,0.14,6.38735,-9.628296,4.343558,6.537898,0.14
13,3,0303-1010-1013,1010,0303-1010-1013,3,0.8,6.38735,-15.105497,9.143387,2.399593,0.8
14,4,1010-1013-1103-1303,1303,1010-1013-1103-1303,4,0.22,2.316522,6.012784,-3.332696,7.603966,0.22
14,4,1010-1013-1103-1303,1013,1010-1013-1103-1303,4,0.1,5.254103,-7.569136,0.756933,7.603966,0.1
14,4,1010-1013-1103-1303,1010,1010-1013-1103-1303,4,0.59,5.254103,-13.001381,6.813275,1.600783,0.59
14,4,1010-1013-1103-1303,1103,1010-1013-1103-1303,4,0.09,5.254103,-1.768701,-3.332696,7.603966,0.09
15,1,0303,0303,0303,1,1,0.815167,10.995096,-5.971643,7.405162,1
16,3,0303-1010-1013,1010,0303-1010-1013,3,0.32,9.017428,-17.343377,7.125998,2.897367,0.32
16,3,0303-1010-1013,1013,0303-1010-1013,3,0.54,9.017428,-11.397413,2.179653,8.631409,0.54
16,3,0303-1010-1013,0303,0303-1010-1013,3,0.14,4.006677,6.577568,-4.415609,8.631409,0.14
17,4,0300-0303-1010-1013,1010,0300-0303-1010-1013,4,0.44,6.532314,-15.179065,5.836691,0.50991,0.44
17,4,0300-0303-1010-1013,1013,0300-0303-1010-1013,4,0.35,6.532314,-11.041564,3.488538,6.28089,0.35
17,4,0300-0303-1010-1013,0300,0300-0303-1010-1013,4,0.13,0.603933,2.282514,0.300941,0.50991,0.13
17,4,0300-0303-1010-1013,0303,0300-0303-1010-1013,4,0.08,0.603933,6.431152,-2.047213,6.28089,0.08
18,3,0303-1010-1013,1013,0303-1010-1013,3,0.23,6.921633,-5.967861,1.702662,6.733383,0.23
18,3,0303-1010-1013,1010,0303-1010-1013,3,0.59,6.921633,-12.320293,7.105858,1.782548,0.59
18,3,0303-1010-1013,0303,0303-1010-1013,3,0.18,2.156878,7.416704,-2.408459,6.733383,0.18
19,4,0301-0303-1003-1011,1011,0301-0303-1003-1011,4,0.64,7.952336,-9.74345,6.621966,2.155988,0.64
