Phase,Count,Frequency
0000-0300-0303,1,1.0181225819588678e-4
0001-0010-0300-0301,1,1.0181225819588678e-4
0001-0301-0303,1,1.0181225819588678e-4
0002-0010-0210-0300-0302,1,1.0181225819588678e-4
0002-0010-0300-0302,1,1.0181225819588678e-4
0010,37,0.003767053553247811
0010-0011,1,1.0181225819588678e-4
0010-0011-0100-0101-0300-0301,1,1.0181225819588678e-4
0010-0011-0110-0111-0300-0301,2,2.0362451639177357e-4
0010-0011-0300-0301,4,4.0724903278354713e-4
0010-0011-0310-0311,2,2.0362451639177357e-4
0010-0012-0210-0212-0302,1,1.0181225819588678e-4
0010-0012-0302,4,4.0724903278354713e-4
0010-0012-0312,1,1.0181225819588678e-4
0010-0013-0100-0300-0303,1,1.0181225819588678e-4
0010-0013-0110-0300-0303,1,1.0181225819588678e-4
0010-0013-0113-0300-0303,1,1.0181225819588678e-4
0010-0013-0113-0303,1,1.0181225819588678e-4
0010-0013-0300-0303,9,9.163103237629811e-4
0010-0013-0303,50,0.005090612909794339
0010-0013-0303-0310,8,8.144980655670943e-4
0010-0013-0313,7,7.126858073712074e-4
0010-0100-0300,2,2.0362451639177357e-4
0010-0100-0300-0303,8,8.144980655670943e-4
0010-0103-0303,1,1.0181225819588678e-4
0010-0110,1,1.0181225819588678e-4
0010-0110-0300,2,2.0362451639177357e-4
0010-0110-0300-0303,6,6.108735491753207e-4
0010-0110-0302,1,1.0181225819588678e-4
0010-0110-0303,12,0.0012217470983506415
0010-0113-0300-0303,3,3.0543677458766036e-4
0010-0113-0303,5,5.090612909794339e-4
0010-0113-0303-0310,1,1.0181225819588678e-4
0010-0113-0313,1,1.0181225819588678e-4
0010-0200-0300-0303,4,4.0724903278354713e-4
0010-0200-0303,1,1.0181225819588678e-4
0010-0210,2,2.0362451639177357e-4
0010-0210-0300,1,1.0181225819588678e-4
0010-0210-0300-0302,1,1.0181225819588678e-4
0010-0210-0300-0303,1,1.0181225819588678e-4
0010-0210-0302,1,1.0181225819588678e-4
0010-0210-0303,15,0.0015271838729383018
0010-0212-0310-0312,1,1.0181225819588678e-4
0010-0213-0313,1,1.0181225819588678e-4
0010-0300,22,0.002239869680309509
0010-0300-0302,4,4.0724903278354713e-4
0010-0300-0303,94,0.009570352270413357
0010-0302,1,1.0181225819588678e-4
0010-0302-0310,1,1.0181225819588678e-4
0010-0303,59,0.00600692323355732
0010-0303-0310,47,0.004785176135206679
0010-0310,14,0.0014253716147424149
0010-0310-0312,1,1.0181225819588678e-4
0010-0310-0313,1,1.0181225819588678e-4
0010-0313,2,2.0362451639177357e-4
0011-0013-0211-0313,1,1.0181225819588678e-4
0011-0013-0301-0303,7,7.126858073712074e-4
0011-0013-0303-0311,3,3.0543677458766036e-4
0011-0101-0301-0303,1,1.0181225819588678e-4
0011-0111-0313,1,1.0181225819588678e-4
0011-0113-0311-0313,1,1.0181225819588678e-4
0011-0301,1,1.0181225819588678e-4
0011-0301-0303,11,0.0011199348401547545
0011-0303-0311,2,2.0362451639177357e-4
0013-0303,10,0.0010181225819588678
0013-0313,2,2.0362451639177357e-4
0100-0300-0303,2,2.0362451639177357e-4
0100-0300-0303-1000,2,2.0362451639177357e-4
0101-0301-0303,1,1.0181225819588678e-4
0101-0301-0303-1001,1,1.0181225819588678e-4
0101-0301-0303-1001-1003,1,1.0181225819588678e-4
0101-0303-1001,1,1.0181225819588678e-4
0102-0300-0302-1002-1010,2,2.0362451639177357e-4
0102-0302-1002-1010,1,1.0181225819588678e-4
0103-0300-0303-1003-1010,1,1.0181225819588678e-4
0103-0303-1003-1010,4,4.0724903278354713e-4
0110-0111-0310-0311-1010-1011,1,1.0181225819588678e-4
0110-0113-0303-0310-1010,1,1.0181225819588678e-4
0110-0113-0310-0313-1010-1013,1,1.0181225819588678e-4
0110-0210-0300-0303-1010,2,2.0362451639177357e-4
0110-0210-0300-1010,2,2.0362451639177357e-4
0110-0210-0303-1010,3,3.0543677458766036e-4
0110-0300,2,2.0362451639177357e-4
0110-0300-0302-1010,1,1.0181225819588678e-4
0110-0300-0303,4,4.0724903278354713e-4
0110-0300-0303-1003-1010,1,1.0181225819588678e-4
0110-0300-0303-1010,21,0.0021380574221136223
0110-0300-0303-1010-1013,2,2.0362451639177357e-4
0110-0300-1010,7,7.126858073712074e-4
0110-0303,1,1.0181225819588678e-4
0110-0303-0310,8,8.144980655670943e-4
0110-0303-0310-1010,21,0.0021380574221136223
0110-0303-0310-1010-1013,11,0.0011199348401547545
0110-0303-1010,4,4.0724903278354713e-4
0110-0303-1010-1013,1,1.0181225819588678e-4
0110-0310,4,4.0724903278354713e-4
0110-0310-0312-1010,1,1.0181225819588678e-4
0110-0310-0312-1010-1012,2,2.0362451639177357e-4
0110-0310-0313,1,1.0181225819588678e-4
0110-0310-0313-1010,1,1.0181225819588678e-4
0110-0310-0313-1010-1013,1,1.0181225819588678e-4
0110-0310-1010,12,0.0012217470983506415
0110-0313-1010,2,2.0362451639177357e-4
0110-1010,1,1.0181225819588678e-4
0111-0113-0301-0303-1011-1013,1,1.0181225819588678e-4
0111-0113-0303-0311-1011-1013,10,0.0010181225819588678
0111-0113-0311-0313-1011-1013,1,1.0181225819588678e-4
0111-0201-0301-0303-1011-1013,1,1.0181225819588678e-4
0111-0211-0301,1,1.0181225819588678e-4
0111-0301-0303,1,1.0181225819588678e-4
0111-0301-0303-1003-1011,1,1.0181225819588678e-4
0111-0301-0303-1011,3,3.0543677458766036e-4
0111-0303-0311-1011,1,1.0181225819588678e-4
0112-0113-0302-0303-1012-1013,2,2.0362451639177357e-4
0112-0300-0302-1010-1012,3,3.0543677458766036e-4
0112-0302-0310-1010,1,1.0181225819588678e-4
0112-0312-1010-1012,3,3.0543677458766036e-4
0113-0213-0303-1010-1013,1,1.0181225819588678e-4
0113-0300-0303-1010-1013,22,0.002239869680309509
0113-0301-0303-1011-1013,10,0.0010181225819588678
0113-0303,4,4.0724903278354713e-4
0113-0303-0310-1010-1013,15,0.0015271838729383018
0113-0303-1010-1013,71,0.007228670331907962
0113-0303-1013,21,0.0021380574221136223
0113-0310-0313-1010-1013,2,2.0362451639177357e-4
0113-0313,1,1.0181225819588678e-4
0113-0313-1010-1013,9,9.163103237629811e-4
0113-0313-1011-1013,3,3.0543677458766036e-4
0113-0313-1013,1,1.0181225819588678e-4
0200-0201-0300-0301-1010-1011,6,6.108735491753207e-4
0200-0201-0300-0301-1010-1011-1100-1101,1,1.0181225819588678e-4
0200-0202-0300-0302-1010-1100-1102,1,1.0181225819588678e-4
0200-0300-0302-1002-1010,1,1.0181225819588678e-4
0200-0300-0302-1010-1012,2,2.0362451639177357e-4
0200-0300-0303-1003-1010,5,5.090612909794339e-4
0200-0300-0303-1010,26,0.0026471187130930563
