314.212,0.011	0.170,90.335
0.497,0.562	22.388,0.018	0.005,51.807
2.293,1.040	78.164,0.024	0.059,57.006
21.993,0.030	21.993,0.877	0.003,64.930
3.254,0.937	192.624,0.058	0.059,89.100
9.488,0.023	9.488,1.472	0.004,138.176
2.065,4.126	101.169,0.043	0.042,164.793
71.074,0.214	0.041,94.533
1.946,2.861	124.743,0.042	0.035,72.795
2.104,0.468	106.125,0.005	0.039,24.889
0.238,141.743
0.255,1.328	9.014,0.025	0.003,66.955
0.390,0.752	37.458,0.030	0.013,74.055
0.260,0.645	21.002,0.009	0.014,23.131
2.578,1.583	96.717,0.132	0.172,42.044
82.436,0.002	0.032,7.101
1.899,0.005	69.305,0.005	0.029,25.992
0.169,1.331	9.014,0.127	0.002,66.955
2.353,0.430	85.897,0.017	0.035,41.779
90.127,0.055	0.082,24.882
2.924,0.008	141.743,0.008	0.095,64.365
149.618,0.016	149.618,1.333	0.062,35.442
1.337,0.700	61.980,0.013	0.056,32.202
1.089,1.086	89.342,0.014	0.015,76.453
12.746,0.017	0.033,48.907
0.711,0.891	43.208,0.010	0.029,84.212
180.598,0.045	180.598,4.535	0.095,228.706
7.145,4.323	0.274,115.960	7.145,89.970
0.063,3.616	3.418,0.039	0.002,107.080
1.853,0.783	129.472,0.069	0.020,76.119
0.715,1.165	58.680,0.012	0.010,67.408
0.566,0.328	21.002,0.097	0.008,23.131
2.003,2.260	120.441,0.037	0.097,115.868
0.390,2.921	37.458,0.036	0.013,74.055
13.268,0.117	0.002,99.788
184.377,0.629	0.670,210.848	17.652,29.257
7.052,0.378	144.872,0.378	0.340,75.134
0.063,61.004	6.243,37.905
41.632,0.007
78.447,0.213	0.100,93.039
0.001,105.688
0.157,1.341	13.316,0.022	0.002,105.235
92.594,0.022	92.594,1.384	0.012,122.676
128.244,0.011	0.066,107.710
92.654,0.031	0.027,34.942
153.167,0.044	0.081,2.227	4.332,2.227	0.081,222.149	4.332,222.149
125.058,0.135	0.049,27.762	1.803,27.762
143.057,0.025	0.529,22.527
0.540,0.003	44.365,0.003	0.015,7.950
17.600,0.984	0.203,198.216
87.516,0.040	0.104,51.437	2.806,51.437
6.749,0.025	0.033,232.186
24.296,0.045	0.004,3.541	0.004,135.723
0.254,2.512	19.729,0.026	0.005,190.179
0.157,1.150	6.749,1.150	0.003,236.920
83.059,0.040	0.035,1.065	0.035,87.522
159.140,0.524	5.691,23.717	69.356,23.717
0.124,6.607	0.124,88.883
3.407,0.012	163.859,0.012	0.040,89.715
89.777,0.019	0.486,118.822
42.074,0.075	0.029,1.577	0.029,121.663
0.319,0.358	26.519,0.018	0.004,13.316
0.060,1.464	5.170,0.267	0.007,102.183
1.216,1.273	60.734,0.535	0.020,121.735
4.462,1.228	260.388,0.016	0.091,29.585
1.523,4.377	70.535,0.071	0.054,136.576
145.969,0.039	0.388,1.651	0.388,26.248
106.206,0.095	106.206,4.635	0.363,274.498
13.926,0.058	0.070,203.002
7.808,0.062	0.025,4.563	0.025,102.809
1.034,1.336	93.233,0.039	0.019,30.811
0.462,2.133	41.257,0.084	41.257,4.079	0.011,103.630
0.706,0.208	33.513,0.015	0.054,16.688
9.222,0.226	0.002,1.968	0.002,167.474
0.011,180.645
0.329,1.822	22.776,0.049	0.041,157.969
0.419,2.003	33.513,0.043	0.029,16.688
2.519,0.039	76.399,0.039	0.029,53.934
34.716,0.118	0.015,41.918
4.220,0.438	25.658,0.438	0.068,224.927
0.393,1.318	20.992,0.038	0.010,67.507
109.241,0.719	0.022,316.515
296.856,0.034	0.118,2.531	0.118,189.826
92.556,0.018	0.109,101.369	1.733,101.369
3.205,0.042	102.215,0.042	0.063,38.328
211.556,0.116	211.556,2.903	0.066,101.860
282.505,0.023	0.158,15.528
1.458,0.098	105.141,0.001	0.080,7.869
86.348,0.035	0.015,98.496	1.529,98.496
165.737,0.022	0.760,110.764
0.718,0.538	48.266,0.008	0.017,34.443
1.946,1.241	107.311,0.253	0.032,57.070
0.664,0.147	13.599,0.002	0.013,7.294
452.251,0.013	452.251,0.639
3.092,1.110	143.095,0.053	0.503,97.160
44.519,0.028	0.044,213.036	1.930,213.036
4.702,0.012	412.810,0.012	0.072,35.410
238.610,0.017
92.556,0.298	0.014,136.047
247.930,0.005	0.263,16.172
0.552,4.084	29.210,0.118	0.095,359.543
47.086,0.121	0.126,2.243	0.126,110.690
60.266,0.039	2.201,257.070
0.001,1.239	0.001,21.268
3.820,0.415	68.840,0.415	0.081,32.459
1.525,0.533	98.836,0.006	0.042,32.664
0.390,0.381	14.274,0.008	0.008,35.777
2.431,2.984	126.412,0.037	0.044,104.070
119.106,0.010	0.022,54.263
0.008,567.530
6.293,0.120	6.293,2.761	0.004,240.798
516.029,0.041	1.402,100.263
385.812,0.638	0.095,46.781	4.298,46.781
1.255,0.009	123.401,0.009	0.046,76.793
79.088,0.259	0.049,311.173
116.785,0.019	0.032,87.287
0.412,1.048	38.914,0.012	0.010,24.772
170.728,0.009	0.362,52.275
0.277,147.379
0.636,1.005	61.047,0.010	0.030,99.908
1.578,1.462	93.795,0.033	0.030,56.169
3.371,0.784	141.712,0.036	0.129,50.273
2.492,0.103	128.664,0.001	0.074,6.746
35.126,0.006	0.026,27.313	1.144,27.313
345.287,0.142	122.315,10.435
6.119,0.024	55.682,0.024	6.119,1.935	55.682,1.935
1.118,50.082	6.156,8.941
26.112,0.017	0.006,1.556	0.006,150.162
380.061,0.427
1.853,0.094	34.301,0.094	0.039,4.022	0.039,331.452
0.612,0.556	56.425,0.077	0.016,39.929
638.570,0.012	0.133,75.363
41.825,0.393	0.004,333.779
23.704,0.159	23.704,3.151	0.005,262.069
10.564,0.391	0.006,6.415	0.006,138.441
82.035,0.100	0.112,6.787	1.728,6.787	0.112,232.236	1.728,232.236
152.528,0.003
1.926,0.008	161.262,0.008	0.032,15.574
1.109,0.273	89.046,0.273	0.020,2.070	0.020,147.469
1.529,1.419	24.143,0.031	0.019,29.950
169.961,0.014	169.961,1.092	0.188,63.039
0.368,1.392	30.669,0.334	0.004,76.849
170.495,0.032	0.283,198.018
150.586,0.432	0.094,4.808	0.094,387.678
31.005,0.006
37.542,0.048	0.098,77.398	2.000,77.398
4.530,0.026	40.410,0.026	0.046,126.373
229.878,0.059
0.001,50.117
108.057,0.002
1.959,0.373	138.442,0.004	0.026,31.412
1.383,0.494	64.922,0.010	0.024,47.836
3.808,0.115	104.959,0.115	0.109,132.562
40.376,0.015	0.126,91.963
0.694,1.215	54.409,0.037	0.011,51.847
1.085,2.290	62.380,0.239	0.036,83.764
0.395,1.399	1.533,1.399	0.395,50.576	1.533,50.576
0.864,0.606	49.300,0.090	0.094,37.857
0.208,1.056	17.407,0.019	0.009,96.561
32.928,1.343	0.006,322.585
128.486,0.073	0.106,63.884
29.563,0.450	0.028,2.514	0.028,234.966
436.067,0.093	0.962,2.647	0.962,75.704
3.278,0.017	255.198,0.017	0.056,29.595
493.244,0.010	0.574,17.946
20.176,0.088	0.005,270.865
278.872,0.003
121.339,0.012	0.167,11.094
54.534,1.661	0.105,534.059	4.568,47.850
0.339,0.494	25.339,0.007	0.018,48.113
53.520,4.751	0.148,833.022
622.661,0.007	1.277,45.343
11.157,0.053	0.004,276.402
0.635,1.027	39.432,0.025	0.080,98.776	4.957,98.776
0.605,0.445	51.618,0.012	0.029,28.079
0.012,552.476
121.206,0.005	2.926,27.708
3.528,0.040	273.814,0.040	0.082,88.762	6.397,3.875
199.057,0.004
925.221,0.095	0.660,5.545	0.660,317.124
103.382,0.036	0.108,164.846
400.540,0.015	0.309,72.115
193.520,0.179	0.101,83.991
304.974,0.031	0.278,78.516
48.918,0.061	48.918,4.604	0.047,94.385
269.540,1.846	0.164,87.634	6.411,71.628
186.182,0.022	186.182,1.294	0.066,80.051
7.408,0.144	0.003,91.979
492.423,0.088	0.147,99.554
0.004,572.064
357.793,0.049	0.110,223.062
34.358,0.091	34.358,1.925	0.015,107.652
19.414,0.057	0.209,3.621	0.209,24.211
3.877,0.027	175.143,0.027	0.082,72.640
19.760,0.037	0.004,2.187	0.004,207.842
2.029,1.075	108.843,0.046	0.061,38.715
0.015,254.813
522.805,0.015	0.407,113.973
1.953,0.025	81.585,0.025	0.200,1.900	0.200,61.492
2.552,0.415	102.809,0.005	0.066,20.551
154.171,0.017	0.279,1.536	0.279,135.174
0.231,1.242	16.540,0.019	0.003,116.478
0.316,0.572	12.885,0.009	0.051,51.355	2.068,51.355
0.013,70.980
