Phase,Count,Frequency
00,14,0.0014
00-01-20,13,0.0013
00-02,83,0.0083
00-02-10,8,8e-4
00-02-12-20,4,4e-4
00-02-20,986,0.0986
00-02-20-21,4,4e-4
00-02-20-22,10,0.001
00-10,1,1e-4
00-20,83,0.0083
01-02,27,0.0027
01-02-10-20,12,0.0012
01-02-11-12-20,9,9e-4
01-02-11-20,4,4e-4
01-02-12-20,6,6e-4
01-02-20,258,0.0258
01-02-20-22,10,0.001
01-02-21,1,1e-4
01-02-21-22,1,1e-4
01-10-20,1,1e-4
01-12-20,1,1e-4
01-20,12,0.0012
02,536,0.0536
02-10,9,9e-4
02-10-11-20,3,3e-4
02-10-11-20-21,5,5e-4
02-10-11-21,1,1e-4
02-10-20,264,0.0264
02-10-20-21,11,0.0011
02-10-20-22,9,9e-4
02-10-21,1,1e-4
02-11-20,1,1e-4
02-11-21,3,3e-4
02-12,27,0.0027
02-12-20,462,0.0462
02-12-20-21,37,0.0037
02-12-20-22,11,0.0011
02-12-21,4,4e-4
02-12-22,4,4e-4
02-20,5097,0.5097
02-20-21,421,0.0421
02-20-21-22,13,0.0013
02-20-22,464,0.0464
02-21,110,0.011
02-21-22,9,9e-4
02-22,75,0.0075
10-12-20,3,3e-4
10-12-20-22,2,2e-4
10-20,12,0.0012
11-12-20,1,1e-4
11-12-20-21,1,1e-4
11-12-21-22,1,1e-4
12,6,6e-4
12-20,125,0.0125
12-20-21,11,0.0011
12-20-22,13,0.0013
12-21,3,3e-4
12-22,4,4e-4
20,555,0.0555
20-21,30,0.003
20-21-22,3,3e-4
20-22,72,0.0072
21,12,0.0012
21-22,2,2e-4
22,19,0.0019
