Phase,Count,Frequency
00-01-20,4,4e-4
00-02,19,0.0019
00-02-10,4,4e-4
00-02-10-20,1,1e-4
00-02-12-20,23,0.0023
00-02-20,941,0.0941
00-02-20-21,25,0.0025
00-02-20-22,32,0.0032
00-02-21,1,1e-4
00-20,28,0.0028
01-02,19,0.0019
01-02-10-20,78,0.0078
01-02-10-20-22,5,5e-4
01-02-11-12,2,2e-4
01-02-11-12-20,53,0.0053
01-02-11-20,1,1e-4
01-02-12-20,16,0.0016
01-02-20,566,0.0566
01-02-20-21-22,1,1e-4
01-02-20-22,57,0.0057
01-02-21,1,1e-4
01-02-21-22,9,9e-4
01-12-20,6,6e-4
01-20,1,1e-4
02,398,0.0398
02-10,2,2e-4
02-10-11-20,2,2e-4
02-10-11-20-21,41,0.0041
02-10-12-20-22,3,3e-4
02-10-20,555,0.0555
02-10-20-21,13,0.0013
02-10-20-22,66,0.0066
02-10-21,11,0.0011
02-10-22,1,1e-4
02-11-12-20,3,3e-4
02-11-20,6,6e-4
02-11-20-21,3,3e-4
02-11-21,6,6e-4
02-12,49,0.0049
02-12-20,563,0.0563
02-12-20-21,67,0.0067
02-12-20-22,7,7e-4
02-12-21,18,0.0018
02-20,3512,0.3512
02-20-21,498,0.0498
02-20-21-22,10,0.001
02-20-22,997,0.0997
02-21,135,0.0135
02-21-22,55,0.0055
02-22,145,0.0145
10-11-20-21,2,2e-4
10-12-20,1,1e-4
10-12-20-22,3,3e-4
10-20,31,0.0031
11-12-20,13,0.0013
11-12-21-22,5,5e-4
11-21,1,1e-4
12,17,0.0017
12-20,140,0.014
12-20-21,12,0.0012
12-20-22,53,0.0053
12-21,7,7e-4
12-22,10,0.001
20,413,0.0413
20-21,56,0.0056
20-22,134,0.0134
21,16,0.0016
21-22,8,8e-4
22,19,0.0019
