parIndex,nStates,Phase,State,DSGRNPhase,nStatesRAC,basin,A,B,basinDiscret
1,1,01,01,01,1,1,-5.878577,6.751534,1
2,2,01-20,01,01-20,2,0.847,-6.305233,3.773255,0.847
2,2,01-20,20,01-20,2,0.153,4.959636,-1.836816,0.153
3,1,20,20,20,1,1,6.87001,-0.333484,1
4,2,01-20,20,01-20,2,0.286,6.715348,1.045945,0.286
4,2,01-20,01,01-20,2,0.714,-3.478,6.191538,0.714
5,1,20,20,00-20,1,1,7.015654,-1.588517,1
6,2,01-20,20,01-20,2,0.211,6.013308,0.865778,0.211
6,2,01-20,01,01-20,2,0.789,-2.734137,6.23592,0.789
7,2,01-20,20,01-20,2,0.324,6.930435,1.892037,0.324
7,2,01-20,01,01-20,2,0.676,-4.428586,6.793686,0.676
8,1,20,20,00-20,1,1,6.872217,-0.209133,1
9,1,20,20,01-20,1,1,3.728084,3.397071,1
10,2,01-20,01,01-20,2,0.844,-3.564146,6.033556,0.844
10,2,01-20,20,01-20,2,0.156,6.003633,0.49639,0.156
11,2,01-20,20,01-20,2,0.179,5.608841,0.373013,0.179
11,2,01-20,01,01-20,2,0.821,-4.853018,3.907005,0.821
12,2,01-20,20,01-20,2,0.396,6.162075,3.084433,0.396
12,2,01-20,01,01-20,2,0.604,-2.595674,7.090456,0.604
13,2,01-20,20,01-20,2,0.368,6.026686,1.287056,0.368
13,2,01-20,01,01-20,2,0.632,0.163824,6.523676,0.632
14,1,01,01,01,1,1,-4.918196,7.227068,1
15,1,00,00,00-10,1,1,-3.724795,2.289395,1
16,2,01-20,20,01-20,2,0.346,6.853206,3.65931,0.346
16,2,01-20,01,01-20,2,0.654,-4.263742,7.31483,0.654
17,1,01,01,01-20,1,1,-7.282807,7.609975,1
18,2,01-20,01,01-20,2,0.707,-1.127089,4.732714,0.707
18,2,01-20,20,01-20,2,0.293,6.739773,-0.393143,0.293
19,2,01-20,01,01-10-20,2,0.19,1.604015,6.588631,0.19
19,2,01-20,20,01-10-20,2,0.81,5.621296,3.165061,0.81
20,1,01,01,01-20,1,1,-4.251051,6.515131,1
21,2,01-20,20,01-20,2,0.069,7.188842,1.853551,0.069
21,2,01-20,01,01-20,2,0.931,-5.088169,7.622887,0.931
22,1,01,01,01-20,1,1,-0.825813,5.804811,1
23,2,01-20,01,01-10-20,2,0.13,-1.230002,7.018343,0.13
23,2,01-20,20,01-10-20,2,0.87,7.418796,3.355245,0.87
24,2,00-20,20,00-20,2,0.398,6.754693,-0.860983,0.398
24,2,00-20,00,00-20,2,0.602,0.876354,4.804698,0.602
25,1,01,01,01,1,1,-5.216586,7.479527,1
26,2,01-20,20,01-20,2,0.166,4.084781,2.708225,0.166
26,2,01-20,01,01-20,2,0.834,-6.79634,6.240557,0.834
27,1,20,20,20,1,1,8.101388,-3.022987,1
28,2,01-20,20,01-20,2,0.556,6.32926,-1.116942,0.556
28,2,01-20,01,01-20,2,0.444,-1.276134,3.545443,0.444
29,2,01-20,20,01-20,2,0.077,7.161769,1.935106,0.077
29,2,01-20,01,01-20,2,0.923,-4.582597,7.855192,0.923
30,2,01-21,01,01,2,0.401,-0.88926,6.401329,0.401
30,2,01-21,21,01,2,0.599,5.979034,6.136322,0.599
31,1,01,01,01-20,1,1,-4.746345,5.383106,1
32,2,01-20,20,01-20,2,0.412,6.137563,2.527323,0.412
32,2,01-20,01,01-20,2,0.588,-1.914497,6.245152,0.588
33,1,20,20,01-20,1,1,7.209829,0.661089,1
34,1,01,01,01-20,1,1,-7.406912,7.889785,1
35,1,01,01,01,1,1,-3.600909,5.529761,1
36,2,01-20,01,01-20,2,0.539,-1.819885,5.844853,0.539
36,2,01-20,20,01-20,2,0.461,6.47112,1.797353,0.461
37,1,20,20,20,1,1,6.74781,-0.797768,1
38,1,01,01,01-20,1,1,-6.774809,6.705981,1
39,1,20,20,01-20,1,1,8.275187,2.910437,1
40,1,01,01,01,1,1,-8.3024539999999991,6.945488,1
41,1,01,01,01,1,1,-4.125472,6.984773,1
42,2,01-20,20,01-10-20,2,0.143,6.056007,4.181563,0.143
42,2,01-20,01,01-10-20,2,0.857,-1.247965,7.567685,0.857
43,1,01,01,01-20,1,1,-7.020749,7.715645,1
44,1,01,01,01,1,1,-7.888105,6.492629,1
45,2,01-20,01,01-20,2,0.523,-0.37667,6.921207,0.523
45,2,01-20,20,01-20,2,0.477,6.941944,1.251113,0.477
46,2,01-20,20,01-20,2,0.928,7.570724,3.127441,0.928
46,2,01-20,01,01-20,2,0.072,-0.692298,7.641482,0.072
47,1,20,20,01-10-20,1,1,6.605334,-0.001824,1
48,2,01-20,20,01-20,2,0.065,5.162929,2.425218,0.065
48,2,01-20,01,01-20,2,0.935,-3.42683,8.112957,0.935
49,2,01-20,20,01-20,2,0.549,7.50234,-0.718634,0.549
49,2,01-20,01,01-20,2,0.451,-0.427038,3.970109,0.451
50,2,01-20,01,01-20,2,0.13,-1.137858,6.318635,0.13
50,2,01-20,20,01-20,2,0.87,6.652052,1.343804,0.87
51,2,01-20,20,01-20,2,0.885,6.811783,-1.281194,0.885
51,2,01-20,01,01-20,2,0.115,0.334725,5.305592,0.115
52,2,01-20,20,01-20,2,0.378,7.560747,0.993634,0.378
52,2,01-20,01,01-20,2,0.622,-1.400266,5.964326,0.622
53,2,01-20,20,01-20,2,0.078,4.909789,0.478784,0.078
53,2,01-20,01,01-20,2,0.922,-3.113982,4.225051,0.922
54,1,21,21,21,1,1,8.519464,5.640552,1
55,1,20,20,01-10-20,1,1,6.91731,-0.228479,1
56,1,20,20,01-20,1,1,7.921507,2.371063,1
57,2,01-20,20,01-20,2,0.068,5.519483,1.391242,0.068
57,2,01-20,01,01-20,2,0.932,-5.772059,6.529964,0.932
58,2,01-20,01,01-20,2,0.765,-2.812552,7.363043,0.765
58,2,01-20,20,01-20,2,0.235,6.230201,1.670685,0.235
59,2,01-20,01,01-20,2,0.762,-4.331832,7.363007,0.762
59,2,01-20,20,01-20,2,0.238,6.238039,2.913154,0.238
60,2,00-20,20,00-20,2,0.272,6.030634,-4.479466,0.272
60,2,00-20,00,00-20,2,0.728,0.16861400000000001,0.669206,0.728
61,1,20,20,00-20,1,1,6.919246,-2.212277,1
62,1,01,01,01,1,1,-2.680858,6.632989,1
63,1,01,01,01,1,1,-9.338591,6.185961,1
64,1,20,20,01-20,1,1,8.147048,-0.468392,1
65,2,01-20,01,01-20,2,0.319,0.932131,4.872755,0.319
65,2,01-20,20,01-20,2,0.681,5.867601,0.810332,0.681
66,1,01,01,01-20,1,1,-5.162183,6.46871,1
67,1,21,21,01-21,1,1,8.00372,2.52097,1
68,1,20,20,20,1,1,7.331893,-3.600434,1
69,2,01-20,20,01-11-20,2,0.466,8.522783,3.270843,0.466
69,2,01-20,01,01-11-20,2,0.534,-2.389101,6.90043,0.534
70,2,01-20,01,01-20,2,0.74,-1.706998,6.122779,0.74
70,2,01-20,20,01-20,2,0.26,6.000294,3.768847,0.26
71,1,01,01,01,1,1,-4.946679,6.6035,1
72,2,01-20,01,01-20,2,0.912,-4.866366,6.420963,0.912
72,2,01-20,20,01-20,2,0.088,5.880199,1.780901,0.088
73,1,01,01,01,1,1,-7.085222,6.924349,1
74,1,20,20,00-20,1,1,5.681487,-0.911698,1
75,2,01-20,01,01-20,2,0.538,-1.583607,6.822423,0.538
75,2,01-20,20,01-20,2,0.462,8.429342,1.008123,0.462
76,1,20,20,01-11-20,1,1,6.325391,2.233025,1
77,1,01,01,01-20,1,1,-6.092229,4.924811,1
78,2,01-20,01,01-20,2,0.624,-1.98601,6.36256,0.624
78,2,01-20,20,01-20,2,0.376,7.54434,2.115491,0.376
79,2,01-20,01,01-10-20,2,0.544,-2.103716,7.982071,0.544
79,2,01-20,20,01-10-20,2,0.456,6.732715,2.470749,0.456
80,1,01,01,01,1,1,-5.680711,6.410094,1
81,1,01,01,01-20,1,1,-3.689162,5.368538,1
82,2,01-20,20,01-20,2,0.175,7.184911,4.328381,0.175
82,2,01-20,01,01-20,2,0.825,-3.481609,8.662367,0.825
83,1,20,20,01-20,1,1,8.235078,3.242287,1
84,2,01-20,01,01-10-20,2,0.367,-0.694622,7.902485,0.367
84,2,01-20,20,01-10-20,2,0.633,8.534876,1.969264,0.633
85,2,01-20,01,01-20,2,0.911,-2.342631,6.682423,0.911
85,2,01-20,20,01-20,2,0.089,5.235933,4.171342,0.089
86,1,01,01,01-20,1,1,-2.387908,4.825322,1
87,2,01-20,20,01-20,2,0.521,9.018029,1.633106,0.521
87,2,01-20,01,01-20,2,0.479,-2.894855,5.672738,0.479
88,1,20,20,01-20,1,1,8.71823,1.100432,1
89,2,01-20,20,01-20,2,0.309,6.929928,1.388834,0.309
89,2,01-20,01,01-20,2,0.691,-0.802127,6.097797,0.691
90,2,01-20,01,01-20,2,0.469,-1.726154,6.782264,0.469
90,2,01-20,20,01-20,2,0.531,6.26702,3.240795,0.531
91,2,01-20,20,01-10-20,2,0.535,6.765738,-0.800221,0.535
91,2,01-20,01,01-10-20,2,0.465,-5.523429,5.770383,0.465
92,2,00-20,00,00-20,2,0.705,-0.346425,3.862442,0.705
92,2,00-20,20,00-20,2,0.295,6.096012,-0.081139,0.295
93,2,01-20,20,01-20,2,0.501,7.276815,1.701461,0.501
93,2,01-20,01,01-20,2,0.499,-2.758729,6.914144,0.499
94,1,01,01,01,1,1,-6.462631,8.078627,1
95,1,01,01,01-20,1,1,0.232619,6.727901,1
96,1,01,01,01,1,1,-10.440903,8.472605,1
97,2,01-20,01,01-20,2,0.739,-4.089117,7.656897,0.739
97,2,01-20,20,01-20,2,0.261,6.647106,2.945396,0.261
98,1,00,00,00,1,1,-3.573611,5.192119,1
99,1,01,01,01,1,1,-7.126199,5.312123,1
100,2,00-20,00,00-20,2,0.493,0.461365,5.264735,0.493
100,2,00-20,20,00-20,2,0.507,6.910701,-1.13918,0.507
101,2,00-20,00,00-20,2,0.58,-2.961655,5.003517,0.58
101,2,00-20,20,00-20,2,0.42,3.939398,1.185376,0.42
102,2,00-20,20,00-20,2,0.384,5.506037,-1.088962,0.384
102,2,00-20,00,00-20,2,0.616,0.643229,2.136701,0.616
103,2,01-20,20,01-20,2,0.238,6.546539,3.797911,0.238
103,2,01-20,01,01-20,2,0.762,-1.790464,8.360882,0.762
104,2,01-20,01,01-20,2,0.336,-2.545503,4.035998,0.336
104,2,01-20,20,01-20,2,0.664,7.058748,0.252571,0.664
105,1,01,01,01,1,1,-5.345357,6.122414,1
106,2,01-20,01,01-20,2,0.631,-3.749469,7.143848,0.631
106,2,01-20,20,01-20,2,0.369,7.716099,1.855409,0.369
107,2,01-20,20,01-20,2,0.256,5.011047,1.135237,0.256
107,2,01-20,01,01-20,2,0.744,-4.307016,6.686172,0.744
108,2,01-20,20,01-20,2,0.371,5.255547,1.863357,0.371
