parIndex,nStates,Phase,State,DSGRNPhase,nStatesRAC,basin,A,B,basinDiscret
1,3,02-20-21,02,02-20-21,3,0.61,-4.019286,7.213522,0.61
1,3,02-20-21,20,02-20-21,3,0.24,7.618783,-5.846354,0.24
1,3,02-20-21,21,02-20-21,3,0.15,7.618783,0.740615,0.15
2,2,02-20,02,02-20-21,2,0.81,-7.523969,4.113469,0.81
2,2,02-20,20,02-20-21,2,0.19,5.301413,-8.494485,0.19
3,3,02-20-21,20,02-20-21,3,0.12,5.947031,-4.144395,0.12
3,3,02-20-21,21,02-20-21,3,0.13,5.947031,0.831619,0.13
3,3,02-20-21,02,02-20-21,3,0.75,-5.840579,5.807632,0.75
4,2,02-20,20,02-20,2,0.9,7.904234,-7.710038,0.9
4,2,02-20,02,02-20,2,0.1,-4.086067,4.02599,0.1
5,2,02-20,20,02-10-20,2,0.83,5.757179,-4.650861,0.83
5,2,02-20,02,02-10-20,2,0.17,-0.675756,7.198457,0.17
6,3,01-02-20,20,01-02-20,3,0.32,5.764032,-6.390951,0.32
6,3,01-02-20,01,01-02-20,3,0.39,-6.233861,0.240651,0.39
6,3,01-02-20,02,01-02-20,3,0.29,-6.233861,6.508274,0.29
7,3,02-20-21,21,02-20-21,3,0.03,4.340342,1.601242,0.03
7,3,02-20-21,20,02-20-21,3,0.08,4.340343,-4.939738,0.08
7,3,02-20-21,02,02-20-21,3,0.89,-7.966427,7.092878,0.89
8,3,00-02-20,02,00-02-20,3,0.26,-6.008236,5.156739,0.26
8,3,00-02-20,20,00-02-20,3,0.29,3.993074,-7.131576,0.29
8,3,00-02-20,00,00-02-20,3,0.45,0.023555,-1.004974,0.45
9,4,01-02-10-20,02,01-02-10-20,4,0.15,-4.852313,4.387259,0.15
9,4,01-02-10-20,20,01-02-10-20,4,0.28,5.033612,-7.167693,0.28
9,4,01-02-10-20,01,01-02-10-20,4,0.56,-4.852311,-1.405548,0.56
9,4,01-02-10-20,10,01-02-10-20,4,0.01,-0.024492,-7.076318,0.01
10,3,00-02-20,20,00-02-20,3,0.08,2.713131,-3.953562,0.08
10,3,00-02-20,00,00-02-20,3,0.46,-3.014188,0.294858,0.46
10,3,00-02-20,02,00-02-20,3,0.46,-6.232604,4.989663,0.46
11,3,02-10-20,20,02-10-20,3,0.48,6.894914,-5.036452,0.48
11,3,02-10-20,02,02-10-20,3,0.12,-4.877634,6.907935,0.12
11,3,02-10-20,10,02-10-20,3,0.4,0.569259,-5.036397,0.4
12,3,00-02-20,00,00-02-20,3,0.24,0.335687,1.022127,0.24
12,3,00-02-20,02,00-02-20,3,0.35,-6.07704,7.157948,0.35
12,3,00-02-20,20,00-02-20,3,0.41,6.952076,-5.264107,0.41
