Phase,Count,Frequency
00-01-10-11,1,1e-4
00-01-20,3,3e-4
00-02,30,0.003
00-02-10,5,5e-4
00-02-12-20,39,0.0039
00-02-20,946,0.0946
00-02-20-21,29,0.0029
00-02-20-22,37,0.0037
00-02-21,2,2e-4
00-12-20,2,2e-4
00-20,18,0.0018
01-02,27,0.0027
01-02-10-20,85,0.0085
01-02-10-20-22,8,8e-4
01-02-11-12,4,4e-4
01-02-11-12-20,62,0.0062
01-02-11-20,1,1e-4
01-02-12-20,10,0.001
01-02-20,579,0.0579
01-02-20-21-22,1,1e-4
01-02-20-22,74,0.0074
01-02-21,1,1e-4
01-02-21-22,3,3e-4
01-10-20,1,1e-4
01-11-12-20,1,1e-4
01-12-20,7,7e-4
01-20,3,3e-4
01-20-22,1,1e-4
02,426,0.0426
02-10,5,5e-4
02-10-11-20,1,1e-4
02-10-11-20-21,63,0.0063
02-10-20,581,0.0581
02-10-20-21,4,4e-4
02-10-20-22,79,0.0079
02-10-21,6,6e-4
02-10-22,1,1e-4
02-11-12-20,1,1e-4
02-11-20,4,4e-4
02-11-20-21,2,2e-4
02-11-21,5,5e-4
02-12,57,0.0057
02-12-20,505,0.0505
02-12-20-21,70,0.007
02-12-20-22,5,5e-4
02-12-21,9,9e-4
02-20,3313,0.3313
02-20-21,485,0.0485
02-20-21-22,7,7e-4
02-20-22,1064,0.1064
02-21,144,0.0144
02-21-22,51,0.0051
02-22,171,0.0171
10-12-20-22,8,8e-4
10-20,21,0.0021
11-12-20,11,0.0011
11-12-21,1,1e-4
11-12-21-22,2,2e-4
11-20,1,1e-4
11-20-21,1,1e-4
11-21,4,4e-4
12,14,0.0014
12-20,131,0.0131
12-20-21,16,0.0016
12-20-22,54,0.0054
12-21,4,4e-4
12-22,7,7e-4
20,409,0.0409
20-21,51,0.0051
20-21-22,1,1e-4
20-22,169,0.0169
21,9,9e-4
21-22,11,0.0011
22,36,0.0036
