parIndex,nStates,Phase,State,DSGRNPhase,nStatesRAC,basin,A,B,basinDiscret
1,2,02-20,02,02-20,2,0.58,-8.249143,6.423561,0.58
1,2,02-20,20,02-20,2,0.42,4.024163,-4.00643,0.42
2,2,02-20,20,02-20,2,0.04,6.583244,-1.956799,0.04
2,2,02-20,02,02-20,2,0.96,-3.869319,6.046945,0.96
3,2,02-20,02,02-20,2,0.98,-9.475989,7.026187,0.98
3,2,02-20,20,02-20,2,0.02,2.3038,-2.689736,0.02
4,3,02-10-20,02,02-10-20,3,0.58,-6.865401,7.613444,0.58
4,3,02-10-20,10,02-10-20,3,0.29,-1.395777,-3.701662,0.29
4,3,02-10-20,20,02-10-20,3,0.13,4.992222,-3.701662,0.13
5,3,00-02-20,20,00-02-20,3,0.67,5.614026,-5.4004200000000004,0.67
5,3,00-02-20,00,00-02-20,3,0.2,-0.007469,0.539621,0.2
5,3,00-02-20,02,00-02-20,3,0.13,-2.463121,6.078109,0.13
6,2,02-20,20,02-20,2,0.45,7.124686,-3.216588,0.45
6,2,02-20,02,02-20,2,0.55,-1.925123,6.591554,0.55
7,3,02-10-20,20,02-10-20,3,0.1,7.198299,-1.889801,0.1
7,3,02-10-20,10,02-10-20,3,0.15,1.115814,-1.889802,0.15
7,3,02-10-20,02,02-10-20,3,0.75,-4.379367,8.065956,0.75
8,2,02-20,02,02-20,2,0.9,-7.160236,6.189897,0.9
8,2,02-20,20,02-20,2,0.1,4.361042,-1.078212,0.1
9,4,01-02-10-20,20,01-02-10-20,4,0.51,6.935655,-5.370417,0.51
9,4,01-02-10-20,01,01-02-10-20,4,0.05,-5.324195,1.159801,0.05
9,4,01-02-10-20,10,01-02-10-20,4,0.31,0.576383,-5.370402,0.31
9,4,01-02-10-20,02,01-02-10-20,4,0.13,-5.324248,6.956508,0.13
10,2,12-20,12,02-12-20,2,0.34,0.017662,5.580346,0.34
10,2,12-20,20,02-12-20,2,0.66,5.790957,-5.608115,0.66
11,2,02-20,20,02-20,2,0.37,5.360538,-2.907072,0.37
11,2,02-20,02,02-20,2,0.63,-6.160597,4.361042,0.63
12,2,02-20,02,02-20,2,0.92,-8.599047,6.75005,0.92
12,2,02-20,20,02-20,2,0.08,3.386532,-3.718397,0.08
13,3,02-20-22,02,02-20-22,3,0.45,-4.957747,6.846402,0.45
13,3,02-20-22,20,02-20-22,3,0.15,7.165201,-5.860268,0.15
13,3,02-20-22,22,02-20-22,3,0.4,1.173537,0.783337,0.4
14,4,02-12-20-21,20,02-12-20-21,4,0.14,6.69501,-3.67211,0.14
14,4,02-12-20-21,12,02-12-20-21,4,0.44,1.415372,6.560183,0.44
14,4,02-12-20-21,21,02-12-20-21,4,0.18,6.69501,0.75614,0.18
14,4,02-12-20-21,02,02-12-20-21,4,0.24,-3.906609,6.560183,0.24
15,3,01-02-20,20,01-02-20,3,0.34,6.244444,-4.725954,0.34
15,3,01-02-20,02,01-02-20,3,0.23,-5.313827,6.17617,0.23
15,3,01-02-20,01,01-02-20,3,0.43,-5.313797,1.274787,0.43
16,3,01-02-20,20,01-02-20,3,0.27,6.393051,-4.734034,0.27
16,3,01-02-20,01,01-02-20,3,0.41,-5.272885,-0.361784,0.41
16,3,01-02-20,02,01-02-20,3,0.32,-5.272888,5.646983,0.32
17,3,02-10-20,20,02-10-20,3,0.41,6.491092,-6.286287,0.41
17,3,02-10-20,10,02-10-20,3,0.44,0.556573,-6.138064,0.44
