1	1	1000	-3.745282	6.229071
2	2	379	6.040647	2.235530
2	2	621	-5.628439	6.608341
3	3	333	6.118604	-0.154825
3	3	501	-4.832608	6.450597
3	3	166	1.144206	6.437928
4	3	484	6.457898	-0.169329
4	3	32	0.282704	0.029068
4	3	484	-5.395506	5.498707
5	2	721	-0.927598	-1.810728
5	2	279	5.169084	-1.814729
6	2	778	3.280852	1.511405
6	2	222	-0.158277	7.170293
7	2	576	6.897511	0.707608
7	2	424	-2.677271	6.933702
8	2	944	7.081178	-0.963738
8	2	56	-1.763377	4.181714
9	2	960	-7.853466	7.410355
9	2	40	2.971424	1.987575
10	2	56	-1.853492	6.128076
10	2	944	6.026899	0.446256
11	2	620	-0.638074	-3.427709
11	2	380	5.840305	-3.427709
12	2	666	-5.673785	5.089387
12	2	334	5.894797	1.515757
13	2	653	7.084433	-1.503440
13	2	347	-1.954754	4.572454
14	1	1000	-7.573094	7.258418
15	2	806	6.378705	1.034184
15	2	194	-3.669025	5.903174
16	3	502	-5.744378	5.285104
16	3	10	0.876229	5.285104
16	3	488	6.795970	-0.408767
17	2	724	7.258733	-0.138627
17	2	276	-1.868657	5.942393
18	1	1000	7.170579	-6.169884
19	3	325	1.512627	6.821960
19	3	545	7.152155	0.194229
19	3	130	-1.399915	6.821960
20	2	598	-4.955267	3.488619
20	2	402	6.350396	-1.143345
21	2	526	6.486367	2.072773
21	2	474	1.276899	6.969126
22	3	438	-5.377391	5.492583
22	3	408	7.706570	-0.982216
22	3	154	1.189676	-0.982216
23	2	414	-2.991482	6.454356
23	2	586	8.036912	1.585366
24	2	448	2.254773	5.391856
24	2	552	-3.398465	7.674468
25	2	668	7.085776	1.740694
25	2	332	-3.145471	6.361948
26	2	942	7.821747	-0.335890
26	2	58	-2.506019	4.760005
27	3	244	4.715883	0.264350
27	3	298	-0.059166	0.264350
27	3	458	-4.890572	6.630982
28	3	393	6.855527	0.104306
28	3	430	-5.600152	6.055422
28	3	177	0.216468	0.104307
29	2	605	-5.648288	5.557907
29	2	395	6.956295	0.077270
30	2	932	-7.094869	6.009264
30	2	68	3.797641	0.154473
31	2	957	-5.653871	7.822266
31	2	43	4.067394	2.515772
32	2	982	-2.746765	6.244434
32	2	18	2.633471	2.783732
33	1	1000	6.307885	0.753564
34	3	113	1.381697	6.664475
34	3	431	7.131260	0.233983
34	3	456	-4.024841	6.695500
35	3	662	6.607285	0.483386
35	3	275	-2.926336	6.041890
35	3	63	0.023425	0.483386
36	3	229	5.382892	0.136670
36	3	248	-0.860743	0.136931
36	3	523	-5.410318	6.093969
37	2	582	8.060581	1.160786
37	2	418	-3.486951	6.947111
38	2	297	-4.188878	7.924402
38	2	703	6.725613	3.301484
39	2	936	-6.606461	8.062346
39	2	64	4.024606	1.548824
40	2	297	5.343372	-0.284157
40	2	703	-6.067950	6.141549
41	2	490	7.570308	-0.080270
41	2	510	-3.557538	6.297097
42	2	549	6.468397	-0.539612
42	2	451	-2.668853	5.311996
43	2	609	-7.013971	6.997869
43	2	391	5.229490	0.421101
44	3	604	-0.548895	-1.859472
44	3	352	3.278505	-1.859473
44	3	44	-6.569498	4.484350
45	2	860	-3.337868	2.746780
45	2	140	3.266962	-2.154366
46	2	731	-5.853900	7.990298
46	2	269	6.821448	1.595408
47	2	470	6.853541	-1.041661
47	2	530	-5.206801	5.421059
48	2	636	8.714555	2.496066
48	2	364	-2.853267	7.555993
49	2	949	-8.806760	8.239471
49	2	51	2.791929	2.307182
50	3	366	0.487345	-0.331102
50	3	346	6.284535	-0.331102
50	3	288	-5.898922	5.929989
51	2	571	7.188825	1.733882
51	2	429	-3.606030	7.327221
52	1	1000	6.932326	-3.310756
53	3	205	1.690842	5.937119
53	3	533	7.594150	-0.552471
53	3	262	-4.387976	5.937119
54	2	914	-7.838684	7.540981
54	2	86	4.031961	1.922912
55	3	326	0.669655	2.068109
55	3	383	-5.244833	7.696811
55	3	291	6.661878	2.068109
