parIndex,nStates,Phase,State,DSGRNPhase,nStatesRAC,basin,A,B,C,D,basinDiscret
1,4,0303-0330-3030-3300,0303,0230-0301-0303-3030,4,0.198,-7.188583,5.134747,-9.373103,6.451069,0.198
1,4,0303-0330-3030-3300,0330,0230-0301-0303-3030,4,0.03,-2.443541,2.923486,1.519662,-6.399479,0.03
1,4,0303-0330-3030-3300,3030,0230-0301-0303-3030,4,0.737,6.48144,-13.175383,7.019804,-12.973776,0.737
1,4,0303-0330-3030-3300,3300,0230-0301-0303-3030,4,0.035,1.515774,3.161829,-3.2097,-3.740132,0.035
2,3,0003-3003-3030,3030,0003-0013-0303-3000-3030,3,0.462,6.058299,-17.13203,5.557161,-11.578492,0.462
2,3,0003-3003-3030,0003,0003-0013-0303-3000-3030,3,0.495,-5.590112,-4.739105,-7.188245,6.468978,0.495
2,3,0003-3003-3030,3003,0003-0013-0303-3000-3030,3,0.043,5.037717,-10.532171,-3.469744,1.014801,0.043
3,4,0303-3000-3030-3200,0303,0301-0303-2000-2030-2200-3000-3030-3200,4,0.676,-11.7772,6.942327,-11.550575,6.27222,0.676
3,4,0303-3000-3030-3200,3000,0301-0303-2000-2030-2200-3000-3030-3200,4,0.119,6.714387,-5.282615,-2.797297,-5.157922,0.119
3,4,0303-3000-3030-3200,3030,0301-0303-2000-2030-2200-3000-3030-3200,4,0.115,6.714387,-10.526167,3.764137,-10.877117,0.115
3,4,0303-3000-3030-3200,3200,0301-0303-2000-2030-2200-3000-3030-3200,4,0.09,5.748481,0.900545,-4.923159,-5.157877,0.09
4,2,0303-3030,0303,0103-0303-1030-1100-1102-3000-3002-3030,2,0.541,-11.025277,4.629467,-10.152585,6.61198,0.541
4,2,0303-3030,3030,0103-0303-1030-1100-1102-3000-3002-3030,2,0.459,6.537869,-11.783209,5.95609,-10.329811,0.459
5,4,0003-0303-3003-3030,3003,-1,4,0.222,1.196648,-4.175229,-5.190728,3.454004,0.222
5,4,0003-0303-3003-3030,0303,-1,4,0.108,-7.629344,4.326227,-8.866777,6.627669,0.108
5,4,0003-0303-3003-3030,0003,-1,4,0.093,-2.83861,-1.704496,-5.190842,6.627625,0.093
5,4,0003-0303-3003-3030,3030,-1,4,0.577,5.911022,-13.989049,6.498019,-8.756736,0.577
6,3,0303-3030-3300,0303,0130-0303-3030-3300-3310,3,0.496,-10.453725,7.570227,-11.302928,5.967689,0.496
6,3,0303-3030-3300,3030,0130-0303-3030-3300-3310,3,0.27,6.987751,-6.744259,6.281626,-11.611091,0.27
6,3,0303-3030-3300,3300,0130-0303-3030-3300-3310,3,0.234,0.840275,6.519535,-4.92785,-5.700253,0.234
7,3,0303-3003-3030,0303,0303-3000-3003-3030,3,0.432,-6.920108,6.155118,-12.045332,6.382827,0.432
7,3,0303-3003-3030,3030,0303-3000-3003-3030,3,0.366,7.763235,-7.064518,6.643898,-12.382705,0.366
7,3,0303-3003-3030,3003,0303-3000-3003-3030,3,0.202,6.183583,-0.487252,-6.039757,0.195659,0.202
8,4,0030-0303-0330-3030,3030,0030-0303-0330-3030,4,0.077,1.297986,-9.219751,7.9163,-12.759538,0.077
8,4,0030-0303-0330-3030,0330,0030-0303-0330-3030,4,0.235,-7.39294,1.856366,3.177863,-6.207606,0.235
8,4,0030-0303-0330-3030,0030,0030-0303-0330-3030,4,0.227,-2.366697,-3.686207,7.9163,-6.217853,0.227
8,4,0030-0303-0330-3030,0303,0030-0303-0330-3030,4,0.461,-13.709825,6.967861,-9.909289,5.837906,0.461
9,2,0303-3030,3030,0302-0303-0330-3030,2,0.17,6.333985,-8.774554,6.517736,-7.48866,0.17
9,2,0303-3030,0303,0302-0303-0330-3030,2,0.83,-10.141675,7.574211,-10.140956,5.881909,0.83
10,4,0130-0303-3030-3300,3030,0130-0301-0303-3002-3012-3030-3300-3302-3310,4,0.267,7.705097,-9.911342,6.641066,-8.346723,0.267
10,4,0130-0303-3030-3300,3300,0130-0301-0303-3002-3012-3030-3300-3302-3310,4,0.126,1.750634,3.929286,-0.877576,-4.851051,0.126
10,4,0130-0303-3030-3300,0130,0130-0301-0303-3002-3012-3030-3300-3302-3310,4,0.097,-2.471936,-3.627038,6.631435,-3.050489,0.097
10,4,0130-0303-3030-3300,0303,0130-0301-0303-3002-3012-3030-3300-3302-3310,4,0.51,-10.232134,7.191716,-6.483705,5.894104,0.51
11,3,0303-3003-3030,3030,0003-0303-3003-3030,3,0.652,7.82823,-13.866295,6.71384,-7.894701,0.652
11,3,0303-3003-3030,3003,0003-0303-3003-3030,3,0.08,2.877222,-7.500814,-4.047432,2.758435,0.08
11,3,0303-3003-3030,0303,0003-0303-3003-3030,3,0.268,-8.930603,4.824236,-10.751756,7.157527,0.268
12,3,0303-3003-3030,3003,0303-3003-3030,3,0.362,1.16138,-5.652262,-5.854127,5.922261,0.362
12,3,0303-3003-3030,0303,0303-3003-3030,3,0.198,-5.45443,5.327237,-11.231379,6.445446,0.198
12,3,0303-3003-3030,3030,0303-3003-3030,3,0.44,6.277832,-11.730987,4.307019,-7.59936,0.44
13,4,0303-0320-1030-3030,0303,0033-0303-0310-1030-3030,4,0.156,-12.679443,6.755728,-3.61109,7.588647,0.156
13,4,0303-0320-1030-3030,1030,0033-0303-0310-1030-3030,4,0.594,-0.676716,-6.939162,7.406755,-3.952807,0.594
13,4,0303-0320-1030-3030,3030,0033-0303-0310-1030-3030,4,0.125,5.363125,-9.86649,7.407185,-10.129462,0.125
13,4,0303-0320-1030-3030,0320,0033-0303-0310-1030-3030,4,0.125,-6.469797,5.876904,0.890455,-3.633061,0.125
14,2,0303-3030,3030,0103-0303-3030,2,0.915,6.576717,-12.597379,6.872616,-11.833722,0.915
14,2,0303-3030,0303,0103-0303-3030,2,0.085,-4.441495,5.125879,-9.821176,6.291376,0.085
15,3,0303-1033-3030,3030,0033-0203-0303-3010-3030,3,0.317,6.994401,-11.009466,6.39641,-11.280145,0.317
15,3,0303-1033-3030,0303,0033-0203-0303-3010-3030,3,0.403,-11.148499,7.705097,-6.974165,8.020819,0.403
15,3,0303-1033-3030,1033,0033-0203-0303-3010-3030,3,0.28,-3.958575,-7.139047,5.615857,1.767043,0.28
16,4,0003-0303-0330-3030,3030,0003-0303-0330-2030-3030,4,0.594,6.649037,-7.43477,8.116928,-11.725897,0.594
16,4,0003-0303-0330-3030,0003,0003-0303-0330-2030-3030,4,0.165,-2.622452,-0.475226,-3.887241,6.407566,0.165
16,4,0003-0303-0330-3030,0303,0003-0303-0330-2030-3030,4,0.148,-8.720415,4.498951,-8.794917,6.407598,0.148
16,4,0003-0303-0330-3030,0330,0003-0303-0330-2030-3030,4,0.093,-4.961399,4.065064,3.008478,-5.089395,0.093
17,3,0303-3000-3030,3000,0303-3000-3030,3,0.439,6.179945,-2.742111,-2.950147,-6.285375,0.439
17,3,0303-3000-3030,3030,0303-3000-3030,3,0.067,6.179946,-9.148734,3.090707,-11.767642,0.067
17,3,0303-3000-3030,0303,0303-3000-3030,3,0.494,-7.788429,8.181918,-13.582496,4.13639,0.494
18,3,0303-3030-3300,0303,0303-1303-3020-3030-3300,3,0.461,-7.029134,7.206066,-11.459926,6.541247,0.461
18,3,0303-3030-3300,3300,0303-1303-3020-3030-3300,3,0.077,1.763884,1.645979,-4.628763,-5.982203,0.077
18,3,0303-3030-3300,3030,0303-1303-3020-3030-3300,3,0.462,5.544968,-9.897043,7.158493,-11.849342,0.462
19,2,0303-3030,0303,-1,2,0.184,-8.156071,6.890881,-6.739265,6.720184,0.184
19,2,0303-3030,3030,-1,2,0.816,8.564237,-10.953695,7.403879,-9.432809,0.816
20,5,0303-1003-1033-3000-3030,3030,0303-1003-3000-3002-3030,5,0.221,5.939278,-8.893413,5.9923,-10.224405,0.221
20,5,0303-1003-1033-3000-3030,1033,0303-1003-3000-3002-3030,5,0.029,-1.23184,-8.636399,4.471636,1.29597,0.029
20,5,0303-1003-1033-3000-3030,0303,0303-1003-3000-3002-3030,5,0.247,-6.675209,7.39296,-10.442728,6.457047,0.247
20,5,0303-1003-1033-3000-3030,3000,0303-1003-3000-3002-3030,5,0.295,5.939278,-5.537372,-0.249727,-5.197411,0.295
