parIndex,nStates,Phase,State,DSGRNPhase,nStatesRAC,basin,A,B,C,D,basinDiscret
1,2,0303-3030,0303,0303-3030,2,0.784,-12.091624,6.058601,-13.685164,6.150024,0.784
1,2,0303-3030,3030,0303-3030,2,0.216,6.602549,-4.954211,4.916447,-7.35563,0.216
2,3,0300-0303-3030,0300,0300-0303-0310-3000-3030,3,0.151,-2.676575,5.18068,-6.880108,-1.541176,0.151
2,3,0300-0303-3030,0303,0300-0303-0310-3000-3030,3,0.071,-7.49919,5.180788,-11.723166,3.840816,0.071
2,3,0300-0303-3030,3030,0300-0303-0310-3000-3030,3,0.778,6.796971,-9.349278,4.395669,-13.869424,0.778
3,2,0003-3030,0003,0003-3000-3030,2,0.063,-4.797957,-5.982165,-3.196218,5.314679,0.063
3,2,0003-3030,3030,0003-3000-3030,2,0.937,6.721743,-18.83304,6.971099,-11.569178,0.937
4,5,0303-2003-3000-3030-3300,3030,0103-0300-0303-2003-2300-3000-3030,5,0.133,6.30809,-11.489121,4.890687,-10.617736,0.133
4,5,0303-2003-3000-3030-3300,2003,0103-0300-0303-2003-2300-3000-3030,5,0.104,0.955349,-5.70955,-7.855509,5.463431,0.104
4,5,0303-2003-3000-3030-3300,3000,0103-0300-0303-2003-2300-3000-3030,5,0.32,6.30809,-5.718615,-1.177535,-6.804944,0.32
4,5,0303-2003-3000-3030-3300,0303,0103-0300-0303-2003-2300-3000-3030,5,0.389,-10.880817,6.208528,-14.225743,5.960402,0.389
4,5,0303-2003-3000-3030-3300,3300,0103-0300-0303-2003-2300-3000-3030,5,0.054,1.967417,0.742164,-7.573081,-4.78669,0.054
5,4,0303-3000-3030-3300,3300,0103-0303-1030-3000-3030,4,0.112,2.402838,1.352829,-5.460696,-4.300334,0.112
5,4,0303-3000-3030-3300,3030,0103-0303-1030-3000-3030,4,0.091,6.471486,-10.601645,3.705884,-9.890986,0.091
5,4,0303-3000-3030-3300,3000,0103-0303-1030-3000-3030,4,0.242,6.471486,-6.780656,-2.833435,-4.300335,0.242
5,4,0303-3000-3030-3300,0303,0103-0303-1030-3000-3030,4,0.555,-8.479321,6.108773,-14.015869,6.703949,0.555
6,3,0303-3003-3030,3030,0200-0203-0300-0303-0330-0331-3030,3,0.833,6.36688,-7.300587,6.715427,-12.229861,0.833
6,3,0303-3003-3030,0303,0200-0203-0300-0303-0330-0331-3030,3,0.156,-8.112753,6.718497,-7.579899,5.567055,0.156
6,3,0303-3003-3030,3003,0200-0203-0300-0303-0330-0331-3030,3,0.011,0.376669,-4.541461,-4.486785,3.37864,0.011
7,2,0303-3030,3030,0003-0303-3030-3200,2,0.329,7.289039,-11.126721,3.528986,-9.042646,0.329
7,2,0303-3030,0303,0003-0303-3030-3200,2,0.671,-10.447826,6.596022,-10.051041,6.895257,0.671
8,2,0303-3030,0303,0301-0303-2030-3030-3300,2,0.266,-6.535578,6.967349,-8.851447,7.157296,0.266
8,2,0303-3030,3030,0301-0303-2030-3030-3300,2,0.734,6.642146,-11.162112,7.230929,-12.196595,0.734
9,4,0303-3000-3030-3300,0303,0303-3000-3030-3300,4,0.674,-10.370429,6.718496,-15.779326,5.759851,0.674
9,4,0303-3000-3030-3300,3000,0303-3000-3030-3300,4,0.217,7.016967,-4.894805,-3.205758,-4.511856,0.217
9,4,0303-3000-3030-3300,3300,0303-3000-3030-3300,4,0.041,4.483877,0.494116,-7.146984,-4.511137,0.041
