parIndex,nStates,Phase,State,DSGRNPhase,nStatesRAC,basin,A,B,basinDiscret
1,2,00-20,00,00-20,2,0.831,-0.540712,4.628828,0.831
1,2,00-20,20,00-20,2,0.169,4.561764,0.787992,0.169
2,2,00-20,20,00-20,2,0.397,6.283488,0.669832,0.397
2,2,00-20,00,00-20,2,0.603,0.491507,5.298368,0.603
3,1,01,01,01,1,1,-6.004967,4.405864,1
4,2,01-20,01,01-20,2,0.541,-2.770069,6.63849,0.541
4,2,01-20,20,01-20,2,0.459,6.949368,0.020723,0.459
5,1,20,20,20,1,1,6.625628,0.450843,1
6,2,01-20,20,01-20,2,0.281,5.151635,0.683174,0.281
6,2,01-20,01,01-20,2,0.719,-5.93955,6.208662,0.719
7,2,01-20,20,01-20,2,0.528,6.71216,1.890195,0.528
7,2,01-20,01,01-20,2,0.472,-2.422739,5.476195,0.472
8,1,20,20,20,1,1,6.22972,-2.498406,1
9,1,20,20,20,1,1,6.649247,-3.369152,1
10,2,01-20,01,01-10-20,2,0.621,-5.868399,6.84977,0.621
10,2,01-20,20,01-10-20,2,0.379,5.991695,0.234598,0.379
11,2,01-20,20,01-20,2,0.301,7.133176,-0.047647,0.301
11,2,01-20,01,01-20,2,0.699,-4.108663,5.770433,0.699
12,2,01-11,01,01-11,2,0.414,-3.56097,6.901966,0.414
12,2,01-11,11,01-11,2,0.586,1.739056,6.896621,0.586
13,1,20,20,20,1,1,6.878426,3.676005,1
14,2,01-20,20,01-20,2,0.42,7.520495,0.620887,0.42
14,2,01-20,01,01-20,2,0.58,-2.868741,6.22482,0.58
15,3,01-11-20,01,01-11-20,3,0.118,-4.335596,8.091628,0.118
15,3,01-11-20,11,01-11-20,3,0.648,2.110931,8.078263,0.648
15,3,01-11-20,20,01-11-20,3,0.234,7.492941,1.678236,0.234
16,1,20,20,00-20,1,1,6.519253,-2.881784,1
17,2,01-20,20,01-10-20,2,0.153,7.106654,2.481342,0.153
17,2,01-20,01,01-10-20,2,0.847,-2.970037,7.469054,0.847
18,1,01,01,01,1,1,-8.240174,6.918504,1
