parIndex,nStates,Phase,State,DSGRNPhase,nStatesRAC,basin,A,B,basinDiscret
1,2,00-20,00,00-20,2,0.468,0.486594,3.458348,0.468
1,2,00-20,20,00-20,2,0.532,6.172506,-2.480363,0.532
2,1,20,20,11-20,1,1,6.060783,1.755637,1
3,1,01,01,01-20,1,1,-8.055073,5.984213,1
4,2,01-20,20,01-20,2,0.296,6.027708,0.57844,0.296
4,2,01-20,01,01-20,2,0.704,-5.446521,6.664731,0.704
5,2,01-20,20,01-20,2,0.28,6.136349,0.20564,0.28
5,2,01-20,01,01-20,2,0.72,-2.940705,4.902353,0.72
6,2,01-20,01,01-10-20,2,0.216,-1.486601,6.69538,0.216
6,2,01-20,20,01-10-20,2,0.784,7.339893,2.504003,0.784
7,2,01-20,01,01-20,2,0.752,-4.842751,6.774908,0.752
7,2,01-20,20,01-20,2,0.248,5.766968,1.50909,0.248
8,2,01-20,20,01-20,2,0.36,5.783449,-1.249725,0.36
8,2,01-20,01,01-20,2,0.64,-5.290675,5.137277,0.64
9,2,01-20,20,01-20,2,0.075,4.462863,1.19562,0.075
9,2,01-20,01,01-20,2,0.925,-4.944213,3.790175,0.925
10,3,01-10-20,10,01-10-20,3,0.539,0.682308,3.181196,0.539
10,3,01-10-20,20,01-10-20,3,0.354,6.071604,3.138322,0.354
10,3,01-10-20,01,01-10-20,3,0.107,-2.293751,7.047746,0.107
11,1,20,20,20,1,1,6.310098,0.378649,1
12,1,20,20,20,1,1,4.673002,-1.783842,1
13,1,00,00,00-20,1,1,-1.297304,3.845979,1
14,2,01-20,01,01-20,2,0.744,-4.072776,5.835068,0.744
14,2,01-20,20,01-20,2,0.256,6.260745,-0.673063,0.256
15,1,01,01,01,1,1,-6.640419,6.377,1
16,3,01-10-20,10,01-10-20,3,0.274,0.950399,3.550305,0.274
16,3,01-10-20,01,01-10-20,3,0.472,-3.307623,6.305971,0.472
16,3,01-10-20,20,01-10-20,3,0.254,5.791557,0.021521,0.254
17,2,01-20,01,01-20,2,0.884,-5.564513,6.656253,0.884
17,2,01-20,20,01-20,2,0.116,4.951623,1.111206,0.116
18,2,00-20,20,00-20,2,0.297,6.355396,-1.206472,0.297
18,2,00-20,00,00-20,2,0.703,0.631595,4.603502,0.703
19,2,01-20,01,01-20,2,0.688,-3.229373,4.605999,0.688
19,2,01-20,20,01-20,2,0.312,6.429315,0.211087,0.312
20,2,01-20,20,01-10-20,2,0.103,4.918813,1.673637,0.103
20,2,01-20,01,01-10-20,2,0.897,-5.832383,6.743292,0.897
21,2,01-20,20,01-20,2,0.482,7.583817,1.120708,0.482
21,2,01-20,01,01-20,2,0.518,-3.382885,6.748065,0.518
22,2,01-20,20,01-20,2,0.103,5.426718,4.774194,0.103
22,2,01-20,01,01-20,2,0.897,-3.92079,6.989935,0.897
23,2,11-20,20,01-11-20,2,0.819,6.337399,2.000071,0.819
23,2,11-20,11,01-11-20,2,0.181,2.41989,6.358008,0.181
24,1,20,20,01-10-20,1,1,6.988465,0.498623,1
25,2,01-20,01,01-20,2,0.787,-1.034577,6.950037,0.787
25,2,01-20,20,01-20,2,0.213,6.16689,3.986056,0.213
26,2,01-20,20,01-20,2,0.322,5.997916,-0.384853,0.322
26,2,01-20,01,01-20,2,0.678,-2.419125,6.132217,0.678
27,1,01,01,01-20,1,1,-6.007218,6.264471,1
28,2,01-20,01,01-20,2,0.739,-2.224238,6.032716,0.739
28,2,01-20,20,01-20,2,0.261,5.764029,1.172814,0.261
29,1,20,20,20,1,1,4.763294,-1.027032,1
30,2,01-20,01,01-10-20,2,0.41,-3.876448,7.430174,0.41
30,2,01-20,20,01-10-20,2,0.59,8.016649,0.872119,0.59
31,2,01-21,01,01-21,2,0.339,-0.729672,6.955798,0.339
31,2,01-21,21,01-21,2,0.661,4.699337,1.924555,0.661
32,2,01-20,20,01-20,2,0.863,5.778762,-0.90357,0.863
32,2,01-20,01,01-20,2,0.137,-5.645005,5.722335,0.137
33,2,01-20,01,01-20,2,0.525,0.170739,5.563656,0.525
33,2,01-20,20,01-20,2,0.475,7.501356,-0.912462,0.475
34,2,01-20,01,01-20,2,0.648,-2.670063,6.411376,0.648
34,2,01-20,20,01-20,2,0.352,6.621554,0.228294,0.352
35,2,01-20,01,01-20,2,0.683,-3.71476,5.957051,0.683
35,2,01-20,20,01-20,2,0.317,5.950848,2.370879,0.317
36,2,01-20,20,01-10-20,2,0.869,6.277197,-1.524719,0.869
36,2,01-20,01,01-10-20,2,0.131,-2.329994,4.309256,0.131
37,2,01-20,20,01-10-20,2,0.951,6.633386,-2.509961,0.951
37,2,01-20,01,01-10-20,2,0.049,-1.503646,3.500446,0.049
38,2,01-20,20,01-20,2,0.326,6.05826,-1.447757,0.326
38,2,01-20,01,01-20,2,0.674,-0.804168,4.236221,0.674
39,2,01-20,01,01-20,2,0.779,-6.031132,6.95419,0.779
39,2,01-20,20,01-20,2,0.221,6.044684,4.015993,0.221
40,2,01-20,20,01-20,2,0.916,5.560212,-1.2937,0.916
40,2,01-20,01,01-20,2,0.084,-1.815801,4.840702,0.084
41,2,01-20,01,01-20,2,0.469,-2.053016,6.725359,0.469
41,2,01-20,20,01-20,2,0.531,7.466498,0.65437,0.531
42,2,01-20,01,01-20,2,0.881,-5.581617,6.310158,0.881
42,2,01-20,20,01-20,2,0.119,6.503796,0.590107,0.119
43,2,01-20,01,01-10-20,2,0.105,-1.843029,6.094203,0.105
43,2,01-20,20,01-10-20,2,0.895,6.252288,-0.165773,0.895
44,2,00-20,00,00-20,2,0.526,-1.204535,2.669063,0.526
44,2,00-20,20,00-20,2,0.474,5.446599,-3.590802,0.474
45,2,01-20,01,01-20,2,0.971,-6.389465,5.792246,0.971
45,2,01-20,20,01-20,2,0.029,4.408781,1.183946,0.029
46,2,11-20,11,01-11-20,2,0.796,-0.09412,6.81274,0.796
46,2,11-20,20,01-11-20,2,0.204,6.175687,0.317782,0.204
47,2,01-20,20,01-20,2,0.184,6.017579,1.011745,0.184
47,2,01-20,01,01-20,2,0.816,-4.566456,4.915363,0.816
48,2,01-20,20,01-20,2,0.481,5.759806,1.305063,0.481
48,2,01-20,01,01-20,2,0.519,-5.27636,6.912896,0.519
49,1,20,20,20,1,1,6.772345,-1.396958,1
50,2,01-20,20,01-20,2,0.089,5.16862,2.121292,0.089
50,2,01-20,01,01-20,2,0.911,-3.897437,8.172382,0.911
51,1,01,01,01,1,1,-6.101319,6.256682,1
52,1,01,01,01,1,1,-6.051547,8.113078,1
53,2,01-20,01,01-20,2,0.726,-5.546394,6.041304,0.726
53,2,01-20,20,01-20,2,0.274,6.710041,-0.365532,0.274
54,1,20,20,01-11-20,1,1,7.833819,0.863173,1
55,2,01-11,01,01-11-20,2,0.243,-1.675326,7.213219,0.243
55,2,01-11,11,01-11-20,2,0.757,3.642843,6.503968,0.757
56,2,01-20,01,01-11-20,2,0.128,-2.235489,6.708635,0.128
56,2,01-20,20,01-11-20,2,0.872,8.187697,1.239158,0.872
57,1,20,20,01-20,1,1,6.001592,4.787561,1
58,2,01-20,20,01-20,2,0.207,5.544988,1.675029,0.207
58,2,01-20,01,01-20,2,0.793,-3.641058,6.373073,0.793
59,1,01,01,01,1,1,-3.499105,6.748734,1
60,2,01-20,01,01-20,2,0.896,-2.048523,7.1266,0.896
60,2,01-20,20,01-20,2,0.104,6.751194,0.830229,0.104
61,2,01-21,01,01,2,0.64,-2.386084,7.447491,0.64
61,2,01-21,21,01,2,0.36,6.779609,4.831505,0.36
62,2,01-20,01,01-20,2,0.887,-4.935316,8.282374,0.887
62,2,01-20,20,01-20,2,0.113,6.197384,2.006516,0.113
63,2,01-20,20,01-20,2,0.17,4.967003,0.504089,0.17
63,2,01-20,01,01-20,2,0.83,-3.654181,6.654473,0.83
64,2,01-20,20,01-11-20,2,0.375,6.79519,0.327015,0.375
64,2,01-20,01,01-11-20,2,0.625,-3.738356,6.95414,0.625
65,2,01-20,01,01-10-20,2,0.65,-2.975753,8.881913,0.65
65,2,01-20,20,01-10-20,2,0.35,7.14164,3.92029,0.35
66,1,20,20,20,1,1,8.879349,2.045957,1
67,2,01-21,01,01-11,2,0.587,-0.018613,6.765389,0.587
67,2,01-21,21,01-11,2,0.413,6.453913,4.213253,0.413
68,2,01-20,20,01-20,2,0.575,7.835306,1.676557,0.575
68,2,01-20,01,01-20,2,0.425,-1.210452,6.669112,0.425
69,2,01-20,20,01-20,2,0.584,8.175813,1.419756,0.584
69,2,01-20,01,01-20,2,0.416,-3.670868,7.420696,0.416
70,2,01-11,11,01-11,2,0.624,1.418345,6.931678,0.624
70,2,01-11,01,01-11,2,0.376,-4.552229,7.19838,0.376
71,2,01-20,20,01-20,2,0.513,8.068808,1.34453,0.513
71,2,01-20,01,01-20,2,0.487,-1.81153,5.595703,0.487
72,2,01-20,20,01-20,2,0.145,5.401757,2.118537,0.145
72,2,01-20,01,01-20,2,0.855,-6.239096,8.023485,0.855
73,2,01-20,20,01-10-20,2,0.078,4.18424,0.99236,0.078
