Phase,Freq.x,Freq.y,Freq,Avg,Std,HillRange,nStates
0202-1121,NA,5e-4,1e-4,NA,NA,8-10,2
0202-1121-2120,NA,1e-4,NA,NA,NA,8-10,3
0202-1201-1210-2020-2101-2110,NA,3e-4,NA,NA,NA,8-10,6
0202-1201-2021-2101,NA,1e-4,NA,NA,NA,8-10,4
0202-1210-2110,NA,2e-4,1e-4,NA,NA,8-10,3
0202-1220-2002-2020,NA,2e-4,NA,NA,NA,8-10,4
0202-1220-2020-2102,NA,1e-4,2e-4,NA,NA,8-10,4
0202-2002-2010,NA,1e-4,NA,NA,NA,8-10,3
0202-2011-2101,NA,2e-4,1e-4,NA,NA,8-10,3
0202-2102-2110,NA,1e-4,NA,NA,NA,8-10,3
0202-2111-2120-2201,NA,1e-4,1e-4,NA,NA,8-10,4
0202-2120-2201-2210,NA,1e-4,NA,NA,NA,8-10,4
0202-2201-2210,NA,3e-4,NA,NA,NA,8-10,3
0202-2201-2220,NA,2e-4,1e-4,NA,NA,8-10,3
0212-0221-1220-2120,NA,1e-4,NA,NA,NA,8-10,4
0212-1022,NA,1e-4,NA,NA,NA,8-10,2
0212-1220-2120,NA,1e-4,NA,NA,NA,8-10,3
0212-2021-2111,NA,2e-4,1e-4,NA,NA,8-10,3
0212-2021-2211,NA,1e-4,NA,NA,NA,8-10,3
0212-2022,NA,2e-4,NA,NA,NA,8-10,2
0212-2110,NA,1e-4,NA,NA,NA,8-10,2
0212-2111,NA,1e-4,NA,NA,NA,8-10,2
0212-2120-2210,NA,1e-4,NA,NA,NA,8-10,3
0221-1021-2020,NA,1e-4,2e-4,NA,NA,8-10,3
0221-1220,NA,1e-4,NA,NA,NA,8-10,2
0221-1220-2020,NA,1e-4,1e-4,NA,NA,8-10,3
0221-2120,NA,1e-4,1e-4,NA,NA,8-10,2
0221-2220,NA,1e-4,NA,NA,NA,8-10,2
0222-2021,NA,2e-4,1e-4,NA,NA,8-10,2
1012-1021-2020,NA,1e-4,1e-4,NA,NA,8-10,3
1021-1102-2020,NA,2e-4,1e-4,NA,NA,8-10,3
1022,NA,1e-4,1e-4,NA,NA,8-10,1
1022-1102,NA,1e-4,NA,NA,NA,8-10,2
1022-1202,NA,1e-4,NA,NA,NA,8-10,2
1102-2020-2100,NA,1e-4,1e-4,NA,NA,8-10,3
1102-2021,NA,1e-4,NA,NA,NA,8-10,2
1121,NA,1e-4,NA,NA,NA,8-10,1
1122,NA,1e-4,NA,NA,NA,8-10,1
1200,NA,1e-4,NA,NA,NA,8-10,1
1201-2020-2101,NA,2e-4,NA,NA,NA,8-10,3
1201-2101,NA,1e-4,1e-4,NA,NA,8-10,2
1202-1211-2020-2210,NA,1e-4,NA,NA,NA,8-10,4
1202-2002-2021,NA,1e-4,1e-4,NA,NA,8-10,3
1202-2011-2020-2201,NA,1e-4,NA,NA,NA,8-10,4
1202-2012-2020-2102,NA,1e-4,1e-4,NA,NA,8-10,4
1202-2020-2110,NA,1e-4,NA,NA,NA,8-10,3
1210-2110,NA,1e-4,NA,NA,NA,8-10,2
1212-2012-2020,NA,1e-4,NA,NA,NA,8-10,3
2001-2010,NA,1e-4,NA,NA,NA,8-10,2
2002-2021,NA,1e-4,NA,NA,NA,8-10,2
2010-2100,NA,1e-4,NA,NA,NA,8-10,2
2012-2021,NA,2e-4,NA,NA,NA,8-10,2
2020-2102-2110,NA,2e-4,2e-4,NA,NA,8-10,3
2102,NA,2e-4,NA,NA,NA,8-10,1
2102-2120,NA,1e-4,NA,NA,NA,8-10,2
2110,NA,1e-4,1e-4,NA,NA,8-10,1
2111,NA,1e-4,NA,NA,NA,8-10,1
2112-2120,NA,1e-4,NA,NA,NA,8-10,2
2120-2201-2210,NA,1e-4,NA,NA,NA,8-10,3
2120-2210,NA,1e-4,NA,NA,NA,8-10,2
0002-2010,NA,NA,1e-4,NA,NA,8-10,2
0012-0202-2020-2100,NA,NA,1e-4,NA,NA,8-10,4
0021-0102,NA,NA,1e-4,NA,NA,8-10,2
0021-0202-1200-2020-2100,NA,NA,1e-4,NA,NA,8-10,5
0021-0202-2020-2100,NA,NA,3e-4,NA,NA,8-10,4
0022-0202-2020-2200,NA,NA,1e-4,NA,NA,8-10,4
0022-2021,NA,NA,2e-4,NA,NA,8-10,2
0102-1002-2001-2020,NA,NA,1e-4,NA,NA,8-10,4
0102-2001-2020,NA,NA,1e-4,NA,NA,8-10,3
0102-2010,NA,NA,1e-4,NA,NA,8-10,2
0112-0121-0202-1120,NA,NA,1e-4,NA,NA,8-10,4
0112-0121-0202-1120-2012-2020,NA,NA,1e-4,NA,NA,8-10,6
0112-0121-0202-2120,NA,NA,1e-4,NA,NA,8-10,4
0112-0202-1012-2020-2200,NA,NA,1e-4,NA,NA,8-10,5
0112-1012-2011-2020,NA,NA,1e-4,NA,NA,8-10,4
0112-1111-1120-2011-2020,NA,NA,1e-4,NA,NA,8-10,5
0120-0202-1002-2020,NA,NA,2e-4,NA,NA,8-10,4
0121-0202-0211-1120-1210,NA,NA,1e-4,NA,NA,8-10,5
0121-0202-2020-2200,NA,NA,1e-4,NA,NA,8-10,4
0121-0211-2021,NA,NA,1e-4,NA,NA,8-10,3
0122-0202-1022-2020-2201,NA,NA,1e-4,NA,NA,8-10,5
0122-0202-2020-2210,NA,NA,1e-4,NA,NA,8-10,4
0122-0202-2120-2201,NA,NA,1e-4,NA,NA,8-10,4
0122-2120,NA,NA,1e-4,NA,NA,8-10,2
0201-0210-2020-2110,NA,NA,1e-4,NA,NA,8-10,4
0201-2120-2200,NA,NA,1e-4,NA,NA,8-10,3
0202-0210-2001-2020,NA,NA,4e-4,NA,NA,8-10,4
0202-0210-2002-2020,NA,NA,1e-4,NA,NA,8-10,4
0202-0211-1021-1102-1111,NA,NA,1e-4,NA,NA,8-10,5
0202-0211-1102-1111-2110,NA,NA,1e-4,NA,NA,8-10,5
0202-0211-2002-2020,NA,NA,1e-4,NA,NA,8-10,4
0202-0220-2011-2020,NA,NA,2e-4,NA,NA,8-10,4
0202-0220-2020-2102,NA,NA,1e-4,NA,NA,8-10,4
0202-0221-1012-1021-2020,NA,NA,5e-4,NA,NA,8-10,5
0202-0221-1102-1121-2120,NA,NA,1e-4,NA,NA,8-10,5
0202-0221-1220-2002-2020,NA,NA,1e-4,NA,NA,8-10,5
0202-0221-1220-2012-2020,NA,NA,1e-4,NA,NA,8-10,5
0202-1002-1011-2010,NA,NA,1e-4,NA,NA,8-10,4
0202-1002-1020,NA,NA,1e-4,NA,NA,8-10,3
0202-1012-1102,NA,NA,1e-4,NA,NA,8-10,3
0202-1102-2101,NA,NA,2e-4,NA,NA,8-10,3
0202-1201-1220-2001-2020,NA,NA,2e-4,NA,NA,8-10,5
0202-1201-2011,NA,NA,2e-4,NA,NA,8-10,3
0202-1201-2021,NA,NA,2e-4,NA,NA,8-10,3
0202-1220-2012-2020-2102,NA,NA,1e-4,NA,NA,8-10,5
0202-2021-2102-2111,NA,NA,1e-4,NA,NA,8-10,4
0202-2102-2111,NA,NA,1e-4,NA,NA,8-10,3
0202-2121,NA,NA,1e-4,NA,NA,8-10,2
0211-2021,NA,NA,1e-4,NA,NA,8-10,2
0211-2120,NA,NA,1e-4,NA,NA,8-10,2
0212-0220-2120,NA,NA,2e-4,NA,NA,8-10,3
0212-0221-2012-2020,NA,NA,1e-4,NA,NA,8-10,4
0212-1022-1112-2020,NA,NA,1e-4,NA,NA,8-10,4
0212-1022-1112-2020-2110,NA,NA,1e-4,NA,NA,8-10,5
0212-1211,NA,NA,1e-4,NA,NA,8-10,2
0212-2211,NA,NA,1e-4,NA,NA,8-10,2
0220-1020,NA,NA,1e-4,NA,NA,8-10,2
0222-2022,NA,NA,1e-4,NA,NA,8-10,2
1002,NA,NA,1e-4,NA,NA,8-10,1
1002-2001-2020,NA,NA,2e-4,NA,NA,8-10,3
1012-1021-1202-2020,NA,NA,1e-4,NA,NA,8-10,4
1021-1202,NA,NA,1e-4,NA,NA,8-10,2
1022-1202-2020,NA,NA,2e-4,NA,NA,8-10,3
1102-1120,NA,NA,1e-4,NA,NA,8-10,2
1102-2020-2101,NA,NA,2e-4,NA,NA,8-10,3
1112-1120,NA,NA,1e-4,NA,NA,8-10,2
1112-1202-2012,NA,NA,1e-4,NA,NA,8-10,3
1120-1201-2001-2020,NA,NA,1e-4,NA,NA,8-10,4
1120-1202,NA,NA,1e-4,NA,NA,8-10,2
1120-1202-2020,NA,NA,1e-4,NA,NA,8-10,3
1201-1210-2001-2020,NA,NA,1e-4,NA,NA,8-10,4
1201-1220,NA,NA,1e-4,NA,NA,8-10,2
1201-2010,NA,NA,1e-4,NA,NA,8-10,2
1202-1211-2021-2102-2111,NA,NA,1e-4,NA,NA,8-10,5
1202-2021-2102,NA,NA,1e-4,NA,NA,8-10,3
1202-2102,NA,NA,2e-4,NA,NA,8-10,2
1210,NA,NA,1e-4,NA,NA,8-10,1
1210-2020-2110,NA,NA,2e-4,NA,NA,8-10,3
1211,NA,NA,1e-4,NA,NA,8-10,1
2020-2201-2210,NA,NA,4e-4,NA,NA,8-10,3
2022-2102,NA,NA,1e-4,NA,NA,8-10,2
2120-2202-2210,NA,NA,1e-4,NA,NA,8-10,3
2201-2220,NA,NA,1e-4,NA,NA,8-10,2
-1,0.0079,0.0104,0.009,0.0091,0.001252996408614166,9-11,2
0002-2001-2020,1e-4,NA,1e-4,NA,NA,9-11,3
0002-2020,2e-4,NA,2e-4,NA,NA,9-11,2
0012,1e-4,NA,2e-4,NA,NA,9-11,1
0012-0021-0102-2020,1e-4,NA,NA,NA,NA,9-11,4
0012-0021-0202-1200-2020,1e-4,NA,NA,NA,NA,9-11,5
0012-0021-0202-2020,0.0028,0.0026,0.0021,0.0025,3.60555127546399e-4,9-11,4
0012-0021-2020,1e-4,NA,2e-4,NA,NA,9-11,3
0012-0102-2020,1e-4,2e-4,1e-4,1.3333333333333334e-4,5.773502691896258e-5,9-11,3
0012-0202,7e-4,8e-4,0.001,8.333333333333334e-4,1.5275252316519468e-4,9-11,2
0012-0202-1020,1e-4,1e-4,6e-4,2.666666666666667e-4,2.8867513459481284e-4,9-11,3
0012-0202-1200-2020,2e-4,2e-4,1e-4,1.666666666666667e-4,5.773502691896258e-5,9-11,4
0012-0202-1201-2011-2020,3e-4,1e-4,1e-4,1.6666666666666666e-4,1.1547005383792513e-4,9-11,5
0012-0202-2011-2020,0.0019,0.0015,0.0011,0.0015,3.9999999999999996e-4,9-11,4
