Phase,Count,Frequency
00,1,1e-4
00-01,1,1e-4
00-01-02-20,1,1e-4
00-01-20,9,9e-4
00-02,29,0.0029
00-02-10,9,9e-4
00-02-12-20,25,0.0025
00-02-12-20-21,1,1e-4
00-02-20,947,0.0947
00-02-20-21,15,0.0015
00-02-20-22,26,0.0026
00-02-21,1,1e-4
00-12-20,2,2e-4
00-20,29,0.0029
01-02,11,0.0011
01-02-10,1,1e-4
01-02-10-20,49,0.0049
01-02-10-20-22,2,2e-4
01-02-11-12,3,3e-4
01-02-11-12-20,45,0.0045
01-02-11-12-21,1,1e-4
01-02-11-20,2,2e-4
01-02-12-20,8,8e-4
01-02-20,533,0.0533
01-02-20-21-22,1,1e-4
01-02-20-22,50,0.005
01-02-21,2,2e-4
01-02-21-22,5,5e-4
01-12-20,3,3e-4
01-20,3,3e-4
02,439,0.0439
02-10,3,3e-4
02-10-11-20,2,2e-4
02-10-11-20-21,48,0.0048
02-10-11-21,1,1e-4
02-10-12-20-22,2,2e-4
02-10-20,508,0.0508
02-10-20-21,12,0.0012
02-10-20-22,60,0.006
02-10-21,2,2e-4
02-11-12-20,2,2e-4
02-11-20,11,0.0011
02-11-20-21,2,2e-4
02-11-21,11,0.0011
02-12,55,0.0055
02-12-20,533,0.0533
02-12-20-21,56,0.0056
02-12-20-22,16,0.0016
02-12-21,13,0.0013
02-20,3649,0.3649
02-20-21,552,0.0552
02-20-21-22,15,0.0015
02-20-22,929,0.0929
02-21,154,0.0154
02-21-22,56,0.0056
02-22,149,0.0149
10-11-12-20,1,1e-4
10-11-20-21,1,1e-4
10-12-20,2,2e-4
10-12-20-22,4,4e-4
10-20,14,0.0014
11-12,1,1e-4
11-12-20,15,0.0015
11-12-21,1,1e-4
11-12-21-22,3,3e-4
11-20-21,1,1e-4
11-21,1,1e-4
12,10,0.001
12-20,124,0.0124
12-20-21,16,0.0016
12-20-22,43,0.0043
12-21,2,2e-4
12-21-22,2,2e-4
12-22,13,0.0013
20,405,0.0405
20-21,53,0.0053
20-21-22,3,3e-4
20-22,147,0.0147
21,17,0.0017
21-22,10,0.001
22,16,0.0016
