1	2	95	0.327438	7.331582	-2.490272
1	2	5	5.093568	-2.683419	0.444166
2	2	94	-6.082913	4.679780	0.378863
2	2	6	3.345210	-1.330909	-0.108780
3	1	100	-4.628383	0.698043	6.160449
4	1	100	6.746257	0.351319	-2.745656
5	2	91	1.898190	0.193977	0.139478
5	2	9	-4.638406	4.509894	0.238475
6	2	91	0.730450	1.223329	-0.429173
6	2	9	0.375980	-4.882594	5.394774
7	1	100	-4.082461	4.754148	0.550907
8	2	94	0.703983	1.442345	-0.060083
8	2	6	-5.805575	1.648184	6.452273
9	3	32	-0.150875	-3.522571	5.726811
9	3	43	-4.684304	1.211188	0.355819
9	3	25	1.762587	1.431488	-4.819110
10	2	83	-1.752652	6.426923	0.391762
10	2	17	-1.752652	0.594694	6.737616
11	2	76	-4.021582	1.562701	0.928736
11	2	24	1.546052	7.116507	-5.945602
12	3	69	-4.792793	-1.312717	6.781624
12	3	29	1.415474	-6.594886	1.375687
12	3	2	0.166032	4.685667	-0.398590
13	1	100	-6.812581	4.379146	2.562770
14	1	100	2.232098	3.797351	-4.263566
15	1	100	7.070047	-5.893670	0.148135
16	4	45	2.448672	1.990548	-2.010597
16	4	34	-3.266942	1.140488	4.152763
16	4	19	-0.303443	-3.720775	7.601116
16	4	2	5.412171	-3.720775	1.437742
17	1	100	0.473472	0.068923	7.509872
18	2	95	5.978204	-4.763167	0.387093
18	2	5	-4.561518	1.468486	4.521151
19	1	100	1.324917	-5.323239	2.139074
20	2	53	1.591492	2.153428	-5.055841
20	2	47	-4.001355	7.436274	1.156582
21	2	84	0.956629	7.760358	-3.776006
21	2	16	3.665217	-2.380668	0.757425
22	1	100	1.002402	6.878780	-6.900401
23	2	83	-4.769691	-0.270589	7.263202
23	2	17	-4.769711	1.403018	1.639084
24	1	100	-8.576875	6.252968	0.660269
25	1	100	-6.056734	1.476477	0.519586
26	2	99	1.626903	0.826376	-1.995110
26	2	1	-4.832197	0.613310	3.867765
27	2	36	-3.952296	0.338888	7.545011
27	2	64	0.198164	-5.212668	5.920301
28	1	100	7.279589	-0.334867	-7.064654
29	2	73	3.927738	1.826641	-0.606226
29	2	27	-2.189426	4.606845	5.109389
30	1	100	-2.482046	-0.219871	7.272945
31	1	100	0.393385	-0.242793	6.379245
32	2	84	2.273039	3.582756	-2.227625
32	2	16	1.450602	-2.770971	3.992697
33	2	56	5.889289	-1.369115	1.482875
33	2	44	5.300350	2.214367	-1.563864
34	1	100	-0.958418	6.910794	-4.692438
35	1	100	7.690126	-0.045363	-0.405143
36	3	83	0.568957	1.466734	0.115198
36	3	8	5.167925	-4.725033	0.032433
36	3	9	1.942345	1.404557	-6.312785
37	1	100	-1.746889	4.999028	-0.270110
38	1	100	-2.869952	0.197013	7.346703
39	2	81	5.948686	-2.409293	-1.135448
39	2	19	-0.543276	-3.073124	4.997822
40	2	78	6.530933	-3.823917	0.325016
40	2	22	-3.895689	1.288714	6.271353
41	1	100	5.015076	-6.979083	0.759096
42	2	72	-2.717551	0.666334	7.522582
42	2	28	-8.222862	7.219055	1.432589
43	1	100	5.739639	-6.062979	2.759950
44	2	77	5.769637	-0.194507	-5.664423
44	2	23	-0.629693	6.081789	-5.664423
45	1	100	-1.257148	-1.388688	8.649470
46	1	100	1.918134	-6.389583	1.670233
47	1	100	1.284819	-2.475305	1.508605
48	2	91	5.059379	-5.291341	0.416370
48	2	9	-0.020953	7.033583	-0.500064
49	2	85	0.120963	-8.027111	6.713284
49	2	15	-5.924539	4.390504	0.913917
50	4	35	4.332883	4.474225	-3.350353
50	4	31	-1.562638	6.831734	1.468273
50	4	22	0.183919	-0.919597	6.385901
50	4	12	-1.562638	1.437918	6.238586
51	3	30	2.375182	1.398542	-2.407581
51	3	25	-3.343451	-0.155188	1.590939
51	3	45	1.432236	-5.171880	3.807548
52	2	47	-0.083942	-2.697006	5.925546
52	2	53	4.977230	0.502824	-0.415670
53	2	61	5.703222	-5.259130	0.797866
53	2	39	0.154836	-5.259130	1.925268
54	3	29	-7.047259	3.992194	1.542809
54	3	67	-0.582441	8.744708	-4.966299
54	3	4	5.311144	-1.556188	0.569595
55	1	100	2.075893	1.841038	-7.716009
56	1	100	3.570863	1.838457	-6.882142
57	2	98	1.532170	-11.026441	2.518190
57	2	2	0.051195	0.845891	-3.253897
58	1	100	0.614799	-1.735228	7.202576
59	2	62	-2.486909	7.392295	1.350544
59	2	38	2.609092	2.707428	-4.916755
60	2	86	2.989664	-0.438414	3.903432
60	2	14	-0.180754	2.288793	3.015633
61	2	25	1.313732	-11.645795	6.636721
61	2	75	7.110284	-10.042826	0.079312
62	1	100	6.507940	-7.115195	-0.067635
63	1	100	-4.127200	3.594548	5.599152
64	2	52	1.620633	-4.994872	7.784665
64	2	48	-4.971927	1.272438	3.603278
65	1	100	1.607091	-5.448955	5.994480
66	1	100	-5.107962	2.214182	3.919016
67	1	100	-2.768876	5.500314	4.307834
68	2	88	4.041258	-2.897289	1.987022
68	2	12	-0.248998	3.565069	2.269971
69	3	75	4.145599	1.458240	-3.702424
69	3	15	-2.208979	6.979568	-0.384947
69	3	10	2.159264	-4.208617	2.356027
70	3	34	1.320778	-3.910385	6.557854
70	3	25	7.157007	-3.910385	0.985237
70	3	41	7.158890	1.331943	-4.933128
71	2	92	-0.165173	1.488256	2.504504
71	2	8	6.370159	1.488256	-3.954932
72	1	100	7.936724	0.238837	-0.470889
73	1	100	-1.501558	1.227718	1.926728
74	1	100	5.530820	-2.313758	8.366351
75	2	83	0.244980	6.817752	0.383241
75	2	17	6.834942	0.347308	0.608392
76	2	87	-5.765097	3.084426	2.162570
76	2	13	0.578302	-2.739822	6.387903
77	1	100	-6.685129	7.993907	0.832480
78	2	97	5.909568	-2.184956	0.513899
78	2	3	-0.116235	2.646222	0.511166
79	1	100	-1.011738	5.298888	-3.490307
80	2	84	4.312478	2.372388	-4.321020
80	2	16	2.557079	-4.044195	1.512437
81	3	26	2.185248	1.230340	-4.792414
81	3	69	-0.299672	-0.007830	7.713794
81	3	5	6.054267	-4.814920	1.518042
