parIndex,nStates,Phase,State,DSGRNPhase,nStatesRAC,basin,GRHL2,ZEB,miR200,SLUG,basinDiscret
1,1,1010,1010,1010-1012,1,1,62.718,0,133.205,0.959,1
2,2,0303-1010,0303,0210-0403-1010,2,1,3.47,5913.101,0.223,178.814,1
2,2,0303-1010,1010,0210-0403-1010,2,0.5,145.818,0.001,132.807,1.997,0.5
3,1,1010,1010,1010,1,0.3333333333333333,34.415,0,20.03,0.071,0.3333333333333333
4,2,1010-1013,1010,1010-1013-1303,2,0.16666666666666666,88.471,0,85.522,0.939,0.16666666666666666
4,2,1010-1013,1013,1010-1013-1303,2,0.4,88.471,0.008,14.194,65.035,0.4
5,1,1010,1010,1010,1,0.5,83.391,0.002,163.993,0.92,0.5
6,2,1003-1010,1003,1010-1303,2,0.25,176.264,0.347,0.059,167.194,0.25
6,2,1003-1010,1010,1010-1303,2,1,176.264,0,4.936,3.457,1
7,2,0300-1010,0300,0210-0400-1010,2,0.3333333333333333,0.671,150.819,0.815,0.033,0.3333333333333333
7,2,0300-1010,1010,0210-0400-1010,2,0.3333333333333333,65.527,0.003,37,0.033,0.3333333333333333
8,2,0303-1010,0303,0300-0403-1010,2,0.2,5.013,323.865,0.02,52.009,0.2
8,2,0303-1010,1010,0300-0403-1010,2,1,392.555,0,39.754,4.156,1
9,2,0303-1010,0303,0300-0403-1010-1100,2,1,1.306,735.943,0.006,52.275,1
9,2,0303-1010,1010,0300-0403-1010-1100,2,0.75,60.58,0,35.631,0.669,0.75
10,2,0303-1010,0303,0210-0313-0403-1010,2,0.6666666666666666,1.413,195.49,0.019,139.482,0.6666666666666666
10,2,0303-1010,1010,0210-0313-0403-1010,2,0.3333333333333333,97.353,0,83.386,3.275,0.3333333333333333
11,2,1010-1103,1010,1010-1300-1303,2,0.4,173.081,0,35.631,0.524,0.4
11,2,1010-1103,1103,1010-1300-1303,2,0.5,173.081,0.315,0.012,52.275,0.5
12,4,0301-0303-1011-1013,0303,0401-0403-1111-1113,4,1,8.382,842.191,0.165,563.113,1
12,4,0301-0303-1011-1013,0301,0401-0403-1111-1113,4,0.25,8.382,842.191,1.122,6.285,0.25
12,4,0301-0303-1011-1013,1011,0401-0403-1111-1113,4,0.16666666666666666,242.844,0.007,75.569,6.285,0.16666666666666666
12,4,0301-0303-1011-1013,1013,0401-0403-1111-1113,4,0.3333333333333333,242.844,0.007,11.139,563.113,0.3333333333333333
13,1,1010,1010,0210-1010,1,0.4,401.193,0.001,375.381,1.122,0.4
14,3,0303-1003-1010,1003,0403-1010-1203,3,0.25,55.359,0.137,0.813,146.441,0.25
14,3,0303-1003-1010,1010,0403-1010-1203,3,1,55.359,0,75.557,2.259,1
14,3,0303-1003-1010,0303,0403-1010-1203,3,0.5,1.25,480.242,0.046,146.441,0.5
15,2,0301-0303,0303,0301-0403,2,0.16666666666666666,2.317,1020.498,0.03,618.109,0.16666666666666666
15,2,0301-0303,0301,0301-0403,2,0.3333333333333333,2.317,13.404,0.03,26.252,0.3333333333333333
16,2,1010-1011,1010,1010-1011,2,0.2,63.458,0,86.683,0.328,0.2
16,2,1010-1011,1011,1010-1011,2,0.5,63.458,0,86.683,24.457,0.5
17,1,0303,0303,0403,1,1,8.217,2245.69,0.035,167.326,1
18,2,1010-1013,1013,1110-1113,2,0.3333333333333333,69.357,0.052,1.211,85.615,0.3333333333333333
18,2,1010-1013,1010,1110-1113,2,0.25,69.357,0.004,53.445,8.819,0.25
19,2,0303-1010,0303,0310-0403-1010,2,0.16666666666666666,17.35,1775.333,0.39,138.976,0.16666666666666666
19,2,0303-1010,1010,0310-0403-1010,2,0.4,522.112,0.001,89.52,4.775,0.4
20,3,0303-1003-1010,0303,0403-1010-1203,3,0.5,0.473,332.166,0.077,90.504,0.5
20,3,0303-1003-1010,1003,0403-1010-1203,3,0.25,46.914,0.054,2.121,90.504,0.25
20,3,0303-1003-1010,1010,0403-1010-1203,3,1,46.914,0,129.408,7.184,1
21,3,0313-1010-1013,0313,0413-1010-1213,3,0.3333333333333333,2.001,32.384,0.269,64.264,0.3333333333333333
21,3,0313-1010-1013,1010,0413-1010-1213,3,0.16666666666666666,87.573,0,394.166,0.722,0.16666666666666666
21,3,0313-1010-1013,1013,0413-1010-1213,3,0.2,87.573,0.019,9.743,64.264,0.2
22,1,1010,1010,0300-1010,1,1,26.447,0.001,20.748,0.11,1
23,4,0300-0303-1010-1013,0303,0400-0403-1010-1113,4,0.25,1.198,1140.73,0.068,75.847,0.25
23,4,0300-0303-1010-1013,1010,0400-0403-1010-1113,4,0.3333333333333333,69.229,0.002,63.116,1.252,0.3333333333333333
