parIndex,nStates,Phase,State,DSGRNPhase,nStatesRAC,basin,GRHL2,ZEB,miR200,SLUG,basinDiscret
1,2,0303-1010,0303,0310-0403-1010,2,0.5,3.471,694.984,0.208,52.583,0.5
1,2,0303-1010,1010,0310-0403-1010,2,2,115.908,0.001,48.276,0.746,2
3,2,1010-1303,1303,1010-1203,2,0.3333333333333333,24.726,4.807,0.013,167.48,0.3333333333333333
3,2,1010-1303,1010,1010-1203,2,0.25,114.148,0,18.595,3.792,0.25
4,2,0303-1010,0303,0403-1010,2,0.2,0.986,622.105,0.003,124.127,0.2
4,2,0303-1010,1010,0403-1010,2,0.16666666666666666,76.744,0.001,5.291,7.455,0.16666666666666666
5,1,1010,1010,1010-1100,1,1,101.056,0,118.5,0.599,1
6,3,0303-1010-1013,0303,0403-1110-1113,3,1,2.205,1563.568,0.091,174.13,1
6,3,0303-1010-1013,1013,0403-1110-1113,3,0.25,86.429,0.031,7.343,174.13,0.25
6,3,0303-1010-1013,1010,0403-1110-1113,3,0.3333333333333333,86.429,0.009,343.562,3.78,0.3333333333333333
7,2,0303-1010,0303,0310-0403,2,0.2,0.912,1748.635,0.044,62.094,0.2
7,2,0303-1010,1010,0310-0403,2,0.16666666666666666,28.869,0.042,191.709,4.57,0.16666666666666666
8,2,0303-1010,1010,0403-1010,2,1,194.286,0.002,40.24,1.093,1
8,2,0303-1010,0303,0403-1010,2,0.5,1.947,1196.026,0.007,105.638,0.5
9,3,0303-1010-1013,1013,0403-1010-1113,3,0.2,102.594,0.004,35.441,53.278,0.2
9,3,0303-1010-1013,0303,0403-1010-1113,3,0.3333333333333333,1.64,955.738,0.467,53.278,0.3333333333333333
9,3,0303-1010-1013,1010,0403-1010-1113,3,0.25,102.594,0,190.762,0.845,0.25
10,2,0300-1010,0300,0400-1010,2,0.16666666666666666,2.243,15.661,1.116,2.245,0.16666666666666666
10,2,0300-1010,1010,0400-1010,2,0.5,88.533,0.001,71.335,2.245,0.5
