1	3	60	-0.718474	3.502900	-0.409733	0.520973
1	3	30	4.850193	-10.520235	4.135254	0.520973
1	3	10	-0.718474	9.927239	-6.900126	5.829229
2	2	72	7.219875	-10.552044	6.665150	-3.093808
2	2	28	1.255274	1.173746	2.977254	-3.093808
3	4	37	6.842848	-9.657294	7.279540	1.205957
3	4	45	0.325519	0.658715	0.807622	1.205959
3	4	15	0.228512	10.525554	-5.267884	6.436409
3	4	3	6.842848	-5.277461	1.204035	6.436409
4	4	42	3.794252	7.899808	-4.022628	2.643021
4	4	47	3.794252	12.175915	-8.967725	6.482627
4	4	7	6.020090	-7.544492	2.157372	2.643021
4	4	4	3.794252	-1.137661	2.157372	2.643021
5	4	43	0.299308	0.088914	3.540386	-0.250877
5	4	42	5.710877	-12.329964	7.401237	-0.250877
5	4	12	0.222573	12.391094	-1.252708	5.597946
5	4	3	5.710877	-5.773156	2.608143	5.597946
6	1	100	3.235344	-9.208913	7.730633	-1.139771
7	2	66	6.346819	-13.467263	5.150248	-1.004073
7	2	34	-0.050304	4.410004	-1.341690	-1.004067
8	1	100	-1.200697	9.673906	-4.348702	5.934380
9	3	71	-3.771780	3.288516	0.834238	1.236401
9	3	5	2.162225	-2.688841	6.978983	1.236401
9	3	24	-3.771780	11.140973	-1.840642	7.225560
10	4	41	6.071094	-13.191756	8.239034	1.936464
10	4	31	6.071094	-6.719837	2.752029	6.316297
10	4	25	0.584088	9.327344	-1.972114	6.316297
10	4	3	6.071094	-1.127993	-1.947599	6.316297
11	5	30	1.903994	7.979537	-1.362593	6.336192
11	5	60	7.730633	-9.033366	7.024618	-0.278143
11	5	6	7.730633	-4.846778	2.508250	6.336192
11	5	2	7.730633	-3.198995	-1.164861	6.336192
11	5	2	1.903994	2.145171	3.153775	-0.278143
12	5	63	-2.450611	9.579240	-5.687334	6.471515
12	5	12	2.371205	-2.279635	-5.687334	6.471515
12	5	2	2.371205	-6.704150	4.255579	2.744699
12	5	21	-2.450638	9.179244	-0.716968	2.744699
12	5	2	2.371205	-2.679630	-0.716965	2.744699
13	4	43	-0.360029	7.137592	-3.771539	8.923182
13	4	19	5.037651	-5.033824	0.229659	8.923182
13	4	25	-0.360029	5.935490	2.409601	2.742043
13	4	13	5.037651	-6.235890	6.410799	2.742043
14	4	50	6.849168	-12.128047	6.191365	-0.407268
14	4	22	0.899443	7.739750	-5.013794	6.078680
14	4	25	6.849168	-5.636110	-0.202916	6.078680
14	4	3	0.899444	-1.354718	-0.202916	6.078680
15	3	69	6.029867	-9.310965	8.125021	1.342119
15	3	21	-0.456075	9.580272	-2.149735	6.628334
15	3	10	6.029867	-3.934273	4.015969	6.628334
16	5	46	7.077505	-14.703426	1.321248	-1.458569
16	5	34	0.496836	3.298682	-4.404023	-1.458569
16	5	6	0.496836	9.411249	-4.404212	4.698193
16	5	6	7.077505	-8.716427	1.321058	4.698193
16	5	8	7.077505	-2.131423	-4.404202	4.698193
17	2	74	4.429846	-10.264171	6.871498	4.189960
17	2	26	4.429846	-10.264173	6.871498	-1.780582
18	3	78	8.329822	-12.811934	6.329085	1.098642
18	3	16	8.329822	-2.083335	1.184743	6.989321
18	3	6	4.422541	1.388346	-4.788408	6.989321
19	3	62	6.336192	-12.482878	7.716646	2.314770
19	3	23	0.260687	8.376517	-3.047189	6.596163
19	3	15	6.336192	-6.085752	1.766919	6.596163
20	3	79	-2.488776	12.376945	-6.534727	7.400520
20	3	7	4.071698	-3.266134	-4.334829	3.020688
20	3	14	-2.488776	7.860576	-6.534727	3.020687
21	2	52	-0.035326	3.693240	0.096418	0.877241
21	2	48	4.130189	-7.476071	6.280407	0.877241
22	1	100	7.108945	-12.215430	7.617869	1.306819
23	3	27	1.281683	11.347551	-5.640846	6.669674
23	3	27	7.118100	-8.461518	5.986904	0.729495
23	3	46	1.281683	5.399006	0.096520	0.729495
24	1	100	6.314822	-13.886234	7.861640	-2.753028
25	1	100	9.104153	-16.560236	5.827413	-0.135554
26	3	39	0.755355	2.781848	1.525857	2.650470
26	3	42	0.755355	9.565910	-4.250752	7.377474
26	3	19	5.980731	-4.870813	8.149965	2.650470
27	4	31	4.125727	9.625452	-0.680540	6.667694
27	4	54	4.951918	-13.005253	6.914446	2.006179
27	4	2	4.951918	-6.595525	4.483623	6.667694
27	4	13	4.125727	1.863164	1.750273	2.006179
28	4	67	-2.340425	7.536897	-4.537089	8.020651
28	4	20	4.056700	-8.316645	6.226726	3.739259
28	4	5	4.056700	-2.835133	1.412898	3.739259
28	4	8	-2.340425	2.684845	1.412561	3.739259
29	3	83	4.779943	-13.042184	7.827498	0.519799
29	3	11	-0.105465	10.238012	-1.244855	6.303993
29	3	6	4.779943	-6.708902	2.802447	6.303993
30	3	21	5.071272	-8.092969	5.190883	1.073244
30	3	64	3.341002	8.487857	-5.844516	6.101378
30	3	15	3.341002	8.183503	-1.138426	1.073244
31	3	39	-1.757653	3.970067	-1.802942	1.404540
31	3	32	4.712976	-9.847389	3.566554	1.404540
31	3	29	-1.757653	9.029497	-7.115141	6.595189
32	2	59	5.337779	5.710469	0.275565	7.665099
32	2	41	6.985555	-0.651976	4.146408	7.665099
33	2	58	6.390543	-10.049503	5.970089	-3.502035
33	2	42	2.436070	3.732334	-0.405351	-3.502035
34	2	33	1.188855	2.642931	0.727384	-1.509619
34	2	67	7.291667	-13.571858	6.548207	-1.509619
35	3	73	1.165288	8.461388	-1.191359	-0.148315
35	3	17	1.165288	10.754413	-7.379604	6.494808
35	3	10	6.966228	-4.691180	4.289976	-0.148315
36	2	64	8.826984	-12.208521	6.873043	-2.187276
36	2	36	2.348066	-0.822961	0.617833	-2.187276
37	1	100	-3.645540	10.602642	-6.806532	7.213471
38	3	29	1.861017	10.666893	-7.208792	6.686566
38	3	34	7.634030	-11.383967	4.895957	0.583753
38	3	37	1.861017	5.769493	-1.625292	0.583753
39	4	42	0.923474	6.733725	0.699843	0.317218
39	4	42	5.583670	-9.042408	6.144642	0.317220
39	4	6	5.583605	-0.270643	-5.045034	6.433373
39	4	10	0.923474	9.689737	-5.045039	6.433373
40	3	48	1.029851	1.879364	3.285716	-0.416248
40	3	28	1.029851	11.319795	-2.138121	5.263749
40	3	24	7.111006	-7.544185	6.075653	-0.416248
41	3	71	6.035827	-13.983242	6.187741	1.531492
41	3	18	6.035827	-8.664739	4.552613	7.339646
41	3	11	1.654374	10.027385	1.011137	7.339646
42	4	24	6.522875	-4.841910	2.869005	6.866008
42	4	27	6.522875	-10.093683	6.820882	2.031556
42	4	31	1.722022	10.239308	-3.519876	6.866008
42	4	18	1.722022	4.987535	0.431953	2.031556
43	4	66	6.976217	-15.329227	6.833086	3.210230
43	4	24	6.976217	-9.332502	2.169118	6.822003
43	4	3	1.667109	-0.156636	2.169109	6.822003
43	4	7	1.667109	6.144668	-2.140992	6.822003
44	3	52	0.319382	-3.508613	2.097870	7.437774
44	3	28	0.319382	8.620250	-1.979927	7.437774
44	3	20	6.128189	-10.074214	2.097868	7.437774
45	3	38	-2.636296	3.665946	0.862265	1.299216
45	3	30	-2.636297	9.344546	-5.115413	5.884940
45	3	32	3.186643	-10.366244	6.837940	1.299216
46	2	63	0.736647	10.037734	-5.360111	8.339753
46	2	37	6.156446	-1.561555	0.938233	8.339753
47	3	67	9.625287	-3.742818	0.034439	6.173234
47	3	16	7.007325	1.359731	-5.894558	6.173234
47	3	17	9.625287	-15.733565	6.403278	0.455060
48	3	62	5.327874	-13.629184	6.977864	1.619044
48	3	25	0.025573	9.028877	-3.500581	8.048828
48	3	13	5.327874	-2.560318	1.312713	8.048828
49	2	64	7.149692	-15.038735	4.944596	-0.198053
49	2	36	0.568677	3.715452	-1.482103	-0.198053
50	3	39	-0.949238	8.545494	-6.909018	6.246408
50	3	52	4.012623	-9.185634	-0.266406	6.246408
50	3	9	4.012623	-13.964781	5.744817	0.690635
51	3	87	8.566890	-10.560245	6.505593	-0.792888
51	3	7	2.773502	10.739910	-4.441418	5.448727
51	3	6	8.566890	-5.190253	1.436444	5.448727
52	4	17	7.827186	-14.812267	4.638084	4.443219
52	4	20	1.521743	3.640581	-0.444578	-1.854880
52	4	56	7.827186	-14.812274	5.996416	-1.854880
52	4	7	1.521743	3.640587	-1.802909	4.443219
53	1	100	-1.594668	12.169625	-5.293888	7.913993
54	3	66	2.348280	0.122862	2.935975	-1.847677
54	3	22	7.316000	-5.469161	8.657213	-1.847677
54	3	12	2.348280	8.822224	-2.772088	4.609601
55	4	40	6.808663	-12.710005	6.690184	0.603002
55	4	36	6.808663	-6.987355	2.322510	7.172157
55	4	23	3.925494	3.500021	-4.208326	7.172157
55	4	1	3.925496	-2.280951	-4.208326	7.172157
56	3	88	7.442828	-13.034886	7.821731	-0.295000
56	3	7	7.442828	-6.980964	1.433451	6.266374
56	3	5	1.712141	9.369937	-4.584673	6.266374
57	2	83	0.077045	8.814191	-3.921340	8.425113
57	2	17	6.632972	-6.514446	1.832236	8.425113
58	4	43	7.787767	-15.733402	6.130746	2.016895
58	4	54	7.787767	-6.157169	1.076020	6.774022
58	4	1	4.364360	0.798727	-4.788473	6.774022
58	4	2	4.365781	-1.059621	1.076020	6.774022
59	3	77	7.201763	-13.982280	6.294250	0.882721
59	3	11	3.425017	9.496311	-2.200755	7.024212
59	3	12	7.201763	-6.353426	1.367080	7.024212
60	2	84	8.513062	-10.751869	6.221815	-3.154975
60	2	16	3.429953	1.356303	1.233415	-3.154975
61	3	15	2.583078	3.244604	-4.714887	7.390075
61	3	34	8.028328	-8.564631	0.506870	7.390075
61	3	51	8.028328	-14.806075	6.213287	2.168318
62	4	43	7.634030	-13.779836	5.123340	0.834678
62	4	41	2.050531	4.846070	-1.173293	0.834678
62	4	6	5.788800	-2.069022	-0.767840	6.655501
62	4	10	2.050531	10.666893	-7.064473	6.655501
63	5	43	3.183819	-12.216530	7.983168	3.266989
63	5	11	3.183819	-6.058778	2.121722	8.225387
63	5	10	-1.613473	3.665429	1.448514	3.266989
63	5	25	-1.613473	9.818114	-4.412932	8.225387
63	5	11	3.183819	-2.106797	-4.320137	8.225387
64	3	81	1.028170	6.126756	-1.597432	-0.121909
64	3	14	7.556419	-6.742502	4.834278	-0.121909
64	3	5	1.028170	9.412344	-1.827349	4.935033
65	1	100	7.776502	-12.002326	6.682382	-0.107126
66	2	87	6.226726	-13.882135	6.156755	-2.286241
66	2	13	6.226726	-13.882135	6.151181	4.199707
67	3	33	0.922643	5.272633	1.649205	2.072053
67	3	19	7.373994	-5.332547	7.711493	2.072053
67	3	48	0.922643	10.395430	-4.632223	7.189471
68	2	57	7.958127	-9.133607	1.539578	6.721594
68	2	43	2.156823	9.446913	-4.077414	6.721594
69	3	37	0.729939	10.305730	-2.415422	7.192546
69	3	36	7.105298	-8.591479	1.951260	7.192546
69	3	27	7.105298	-15.166287	6.773103	0.624791
70	3	27	6.365582	-9.971744	4.788217	2.883654
70	3	57	-0.183424	10.263996	-7.170526	9.483023
70	3	16	-0.183424	6.028374	-1.497229	2.883654
71	3	38	4.450299	-7.917106	3.279490	5.322323
71	3	46	4.450299	-8.012539	8.973407	-0.550444
71	3	16	0.948801	5.088533	-3.257023	5.322323
72	3	57	-0.264299	9.460739	-6.734731	7.638240
72	3	28	-0.264299	4.580520	-1.231192	2.469777
72	3	15	6.219662	-10.555627	5.396313	2.469777
73	1	100	5.340235	-12.302567	8.552496	-1.889090
74	4	17	-1.202165	9.421481	-5.378178	6.355524
74	4	21	5.071603	-3.158334	0.865845	6.355524
74	4	47	5.071603	-14.941561	7.077294	-0.276175
74	4	15	-1.202165	2.872582	0.833059	-0.276175
75	4	40	7.222038	-2.743449	-2.261425	7.635038
75	4	44	1.753470	9.348277	-8.062731	7.635038
75	4	4	1.753470	2.978414	-8.062731	1.801465
75	4	12	7.222038	-9.113311	-2.261425	1.801465
76	2	52	5.941526	-8.163198	6.667584	1.207642
76	2	48	4.443914	4.068987	-2.453717	7.326377
77	4	64	5.660613	-15.471643	4.082342	-0.970015
77	4	17	2.072590	2.244661	-2.503527	-0.970015
77	4	11	2.072590	5.942020	-8.839185	4.835009
77	4	8	5.660613	-5.404670	-2.253315	4.835009
78	4	23	7.410416	-10.147409	5.039489	2.203305
78	4	19	1.286011	4.933378	-1.148406	2.203305
78	4	47	1.286011	9.683415	-5.694121	7.864942
78	4	11	7.410416	-5.397078	0.493774	7.864942
79	3	47	5.340966	-12.765185	6.858078	0.589400
79	3	20	-1.290530	7.810714	-5.388193	6.787537
79	3	33	-1.290530	1.196914	0.674089	0.589400
80	4	38	8.308535	-6.184464	6.706833	2.300161
80	4	18	3.262591	7.038697	1.073090	5.996416
80	4	38	3.262591	3.534798	5.334689	2.300161
80	4	6	8.308535	-2.713007	2.445233	5.996416
81	5	35	3.772341	7.651631	0.634490	6.984371
81	5	3	3.782114	-1.274963	5.991731	3.786008
81	5	43	9.288868	-12.359144	6.030211	3.786008
81	5	16	9.288868	-6.746992	6.030211	6.984371
81	5	3	3.772341	2.039480	0.634490	3.786008
82	3	44	0.012283	6.936441	0.704574	0.764386
82	3	38	0.012283	9.675631	-5.703461	6.218794
82	3	18	6.066205	-4.435543	6.671738	0.764386
83	3	36	1.065054	3.765894	0.220978	-1.571427
83	3	36	6.460317	-12.010621	6.465879	-1.571427
83	3	28	1.065053	10.317280	-5.716917	4.961769
84	3	44	4.004117	0.445552	-0.095940	1.200731
84	3	39	5.723268	-5.878632	0.087633	1.200731
84	3	17	4.004117	4.888274	-4.351906	6.443903
85	2	39	6.610234	-6.715584	2.548755	-1.277399
85	2	61	0.239314	6.995702	-3.907086	-1.277399
86	4	43	6.985199	-6.278046	5.332215	6.661385
86	4	43	1.894004	9.702326	-0.369443	6.661385
86	4	10	6.985199	-12.203573	7.111595	2.858438
86	4	4	1.894004	3.776229	1.409936	2.858438
87	4	13	1.297834	9.310364	-7.120816	6.380108
87	4	20	1.297835	3.491925	-0.948239	0.105025
87	4	52	7.217300	-15.655393	5.570252	0.105025
87	4	15	7.217300	-3.549529	-0.602325	6.380108
88	3	32	5.175547	-14.202790	5.945286	0.812245
88	3	32	-0.827364	10.952230	-6.414890	6.804659
88	3	36	-0.827364	4.758452	-0.248492	0.812243
89	3	73	7.563865	-10.056098	8.038890	1.337666
89	3	17	3.772926	4.387263	-3.677667	6.890630
89	3	10	7.563816	-5.971940	2.717367	6.890630
90	3	53	6.781336	-8.368043	1.814847	6.293792
90	3	32	6.781336	-14.416708	8.265707	0.436174
90	3	15	2.133485	3.945337	-3.306084	6.293792
91	4	28	0.299739	10.323043	-5.283572	7.333728
91	4	41	0.299739	10.323042	0.189041	2.000464
91	4	18	6.320948	-5.951885	6.393002	2.000465
91	4	13	6.320948	-2.317625	0.920390	7.333728
92	3	66	0.317215	8.330612	-7.997912	7.448379
92	3	30	0.317215	8.330612	-1.999062	2.858176
92	3	4	6.796289	-8.796793	4.155885	2.858176
