Phase,Count,Frequency
00,12,0.0012
00-01,3,3e-4
00-01-10,1,1e-4
00-01-10-11,1,1e-4
00-01-20,16,0.0016
00-02,111,0.0111
00-02-10,8,8e-4
00-02-12-20,1,1e-4
00-02-20,876,0.0876
00-02-20-21,5,5e-4
00-02-20-22,2,2e-4
00-10,1,1e-4
00-20,126,0.0126
01,1,1e-4
01-02,18,0.0018
01-02-10-20,2,2e-4
01-02-11-12-20,3,3e-4
01-02-11-20,2,2e-4
01-02-12-20,3,3e-4
01-02-20,179,0.0179
01-02-20-22,1,1e-4
01-02-21,1,1e-4
01-02-21-22,1,1e-4
01-20,10,0.001
01-20-21,1,1e-4
02,674,0.0674
02-10,6,6e-4
02-10-11-20,2,2e-4
02-10-11-20-21,3,3e-4
02-10-20,173,0.0173
02-10-20-21,6,6e-4
02-10-20-22,3,3e-4
02-11-20,1,1e-4
02-11-21,1,1e-4
02-12,29,0.0029
02-12-20,424,0.0424
02-12-20-21,26,0.0026
02-12-20-22,10,0.001
02-12-21,9,9e-4
02-12-22,1,1e-4
02-20,5395,0.5395
02-20-21,402,0.0402
02-20-21-22,6,6e-4
02-20-22,243,0.0243
02-21,110,0.011
02-21-22,3,3e-4
02-22,60,0.006
10,2,2e-4
10-11-12-20-21,1,1e-4
10-12-20,1,1e-4
10-12-20-22,1,1e-4
10-20,14,0.0014
12,10,0.001
12-20,120,0.012
12-20-21,10,0.001
12-20-22,7,7e-4
12-21,5,5e-4
12-22,4,4e-4
20,743,0.0743
20-21,23,0.0023
20-22,55,0.0055
21,6,6e-4
21-22,6,6e-4
22,20,0.002
