Phase,Count,Frequency
0000-0003-0300-0303-3000,1,1e-4
0000-0020,1,1e-4
0003,16,0.0016
0003-0013-0303-3030,2,2e-4
0003-0013-1003-1013-3030,1,1e-4
0003-0013-3030,1,1e-4
0003-0023-0303,1,1e-4
0003-0023-0303-3030,2,2e-4
0003-0023-3030,3,3e-4
0003-0030,2,2e-4
0003-0030-0303,3,3e-4
0003-0030-0303-3030,7,7e-4
0003-0030-3030,3,3e-4
0003-0031-0203,1,1e-4
0003-0031-3030,2,2e-4
0003-0032-0303-3030,2,2e-4
0003-0033-0103-3030,1,1e-4
0003-0033-0303-3030,3,3e-4
0003-0033-3030,7,7e-4
0003-0103-3000,1,1e-4
0003-0103-3030,3,3e-4
0003-0203-3000,1,1e-4
0003-0203-3020,1,1e-4
0003-0203-3030,7,7e-4
0003-0300-0303-0310-3030,1,1e-4
0003-0300-0303-3020,1,1e-4
0003-0300-0303-3030,3,3e-4
0003-0301-0303-3030,1,1e-4
0003-0303,17,0.0017
0003-0303-1003-3030,6,6e-4
0003-0303-1030,2,2e-4
0003-0303-1030-3030,2,2e-4
0003-0303-1303-3030,1,1e-4
0003-0303-2003,1,1e-4
0003-0303-2003-3030,2,2e-4
0003-0303-3000,3,3e-4
0003-0303-3000-3020,1,1e-4
0003-0303-3000-3030,6,6e-4
0003-0303-3001-3030,1,1e-4
0003-0303-3002-3030,2,2e-4
0003-0303-3002-3031,1,1e-4
0003-0303-3003,1,1e-4
0003-0303-3003-3020-3303,1,1e-4
0003-0303-3003-3030,6,6e-4
0003-0303-3010-3030,1,1e-4
0003-0303-3020,2,2e-4
0003-0303-3030,157,0.0157
0003-1003-3030,2,2e-4
0003-1030,1,1e-4
0003-1030-3030,1,1e-4
0003-2000,1,1e-4
0003-2003-3030,1,1e-4
0003-2030,2,2e-4
0003-3000,5,5e-4
0003-3000-3001-3030,1,1e-4
0003-3000-3002,1,1e-4
0003-3000-3030,3,3e-4
0003-3002-3030,2,2e-4
0003-3003,1,1e-4
0003-3003-3030,4,4e-4
0003-3030,102,0.0102
0013-0030-0031-0213-3030,1,1e-4
0013-0030-0303,1,1e-4
0013-0030-3030,1,1e-4
0013-0103-3030,1,1e-4
