parIndex,nStates,Phase,State,DSGRNPhase,nStatesRAC,basin,GRHL2,ZEB,miR200,SLUG,basinDiscret
1,2,0303-1010,0303,0300-0403-1010,2,1,2.168,1795.538,0.042,47.455,1
1,2,0303-1010,1010,0300-0403-1010,2,0.6666666666666666,63.968,0.001,84.414,5.995,0.6666666666666666
2,2,0303-1010,0303,0300-0403-1010,2,0.5,3.874,254.963,0.085,32.107,0.5
2,2,0303-1010,1010,0300-0403-1010,2,0.5,156.774,0,43.894,2.048,0.5
3,2,0303-1010,0303,0300-0403-1010,2,0.2,0.367,1001.444,0.011,69.196,0.2
3,2,0303-1010,1010,0300-0403-1010,2,2,36.551,0,48.305,1.442,2
4,1,1010,1010,1010,1,0.3333333333333333,56.582,0.001,90.675,0.508,0.3333333333333333
5,3,0313-1010-1013,0313,0403-1010-1113-1303,3,1,6.77,321.387,2.325,56.708,1
5,3,0313-1010-1013,1010,0403-1010-1113-1303,3,0.25,157.036,0.001,82.066,0.71,0.25
5,3,0313-1010-1013,1013,0403-1010-1113-1303,3,0.2,157.036,0.049,23.476,56.708,0.2
6,2,1010-1011,1011,0110-0111-1010-1011,2,0.6666666666666666,127.805,0.003,73.363,30.943,0.6666666666666666
6,2,1010-1011,1010,0110-0111-1010-1011,2,2,127.805,0.002,89.404,0.513,2
7,1,1010,1010,0403-1010-1013,1,1.5,61.797,0,180.519,1.209,1.5
8,3,0303-1003-1010,1003,0403-1010-1103,3,1,125.577,0.3,1.241,172.763,1
8,3,0303-1003-1010,1010,0403-1010-1103,3,0.2,125.577,0,44.281,2.534,0.2
8,3,0303-1003-1010,0303,0403-1010-1103,3,0.25,1.473,906.749,0.014,172.763,0.25
9,2,0010-0300,0010,0010-0403,2,0.5,20.318,0.001,32.145,0.581,0.5
9,2,0010-0300,0300,0010-0403,2,0.3333333333333333,0.272,7.823,0.407,0.581,0.3333333333333333
10,1,1010,1010,1010,1,0.25,119.216,0,24.569,0.105,0.25
11,3,0303-1010-1013,1010,0403-1010-1113,3,1,207.492,0.009,136.702,3.011,1
11,3,0303-1010-1013,1013,0403-1010-1113,3,0.3333333333333333,207.492,0.02,17.078,106.562,0.3333333333333333
11,3,0303-1010-1013,0303,0403-1010-1113,3,0.2,5.767,1200.651,0.329,106.562,0.2
12,3,0303-1003-1010,1010,0403-1010-1103,3,0.25,89.082,0,56.582,1.517,0.25
12,3,0303-1003-1010,1003,0403-1010-1103,3,0.2,89.082,0.11,1.501,125.576,0.2
12,3,0303-1003-1010,0303,0403-1010-1103,3,0.5,4.306,497.46,0.04,125.576,0.5
13,3,0303-1010-1013,1013,0213-0403-1010-1013,3,1,104.764,0.006,5.346,60.973,1
13,3,0303-1010-1013,1010,0213-0403-1010-1013,3,0.3333333333333333,104.764,0,115.663,0.962,0.3333333333333333
13,3,0303-1010-1013,0303,0213-0403-1010-1013,3,1,5.064,546.138,0.144,60.973,1
14,3,0303-1010-1013,1013,0403-1010-1013-1203,3,1,115.338,0.155,2.157,90.941,1
14,3,0303-1010-1013,1010,0403-1010-1013-1203,3,0.2,115.338,0.003,138.496,1.126,0.2
14,3,0303-1010-1013,0303,0403-1010-1013-1203,3,0.5,1.663,562.749,0.055,90.941,0.5
15,2,1010-1012,1012,1010-1102,2,0.5,209.79,0.014,1.434,43.818,0.5
15,2,1010-1012,1010,1010-1102,2,0.3333333333333333,209.79,0.001,25.514,1.498,0.3333333333333333
16,3,0303-1003-1010,1003,0403-1010-1103,3,1,65.034,0.091,0.765,231.794,1
16,3,0303-1003-1010,1010,0403-1010-1103,3,0.2,65.034,0,50.851,5.187,0.2
16,3,0303-1003-1010,0303,0403-1010-1103,3,0.25,0.681,143.366,0.035,231.794,0.25
17,2,0303-1010,1010,0403-1010,2,0.5,153.94,0,92.26,1.105,0.5
17,2,0303-1010,0303,0403-1010,2,0.3333333333333333,1.82,751.206,0.088,89.246,0.3333333333333333
18,2,0303-1010,1010,0300-0403-1010,2,0.4,199.179,0,29.287,2.743,0.4
18,2,0303-1010,0303,0300-0403-1010,2,0.25,3.421,640.426,0.022,99.209,0.25
19,1,1003,1003,1203,1,1,115.844,0.091,1.516,231.794,1
20,3,0301-0303-1011,0303,0211-0401-0403-1011,3,0.5,1.404,404.984,0.015,218.319,0.5
20,3,0301-0303-1011,1011,0211-0401-0403-1011,3,0.5,126.533,0.001,95.272,4.089,0.5
20,3,0301-0303-1011,0301,0211-0401-0403-1011,3,0.3333333333333333,1.404,209.425,1.377,4.089,0.3333333333333333
21,3,0303-1011-1013,1013,0403-1011-1013,3,0.3333333333333333,92.26,0.017,4.324,132.515,0.3333333333333333
21,3,0303-1011-1013,0303,0403-1011-1013,3,0.2,1.257,892.441,0.396,132.515,0.2
21,3,0303-1011-1013,1011,0403-1011-1013,3,1,92.26,0.004,131.724,6.255,1
22,3,0303-1010-1013,0303,0213-0403-1010,3,0.5,2.647,509.797,0.034,159.354,0.5
22,3,0303-1010-1013,1013,0213-0403-1010,3,0.25,167.032,0.802,2.956,159.354,0.25
22,3,0303-1010-1013,1010,0213-0403-1010,3,0.2,180.519,0.001,105.776,2.337,0.2
23,1,1010,1010,1010,1,1,3.147,0.001,59.658,0.184,1
24,2,1003-1010,1003,1010-1203,2,0.5,65.034,0.064,1.49,231.794,0.5
24,2,1003-1010,1010,1010-1203,2,0.3333333333333333,65.034,0,50.882,3.844,0.3333333333333333
25,3,0300-0303-1010,1010,0300-0403-1010,3,1,284.977,0.007,39.444,2.172,1
25,3,0300-0303-1010,0303,0300-0403-1010,3,0.2,9.729,722.369,0.024,215.463,0.2
25,3,0300-0303-1010,0300,0300-0403-1010,3,0.25,9.729,16.322,1.204,2.172,0.25
26,3,0303-1003-1010,1003,0403-1010-1203,3,0.25,110.305,0.383,0.944,57.976,0.25
26,3,0303-1003-1010,1010,0403-1010-1203,3,0.5,110.305,0,13.052,1.554,0.5
26,3,0303-1003-1010,0303,0403-1010-1203,3,0.3333333333333333,14.71,983.01,0.023,57.976,0.3333333333333333
27,2,0303-1010,1010,0403-1010,2,1,127.805,0.001,89.404,5.32,1
27,2,0303-1010,0303,0403-1010,2,0.2,1.874,498.356,0.028,72.239,0.2
28,3,0303-1001-1003,0303,0403-1001-1103,3,0.3333333333333333,2.232,343.806,0.032,92.259,0.3333333333333333
28,3,0303-1001-1003,1003,0403-1001-1103,3,0.25,163.251,0.112,1.629,92.259,0.25
28,3,0303-1001-1003,1001,0403-1001-1103,3,0.5,163.251,0.002,1.63,8.488,0.5
29,1,1010,1010,1010,1,0.2,118.834,0,21.743,0.078,0.2
30,2,0303-1010,0303,0403-1010-1103,2,2,22.088,692.951,0.011,106.788,2
30,2,0303-1010,1010,0403-1010-1103,2,0.3333333333333333,284.977,0,39.444,1.262,0.3333333333333333
31,3,0303-1010-1013,1010,0403-1010-1013,3,0.25,118.449,0,96.896,8.144,0.25
31,3,0303-1010-1013,1013,0403-1010-1013,3,0.2,118.449,0.003,12.012,123.091,0.2
31,3,0303-1010-1013,0303,0403-1010-1013,3,0.5,2.363,549.671,0.508,123.091,0.5
32,3,0303-1010-1013,1010,0210-0403-1010-1013,3,0.6666666666666666,327.449,0.005,284.977,2.335,0.6666666666666666
