parIndex,nStates,Phase,State,DSGRNPhase,nStatesRAC,basin,GRHL2,ZEB,miR200,SLUG,basinDiscret
1,3,0303-1010-1013,0303,0403-1010-1013-1203,3,1,0.569,1079.392,0.036,72.877,1
1,3,0303-1010-1013,1010,0403-1010-1013-1203,3,0.3333333333333333,18.453,0,140.688,0.854,0.3333333333333333
1,3,0303-1010-1013,1013,0403-1010-1013-1203,3,1,18.453,0.004,2.721,72.877,1
2,2,0303-1010,0303,0310-0403-1010,2,0.25,0.848,670.814,0.01,174.172,0.25
2,2,0303-1010,1010,0310-0403-1010,2,2,79.249,0,27.982,1.782,2
3,2,0311-0313,0311,0411-0413,2,0.5,0.825,34.674,1.654,1.61,0.5
3,2,0311-0313,0313,0411-0413,2,0.3333333333333333,0.825,34.674,0.613,39.114,0.3333333333333333
4,3,0303-1003-1010,0303,0403-1010-1103,3,0.25,0.691,1049.155,0.003,271.856,0.25
4,3,0303-1003-1010,1010,0403-1010-1103,3,1,61.899,0,10.513,2.917,1
4,3,0303-1003-1010,1003,0403-1010-1103,3,0.3333333333333333,61.899,0.152,0.113,271.856,0.3333333333333333
5,2,1011-1303,1303,1011-1303,2,0.5,71.764,10.103,0.01,97.711,0.5
5,2,1011-1303,1011,1011-1303,2,0.25,72.714,0.009,8.949,4.532,0.25
6,2,0303-1003,1003,0403-1103,2,0.3333333333333333,312.753,0.116,0.04,217.764,0.3333333333333333
6,2,0303-1003,0303,0403-1103,2,1,3.184,753.537,0,217.764,1
7,2,0300-1010,0300,0400-1010,2,0.5,11.946,30.395,0.123,0.555,0.5
7,2,0300-1010,1010,0400-1010,2,0.25,232.915,0.001,5.319,0.555,0.25
8,1,1010,1010,1010,1,1,125.224,0,175.828,0.514,1
9,2,0303-0310,0310,0403-0410,2,0.3333333333333333,2.618,22.964,11.651,0.591,0.3333333333333333
9,2,0303-0310,0303,0403-0410,2,0.5,2.618,2511.223,0.132,31.223,0.5
10,2,0300-1010,0300,0110-0400-1010,2,0.25,9.463,52.16,1.732,0.146,0.25
10,2,0300-1010,1010,0110-0400-1010,2,2,253.701,0,114.835,0.146,2
11,2,1010-1012,1012,1010-1012,2,0.3333333333333333,86.722,0,6.814,32.053,0.3333333333333333
11,2,1010-1012,1010,1010-1012,2,0.5,86.722,0,292.215,0.639,0.5
12,3,0300-0303-1010,1010,0400-0403-1010,3,0.3333333333333333,54.878,0.009,52.996,3.934,0.3333333333333333
12,3,0300-0303-1010,0303,0400-0403-1010,3,1,1.27,598.282,0.061,98.559,1
12,3,0300-0303-1010,0300,0400-0403-1010,3,0.25,1.27,85.875,1.748,3.934,0.25
13,3,0303-1010-1013,0303,0213-0403-1010-1013,3,0.5,0.6,320.082,0.104,41.207,0.5
13,3,0303-1010-1013,1010,0213-0403-1010-1013,3,0.25,4.361,0,137.091,0.78,0.25
13,3,0303-1010-1013,1013,0213-0403-1010-1013,3,2,4.361,0.005,2.155,41.207,2
14,2,1010-1303,1303,1010-1403,2,0.3333333333333333,22.886,32.036,0.008,203.072,0.3333333333333333
14,2,1010-1303,1010,1010-1403,2,0.5,140.688,0.002,70.695,2.809,0.5
15,3,0303-1010-1013,1010,0403-1010-1013-1203,3,1,10.538,0,80.979,4.775,1
15,3,0303-1010-1013,1013,0403-1010-1013-1203,3,0.6666666666666666,10.538,0.007,5.567,229.171,0.6666666666666666
15,3,0303-1010-1013,0303,0403-1010-1013-1203,3,0.25,0.202,581.28,0.096,229.171,0.25
16,2,1010-1013,1013,1010-1213,2,0.25,425.867,0.006,5.851,162.497,0.25
16,2,1010-1013,1010,1010-1213,2,0.5,425.867,0,99.141,1.801,0.5
17,3,0010-0300-0303,0300,0110-0300-0403,3,1,0.206,12.121,0.108,2.387,1
17,3,0010-0300-0303,0010,0110-0300-0403,3,0.5,18.448,0.009,10.38,2.387,0.5
17,3,0010-0300-0303,0303,0110-0300-0403,3,0.3333333333333333,0.206,935.181,0.003,118.14,0.3333333333333333
18,1,1010,1010,0300-1010-1100,1,0.75,29.014,0,11.032,0.083,0.75
