parIndex,nStates,Phase,State,DSGRNPhase,nStatesRAC,basin,GRHL2,ZEB,miR200,SLUG,basinDiscret
1,3,0113-0303-1013,0113,0113-0303-1013,3,1,3.287,0.376,28.142,42.632,1
1,3,0113-0303-1013,0303,0113-0303-1013,3,0.5,3.287,849.605,0.478,42.632,0.5
1,3,0113-0303-1013,1013,0113-0303-1013,3,0.25,130.498,0.009,28.142,42.632,0.25
2,3,1010-1013-1303,1010,1010-1013-1303,3,1,95.003,0.001,99.779,1.755,1
2,3,1010-1013-1303,1013,1010-1013-1303,3,0.5,95.003,0.007,1.602,97.446,0.5
2,3,1010-1013-1303,1303,1010-1013-1303,3,0.3333333333333333,1.537,34.836,0.08,97.446,0.3333333333333333
3,3,0303-1010-1013,1013,0303-1010-1013,3,1,133.81,0.002,2.313,61.551,1
3,3,0303-1010-1013,0303,0303-1010-1013,3,0.25,2.41,21.43,0.085,61.551,0.25
3,3,0303-1010-1013,1010,0303-1010-1013,3,0.3333333333333333,133.81,0,48.519,1.562,0.3333333333333333
4,2,0303-1010,1010,0303-1010,2,0.25,97.56,0,190.49,6.532,0.25
4,2,0303-1010,0303,0303-1010,2,0.5,1.96,102.217,0.032,72.897,0.5
5,2,0303-1010,1010,0303-1010,2,1,62.57,0,110.757,3.116,1
5,2,0303-1010,0303,0303-1010,2,0.3333333333333333,0.753,838.811,0.026,91.417,0.3333333333333333
6,1,1010,1010,1010,1,0.5,96.689,0,135.526,0.247,0.5
7,3,0300-0303-1010,1010,0300-0303-1010,3,1,43.07,0.001,10.222,9.175,1
7,3,0300-0303-1010,0300,0300-0303-1010,3,0.25,4.064,281.004,0.341,9.175,0.25
7,3,0300-0303-1010,0303,0300-0303-1010,3,0.3333333333333333,4.064,975.599,0.004,190.49,0.3333333333333333
8,3,0010-0113-0303,0010,0010-0113-0303-0310,3,0.6666666666666666,1.588,0.006,65.919,1.003,0.6666666666666666
8,3,0010-0113-0303,0303,0010-0113-0303-0310,3,0.25,0.07,2390.688,0.06,98.082,0.25
8,3,0010-0113-0303,0113,0010-0113-0303-0310,3,0.5,0.07,0.26,3.233,98.082,0.5
9,4,0301-0303-1011-1111,1111,0301-0303-1011-1111,4,0.3333333333333333,22.794,0.312,58.509,2.776,0.3333333333333333
9,4,0301-0303-1011-1111,0301,0301-0303-1011-1111,4,0.5,0.233,1124.246,1.462,2.776,0.5
9,4,0301-0303-1011-1111,0303,0301-0303-1011-1111,4,1,0.233,1124.246,0.02,130.498,1
9,4,0301-0303-1011-1111,1011,0301-0303-1011-1111,4,0.25,22.794,0.008,58.509,2.776,0.25
10,2,1010-1012,1012,1010-1012,2,0.5,108.412,0.001,159.789,26.846,0.5
10,2,1010-1012,1010,1010-1012,2,1,108.412,0,159.789,0.352,1
11,2,1010-1011,1011,1010-1011,2,0.3333333333333333,96.689,0.013,97.576,18.897,0.3333333333333333
11,2,1010-1011,1010,1010-1011,2,0.25,96.689,0.012,97.576,0.201,0.25
12,2,0300-1010,1010,0300-1010,2,0.5,206.866,0.005,100.651,0.126,0.5
12,2,0300-1010,0300,0300-1010,2,1,7.292,88.831,1.075,0.126,1
13,3,0303-0311-1011,1011,0303-0311-1011,3,1,45.995,0.145,102.782,1.024,1
13,3,0303-0311-1011,0303,0303-0311-1011,3,0.3333333333333333,0.633,306.592,2.392,79.182,0.3333333333333333
13,3,0303-0311-1011,0311,0303-0311-1011,3,0.25,0.633,9.867,98.365,1.024,0.25
14,2,1010-1012,1012,1010-1012,2,0.25,108.412,0.001,159.789,26.846,0.25
14,2,1010-1012,1010,1010-1012,2,0.5,108.412,0,159.789,0.269,0.5
15,2,0303-1010,1010,0303-1010,2,1,28.061,0,65.919,2.086,1
15,2,0303-1010,0303,0303-1010,2,0.3333333333333333,1.242,2390.688,0.023,98.082,0.3333333333333333
16,4,0303-1010-1013-1103,1103,0303-1010-1013-1103,4,1,80.217,0.313,1.58,108.517,1
16,4,0303-1010-1013-1103,1010,0303-1010-1013-1103,4,0.25,80.217,0,130.188,5.393,0.25
16,4,0303-1010-1013-1103,1013,0303-1010-1013-1103,4,0.3333333333333333,80.217,0.151,3.218,108.517,0.3333333333333333
