ParIndex,GRHL2,ZEB,miR200,SLUG,Count
1,6.35,166.345,0.304,120.183,1
1,109.886,0,89.499,1.202,1
1,109.886,0.001,12.549,120.183,1
2,1.405,0.237,14.237,0.599,1
2,1.405,0.969,0.659,0.599,1
2,1.405,82.503,0.039,34.197,1
2,73.392,0,14.237,0.599,1
2,73.392,0.053,2.398,34.197,1
3,6.39,6.208,3.963,0.243,1
3,30.531,0.008,139.775,0.243,1
4,7.484,65.282,0.015,158.854,1
4,158.336,0.006,69.678,2.357,1
5,1.039,486.657,0.371,150.238,1
5,95.956,0,40.477,8.682,1
5,95.956,0.003,2.23,150.238,1
6,0.749,165.337,0.074,71.464,1
6,62.503,0,98.437,0.79,1
6,62.503,0.005,2.248,71.464,1
7,0.87,538.164,0.031,176.29,1
7,71.464,0,56.345,4.151,1
7,71.464,0.005,2.956,176.29,1
8,139.126,0.006,77.09,0.347,1
9,0.746,70.917,1.515,0.767,1
9,0.746,547.114,0.022,42.881,2
9,28.044,0.001,120.758,0.767,1
10,0.148,0.474,76.072,0.694,1
10,0.148,8.696,2.264,0.694,1
10,0.148,844.937,2.238,35.35,1
10,7.537,0.006,76.072,0.694,1
11,0.137,4.561,6.267,28.87,1
11,0.137,187.89,0.103,235.312,1
11,8.351,0.007,3.242,235.312,1
11,8.351,0.007,196.923,28.87,1
12,5.471,2.978,0.129,189.048,1
12,26.14,0.001,164.776,2.649,1
12,26.14,0.002,4.56,189.048,1
13,1.021,1649.428,0.125,123.797,1
13,85.195,0.001,165.593,1.369,1
13,85.195,0.05,3.782,123.797,1
14,2.273,398.164,0.106,0.696,1
14,2.273,398.181,0.002,34.619,1
14,154.663,0.009,3.336,0.696,1
15,2.578,395.422,0.026,89.951,1
15,180.143,0.001,113.918,1.322,1
15,180.143,0.037,1.667,89.951,1
16,1.462,1078.13,0.023,73.116,1
16,1.462,1078.13,1.431,3.914,1
16,144.265,0.007,99.99,3.914,1
17,94.655,0,5.362,0.739,1
18,1.857,1762.897,0.144,265.298,1
18,56.345,0,142.68,3.224,1
18,56.345,0.023,6.102,265.298,1
19,3.314,618.94,0.151,41.667,1
20,2.07,375.216,0.136,60.544,1
20,38.619,0,270.065,2.798,1
20,38.619,0.001,9.902,60.544,1
21,14.288,24.487,0.622,1.038,1
21,381.511,0,61.894,1.038,1
22,1.166,0.629,0.002,120.758,1
22,1.166,1.3,0.034,2.844,1
22,1.166,56.922,0.002,120.758,1
22,95.747,0,3.265,2.844,1
22,95.747,0.015,0.171,120.758,1
23,1.925,428.238,0.021,30.531,1
23,107.201,0,178.009,1.602,1
23,107.201,0.003,1.856,30.531,1
24,12.411,56.922,0.001,120.758,1
24,95.747,0,3.265,3.318,1
24,95.747,0.013,0.076,120.758,1
25,0.38,19.132,0.4,5.457,1
25,0.38,1628.817,0.049,311.464,1
25,19.862,0.473,0.4,5.457,1
25,19.868,0.004,24.281,5.457,1
25,19.868,0.116,24.281,5.457,1
26,2.006,10.461,0.819,138.892,1
26,111.299,0,51.116,1.425,1
26,111.299,0.004,25.539,138.892,1
26,111.299,0.221,25.539,138.892,1
27,15.613,7.279,0.319,7.52,1
27,15.613,628.958,0.046,139.619,1
27,138.725,0,24.794,7.52,1
27,138.725,0.012,3.587,139.619,1
28,4.041,495.793,0.364,49.838,1
28,165.593,0,361.704,0.606,1
28,165.593,0.016,15.468,49.838,1
29,0.106,8.285,0.029,37.59,1
29,6.575,0.003,122.303,5.318,1
29,6.575,0.088,1.698,37.59,1
31,2.605,894.994,0.141,92.481,1
31,165.331,0,387.554,1.681,1
31,165.331,0.005,7.826,92.481,1
32,4.028,4.126,0.568,5.079,1
32,4.028,250.63,0.011,205.43,1
32,16.48,0,34.619,5.079,1
32,16.48,0.362,0.011,205.43,1
33,3.772,11.323,6.67,16.243,1
33,3.772,1091.781,0.772,118.535,1
33,72.394,0.007,43.694,118.535,1
33,72.394,0.007,377.307,16.243,1
34,0.349,4.845,1.034,1.1,1
34,0.349,90.409,0.021,109.178,1
34,29.417,0,72.394,1.1,1
34,29.417,0.025,1.482,109.178,1
35,0.984,18.329,11.539,7.518,1
35,0.984,1603.997,0.151,99.995,1
35,95.093,0.005,45.792,7.518,1
35,95.093,0.42,0.6,99.995,1
36,31.814,98.617,0.069,143.957,1
36,245.642,0.013,381.511,2.576,1
36,245.642,0.241,5.462,143.957,1
37,0.079,325.344,0.034,109.369,3
38,0.646,1.975,3.962,3.463,1
38,0.646,3102.831,0.046,289.063,1
38,36.118,0.001,72.247,3.463,1
39,23.637,0.03,162.911,0.092,1
40,3.951,200.295,1.159,30.866,2
40,172.887,0,192.057,0.67,1
41,2.438,4.467,1.554,1.462,1
41,2.438,224.951,0.056,88.004,1
41,174.772,0.001,103.521,1.462,1
41,174.772,0.026,3.708,88.004,1
42,0.632,25.547,0.036,105.644,1
42,62.232,0.001,2.596,105.644,1
42,62.232,0.001,168.243,1.63,1
43,3.051,719.535,2.552,1.192,1
43,3.051,719.863,0.05,103.175,1
43,206.562,0.02,85.188,1.192,1
44,0.605,0.378,9.788,444.418,1
44,0.605,48.617,0.161,444.418,1
44,19.007,0.004,9.788,7.787,1
