parIndex,nStates,Phase,State,DSGRNPhase,nStatesRAC,basin,GRHL2,ZEB,miR200,SLUG,basinDiscret
1,3,0303-1010-1013,0303,0403-1010-1013,3,0.02,3.847747,9.230032,-5.628892,5.301998,0.02
1,3,0303-1010-1013,1010,0403-1010-1013,3,0.8,7.973691,-14.573286,6.191069,-1.187802,0.8
1,3,0303-1010-1013,1013,0403-1010-1013,3,0.18,7.973691,-8.364282,-0.001333,5.301998,0.18
2,4,0303-0310-1010-1013,1013,0403-1010-1013,4,0.11,8.019643,-6.489239,1.979658,7.023247,0.11
2,4,0303-0310-1010-1013,0303,0403-1010-1013,4,0.22,1.431799,11.104109,-2.414362,7.023247,0.22
2,4,0303-0310-1010-1013,0310,0403-1010-1013,4,0.35,1.431799,2.233045,2.279831,1.577753,0.35
2,4,0303-0310-1010-1013,1010,0403-1010-1013,4,0.32,8.019643,-8.835912,6.673851,1.577753,0.32
3,2,0303-1013,0303,0403-1013,2,0.61,0.688941,9.264194,-5.022165,7.862598,0.61
3,2,0303-1013,1013,0403-1013,2,0.39,6.096516,-6.689076,1.280432,7.862598,0.39
4,2,0300-1010,0300,0403-1010-1103,2,0.56,2.226984,2.981062,-1.311083,-0.731239,0.56
4,2,0300-1010,1010,0403-1010-1103,2,0.44,6.893035,-9.951921,4.901098,-0.731239,0.44
5,4,0010-0011-0300-0301,0010,0300-0301,4,0.44,3.405986,-6.177916,3.901687,0.070829,0.44
5,4,0010-0011-0300-0301,0011,0300-0301,4,0.05,3.405986,-6.17789,3.901686,5.175447,0.05
5,4,0010-0011-0300-0301,0300,0300-0301,4,0.47,-2.866776,6.029888,-2.136944,0.070827,0.47
5,4,0010-0011-0300-0301,0301,0300-0301,4,0.04,-2.866776,6.029907,-2.136945,5.175447,0.04
6,3,0010-0303-0310,0310,0110-0403,3,0.36,1.717656,-0.45176500000000003,2.442664,1.060558,0.36
6,3,0010-0303-0310,0303,0110-0403,3,0.43,1.717656,11.093861,-0.97794,7.496609,0.43
6,3,0010-0303-0310,0010,0110-0403,3,0.21,4.468879,-5.39262,7.952672,1.060558,0.21
7,4,0303-0311-1011-1013,0311,0403-1011-1013,4,0.22,2.817911,4.043871,2.803572,2.470314,0.22
7,4,0303-0311-1011-1013,1011,0403-1011-1013,4,0.37,6.925334,-9.04233,8.881229,2.470314,0.37
7,4,0303-0311-1011-1013,0303,0403-1011-1013,4,0.18,2.817911,9.565379,-3.329038,7.088551,0.18
7,4,0303-0311-1011-1013,1013,0403-1011-1013,4,0.23,6.925334,-9.04233,2.748535,7.088551,0.23
8,4,0303-0310-1010-1013,0303,0403-1010-1013,4,0.22,0.905388,9.757847,-3.924447,6.97319,0.22
8,4,0303-0310-1010-1013,1013,0403-1010-1013,4,0.03,7.275145,-4.835276,1.674135,6.97319,0.03
8,4,0303-0310-1010-1013,0310,0403-1010-1013,4,0.42,0.905388,0.236445,2.284791,0.763671,0.42
8,4,0303-0310-1010-1013,1010,0403-1010-1013,4,0.33,7.275145,-8.156771,7.883373,0.763671,0.33
9,1,1010,1010,1010,1,1,6.613983,-14.020146,5.617514,-2.146864,1
10,3,0303-1010-1013,0303,0403-1010-1113,3,0.54,0.489173,11.09032,-3.115089,6.734249,0.54
10,3,0303-1010-1013,1013,0403-1010-1113,3,0.03,6.920115,-5.210081,2.890804,6.734249,0.03
10,3,0303-1010-1013,1010,0403-1010-1113,3,0.43,6.920115,-11.271038,5.547919,1.178724,0.43
11,3,0303-0310-1010,0310,0403-1010,3,0.1,2.409713,-0.569489,4.108013,0.183604,0.1
11,3,0303-0310-1010,1010,0403-1010,3,0.43,8.955259,-11.155097,6.551897,0.183604,0.43
11,3,0303-0310-1010,0303,0403-1010,3,0.47,2.409713,10.694585,-1.724593,5.794548,0.47
12,3,0303-1010-1013,0303,0403-1010-1013,3,0.2,-1.127714,10.350564,-5.245005,6.501379,0.2
12,3,0303-1010-1013,1013,0403-1010-1013,3,0.06,5.097021,-5.955951,0.574263,6.501379,0.06
