parIndex,nStates,Phase,State,DSGRNPhase,nStatesRAC,basin,GRHL2,ZEB,miR200,SLUG,basinDiscret
1,1,0010,0010,0010-0113-0403,1,1,23.048,0.001,147.414,2.054,1
2,1,1010,1010,1010,1,1,224.868,0.001,32.592,0.425,1
3,2,1003-1010,1003,1003-1010,2,0.5,26.563,0.906,1.798,78.215,0.5
3,2,1003-1010,1010,1003-1010,2,0.25,27.399,0.001,6.759,1.083,0.25
4,1,0011,0011,0010-0012,1,0.4,37.428,0.003,235.696,28.229,0.4
5,1,0303,0303,1003,1,0.16666666666666666,6.187,79.018,1.022,164.585,0.16666666666666666
6,1,0013,0013,0012-0013,1,0.6666666666666666,20.955,0.051,6.544,112.384,0.6666666666666666
7,1,1012,1012,1010-1013,1,2,137.893,0,73.077,55.076,2
8,1,1010,1010,1010,1,0.5,105.699,0,137.594,0.164,0.5
9,1,1013,1013,0303-1010-1013,1,0.75,32.538,0.003,8.435,105.711,0.75
10,1,1013,1013,1010-1100-1103,1,0.6,81.912,0.006,20.049,155.142,0.6
11,1,1303,1303,1010-1113-1200-1303,1,0.6666666666666666,18.853,22.729,0.388,145.484,0.6666666666666666
12,2,0303-1010,1010,0403-1010-1103,2,1,90.003,0.003,157.927,7.813,1
12,2,0303-1010,0303,0403-1010-1103,2,0.6666666666666666,1.095,106.783,1.496,212.21,0.6666666666666666
13,2,0210-0311,0210,0110-0213,2,0.25,4.579,2.484,45.433,5.852,0.25
13,2,0210-0311,0311,0110-0213,2,0.5,0.499,19.876,1.449,50.668,0.5
14,1,0303,0303,1010-1103,1,0.4,5.029,61.551,0.178,253.831,0.4
15,2,0303-1010,0303,1003-1010,2,0.16666666666666666,1.356,72.764,0.028,121.855,0.16666666666666666
15,2,0303-1010,1010,1003-1010,2,0.3333333333333333,13.573,0.046,12.56,1.951,0.3333333333333333
16,1,1013,1013,0303-1010-1013,1,3,32.538,0.003,8.435,105.711,3
17,1,0303,0303,0110-0300-0403-1010,1,2,1.086,104.494,0.049,160.658,2
18,1,1010,1010,1010,1,0.25,178.016,0,86.45,0.084,0.25
19,1,0303,0303,0403-1001-1103,1,0.6,0.312,166.241,0.168,334.315,0.6
20,1,1013,1013,1010-1013,1,0.3333333333333333,75.191,0.02,163.144,158.498,0.3333333333333333
21,1,1002,1002,1002-1010,1,0.6666666666666666,80.309,0.003,9.122,57.877,0.6666666666666666
22,1,0110,0110,0010-0403,1,2,9.639,1.065,22.462,2.971,2
23,1,0303,0303,0403,1,0.5,6.384,186.836,0.058,88.935,0.5
24,1,1010,1010,1010,1,0.25,239.711,0,71.369,1.762,0.25
26,2,0301-0303,0301,0201-0403-1001,2,0.3333333333333333,1.746,37.701,2.686,9.772,0.3333333333333333
26,2,0301-0303,0303,0201-0403-1001,2,0.2,1.744,105.392,0.119,333.004,0.2
27,2,0302-1012,0302,0403-1010-1013,2,0.3333333333333333,3.039,136.66,0.548,40.623,0.3333333333333333
27,2,0302-1012,1012,0403-1010-1013,2,2,75.174,0.124,46.856,40.623,2
28,1,1012,1012,0203-1003-1010,1,1.5,43.417,0.033,3.961,55.98,1.5
29,1,0303,0303,0403-1203,1,0.5,9.006,272.618,0.014,341.416,0.5
30,1,0010,0010,0010-0113-0303,2,0.3333333333333333,32.276,0.01,185.091,1.081,0.5333333333333333
30,1,0010,0010,0010-0113-0303,2,0.2,32.276,0.01,185.09,1.081,0.5333333333333333
31,1,1010,1010,0300-1010,1,0.6666666666666666,129.528,0.001,81.147,0.558,0.6666666666666666
32,1,1010,1010,1010,1,1,116.355,0,55.292,5.812,1
33,2,0300-1010,0300,0403-1010-1103,2,1,1.643,13.913,5.516,11.275,1
33,2,0300-1010,1010,0403-1010-1103,2,0.25,125.903,0.013,204.655,11.275,0.25
34,1,1011,1011,1003-1011,1,0.4,131.773,0,21.219,6.389,0.4
35,1,1010,1010,1002-1010,1,0.3333333333333333,269.226,0,12.805,4.266,0.3333333333333333
36,1,1013,1013,1010-1013,1,0.6666666666666666,107.605,0.015,31.305,213.233,0.6666666666666666
37,1,1010,1010,1010,1,1,359.809,0.002,156.106,2.599,1
38,2,0302-1012,0302,0302-1010-1012,2,0.5,20.455,122.997,5.881,62.075,0.5
38,2,0302-1012,1012,0302-1010-1012,2,0.5,230.865,0.002,232.677,62.075,0.5
39,1,0303,0303,0010-0103,1,0.4,1.01,54.025,2.058,75.793,0.4
40,2,0303-1013,0303,0403-1003-1010,2,0.16666666666666666,2.667,43.766,2.225,47.961,0.16666666666666666
40,2,0303-1013,1013,0403-1003-1010,2,0.6666666666666666,96.063,0.008,49.498,47.961,0.6666666666666666
41,1,0303,0303,0200-0303-1010,1,3,31.306,30.558,0.05,75.683,3
42,2,0303-1010,0303,0300-0303-1010,2,0.5,2.364,23.085,0.801,213.112,0.5
42,2,0303-1010,1010,0300-0303-1010,2,0.5,82.435,0,198.766,2.864,0.5
43,1,1000,1000,1200-1202,1,0.4,376.477,0.468,13.075,0.642,0.4
44,1,1010,1010,1010,1,0.16666666666666666,95.689,0.032,27.144,0.29,0.16666666666666666
45,1,1013,1013,1010-1103,2,0.3333333333333333,310.185,0.189,40.192,206.463,1.3333333333333333
45,1,1013,1013,1010-1103,2,1,310.185,0.189,40.193,206.463,1.3333333333333333
46,2,0303-1013,0303,0203-1010,2,0.5,6.868,29.649,1.126,68.747,0.5
46,2,0303-1013,1013,0203-1010,2,0.25,112.217,0.01,10.701,68.747,0.25
47,1,1010,1010,1010,1,0.2,231.9,0.031,102.454,0.15,0.2
48,1,1010,1010,1010,1,0.16666666666666666,666.058,0,132.531,1.279,0.16666666666666666
49,2,0303-1000,0303,0200-0403-1000,2,0.3333333333333333,1.405,121.074,0.082,151.194,0.3333333333333333
49,2,0303-1000,1000,0200-0403-1000,2,2,127.204,0.059,19.661,3.161,2
50,1,0303,0303,0403-1003,1,1,10.016,75.449,0.38,204.682,1
51,2,0303-1013,1013,0403-1010-1013,2,0.4,272.415,0.021,238.427,96.233,0.4
51,2,0303-1013,0303,0403-1010-1013,2,0.25,5.558,475.946,3.742,96.233,0.25
52,3,0303-1003-1010,0303,0403-1010-1203,3,0.16666666666666666,45.91,19.695,2.12,97.079,0.16666666666666666
52,3,0303-1003-1010,1010,0403-1010-1203,3,1,534.186,0,64.853,2.347,1
52,3,0303-1003-1010,1003,0403-1010-1203,3,0.3333333333333333,534.177,0.052,11.231,97.079,0.3333333333333333
53,2,0010-0303,0010,0010-0303,2,0.25,8.144,0.007,25.934,1.784,0.25
53,2,0010-0303,0303,0010-0303,2,0.5,0.127,18.764,0.365,83.718,0.5
54,1,1010,1010,1010,1,0.2,213.493,0,190.759,0.39,0.2
55,1,1010,1010,0200-1010,1,0.3333333333333333,7.828,0,155.731,0.48,0.3333333333333333
56,1,1010,1010,1010,1,0.3333333333333333,91.924,0.001,265.816,0.999,0.3333333333333333
57,2,0303-1013,0303,1010-1103,2,1,18.429,15.395,0.756,68.037,1
57,2,0303-1013,1013,1010-1103,2,0.5,100.487,0.014,66.93,68.037,0.5
58,2,0310-1010,1010,0210-1010,2,0.2,208.473,0.016,17.106,0.351,0.2
58,2,0310-1010,0310,0210-1010,2,0.25,6.49,23.845,1.565,0.351,0.25
59,1,0303,0303,0403-1113,1,0.3333333333333333,5.006,214.967,0.134,554.115,0.3333333333333333
60,2,1002-1003,1002,1002-1003,2,1,134.69,0.05,5.66,11.292,1
60,2,1002-1003,1003,1002-1003,2,0.3333333333333333,133.905,0.069,2.808,126.827,0.3333333333333333
61,2,0302-1000,1000,0403-1000-1103,2,0.25,196.47,0.023,13.125,1.646,0.25
61,2,0302-1000,0302,0403-1000-1103,2,1,2.637,195.197,0.207,68.475,1
62,2,0303-1013,1013,1003-1010,2,0.16666666666666666,37.891,0.017,10.532,87.303,0.16666666666666666
62,2,0303-1013,0303,1003-1010,2,0.2,0.797,39.959,0.26,87.303,0.2
63,2,0303-1010,1010,0403-1010-1203,2,1,74.106,0.005,138.919,4.406,1
63,2,0303-1010,0303,0403-1010-1203,2,0.6666666666666666,1.397,310.978,0.645,81.986,0.6666666666666666
64,1,1011,1011,0303-1003-1010,1,1.5,271.791,0.006,55.612,29.075,1.5
65,1,1010,1010,0403-1010-1013,1,0.75,222.837,0.008,296.081,0.543,0.75
66,1,0010,0010,0010-0300,1,0.4,7.754,0.009,37.101,0.61,0.4
67,1,0303,0303,0403-1010-1013,1,0.5,2.181,129.893,0.377,109.176,0.5
68,1,0303,0303,0010-0403,1,0.6666666666666666,0.341,95.692,0.079,163.55,0.6666666666666666
69,1,0011,0011,0010-0203,1,2,3.476,0.002,52.186,9.488,2
70,1,1010,1010,1010,1,0.5,43.291,0.002,87.726,0.264,0.5
71,1,1013,1013,1010-1103,1,0.5,111.038,0.028,31.477,91.751,0.5
72,1,1013,1013,0303-1010-1013,1,0.6,115.797,0.005,122.311,42.936,0.6
73,1,1013,1013,1010-1013,1,0.3333333333333333,92.571,0.001,6.285,468.025,0.3333333333333333
74,1,1011,1011,1011-1103,1,0.6666666666666666,55.027,0.001,73.844,3.328,0.6666666666666666
75,1,1010,1010,0200-0403-1010,1,3,246.793,0,58.294,1.03,3
76,2,0300-1010,0300,0403-1010-1103,2,1,1.253,20.976,0.786,1.354,1
76,2,0300-1010,1010,0403-1010-1103,2,0.25,81.567,0.013,33.369,1.354,0.25
77,1,1003,1003,0303-1003-1010,1,0.6,133.712,0.003,4.506,125.899,0.6
78,1,1003,1003,1203,1,0.16666666666666666,126.754,0.082,4.041,227.615,0.16666666666666666
79,1,1013,1013,1010-1013,1,0.6666666666666666,69.075,0,17.124,182.624,0.6666666666666666
80,2,0303-1010,1010,0200-0403-1010,2,1,287.046,0.001,53.651,2.72,1
80,2,0303-1010,0303,0200-0403-1010,2,1,4.281,96.685,0.18,92.721,1
81,1,1010,1010,0300-0301-1010-1011,1,1,72.962,0.053,34.135,2.036,1
82,1,1010,1010,1010,1,0.2,143.314,0,168.642,0.309,0.2
83,1,0303,0303,0203-1001-1003,1,0.5,1.719,20.946,0.476,89.653,0.5
84,1,1010,1010,1010,1,0.3333333333333333,138.086,0.012,61.686,1.371,0.3333333333333333
85,1,1010,1010,1010-1013,1,2,236.579,0,265.435,1.396,2
86,2,0300-1010,0300,0110-0111-1010-1011,2,0.5,2.714,7.066,6.395,1.303,0.5
86,2,0300-1010,1010,0110-0111-1010-1011,2,0.75,28.183,0.1,20.127,1.303,0.75
87,1,1003,1003,1003-1010,1,0.4,108.197,0.003,9.129,127.855,0.4
88,1,1010,1010,1010,1,0.16666666666666666,23.742,0.001,48.5,5.814,0.16666666666666666
89,2,0303-1013,1013,1010-1103,2,1,292.356,0.007,22.062,254.042,1
89,2,0303-1013,0303,1010-1103,2,0.3333333333333333,4.091,56.064,0.297,254.042,0.3333333333333333
90,2,1000-1303,1303,1000-1103,2,0.5,42.107,71.176,0.04,190.929,0.5
90,2,1000-1303,1000,1000-1103,2,0.25,180.06,0.085,6.086,2.001,0.25
91,1,0302,0302,1010-1113,1,0.4,6.736,42.295,1.482,25.268,0.4
92,1,1010,1010,1010,1,0.16666666666666666,97.013,0.001,289.983,1.689,0.16666666666666666
93,1,1003,1003,1010-1103,1,0.6666666666666666,162.17,0.005,0.625,81.591,0.6666666666666666
94,1,1013,1013,1010-1103,1,2,284.519,0.008,16.932,148.397,2
95,3,0303-1010-1013,1013,0300-0303-1010-1013,3,0.25,71.022,0.006,15.364,85.495,0.25
95,3,0303-1010-1013,1010,0300-0303-1010-1013,3,0.4,71.023,0,60.565,2.751,0.4
95,3,0303-1010-1013,0303,0300-0303-1010-1013,3,0.5,3.539,63.347,0.158,85.495,0.5
96,2,0303-1013,1013,0403-1010,2,0.3333333333333333,79.856,0.09,25.371,76.736,0.3333333333333333
96,2,0303-1013,0303,0403-1010,2,0.16666666666666666,1.308,277.664,0.471,76.736,0.16666666666666666
97,2,1010-1013,1010,1010-1203,2,0.5,159.376,0.002,38.074,2.778,0.5
97,2,1010-1013,1013,1010-1203,2,1,155.975,0.012,19.702,53.487,1
98,1,0010,0010,0010-0200-0403,2,0.4,13.522,0.025,63.169,10.632,0.65
98,1,0010,0010,0010-0200-0403,2,0.25,13.52,0.027,63.169,10.632,0.65
99,1,0010,0010,0010,1,0.16666666666666666,27.422,0,102.105,1.184,0.16666666666666666
100,1,1010,1010,1010,1,0.3333333333333333,187.725,0,139.208,1.301,0.3333333333333333
101,1,0301,0301,0110,1,1,1.679,288.3,3.383,14.966,1
102,1,1010,1010,0300-1010,2,0.25,205.609,0,20.191,1.041,0.75
102,1,1010,1010,0300-1010,2,0.5,205.609,0,20.19,1.041,0.75
103,1,0310,0310,0010-0213,2,0.16666666666666666,0.285,1.397,115.305,28.086,0.3666666666666667
103,1,0310,0310,0010-0213,2,0.2,0.285,1.397,115.303,28.086,0.3666666666666667
104,2,0313-1013,0313,0403-1013,2,0.3333333333333333,3.82,74.865,0.546,113.032,0.3333333333333333
104,2,0313-1013,1013,0403-1013,2,1,111.372,0.034,18.761,113.032,1
105,1,1010,1010,1010,1,0.5,112.869,0,123.744,0.183,0.5
106,1,1010,1010,1010,1,0.25,600.843,0,249.354,0.089,0.25
107,1,1012,1012,1011-1012,1,0.4,150.396,0.012,5.123,31.566,0.4
108,2,0303-1010,0303,0403-1010-1203,2,0.3333333333333333,7.852,53.29,0.01,152.118,0.3333333333333333
108,2,0303-1010,1010,0403-1010-1203,2,0.3333333333333333,563.834,0.004,33.193,3.355,0.3333333333333333
109,1,1010,1010,1010,1,1,59.018,0,295.233,0.732,1
110,1,0303,0303,1010-1103,1,1,1.103,93.767,0.037,290.426,1
111,2,1010-1012,1010,1010-1103,2,0.25,110.752,0,46.125,1.063,0.25
111,2,1010-1012,1012,1010-1103,2,0.2,110.752,0.002,26.177,62.636,0.2
112,1,1010,1010,1010,1,0.16666666666666666,94.528,0.001,148.334,0.241,0.16666666666666666
113,1,0301,0301,0200-0203,1,0.6666666666666666,3.941,14.336,0.412,41.128,0.6666666666666666
114,1,0303,0303,1010-1203,1,2,5.818,37.93,0.154,153.832,2
115,1,1010,1010,1010,1,0.5,122.297,0,141.423,0.319,0.5
116,2,0303-1013,1013,0403-1103,2,0.2,112.911,0.027,3.127,752.8,0.2
116,2,0303-1013,0303,0403-1103,2,0.25,4.652,180.094,0.043,752.8,0.25
117,2,1010-1013,1010,1010-1013,2,0.16666666666666666,40.692,0.001,179.248,1.851,0.16666666666666666
117,2,1010-1013,1013,1010-1013,2,0.3333333333333333,40.692,0.003,56.928,76.812,0.3333333333333333
118,2,0303-1013,0303,0303-1010,2,1,6.011,69.611,1.166,217.091,1
118,2,0303-1013,1013,0303-1010,2,0.5,455.819,0.001,12.048,217.091,0.5
119,3,0303-1010-1013,1013,0403-1010-1013,3,0.2,211.743,0.002,149.7,88.036,0.2
119,3,0303-1010-1013,0303,0403-1010-1013,3,0.25,12.33,94.03,1.78,88.036,0.25
119,3,0303-1010-1013,1010,0403-1010-1013,3,0.16666666666666666,212.024,0,648.602,4.155,0.16666666666666666
120,1,1013,1013,1003,1,0.3333333333333333,266.764,0,90.088,83.746,0.3333333333333333
121,2,0012-0302,0012,0010-0403,2,0.5,2.882,0.083,24.821,27.215,0.5
121,2,0012-0302,0302,0010-0403,2,1,0.329,34.672,0.889,27.215,1
122,1,1010,1010,0403-1010-1103,1,0.75,83.853,0.045,13.93,6.385,0.75
123,1,1010,1010,1010-1100,2,0.16666666666666666,10.164,0,89.718,13.119,0.3666666666666667
123,1,1010,1010,1010-1100,2,0.2,10.164,0,89.714,13.119,0.3666666666666667
124,2,0003-0103,0003,0010-0103,2,1,26.161,0.026,17.648,81.383,1
124,2,0003-0103,0103,0010-0103,2,0.3333333333333333,16.634,1.486,14.143,81.383,0.3333333333333333
125,3,0303-1010-1013,0303,0303-1010-1013,3,0.5,1.075,52.637,0.459,146.426,0.5
125,3,0303-1010-1013,1010,0303-1010-1013,3,0.2,73.603,0.002,321.973,2.796,0.2
125,3,0303-1010-1013,1013,0303-1010-1013,3,0.25,73.595,0.02,12.021,146.426,0.25
126,1,1010,1010,1010-1013-1103,1,0.5,251.366,0,121.058,3.172,0.5
127,1,0301,0301,0300-0403-1010,1,1,1.327,144.797,1.586,27.874,1
