parIndex,nStates,Phase,State,DSGRNPhase,nStatesRAC,basin,A,B,C,D,basinDiscret
1,2,0202-2020,0202,0202-2020-2100,2,0.33,-4.215798,6.998762,-2.68895,4.878986,0.33
1,2,0202-2020,2020,0202-2020-2100,2,0.67,5.95746,-2.702918,6.766532,-7.231539,0.67
2,2,0202-2020,0202,0202-1012-2020,2,0.73,-3.951991,6.811739,-2.040875,6.675033,0.73
2,2,0202-2020,2020,0202-1012-2020,2,0.27,7.72451,-4.320723,7.190356,-5.574527,0.27
3,1,0202,0202,0120-0202-2020,1,1,-1.005515,6.2789,-8.665634,6.476012,1
4,2,0121-0202,0202,0120-0202-1020,2,0.62,-10.779233,6.892051,-1.349836,5.85215,0.62
4,2,0121-0202,0121,0120-0202-1020,2,0.38,-3.216075,3.221724,5.473991,1.512589,0.38
5,2,0202-2020,2020,0202-1002-1021-2020,2,0.62,6.369653,-3.852385,6.728676,-2.385289,0.62
5,2,0202-2020,0202,0202-1002-1021-2020,2,0.38,-3.830551,6.108257,-3.621601,6.571658,0.38
6,2,0202-2020,0202,0202-2020-2100,2,0.81,-1.517302,6.723999,-3.186155,6.2013489999999996,0.81
6,2,0202-2020,2020,0202-2020-2100,2,0.19,4.780678,-2.313736,6.612596,-3.249957,0.19
7,2,0002-2020,2020,0002-2020,2,0.94,5.085478,-5.982223,5.271789,-5.012058,0.94
7,2,0002-2020,0002,0002-2020,2,0.06,-1.51681,1.630294,-0.670522,5.262621,0.06
8,2,0202-2020,2020,0202-2020-2100,2,0.23,4.715353,1.508178,6.134878,-6.957146,0.23
8,2,0202-2020,0202,0202-2020-2100,2,0.77,-5.505782,7.00186,-1.649724,3.789957,0.77
9,2,0202-2020,2020,0202-2020-2100,2,0.51,6.295854,-3.102641,6.659107,-7.266579,0.51
9,2,0202-2020,0202,0202-2020-2100,2,0.49,0.512962,5.607348,-4.567695,3.653943,0.49
10,2,0202-2020,2020,0202-2020,2,0.62,5.183365,-1.646947,7.490978,-3.009931,0.62
10,2,0202-2020,0202,0202-2020,2,0.38,-4.895772,6.331348,-3.222325,5.907728,0.38
11,2,0202-2020,0202,0202-1200-2020,2,0.37,-4.916391,5.896576,-8.005395,6.720813,0.37
11,2,0202-2020,2020,0202-1200-2020,2,0.63,5.022299,-4.516818,4.78028,-4.02756,0.63
12,1,2020,2020,0202-2020,1,1,6.249051,-2.220875,7.144,-1.80583,1
13,2,0202-2020,0202,0021-0202-2020,2,0.83,-8.6157,6.749735,-1.732537,5.23643,0.83
13,2,0202-2020,2020,0021-0202-2020,2,0.17,3.871893,-1.421538,5.38886,-2.842154,0.17
14,1,2020,2020,2020,1,1,7.457369,-7.202257,6.973648,-2.156608,1
15,2,0202-2020,2020,0202-2020,2,0.63,4.040503,-0.59611,7.958263,-1.975212,0.63
15,2,0202-2020,0202,0202-2020,2,0.37,-6.021829,5.879002,-2.824158,6.647712,0.37
16,2,0202-2020,0202,0202-2020-2101,2,0.55,-1.599183,7.816854,-5.064768,6.228634,0.55
16,2,0202-2020,2020,0202-2020-2101,2,0.45,7.238045,-4.294318,7.532041,-4.501503,0.45
17,2,0202-2020,0202,0202-0210-2020,2,0.9,-5.898204,7.975835,-2.378496,5.303015,0.9
