ParIndex,GRHL2,ZEB,miR200,SLUG,Count
1,1.183,830.613,0.02,76.419,1
1,79.327,0,63.312,1.522,2
1,79.327,0.002,1.176,76.419,2
2,0.103,27.906,1.509,1.715,1
2,0.103,457.345,0.049,87.888,1
2,5.582,0.088,117.946,1.715,1
3,0.478,578.582,0.002,34.738,1
3,0.478,578.582,0.002,80.032,1
4,3.322,0.216,0.082,29.225,1
5,1.27,760.308,0.029,149.457,1
5,42.549,0,2.528,9.69,2
5,42.549,0.002,2.528,149.457,1
6,30.375,0,134.08,0.43,1
6,30.375,0.002,134.078,32.625,2
7,109.558,0.001,29.439,0.203,1
8,165.053,0,4.461,0.372,1
9,183.427,0,36.314,1.68,2
9,183.427,0.001,6.542,166.733,1
10,45.703,0,134.08,0.43,1
10,45.703,0.002,134.078,32.625,2
11,1.173,15.46,2.53,0.321,1
11,94.37,0,139.979,0.321,3
12,1.113,1225.003,0.124,48.994,1
12,96.84,0,215.695,1.175,1
12,96.84,0.144,2.678,48.994,2
13,0.614,0.817,0.938,1.389,1
13,0.614,450.594,0.077,30.443,1
13,59.84,0,84.798,1.389,1
14,1.377,73.033,1,0.956,1
14,1.377,430.421,0.011,69.09,1
14,101.556,0.005,97.201,0.956,1
15,0.521,359.84,0.118,6.303,1
15,0.521,1179.464,0.118,346.113,1
15,45.735,0.003,3.651,6.303,1
16,3.68,12.025,0.045,336.615,1
16,121.755,0,84.945,6.008,1
17,0.052,67.914,0.837,2.761,1
17,0.052,157.581,0.038,184.517,1
17,4.253,0,30.92,2.761,2
17,4.253,0.001,1.389,184.517,2
18,5.938,91.78,0.047,0.3,1
18,5.938,2999.753,0.001,28.23,1
18,234.031,0.003,3.322,0.3,1
19,47.9,0.009,139.913,0.688,2
20,0.824,157.581,0.047,184.517,1
20,30.456,0.001,30.92,8.29,1
21,0.389,57.813,0.056,50.048,1
21,37.419,0,3.998,50.048,2
21,37.419,0,313.312,2.266,1
22,1.176,14.703,1.168,217.184,1
22,82.397,0,191.025,3.542,1
