Phase,RACIPE,DSGRN,JSD,Parameter,nState
-1,0,0.01193225558121632,1,Phase,2
-2,0,0.00481139337952271,1,Phase,2
000,0.001539645881447267,0,1,Phase,2
001,0.002886836027713626,0,1,Phase,2
001-010,0,3.8491147036181676e-4,1,Phase,2
001-020,0,0.0013471901462663587,1,Phase,2
001-200,0,0.0017321016166281756,1,Phase,2
002,0.11797536566589685,0,1,Phase,2
002-010,0,0.0017321016166281756,1,Phase,2
002-011,0,0.0013471901462663587,1,Phase,2
002-020,0,0.1901462663587375,1,Phase,2
002-021,0,0.044649730561970746,1,Phase,2
002-100,0,0.0026943802925327174,1,Phase,2
002-101,0,0.0025019245573518092,1,Phase,2
002-110,0,0.0011547344110854503,1,Phase,2
002-120,0,0.006351039260969977,1,Phase,2
002-200,0,0.1857197844495766,1,Phase,2
002-201,0,0.04792147806004619,1,Phase,2
002-210,0,0.007313317936874519,1,Phase,2
002-220,0,0.0023094688221709007,1,Phase,2
010,0.0032717474980754426,0,1,Phase,2
010-100,0,1.9245573518090838e-4,1,Phase,2
010-200,0,0.0025019245573518092,1,Phase,2
011,0.006543494996150885,0,1,Phase,2
011-020,0,0.0025019245573518092,1,Phase,2
011-200,0,9.62278675904542e-4,1,Phase,2
012,0.054657428791377985,0,1,Phase,2
012-020,0,0.04330254041570439,1,Phase,2
012-021,0,0.0050038491147036184,1,Phase,2
012-102,0,0.003079291762894534,1,Phase,2
012-120,0,0.0050038491147036184,1,Phase,2
012-200,0,0.007313317936874519,1,Phase,2
012-201,0,0.0050038491147036184,1,Phase,2
012-202,0,1.9245573518090838e-4,1,Phase,2
012-210,0,0.003849114703618168,1,Phase,2
020,0.11720554272517321,0,1,Phase,2
020-100,0,0.0011547344110854503,1,Phase,2
020-101,0,0.0011547344110854503,1,Phase,2
020-102,0,0.007313317936874519,1,Phase,2
020-110,0,9.62278675904542e-4,1,Phase,2
020-200,0,0.19611239414934564,1,Phase,2
020-201,0,0.005581216320246343,1,Phase,2
020-202,0,0.0023094688221709007,1,Phase,2
020-210,0,0.04772902232486528,1,Phase,2
021,0.05234795996920708,0,1,Phase,2
021-102,0,0.004618937644341801,1,Phase,2
021-120,0,0.0017321016166281756,1,Phase,2
021-200,0,0.006735950731331794,1,Phase,2
021-201,0,0.003464203233256351,1,Phase,2
021-202,0,1.9245573518090838e-4,1,Phase,2
021-210,0,0.002886836027713626,1,Phase,2
022,0.07159353348729793,0,1,Phase,2
022-102,0,3.8491147036181676e-4,1,Phase,2
022-200,0,0.0013471901462663587,1,Phase,2
022-201,0,3.8491147036181676e-4,1,Phase,2
022-202,0,3.8491147036181676e-4,1,Phase,2
022-210,0,9.62278675904542e-4,1,Phase,2
022-220,0,1.9245573518090838e-4,1,Phase,2
100,0.0032717474980754426,0,1,Phase,2
101,0.00481139337952271,0,1,Phase,2
101-200,0,0.0017321016166281756,1,Phase,2
102,0.05388760585065435,0,1,Phase,2
102-120,0,0.00481139337952271,1,Phase,2
102-200,0,0.044457274826789836,1,Phase,2
102-201,0,0.005196304849884526,1,Phase,2
102-210,0,0.004618937644341801,1,Phase,2
102-220,0,9.62278675904542e-4,1,Phase,2
110,0.0036566589684372593,0,1,Phase,2
110-200,0,0.001924557351809084,1,Phase,2
111,0.004234026173979984,0,1,Phase,2
112,0.010392609699769052,0,1,Phase,2
120,0.056197074672825253,0,1,Phase,2
120-200,0,0.04561200923787529,1,Phase,2
120-201,0,0.0040415704387990765,1,Phase,2
120-202,0,3.8491147036181676e-4,1,Phase,2
120-210,0,0.0050038491147036184,1,Phase,2
121,0.01308698999230177,0,1,Phase,2
122,0.008468052347959968,0,1,Phase,2
200,0.11566589684372594,0,1,Phase,2
201,0.061585835257890686,0,1,Phase,2
201-210,0,0.0026943802925327174,1,Phase,2
202,0.075635103926097,0,1,Phase,2
210,0.05638953040800616,0,1,Phase,2
211,0.012317167051578136,0,1,Phase,2
212,0.01077752117013087,0,1,Phase,2
220,0.06986143187066975,0,1,Phase,2
221,0.007698229407236336,0,1,Phase,2
222,0.0040415704387990765,0,1,Phase,2
Monostable,1,0,1,monoMulti,2
Multistable,0,1,1,monoMulti,2
1,1,0,1,nState,2
2,0,1,1,nState,2
000,6.607201850016518e-4,0,1.0000000000000002,Phase,3
001,0.0016518004625041295,0,1.0000000000000002,Phase,3
002,0.08787578460521969,0,1.0000000000000002,Phase,3
002-011-200,0,0.0016518004625041295,1.0000000000000002,Phase,3
002-020-101,0,9.910802775024777e-4,1.0000000000000002,Phase,3
002-020-110,0,0.0023125206475057814,1.0000000000000002,Phase,3
002-020-200,0,0.7264618434093162,1.0000000000000002,Phase,3
002-020-201,0,0.03402708952758507,1.0000000000000002,Phase,3
002-020-210,0,0.03501816980508755,1.0000000000000002,Phase,3
002-021-120,0,0.0019821605550049554,1.0000000000000002,Phase,3
002-021-200,0,0.026759167492566897,1.0000000000000002,Phase,3
002-021-210,0,0.002642880740006607,1.0000000000000002,Phase,3
002-101-120,0,3.303600925008259e-4,1.0000000000000002,Phase,3
002-110-200,0,3.303600925008259e-4,1.0000000000000002,Phase,3
002-120-200,0,0.036339610175090846,1.0000000000000002,Phase,3
002-120-201,0,0.003633961017509085,1.0000000000000002,Phase,3
002-120-210,0,0.0019821605550049554,1.0000000000000002,Phase,3
002-201-210,0,0.002973240832507433,1.0000000000000002,Phase,3
002-201-220,0,3.303600925008259e-4,1.0000000000000002,Phase,3
010,0.003303600925008259,0,1.0000000000000002,Phase,3
011,0.009910802775024777,0,1.0000000000000002,Phase,3
011-020-101,0,3.303600925008259e-4,1.0000000000000002,Phase,3
011-020-200,0,0.0019821605550049554,1.0000000000000002,Phase,3
011-110-200,0,3.303600925008259e-4,1.0000000000000002,Phase,3
012,0.057482656095143705,0,1.0000000000000002,Phase,3
012-020-102,0,0.002642880740006607,1.0000000000000002,Phase,3
012-020-200,0,0.0383217707300958,1.0000000000000002,Phase,3
012-020-201,0,0.002642880740006607,1.0000000000000002,Phase,3
012-021-102,0,3.303600925008259e-4,1.0000000000000002,Phase,3
012-021-120,0,6.607201850016518e-4,1.0000000000000002,Phase,3
012-021-200,0,0.002642880740006607,1.0000000000000002,Phase,3
012-021-202,0,3.303600925008259e-4,1.0000000000000002,Phase,3
012-102-120,0,3.303600925008259e-4,1.0000000000000002,Phase,3
012-102-200,0,0.0023125206475057814,1.0000000000000002,Phase,3
012-102-201,0,0.0023125206475057814,1.0000000000000002,Phase,3
012-102-220,0,3.303600925008259e-4,1.0000000000000002,Phase,3
012-120-200,0,0.004625041295011563,1.0000000000000002,Phase,3
012-201-210,0,3.303600925008259e-4,1.0000000000000002,Phase,3
020,0.09349190617773373,0,1.0000000000000002,Phase,3
020-101-200,0,9.910802775024777e-4,1.0000000000000002,Phase,3
020-102-200,0,0.03799141063759498,1.0000000000000002,Phase,3
020-102-201,0,0.0013214403700033035,1.0000000000000002,Phase,3
020-102-210,0,0.004955401387512388,1.0000000000000002,Phase,3
020-201-210,0,0.003964321110009911,1.0000000000000002,Phase,3
021,0.05880409646514701,0,1.0000000000000002,Phase,3
021-102-120,0,6.607201850016518e-4,1.0000000000000002,Phase,3
021-102-200,0,0.003633961017509085,1.0000000000000002,Phase,3
021-102-220,0,3.303600925008259e-4,1.0000000000000002,Phase,3
021-120-200,0,0.002973240832507433,1.0000000000000002,Phase,3
021-120-201,0,6.607201850016518e-4,1.0000000000000002,Phase,3
021-120-210,0,6.607201850016518e-4,1.0000000000000002,Phase,3
021-201-210,0,3.303600925008259e-4,1.0000000000000002,Phase,3
022,0.06739345887016848,0,1.0000000000000002,Phase,3
022-102-200,0,3.303600925008259e-4,1.0000000000000002,Phase,3
022-201-210,0,3.303600925008259e-4,1.0000000000000002,Phase,3
100,0.003303600925008259,0,1.0000000000000002,Phase,3
101,0.008259002312520648,0,1.0000000000000002,Phase,3
102,0.05946481665014866,0,1.0000000000000002,Phase,3
102-120-210,0,3.303600925008259e-4,1.0000000000000002,Phase,3
102-201-210,0,9.910802775024777e-4,1.0000000000000002,Phase,3
110,0.010241162867525603,0,1.0000000000000002,Phase,3
111,0.012223323422530559,0,1.0000000000000002,Phase,3
112,0.021143045920052856,0,1.0000000000000002,Phase,3
120,0.06574165840766436,0,1.0000000000000002,Phase,3
120-201-210,0,9.910802775024777e-4,1.0000000000000002,Phase,3
120-202-210,0,3.303600925008259e-4,1.0000000000000002,Phase,3
121,0.017178724810042945,0,1.0000000000000002,Phase,3
122,0.012553683515031383,0,1.0000000000000002,Phase,3
200,0.09084902543772712,0,1.0000000000000002,Phase,3
201,0.07102741988767756,0,1.0000000000000002,Phase,3
202,0.06871489924017178,0,1.0000000000000002,Phase,3
210,0.062438057482656094,0,1.0000000000000002,Phase,3
211,0.020482325735051207,0,1.0000000000000002,Phase,3
212,0.008919722497522299,0,1.0000000000000002,Phase,3
