parIndex,nStates,Phase,State,DSGRNPhase,nStatesRAC,basin,A,B,C,D,basinDiscret
1,3,0120-0202-2020,0120,0120-0202-2020,3,0.292,0.166814,-0.138152,6.854247,-0.306962,0.292
1,3,0120-0202-2020,0202,0120-0202-2020,3,0.42,-4.652827,6.450243,-4.824066,5.337098,0.42
1,3,0120-0202-2020,2020,0120-0202-2020,3,0.288,6.641936,-6.543513,6.856308,-5.376235,0.288
2,3,0202-2001-2020,0202,0202-2001-2020,3,0.782,-4.884316,6.965031,-5.546435,6.264351,0.782
2,3,0202-2001-2020,2001,0202-2001-2020,3,0.11,6.956021,0.825427,0.225084,-0.164274,0.11
2,3,0202-2001-2020,2020,0202-2001-2020,3,0.108,7.059422,-1.597253,6.419775,-6.365066,0.108
3,1,2020,2020,0102-2020,1,1,4.790682,-6.030517,6.434427,-3.014285,1
4,2,0202-2020,0202,0202-2020,2,0.621,-8.242862,6.456131,-6.047418,2.926672,0.621
4,2,0202-2020,2020,0202-2020,2,0.379,3.37275,-3.159717,6.802216,-4.372242,0.379
5,2,0202-2020,2020,0202-2020,2,0.879,6.922729,-5.257194,6.02407,-7.394963,0.879
5,2,0202-2020,0202,0202-2020,2,0.121,-5.016322,5.808314,-6.006005,4.472857,0.121
6,2,0201-2020,0201,0201-2020,2,0.532,-4.478733,6.895298,-0.427203,2.616928,0.532
6,2,0201-2020,2020,0201-2020,2,0.468,6.216265,-2.948369,6.536119,-9.677996,0.468
7,3,2011-2020-2201,2201,2011-2020-2201,3,0.339,5.565806,6.190675,-4.456614,1.32645,0.339
7,3,2011-2020-2201,2020,2011-2020-2201,3,0.323,7.129675,0.033799,6.613991,-3.898054,0.323
7,3,2011-2020-2201,2011,2011-2020-2201,3,0.338,7.122709,0.033967,1.15101,1.300747,0.338
8,3,0202-2002-2020,2020,0202-2020,3,0.649,6.264351,-3.89651,6.641936,-6.065667,0.649
8,3,0202-2002-2020,2002,0202-2020,3,0.124,1.2696,1.705258,-0.648618,5.235497,0.124
8,3,0202-2002-2020,0202,0202-2020,3,0.227,-4.003406,7.291152,-4.84689,6.450243,0.227
9,2,0202-2020,2020,0202-2020,2,0.301,3.75786,-2.601478,7.130173,-4.169929,0.301
9,2,0202-2020,0202,0202-2020,2,0.699,-5.929697,5.022314,0.38296,6.381523,0.699
10,2,0202-2020,2020,0021-0202-2020,2,0.639,7.306359,-9.508465,7.330271,-3.148218,0.639
10,2,0202-2020,0202,0021-0202-2020,2,0.361,-2.264235,3.174618,-5.511861,6.495676,0.361
11,3,0202-1220-2020,1220,0202-1201-1220-2020,3,0.202,0.63292,2.726205,5.379811,-3.941065,0.202
11,3,0202-1220-2020,0202,0202-1201-1220-2020,3,0.47,-5.929594,5.022021,0.383175,6.356082,0.47
11,3,0202-1220-2020,2020,0202-1201-1220-2020,3,0.328,3.75786,-2.601472,7.130306,-4.627806,0.328
12,2,0202-2020,0202,0202-2020,2,0.822,-3.715145,5.749318,-5.955186,7.51039,0.822
12,2,0202-2020,2020,0202-2020,2,0.178,6.1287,-3.410882,6.337939,-4.277909,0.178
13,3,0202-2020-2100,2020,0202-2020-2100,3,0.074,6.965031,-4.908671,6.264273,-4.00239,0.074
13,3,0202-2020-2100,2100,0202-2020-2100,3,0.249,6.574821,-0.008784,-0.730605,2.478281,0.249
13,3,0202-2020-2100,0202,0202-2020-2100,3,0.677,-5.466511,6.419777,-6.359809,7.292537,0.677
14,3,0202-2020-2100,2100,0202-2020-2100,3,0.118,5.145842,2.195745,0.436677,-0.82146,0.118
14,3,0202-2020-2100,0202,0202-2020-2100,3,0.442,-6.800578,6.428228,-2.814521,6.086129,0.442
14,3,0202-2020-2100,2020,0202-2020-2100,3,0.44,5.749318,-4.16265,6.803476,-6.360004,0.44
