parIndex,nStates,Phase,State,DSGRNPhase,nStatesRAC,basin,GRHL2,ZEB,miR200,SLUG,basinDiscret
1,2,0300-1010,0300,1010,2,0.29,2.216171,3.612863,0.053566,-2.3477,0.29
1,2,0300-1010,1010,1010,2,0.71,6.636736,-15.998954,6.308089,-2.3477,0.71
2,2,0300-1010,1010,0403-1010-1103,2,0.59,6.225569,-10.770638,6.155224,0.03876,0.59
2,2,0300-1010,0300,0403-1010-1103,2,0.41,0.200513,4.799487,-0.12094,0.03876,0.41
3,2,0010-0302,0302,0010-0403,2,0.07,-0.41189,8.835241,-2.651893,5.210478,0.07
3,2,0010-0302,0010,0010-0403,2,0.93,4.637758,-7.669342,5.60568,-0.192434,0.93
4,2,0001-0301,0301,0301,2,0.36,0.969087,4.702494,-5.641692,1.459998,0.36
4,2,0001-0301,0001,0301,2,0.64,4.931679,-1.179659,-0.504361,1.459998,0.64
5,3,0303-1003-1010,0303,0403-1010-1203,3,0.03,1.82881,7.931227,-4.104049,6.581254,0.03
5,3,0303-1003-1010,1010,0403-1010-1203,3,0.93,7.154859,-16.668599,6.235745,0.865571,0.93
5,3,0303-1003-1010,1003,0403-1010-1203,3,0.04,7.154859,-4.492307,-0.342119,6.581254,0.04
6,3,0010-0300-0303,0303,0010-0403,3,0.31,-0.669954,7.027974,-4.682698,7.174148,0.31
6,3,0010-0300-0303,0010,0010-0403,3,0.49,2.62217,-9.973059,6.221012,0.793147,0.49
6,3,0010-0300-0303,0300,0010-0403,3,0.2,-0.669947,1.998401,1.464559,0.793147,0.2
7,2,0303-1003,1003,0403,2,0.26,6.729428,-3.411859,-2.384321,7.077208,0.26
7,2,0303-1003,0303,0403,2,0.74,2.308587,9.630015,-8.638937,7.077208,0.74
8,4,0303-0310-1010-1013,1013,0213-0403-1010-1013,4,0.2,4.042713,-7.478847,2.536863,6.825275,0.2
8,4,0303-0310-1010-1013,0310,0213-0403-1010-1013,4,0.19,-2.597662,3.25661,0.964889,0.927173,0.19
8,4,0303-0310-1010-1013,0303,0213-0403-1010-1013,4,0.08,-2.597667,10.425564,-3.367959,6.825275,0.08
8,4,0303-0310-1010-1013,1010,0213-0403-1010-1013,4,0.53,4.042713,-13.472819,6.860306,0.927173,0.53
9,2,0303-0310,0303,0110-0403,2,0.55,-4.264235,9.895736,0.118797,5.356872,0.55
9,2,0303-0310,0310,0110-0403,2,0.45,-4.258599,3.783437,2.213542,1.309306,0.45
10,3,0300-0303-1010,0303,0403-1010-1103,3,0.06,0.346548,11.272703,-6.454439,6.066114,0.06
10,3,0300-0303-1010,1010,0403-1010-1103,3,0.35,4.742464,-8.017818,4.637758,0.251541,0.35
10,3,0300-0303-1010,0300,0403-1010-1103,3,0.59,0.346548,5.369616,-1.870712,0.251541,0.59
11,1,1010,1010,0210-1010,1,1,2.009381,-3.421428,5.795867,-3.100264,1
12,3,0303-1003-1010,0303,1010-1103,3,0.02,1.334421,5.614958,-5.324062,7.069441,0.02
12,3,0303-1003-1010,1003,1010-1103,3,0.31,7.842888,-6.08964,1.168277,7.069441,0.31
12,3,0303-1003-1010,1010,1010-1103,3,0.67,7.842888,-16.380786,6.574579,1.575586,0.67
13,3,0300-0303-1010,0303,0210-0403-1010,3,0.76,0.499982,11.266917,-5.713351,5.735124,0.76
13,3,0300-0303-1010,1010,0210-0403-1010,3,0.13,6.452182,-8.229879,4.620866,3.450401,0.13
13,3,0300-0303-1010,0300,0210-0403-1010,3,0.11,0.499982,6.17668,-0.469868,3.450401,0.11
14,3,0303-1003-1010,1003,1010-1203,3,0.2,3.892351,-4.869506,2.340526,6.269292,0.2
14,3,0303-1003-1010,1010,1010-1203,3,0.77,3.892351,-13.567265,5.488241,0.066994,0.77
14,3,0303-1003-1010,0303,1010-1203,3,0.03,-1.211761,6.773262,-0.537682,6.269292,0.03
15,2,0300-1010,0300,0110-0403-1010,2,0.46,1.24177,4.675978,-1.3351,-0.551953,0.46
15,2,0300-1010,1010,0110-0403-1010,2,0.54,7.741304,-11.412277,4.637758,-0.551953,0.54
16,3,0300-0303-1010,0303,0400-0403-1010-1103,3,0.58,0.644869,11.053513,-4.275834,7.931888,0.58
