Phase,Count,Frequency
0002-0003-0302-0303-0330-3001-3003-3030,1,1e-4
0003-0010-0030-0303-3010-3030,1,1e-4
0003-0011-0301-0303-3010-3030,1,1e-4
0003-0013-0303-3001-3003-3013-3030,1,1e-4
0003-0013-0303-3003-3013-3030,1,1e-4
0003-0013-0303-3030,1,1e-4
0003-0023-0033-0303-3030,1,1e-4
0003-0023-0303-0320-3003-3030,1,1e-4
0003-0023-0303-0320-3003-3030-3300-3320,1,1e-4
0003-0023-0303-1030-3030,1,1e-4
0003-0023-0303-2003-2023-3030,1,1e-4
0003-0023-0303-2030-3030,1,1e-4
0003-0023-0303-3000-3003-3030,1,1e-4
0003-0023-0303-3001-3003-3021-3023-3030,1,1e-4
0003-0023-0303-3003-3023-3030,3,3e-4
0003-0023-0303-3003-3023-3031,1,1e-4
0003-0023-0303-3003-3030,1,1e-4
0003-0023-0303-3003-3030-3031,1,1e-4
0003-0023-0303-3030,4,4e-4
0003-0030-0033-0303-3010-3030,1,1e-4
0003-0030-0033-0303-3030,6,6e-4
0003-0030-0300-0303-0320-3030,1,1e-4
0003-0030-0303-3000-3030,1,1e-4
0003-0030-0303-3000-3030-3300,1,1e-4
0003-0030-0303-3001-3003-3030,1,1e-4
0003-0030-0303-3030,3,3e-4
0003-0031-0033-0131-0133-0303-3030,1,1e-4
0003-0031-0033-0303-0331-3003-3030,1,1e-4
0003-0031-0033-0303-3003-3030,3,3e-4
0003-0031-0033-0303-3003-3030-3300,1,1e-4
0003-0031-0033-0303-3030,2,2e-4
0003-0031-0303-2030-3030,1,1e-4
0003-0031-0303-3001-3003-3030,1,1e-4
0003-0031-0303-3003-3030,1,1e-4
0003-0032-0033-0300-0303-0330-3030,1,1e-4
0003-0032-0033-0303-2003-2033-3010-3030,1,1e-4
0003-0032-0303-0310-3030-3210,1,1e-4
0003-0032-0303-3003-3030,2,2e-4
0003-0032-0303-3030,4,4e-4
0003-0033-0133-0303-3003-3030,1,1e-4
0003-0033-0133-0303-3003-3030-3032,1,1e-4
0003-0033-0230-0233-0303-1030-3030,1,1e-4
0003-0033-0301-0303-2300-3030,1,1e-4
0003-0033-0301-0303-3030,1,1e-4
0003-0033-0302-0303-3030-3300,1,1e-4
0003-0033-0303-0313-2003-2033-3030,1,1e-4
0003-0033-0303-0313-3003-3030,1,1e-4
0003-0033-0303-0320-3003-3030-3300-3320,1,1e-4
0003-0033-0303-0323-3003-3030,1,1e-4
0003-0033-0303-0330-3003-3030,2,2e-4
0003-0033-0303-0330-3030,1,1e-4
0003-0033-0303-1030-3030,2,2e-4
0003-0033-0303-1300-3003-3030,2,2e-4
0003-0033-0303-2003-2033-3030,1,1e-4
0003-0033-0303-2003-3030,2,2e-4
0003-0033-0303-2030-3003-3030,2,2e-4
0003-0033-0303-2030-3030,1,1e-4
0003-0033-0303-2300-3003-3030,1,1e-4
0003-0033-0303-2303-3003-3030-3301,1,1e-4
0003-0033-0303-3001-3003-3010-3030,1,1e-4
0003-0033-0303-3001-3003-3030,3,3e-4
0003-0033-0303-3001-3003-3030-3033,1,1e-4
0003-0033-0303-3001-3003-3030-3301,1,1e-4
0003-0033-0303-3001-3003-3031-3033,1,1e-4
0003-0033-0303-3002-3003-3030,1,1e-4
0003-0033-0303-3002-3030,2,2e-4
0003-0033-0303-3003-3010-3011-3030-3031,1,1e-4
0003-0033-0303-3003-3010-3030,1,1e-4
0003-0033-0303-3003-3030,50,0.005
0003-0033-0303-3003-3030-3031,3,3e-4
0003-0033-0303-3003-3030-3031-3103,1,1e-4
0003-0033-0303-3003-3030-3031-3300,1,1e-4
0003-0033-0303-3003-3030-3032,4,4e-4
0003-0033-0303-3003-3030-3033,7,7e-4
0003-0033-0303-3003-3030-3033-3103,1,1e-4
0003-0033-0303-3003-3030-3203,1,1e-4
0003-0033-0303-3003-3030-3300,12,0.0012
0003-0033-0303-3003-3031,2,2e-4
0003-0033-0303-3003-3031-3033,1,1e-4
0003-0033-0303-3003-3033,3,3e-4
0003-0033-0303-3010-3030,1,1e-4
0003-0033-0303-3030,9,9e-4
0003-0033-0303-3030-3031,2,2e-4
0003-0033-0303-3031,1,1e-4
0003-0300-0303-1030-1200-3030-3200,1,1e-4
0003-0300-0303-1030-3030-3300,1,1e-4
0003-0300-0303-3030,2,2e-4
0003-0300-0303-3030-3300,1,1e-4
0003-0301-0303-2300-3000-3030,1,1e-4
0003-0301-0303-3003-3030,2,2e-4
0003-0301-0303-3003-3030-3301,1,1e-4
0003-0302-0303-3030,1,1e-4
